"gene_id","length"
"AQP7B",3654
"AQP7P1",3180
"AQP7P2",17524
"AQP7P3",530
"AQP7P4",9860
"AQP7P5",17524
"AQP8",1358
"AQP9",2962
"AQR",9597
"AR",12529
"ARAF",3012
"ARAFP1",806
"ARAFP2",1021
"ARAFP3",1021
"ARAP1",5647
"ARAP1-AS2",1824
"ARAP2",16574
"ARAP3",5699
"ARC",2950
"ARCN1",4007
"AREG",1234
"AREL1",5564
"ARF1",2302
"ARF1P1",2478
"ARF1P2",838
"ARF1P3",790
"ARF2P",19353
"ARF3",5721
"ARF4",1596
"ARF4-AS1",548
"ARF4P1",1047
"ARF4P2",1007
"ARF4P3",1458
"ARF4P4",1040
"ARF4P5",895
"ARF5",1032
"ARF6",3875
"ARFGAP1",4917
"ARFGAP2",2911
"ARFGAP3",2749
"ARFGEF1",8638
"ARFGEF1-DT",3169
"ARFGEF2",9031
"ARFGEF3",15108
"ARFIP1",3659
"ARFIP2",2179
"ARFRP1",2795
"ARG1",1471
"ARG2",1911
"ARGFX",5047
"ARGFXP1",4821
"ARGFXP2",1215
"ARGLU1",5263
"ARHGAP1",4260
"ARHGAP10",3467
"ARHGAP11A",25007
"ARHGAP11A-SCG5",12412
"ARHGAP11B",11176
"ARHGAP11B-DT",20724
"ARHGAP12",5105
"ARHGAP15",4727
"ARHGAP15-AS1",10198
"ARHGAP16P",944
"ARHGAP17",7560
"ARHGAP18",4414
"ARHGAP19",5490
"ARHGAP19-SLIT1",1916
"ARHGAP20",6921
"ARHGAP21",12564
"ARHGAP22",9577
"ARHGAP22-IT1",1143
"ARHGAP23",13512
"ARHGAP23P1",1828
"ARHGAP24",16127
"ARHGAP25",4971
"ARHGAP26",12341
"ARHGAP26-AS1",978
"ARHGAP26-IT1",388
"ARHGAP27",17685
"ARHGAP27P1",2874
"ARHGAP27P1-BPTFP1-KPNA2P3",2862
"ARHGAP27P2",1643
"ARHGAP28",6199
"ARHGAP28-AS1",385
"ARHGAP29",9191
"ARHGAP29-AS1",2891
"ARHGAP30",4426
"ARHGAP31",9401
"ARHGAP31-AS1",624
"ARHGAP32",13431
"ARHGAP33",6978
"ARHGAP35",9895
"ARHGAP36",3122
"ARHGAP39",7877
"ARHGAP4",3374
"ARHGAP40",2964
"ARHGAP42",12118
"ARHGAP42-AS1",1866
"ARHGAP42P1",3024
"ARHGAP42P2",2685
"ARHGAP42P3",2935
"ARHGAP42P4",2876
"ARHGAP42P5",4062
"ARHGAP44",4323
"ARHGAP44-AS1",3727
"ARHGAP45",5594
"ARHGAP5",13775
"ARHGAP5-AS1",1281
"ARHGAP6",6683
"ARHGAP8",1708
"ARHGAP9",3771
"ARHGDIA",2336
"ARHGDIB",1811
"ARHGDIG",964
"ARHGEF1",5611
"ARHGEF10",11890
"ARHGEF10L",10025
"ARHGEF11",9689
"ARHGEF12",11240
"ARHGEF15",4424
"ARHGEF16",3971
"ARHGEF17",8163
"ARHGEF17-AS1",1419
"ARHGEF18",8633
"ARHGEF19",3444
"ARHGEF2",4659
"ARHGEF2-AS1",401
"ARHGEF2-AS2",2259
"ARHGEF25",3010
"ARHGEF26",10841
"ARHGEF26-AS1",2598
"ARHGEF28",8706
"ARHGEF3",6907
"ARHGEF3-AS1",489
"ARHGEF33",5273
"ARHGEF34P",8408
"ARHGEF35",5310
"ARHGEF35-AS1",1980
"ARHGEF37",5301
"ARHGEF38",7532
"ARHGEF38-IT1",456
"ARHGEF39",4179
"ARHGEF4",7676
"ARHGEF40",7244
"ARHGEF5",10970
"ARHGEF6",6019
"ARHGEF7",13249
"ARHGEF7-AS1",419
"ARHGEF7-AS2",1239
"ARHGEF9",6445
"ARHGEF9-IT1",400
"ARID1A",8595
"ARID1B",11262
"ARID2",8993
"ARID3A",7345
"ARID3B",4231
"ARID3BP1",4157
"ARID3C",1870
"ARID4A",7867
"ARID4B",7059
"ARID5A",4990
"ARID5B",7619
"ARIH1",21679
"ARIH2",9735
"ARIH2OS",1598
"ARIH2P1",2201
"ARL1",3245
"ARL10",12753
"ARL11",3669
"ARL13A",2234
"ARL13B",4273
"ARL14",1289
"ARL14EP",3034
"ARL14EP-DT",2142
"ARL14EPL",1137
"ARL14EPP1",943
"ARL15",3610
"ARL16",1733
"ARL17A",19375
"ARL17B",9263
"ARL2",932
"ARL2-SNX15",2463
"ARL2BP",1969
"ARL2BPP1",392
"ARL2BPP10",1193
"ARL2BPP2",736
"ARL2BPP3",462
"ARL2BPP4",687
"ARL2BPP5",481
"ARL2BPP6",522
"ARL2BPP7",1964
"ARL2BPP8",1803
"ARL2BPP9",869
"ARL3",4181
"ARL4A",3030
"ARL4AP1",1179
"ARL4AP2",1149
"ARL4AP3",1786
"ARL4AP4",716
"ARL4AP5",1072
"ARL4C",4041
"ARL4D",1615
"ARL5A",5264
"ARL5AP1",3480
"ARL5AP2",3039
"ARL5AP3",386
"ARL5AP4",7283
"ARL5AP5",2377
"ARL5B",7431
"ARL5C",941
"ARL6",7249
"ARL6IP1",2452
"ARL6IP1P1",2310
"ARL6IP1P2",944
"ARL6IP1P3",939
"ARL6IP4",1226
"ARL6IP5",2134
"ARL6IP6",4428
"ARL8A",1789
"ARL8B",2933
"ARL9",2406
"ARLNC1",2333
"ARMC1",3117
"ARMC10",6280
"ARMC10P1",2099
"ARMC12",3099
"ARMC2",8846
"ARMC2-AS1",717
"ARMC3",4318
"ARMC5",5396
"ARMC6",3293
"ARMC7",2803
"ARMC8",8754
"ARMC8P1",1645
"ARMC9",9598
"ARMCX1",2125
"ARMCX2",3241
"ARMCX3",7610
"ARMCX4",14982
"ARMCX5",3012
"ARMCX5-GPRASP2",20211
"ARMCX6",1933
"ARMCX7P",789
"ARMH1",3906
"ARMH2",828
"ARMH3",6341
"ARMH4",14372
"ARMS2",818
"ARMT1",2397
"ARNT",4995
"ARNT2",6523
"ARNTL",4679
"ARNTL2",8689
"ARNTL2-AS1",813
"ARPC1A",1582
"ARPC1B",2101
"ARPC1BP1",661
"ARPC2",3863
"ARPC3",946
"ARPC3P1",847
"ARPC3P2",750
"ARPC3P3",873
"ARPC3P4",831
"ARPC3P5",772
"ARPC4",1678
"ARPC4-TTLL3",3987
"ARPC5",7275
"ARPC5L",6354
"ARPIN",8223
"ARPIN-AP3S2",6218
"ARPP19",6198
"ARPP19P1",5387
"ARPP19P2",1125
"ARPP21",26061
"ARR3",1355
"ARRB1",7701
"ARRB2",2260
"ARRDC1",4560
"ARRDC1-AS1",1545
"ARRDC2",2951
"ARRDC3",5587
"ARRDC3-AS1",2502
"ARRDC4",4062
"ARRDC5",2262
"ARSA",4408
"ARSB",16340
"ARSD",6621
"ARSD-AS1",857
"ARSDP1",25738
"ARSF",2407
"ARSFP1",5836
"ARSG",8595
"ARSH",2482
"ARSI",3113
"ARSJ",6788
"ARSK",3416
"ARSL",2893
"ARSLP1",15622
"ART1",2606
"ART2BP",1017
"ART2P",690
"ART3",6222
"ART4",5620
"ART5",1606
"ARTN",1463
"ARV1",1742
"ARVCF",9326
"ARX",2893
"AS-PTPRE",1210
"AS3MT",2450
"ASAH1",3225
"ASAH1-AS1",2521
"ASAH2",5113
"ASAH2B",5233
"ASAP1",7178
"ASAP1-IT1",1179
"ASAP1-IT2",2031
"ASAP2",7258
"ASAP3",8437
"ASB1",6891
"ASB10",2275
"ASB11",3006
"ASB12",1267
"ASB13",2798
"ASB14",3983
"ASB15",6167
"ASB15-AS1",555
"ASB16",2142
"ASB16-AS1",2259
"ASB17",1100
"ASB18",2875
"ASB2",6026
"ASB3",2762
"ASB4",5313
"ASB5",4905
"ASB6",4603
"ASB7",5093
"ASB8",2825
"ASB9",2036
"ASB9P1",1625
"ASCC1",5168
"ASCC2",5270
"ASCC3",15048
"ASCL1",2481
"ASCL2",1485
"ASCL3",627
"ASCL4",1941
"ASCL5",2036
"ASDURF",643
"ASF1A",2434
"ASF1B",3378
"ASGR1",1411
"ASGR2",2137
"ASH1L",12465
"ASH1L-AS1",1209
"ASH2L",3847
"ASH2LP1",1411
"ASH2LP2",2058
"ASH2LP3",1442
"ASIC1",4791
"ASIC2",4541
"ASIC3",2314
"ASIC4",2742
"ASIC4-AS1",1069
"ASIC5",4074
"ASIP",1100
"ASL",2322
"ASLP1",1234
"ASMT",2816
"ASMTL",5120
"ASMTL-AS1",6034
"ASNS",3233
"ASNSD1",2411
"ASNSP1",1460
"ASNSP2",156
"ASNSP3",1349
"ASNSP4",1198
"ASNSP5",153
"ASNSP6",1058
"ASPA",5823
"ASPDH",1279
"ASPG",7146
"ASPH",19640
"ASPHD1",3119
"ASPHD2",3370
"ASPM",10863
"ASPN",2470
"ASPRV1",7955
"ASPSCR1",2798
"ASRGL1",5310
"ASS1",2152
"ASS1P1",1514
"ASS1P10",1513
"ASS1P11",1491
"ASS1P12",1505
"ASS1P13",1555
"ASS1P14",1503
"ASS1P2",1480
"ASS1P3",1518
"ASS1P4",1499
"ASS1P5",1485
"ASS1P6",1494
"ASS1P7",1504
"ASS1P8",895
"ASS1P9",1507
"ASTE1",4028
"ASTL",4238
"ASTN1",11933
"ASTN2",10207
"ASTN2-AS1",1756
"ASXL1",10299
"ASXL2",13226
"ASXL3",22478
"ASZ1",1835
"ATAD1",9443
"ATAD2",5547
"ATAD2B",18706
"ATAD3A",2884
"ATAD3B",6268
"ATAD3C",3864
"ATAD5",8012
"ATAT1",26082
"ATCAY",4971
"ATE1",6376
"ATE1-AS1",951
"ATF1",5260
"ATF1P1",792
"ATF2",4840
"ATF3",3677
"ATF4",7716
"ATF4P1",1441
"ATF4P2",1441
"ATF4P3",1422
"ATF4P4",1416
"ATF5",2764
"ATF6",7890
"ATF6-DT",2877
"ATF6B",10504
"ATF7",8628
"ATF7-NPFF",2221
"ATF7IP",12188
"ATF7IP2",5944
"ATG10",7911
"ATG101",1453
"ATG12",4273
"ATG12P1",757
"ATG12P2",3396
"ATG13",6586
"ATG14",4782
"ATG16L1",6729
"ATG16L2",8538
"ATG2A",6409
"ATG2B",13162
"ATG3",3056
"ATG3P1",1146
"ATG4A",3017
"ATG4AP1",778
"ATG4B",4605
"ATG4C",2944
"ATG4D",2044
"ATG5",3514
"ATG7",9412
"ATG9A",3770
"ATG9B",5918
"ATIC",2744
"ATL1",2831
"ATL2",6571
"ATL3",7616
"ATM",15408
"ATMIN",5159
"ATN1",4781
"ATOH1",2212
"ATOH7",1519
"ATOH8",11707
"ATOX1",471
"ATOX1-AS1",1281
"ATP10A",10932
"ATP10A-DT",1200
"ATP10B",10099
"ATP10D",6668
"ATP11A",11736
"ATP11A-AS1",4024
"ATP11AUN",2241
"ATP11B",13096
"ATP11B-DT",2242
"ATP11C",7677
"ATP12A",4424
"ATP13A1",3849
"ATP13A2",4040
"ATP13A3",10867
"ATP13A3-DT",1123
"ATP13A4",12292
"ATP13A4-AS1",1542
"ATP13A5",4095
"ATP13A5-AS1",635
"ATP1A1",11246
"ATP1A1-AS1",2635
"ATP1A2",5435
"ATP1A3",3665
"ATP1A4",4077
"ATP1B1",2216
"ATP1B1P1",2197
"ATP1B2",3416
"ATP1B3",1847
"ATP1B3P1",1536
"ATP1B4",5015
"ATP23",6796
"ATP2A1",3545
"ATP2A1-AS1",584
"ATP2A2",8295
"ATP2A3",6478
"ATP2B1",7761
"ATP2B1-AS1",2998
"ATP2B2",9885
"ATP2B2-IT2",513
"ATP2B3",14699
"ATP2B4",9249
"ATP2C1",6030
"ATP2C2",5735
"ATP2C2-AS1",2998
"ATP4A",3721
"ATP4B",2626
"ATP5F1A",6401
"ATP5F1AP1",1431
"ATP5F1AP10",1430
"ATP5F1AP2",407
"ATP5F1AP3",1842
"ATP5F1AP4",1610
"ATP5F1AP7",1430
"ATP5F1AP8",1429
"ATP5F1B",1759
"ATP5F1BP1",1769
"ATP5F1C",1119
"ATP5F1CP1",1093
"ATP5F1D",995
"ATP5F1E",3610
"ATP5F1EP1",419
"ATP5F1EP2",368
"ATP5IF1",3774
"ATP5MC1",646
"ATP5MC1P1",1094
"ATP5MC1P2",568
"ATP5MC1P3",552
"ATP5MC1P4",588
"ATP5MC1P5",556
"ATP5MC1P6",562
"ATP5MC1P7",548
"ATP5MC1P8",616
"ATP5MC2",3016
"ATP5MC2P1",634
"ATP5MC2P2",623
"ATP5MC2P3",623
"ATP5MC2P4",629
"ATP5MC3",3430
"ATP5ME",303
"ATP5MF",443
"ATP5MF-PTCD1",5504
"ATP5MFP1",235
"ATP5MFP2",420
"ATP5MFP3",418
"ATP5MFP4",409
"ATP5MFP5",418
"ATP5MFP6",426
"ATP5MG",1174
"ATP5MGL",799
"ATP5MGP1",453
"ATP5MGP2",440
"ATP5MGP3",451
"ATP5MGP4",447
"ATP5MGP5",26112
"ATP5MGP6",271
"ATP5MGP7",310
"ATP5MGP8",517
"ATP5MJ",884
"ATP5MK",886
"ATP5MKP1",326
"ATP5PB",2628
"ATP5PBP1",1021
"ATP5PBP2",808
"ATP5PBP3",1139
"ATP5PBP4",758
"ATP5PBP5",1032
"ATP5PBP6",996
"ATP5PBP7",1007
"ATP5PD",609
"ATP5PDP1",588
"ATP5PDP2",598
"ATP5PDP3",603
"ATP5PDP4",530
"ATP5PF",1501
"ATP5PFP1",338
"ATP5PO",756
"ATP5POP1",18198
"ATP6",681
"ATP6AP1",2429
"ATP6AP1L",3916
"ATP6AP2",2242
"ATP6V0A1",7048
"ATP6V0A2",6628
"ATP6V0A4",3881
"ATP6V0B",1751
"ATP6V0C",1144
"ATP6V0CP1",433
"ATP6V0CP2",383
"ATP6V0CP3",619
"ATP6V0CP4",410
"ATP6V0D1",1987
"ATP6V0D1-DT",3035
"ATP6V0D2",2370
"ATP6V0E1",1419
"ATP6V0E1P1",223
"ATP6V0E1P2",488
"ATP6V0E1P3",803
"ATP6V0E1P4",555
"ATP6V0E2",3897
"ATP6V0E2-AS1",3069
"ATP6V1A",4575
"ATP6V1B1",2380
"ATP6V1B1-AS1",944
"ATP6V1B2",10755
"ATP6V1C1",5635
"ATP6V1C2",4983
"ATP6V1D",1599
"ATP6V1E1",1406
"ATP6V1E1P1",999
"ATP6V1E1P2",564
"ATP6V1E1P3",957
"ATP6V1E2",3441
"ATP6V1F",762
"ATP6V1FNB",3883
"ATP6V1G1",1563
"ATP6V1G1P1",2954
"ATP6V1G1P2",347
"ATP6V1G1P3",368
"ATP6V1G1P4",332
"ATP6V1G1P5",354
"ATP6V1G1P6",369
"ATP6V1G1P7",1549
"ATP6V1G2",10367
"ATP6V1G2-DDX39B",17336
"ATP6V1G3",1356
"ATP6V1H",2400
"ATP7A",8492
"ATP7B",12533
"ATP7BP1",942
"ATP8",207
"ATP8A1",8379
"ATP8A2",19758
"ATP8A2P1",16520
"ATP8A2P2",1677
"ATP8A2P3",39767
"ATP8B1",6668
"ATP8B2",6690
"ATP8B3",5600
"ATP8B4",12137
"ATP8B5P",4425
"ATP9A",7862
"ATP9B",13879
"ATPAF1",4584
"ATPAF2",3266
"ATPSCKMT",2962
"ATR",8513
"ATRAID",1393
"ATRIP",5056
"ATRIP-TREX1",4299
"ATRN",9281
"ATRNL1",25132
"ATRX",11658
"ATXN1",15736
"ATXN1-AS1",4722
"ATXN10",3294
"ATXN1L",7896
"ATXN2",4521
"ATXN2-AS",484
"ATXN2L",4995
"ATXN3",7041
"ATXN3L",1407
"ATXN7",10406
"ATXN7L1",7749
"ATXN7L2",4690
"ATXN7L3",4867
"ATXN7L3-AS1",1652
"ATXN7L3B",7596
"ATXN7L3P1",1251
"ATXN8OS",1472
"AUH",9901
"AUNIP",2414
"AUP1",1716
"AURKA",3019
"AURKAIP1",1484
"AURKAP1",1537
"AURKAP2",1381
"AURKB",1770
"AURKBP1",1222
"AURKC",2000
"AUTS2",21694
"AVEN",8245
"AVIL",4391
"AVL9",9142
"AVP",2149
"AVPI1",1568
"AVPR1A",6222
"AVPR1B",5026
"AVPR2",2199
"AWAT1",2766
"AWAT2",2156
"AXDND1",4583
"AXIN1",7756
"AXIN2",5378
"AXL",4875
"AZGP1",1181
"AZGP1P1",1181
"AZGP1P2",352
"AZI2",5275
"AZIN1",4569
"AZIN2",7074
"AZU1",1814
"AZU1P1",385
"B2M",3788
"B3GALNT1",4840
"B3GALNT1P1",1267
"B3GALNT2",14925
"B3GALNT2P1",837
"B3GALT1",10574
"B3GALT1-AS1",922
"B3GALT2",3548
"B3GALT4",8515
"B3GALT5",13554
"B3GALT5-AS1",2201
"B3GALT6",2805
"B3GALT9",3856
"B3GAT1",7242
"B3GAT1-DT",2737
"B3GAT2",6587
"B3GAT3",2132
"B3GAT3P1",1442
"B3GLCT",4779
"B3GNT2",2859
"B3GNT2P1",1482
"B3GNT3",2748
"B3GNT4",2891
"B3GNT5",7181
"B3GNT6",2503
"B3GNT7",3639
"B3GNT8",1874
"B3GNT9",2702
"B3GNTL1",11065
"B3GNTL1P1",289
"B3GNTL1P2",288
"B4GALNT1",6911
"B4GALNT2",9221
"B4GALNT2P1",1192
"B4GALNT3",5493
"B4GALNT4",5251
"B4GALT1",4881
"B4GALT1-AS1",1346
"B4GALT2",2484
"B4GALT3",3229
"B4GALT4",3063
"B4GALT4-AS1",544
"B4GALT5",4722
"B4GALT6",8648
"B4GALT7",1999
"B4GAT1",2007
"B9D1",6853
"B9D2",1559
"BAALC",3027
"BAALC-AS1",726
"BAALC-AS2",496
"BAAT",7044
"BABAM1",1415
"BABAM2",2299
"BABAM2-AS1",1659
"BACE1",5911
"BACE1-AS",825
"BACE2",9014
"BACH1",6782
"BACH1-IT2",802
"BACH1-IT3",406
"BACH2",24747
"BAD",1224
"BAG1",3820
"BAG1P1",1807
"BAG2",7895
"BAG3",2561
"BAG4",4197
"BAG5",5092
"BAG6",31199
"BAGE2",4200
"BAGE5",1840
"BAHCC1",11039
"BAHD1",5237
"BAIAP2",8876
"BAIAP2-DT",4421
"BAIAP2L1",3645
"BAIAP2L2",3531
"BAIAP3",5533
"BAK1",2301
"BAK1P1",2125
"BAK1P2",2112
"BAMBI",1691
"BANCR",675
"BANF1",1640
"BANF1P1",689
"BANF1P2",716
"BANF1P3",711
"BANF1P4",726
"BANF1P5",692
"BANF2",1016
"BANK1",3510
"BANP",11387
"BAP1",3695
"BARD1",5795
"BARHL1",1906
"BARHL2",2044
"BARX1",1511
"BARX1-DT",1445
"BARX2",2051
"BASP1",1882
"BASP1-AS1",3316
"BASP1P1",1152
"BATF",913
"BATF2",2270
"BATF3",1581
"BAX",1560
"BAZ1A",6110
"BAZ1A-AS1",2273
"BAZ1B",6679
"BAZ2A",9584
"BAZ2B",13646
"BAZ2B-AS1",2456
"BBC3",2376
"BBIP1",2644
"BBIP1P1",420
"BBLN",881
"BBOF1",4639
"BBOX1",2569
"BBOX1-AS1",1180
"BBS1",3368
"BBS10",3568
"BBS12",3570
"BBS2",3115
"BBS4",2849
"BBS5",3159
"BBS7",6053
"BBS9",10528
"BBX",11765
"BCAM",3431
"BCAN",4126
"BCAN-AS1",9468
"BCAP29",10687
"BCAP31",3223
"BCAP31P1",3590
"BCAP31P2",3590
"BCAR1",10349
"BCAR1P1",1554
"BCAR1P2",1554
"BCAR3",5705
"BCAR3-AS1",1562
"BCAR4",1314
"BCAS1",3484
"BCAS2",1275
"BCAS2P1",630
"BCAS2P2",823
"BCAS2P3",984
"BCAS3",3809
"BCAS4",3443
"BCAT1",12638
"BCAT2",2044
"BCCIP",3353
"BCDIN3D",3226
"BCDIN3D-AS1",3088
"BCHE",2484
"BCKDHA",1742
"BCKDHB",18016
"BCKDK",2370
"BCL10",3947
"BCL10-AS1",888
"BCL11A",9133
"BCL11B",8528
"BCL2",10692
"BCL2A1",836
"BCL2L1",3111
"BCL2L1-AS1",778
"BCL2L10",1319
"BCL2L11",7702
"BCL2L12",2728
"BCL2L12P1",674
"BCL2L13",7350
"BCL2L14",5792
"BCL2L15",5005
"BCL2L2",3579
"BCL2L2-PABPN1",3260
"BCL3",5244
"BCL6",9856
"BCL6B",3527
"BCL7A",6740
"BCL7B",1981
"BCL7C",3907
"BCL9",6189
"BCL9L",11840
"BCL9P1",1702
"BCLAF1",8110
"BCLAF1P1",4752
"BCLAF1P2",2932
"BCLAF3",7670
"BCO1",2670
"BCO2",2995
"BCOR",8355
"BCORL1",8904
"BCORP1",3668
"BCR",6783
"BCRP1",3170
"BCRP2",2334
"BCRP3",1425
"BCRP4",6520
"BCRP5",2802
"BCRP6",3165
"BCRP7",3164
"BCRP8",250
"BCRP9",388
"BCS1L",2622
"BCYRN1",200
"BCYRN1P1",197
"BCYRN1P3",388
"BDH1",14483
"BDH2",3226
"BDH2P1",2917
"BDKRB1",1301
"BDKRB2",3996
"BDNF",8434
"BDNF-AS",3051
"BDP1",35716
"BDP1P",4943
"BEAN1",8584
"BEAN1-AS1",483
"BECN1",2259
"BECN1P2",1055
"BECN2",1296
"BEGAIN",8772
"BEND2",6210
"BEND3",7085
"BEND3P1",5844
"BEND3P2",2264
"BEND3P3",5923
"BEND4",8631
"BEND5",5503
"BEND6",6073
"BEND7",14771
"BEND7-DT",294
"BEND7P1",589
"BEST1",6539
"BEST2",2011
"BEST3",6345
"BEST4",3532
"BET1",4693
"BET1-AS1",223
"BET1L",2933
"BET1P1",1493
"BEX1",795
"BEX2",1120
"BEX3",1428
"BEX4",1328
"BEX5",975
"BFAR",5926
"BFSP1",3807
"BFSP2",4591
"BFSP2-AS1",2934
"BGLAP",506
"BGLT3",993
"BGN",2357
"BHLHA15",3262
"BHLHA9",1372
"BHLHB9",5351
"BHLHB9P1",3886
"BHLHE22",3263
"BHLHE23",1038
"BHLHE40",3438
"BHLHE40-AS1",2717
"BHLHE41",3743
"BHMT",2470
"BHMT2",2603
"BICC1",16916
"BICD1",14342
"BICD1P1",1105
"BICD2",6537
"BICDL1",5509
"BICDL2",2730
"BICRA",5774
"BICRAL",6927
"BID",2662
"BIK",951
"BIN1",3737
"BIN2",3130
"BIN2P1",1952
"BIN2P2",1587
"BIN3",3176
"BIN3-IT1",1839
"BIRC2",4233
"BIRC3",6988
"BIRC5",2808
"BIRC6",19822
"BIRC6-AS2",589
"BIRC7",1334
"BIRC8",1834
"BISPR",2085
"BIVM",3810
"BIVM-ERCC5",5137
"BLACAT1",6306
"BLACE",2452
"BLCAP",3526
"BLID",876
"BLK",5641
"BLM",5762
"BLMH",2307
"BLNK",4349
"BLOC1S1",809
"BLOC1S1-RDH5",1213
"BLOC1S2",3002
"BLOC1S2P1",601
"BLOC1S3",3592
"BLOC1S4",1491
"BLOC1S5",2787
"BLOC1S5-TXNDC5",3352
"BLOC1S6",4533
"BLOC1S6P1",3969
"BLVRA",1398
"BLVRB",799
"BLZF1",3610
"BLZF2P",3470
"BMERB1",4389
"BMF",4963
"BMI1",3540
"BMI1P1",1140
"BMNCR",2320
"BMP1",3995
"BMP10",6036
"BMP15",1262
"BMP2",3545
"BMP2K",8891
"BMP2KL",1382
"BMP3",6087
"BMP4",2490
"BMP5",10936
"BMP6",3784
"BMP6P1",1647
"BMP7",4021
"BMP7-AS1",1012
"BMP8A",6798
"BMP8B",6289
"BMP8B-AS1",1224
"BMPER",5582
"BMPR1A",6700
"BMPR1AP1",1995
"BMPR1AP2",1470
"BMPR1B",6590
"BMPR1B-DT",643
"BMPR2",12087
"BMS1",8108
"BMS1P1",4235
"BMS1P10",1121
"BMS1P11",885
"BMS1P12",885
"BMS1P13",885
"BMS1P14",786
"BMS1P15",2208
"BMS1P16",2208
"BMS1P17",725
"BMS1P18",725
"BMS1P19",765
"BMS1P2",4704
"BMS1P2-AGAP9",3791
"BMS1P20",2011
"BMS1P21",818
"BMS1P22",666
"BMS1P23",5039
"BMS1P3",941
"BMS1P4",1960
"BMS1P4-AGAP5",4793
"BMS1P7",2482
"BMS1P8",5286
"BMS1P9",885
"BMT2",3940
"BMX",2675
"BNC1",5191
"BNC2",12977
"BNC2-AS1",428
"BNIP1",1482
"BNIP2",6342
"BNIP3",1542
"BNIP3L",3557
"BNIP3P1",1565
"BNIP3P10",560
"BNIP3P11",8440
"BNIP3P12",65535
"BNIP3P13",911
"BNIP3P14",561
"BNIP3P15",301
"BNIP3P16",2051
"BNIP3P17",584
"BNIP3P18",575
"BNIP3P19",577
"BNIP3P2",532
"BNIP3P20",570
"BNIP3P21",573
"BNIP3P22",553
"BNIP3P23",535
"BNIP3P24",1108
"BNIP3P25",528
"BNIP3P26",551
"BNIP3P27",518
"BNIP3P28",1193
"BNIP3P29",571
"BNIP3P3",529
"BNIP3P30",1752
"BNIP3P31",1784
"BNIP3P32",844
"BNIP3P33",884
"BNIP3P34",569
"BNIP3P35",490
"BNIP3P36",880
"BNIP3P37",901
"BNIP3P38",534
"BNIP3P39",569
"BNIP3P4",556
"BNIP3P40",554
"BNIP3P42",569
"BNIP3P5",693
"BNIP3P6",532
"BNIP3P8",557
"BNIP3P9",553
"BNIP5",4893
"BNIPL",2934
"BOC",8754
"BOD1",2440
"BOD1L1",10773
"BOD1L2",3324
"BOD1P1",1140
"BOD1P2",2152
"BOK",2915
"BOK-AS1",828
"BOLA1",1116
"BOLA2",1094
"BOLA2-SMG1P6",2060
"BOLA2B",375
"BOLA2P1",372
"BOLA2P2",567
"BOLA2P3",256
"BOLA3",555
"BOLA3-DT",4190
"BOLA3P1",555
"BOLA3P2",508
"BOLA3P3",539
"BOLA3P4",400
"BOLL",3675
"BOP1",2887
"BORA",3013
"BORCS5",14230
"BORCS6",1836
"BORCS7",2386
"BORCS7-ASMT",2732
"BORCS8",1689
"BORCS8-MEF2B",1803
"BORCS8P1",454
"BPESC1",3518
"BPGM",2497
"BPHL",2755
"BPI",1906
"BPIFA1",1075
"BPIFA2",1171
"BPIFA3",1315
"BPIFA4P",1203
"BPIFB1",1958
"BPIFB2",1788
"BPIFB3",1829
"BPIFB4",2343
"BPIFB5P",12694
"BPIFB6",1471
"BPIFB9P",7925
"BPIFC",2318
"BPNT1",3808
"BPNT2",7340
"BPNT2P1",1336
"BPTF",13067
"BPTFP1",799
"BPY2",1206
"BPY2B",1206
"BPY2C",1206
"BPY2DP",1183
"BRAF",16648
"BRAFP1",3137
"BRAP",4264
"BRAT1",3836
"BRCA1",7243
"BRCA1P1",1885
"BRCA2",11954
"BRCC3",6642
"BRCC3P1",1156
"BRD1",13521
"BRD2",33589
"BRD3",6376
"BRD3OS",5682
"BRD4",10455
"BRD7",6352
"BRD7P1",4448
"BRD7P2",2222
"BRD7P3",2474
"BRD7P4",2241
"BRD7P5",2108
"BRD7P6",13824
"BRD8",4595
"BRD9",8041
"BRD9P1",560
"BRD9P2",1549
"BRDT",4051
"BRDTP1",817
"BRF1",6575
"BRF2",2560
"BRI3",5268
"BRI3BP",7587
"BRI3BPP1",1416
"BRI3P1",728
"BRI3P2",378
"BRI3P3",672
"BRICD5",826
"BRINP1",3171
"BRINP2",7144
"BRINP3",7636
"BRINP3-DT",1423
"BRIP1",12021
"BRIX1",1591
"BRIX1P1",926
"BRK1",1150
"BRK1P1",535
"BRK1P2",209
"BRME1",10029
"BRMS1",1889
"BRMS1L",3778
"BROX",5085
"BRPF1",5467
"BRPF3",6877
"BRPF3-AS1",2412
"BRS3",2773
"BRSK1",3396
"BRSK2",6075
"BRWD1",23758
"BRWD1-AS1",691
"BRWD1-AS2",1009
"BRWD1P1",982
"BRWD1P2",693
"BRWD1P3",390
"BRWD3",13045
"BSCL2",2233
"BSDC1",5538
"BSG",2268
"BSG-AS1",588
"BSN",15971
"BSN-DT",2603
"BSND",9761
"BSNDP1",367
"BSNDP2",645
"BSNDP3",364
"BSNDP4",388
"BSPH1",799
"BSPRY",2354
"BST1",5292
"BST2",1001
"BSX",944
"BTAF1",9331
"BTBD1",4720
"BTBD10",4085
"BTBD10P1",1566
"BTBD10P2",543
"BTBD11",8700
"BTBD16",3710
