gene_name,BJ_sgNT_Ras,BJ_sg69_Ras,BJ_sg71_Ras,BJ_sg_FOXF1_Ras
PPP2R5A,281,184,270,156
CTNNA2,0,0,0,0
ELAVL1,1977,1423,1493,1423
TIE1,84,122,246,295
DIP2B,693,256,389,286
SMARCD1,1211,765,707,664
KDM4A,860,630,708,579
NFYC,525,418,473,511
ZMYND12,1,2,0,1
SLC9A3,0,0,0,0
NGEF,1,2,14,9
ASPM,120,69,58,85
CD84,0,0,1,1
ELOVL1,3036,3500,3370,3628
SPI1,0,0,0,0
POLR1H,0,140,55,126
MPPED2,0,0,0,0
CLDN18,0,0,0,0
ZBTB11,146,71,88,54
ATXN3,116,70,53,81
GOLGA5,494,368,470,397
FGFR2,0,0,0,1
LRRC40,90,97,92,67
ISOC1,165,140,231,153
EML1,426,205,357,174
TRMT11,95,55,47,75
THUMPD1,172,100,73,59
MSANTD3,934,639,784,609
KIF26A,0,0,0,1
ATG2B,349,132,122,98
ARFGEF1,502,196,152,159
ACSM2B,0,0,0,0
ZFAT,248,157,158,138
MTFR1,302,201,224,206
STAG3,19,5,17,2
FECH,922,578,787,605
MYO9A,301,105,89,105
DDX3Y,793,353,316,255
PFKP,1702,1559,2412,2166
IDI1,779,642,773,580
SP100,684,573,723,491
KLF6,1423,913,1422,1103
PLPP1,295,359,408,353
NEO1,174,162,75,103
TRAM1,1840,1487,1783,1069
PHKA1,794,528,529,449
TNFRSF1A,2448,2016,2582,2130
CACNB1,192,122,105,213
EVI5,262,64,61,74
STOML1,516,469,433,460
PKM,141257,135964,147705,154460
DHX29,510,320,220,225
DNTTIP2,383,311,246,279
METTL22,510,547,659,630
TP53BP1,1504,729,1033,600
TRO,180,162,408,417
RRP15,185,104,137,108
RHOA,12633,9301,9972,10095
DHX8,1964,1497,1886,1323
PMS2P4,30,19,15,24
PRKCZ,18,28,26,47
ZFY,62,66,37,16
IARS2,1991,1053,1305,850
SYT1,238,90,68,60
NAV3,1173,435,284,296
IDH3G,1236,1079,1226,1245
ROGDI,323,372,416,384
PDZD4,17,11,21,40
ATP2B3,0,0,0,0
ROCK1,780,371,247,280
CBFB,372,172,345,181
PDK3,337,396,451,348
HYAL2,1428,1373,1428,1793
HDAC4,261,101,113,112
RASSF1,775,599,688,898
FGFR3,6,5,6,9
IFI35,290,424,712,416
HEATR6,434,348,481,326
COASY,1667,1626,1860,1906
PLEKHH3,388,189,151,377
MEF2A,223,152,171,152
OTUD5,1576,1516,1769,1498
TFE3,4658,3169,3637,3640
TBC1D25,362,326,376,361
ACSL4,965,515,710,487
INPP5A,795,915,724,729
GPKOW,524,516,595,461
GRIPAP1,850,583,657,522
FTSJ1,742,613,758,729
PRR11,867,710,1025,715
REEP1,0,0,0,0
ATP11A,613,324,427,303
POLR1A,2516,1041,1057,1260
LAPTM4A,3580,3465,3803,3144
TTC7A,510,378,396,495
IP6K2,1435,1186,1098,1163
STON1-GTF2A1L,1,0,0,0
SRBD1,98,61,49,52
KIF2A,260,140,170,144
RASGRP2,0,0,0,0
PSME4,1059,517,667,442
IFT80,103,29,54,78
ERLEC1,1544,864,1076,722
PPP2R5B,634,411,547,437
PYGM,1,1,2,0
PAGE1,0,1,0,1
PITX1,3781,1929,1748,1216
TRPC7,0,0,0,0
MAST4,230,102,121,154
ADGRF5,9,4,8,2
SDK2,1,1,0,3
ADAM7,0,0,0,0
NUP133,370,229,364,186
NUCKS1,1513,1476,1951,1237
VPS35,1240,1062,1454,682
DNAJA2,1274,803,1061,823
BCL3,108,41,76,103
KCNAB2,1098,538,612,655
ABCC9,38,20,23,28
GAL,0,2,0,0
CLEC2D,57,22,12,17
FUNDC1,74,75,80,50
MAOB,0,0,0,0
RORA,5,11,18,1
DRD4,1,0,0,0
TGFBR3,145,50,127,76
HES2,80,74,74,59
ATP1B3,3984,3632,3887,3202
NEDD4,992,579,411,300
PIGB,125,129,149,126
MAPK6,545,407,342,388
GNB5,817,810,1066,806
RAB27A,154,74,223,90
HDHD5,616,533,718,651
UFD1,2084,2136,2605,1826
GUCY2C,0,0,0,0
PHRF1,0,0,0,0
ELP1,1035,665,802,432
NUCB2,692,311,415,428
PFN2,5425,4468,6331,4741
PTPN3,111,101,152,61
SPTB,233,176,164,185
DAPP1,6,1,5,0
FGF10,0,0,0,0
SLC44A1,1131,942,1025,965
TMEM260,116,107,119,73
SMG6,2259,983,1182,1342
EXOC5,461,298,247,257
CLTCL1,211,145,153,179
FGF22,1,0,1,1
FSTL3,211,153,146,250
DGCR2,2683,1870,1924,2201
RNF126,277,256,251,283
MNT,678,232,217,318
ZXDC,263,127,123,136
JMJD6,952,707,749,803
POLB,418,355,363,313
ST6GALNAC1,0,1,0,0
WIPI1,1767,1500,1940,1715
FRMPD1,20,9,7,8
GBA2,764,566,563,571
NDST1,12046,7111,7251,7193
ASNS,414,316,457,239
AP3M2,388,181,396,228
CNGB1,0,0,0,0
ST6GALNAC2,29,26,55,35
CHAT,0,0,0,0
PABPC1,10532,5475,5280,5948
TESK2,22,29,48,29
CFAP20,654,621,696,529
CSNK2A2,881,622,535,579
PTPN21,546,256,284,258
EIF2B3,841,667,979,540
CAMK2A,6,3,7,38
TCOF1,1410,1123,1313,1347
CDC42,5225,4849,6089,4755
OSBPL3,1277,606,784,494
EPHA8,0,0,1,0
SLC12A3,0,0,0,0
RAD18,147,129,129,99
ATP2B1,724,421,543,702
TRPM5,0,0,0,0
NCK2,378,299,378,389
MAP4K4,5158,2756,4395,2744
MGAT4A,4,2,0,5
RPL31,7370,9266,12339,7815
WDR1,18484,17408,21612,20341
SNX13,225,109,173,109
MS4A12,0,0,0,1
ARHGAP10,1012,553,656,362
RPS6KA2,9,7,23,28
ING3,36,39,37,29
VASH1,129,140,163,226
LMCD1,49,69,126,292
BUD23,1569,1591,1819,1717
SEL1L,1621,622,863,537
TRIP13,340,291,494,408
ATP6AP1,5333,2845,2301,3438
TCF3,724,516,525,602
TRIB2,157,144,217,200
DAZAP1,1191,899,1154,1062
MBD3,1069,838,970,1181
PRLH,0,0,0,0
HLTF,302,159,208,139
FAM50A,2164,1971,2450,2050
FAM3A,917,695,824,731
CPSF1,1781,1105,1058,1408
MYO3B,0,0,1,3
CYBRD1,587,538,786,738
CDH19,0,0,0,0
PDCD2,1040,1043,1149,1058
SLC6A15,15,9,29,41
RDH11,1008,845,1321,731
PRKACA,2668,1414,1260,1727
ADGRL1,35,7,41,35
SPP2,0,0,4,0
ACTN1,20739,12829,14015,14700
ZFYVE26,826,517,738,444
RPS6KA6,64,10,3,7
EPN2,1870,1454,1429,1256
PTPN18,264,246,228,223
LIMS2,374,224,213,238
ASIC4,0,0,0,0
SPEG,944,433,497,999
LNX1,28,22,29,12
ALDH3A2,607,477,656,415
TFRC,2997,1210,1472,1335
SREBF1,1361,506,503,781
TRPC5,0,0,0,0
AFF4,1891,667,497,352
UBE2D1,175,125,135,91
MPP5,641,374,232,270
RHOBTB1,65,28,67,71
SMC1A,1216,401,603,423
HSD17B10,1091,1115,1144,1062
MARK2,715,382,396,470
HMMR,72,87,109,73
CHFR,673,341,475,403
TRHDE,1430,734,615,572
P4HA2,3273,2536,2961,3214
FCGR2B,0,0,0,0
NFATC3,471,395,370,272
TRNT1,147,101,97,94
ACADVL,4241,3590,3897,4437
STK10,2807,1816,1872,1862
FBXW11,1904,1234,1386,1012
ACAP1,31,48,31,41
CRMP1,0,0,0,0
EVC,1859,914,1197,901
DERL2,950,961,1160,770
SIDT1,3,0,1,0
NDE1,474,298,317,460
IRAG1,783,453,428,407
TMEM38A,91,49,47,64
AP1M1,2284,1967,2170,2033
PVR,3745,2093,1988,2695
XRCC1,621,573,699,592
SCARB1,3125,1993,1599,2363
CYP2W1,0,0,0,0
MCM2,662,776,1050,1194
MOV10L1,34,18,24,23
PANX2,204,88,65,119
SELENOO,663,463,536,711
TP63,0,0,0,0
ALPK1,82,57,91,80
LLGL2,23,33,31,16
PDE8A,413,201,310,186
CLCN4,0,0,0,0
NLE1,547,592,669,619
SDHA,2786,2337,2741,2452
SMARCE1,2451,1696,2313,1653
FNDC8,0,0,0,0
GSDMB,47,17,10,31
KDM5A,522,439,532,185
ADAM11,13,9,19,12
PPP2R3A,302,180,230,116
FERMT2,493,308,396,296
ABCB11,0,0,0,0
DHRS9,0,1,0,5
CD5L,0,0,1,0
PTGS2,641,413,1611,586
IGF2BP2,2706,1601,1907,1476
MAP3K13,221,161,193,133
ST6GAL1,75,64,70,57
TBX21,0,0,0,0
FRY,713,164,132,84
PICALM,2816,1457,1637,1576
NSF,1236,612,1050,410
GLI2,274,91,90,104
CLASP1,1161,511,683,369
MRPS34,1916,1982,2402,2058
NOTCH3,812,179,89,452
CLNS1A,949,882,1285,745
PPP2R2C,1,0,1,0
TEAD2,164,249,301,312
EED,175,153,202,114
CDHR2,0,0,0,0
SNCB,6,1,3,3
TSG101,1461,1245,1704,1222
NCBP3,548,218,260,299
ATP2A3,2,6,0,0
CA12,119,210,501,610
MGLL,9566,6344,7849,5779
NTN4,383,268,532,281
BCS1L,608,487,570,617
NUAK1,319,202,194,340
DPP8,315,128,145,93
SLC24A1,98,96,94,90
ZNF532,594,313,363,275
SCARF1,3,2,1,6
LMAN1,1988,955,805,1077
HACD3,1646,1752,2370,1586
IPCEF1,0,0,0,0
ZZEF1,1737,1073,1148,886
NOX3,0,0,0,0
ENO1,37990,47603,61780,47461
SLC12A1,0,0,0,0
MYDGF,5374,3564,4414,5024
ANO8,180,78,86,112
TUBE1,144,83,156,93
ARHGEF10L,649,420,546,483
TXK,3,1,0,5
WSCD2,0,0,0,0
KCNQ2,0,0,0,0
TACR2,2,0,0,0
ACTR6,111,82,110,76
TIPIN,95,81,109,93
SRI,1021,1019,1303,1239
EIF4G3,1878,663,614,535
NUP37,341,352,535,375
SEMA3A,2243,834,787,464
GTSE1,296,261,389,406
SEMA3C,425,199,166,223
TTC38,489,470,468,540
ACAT1,682,494,654,449
GRAMD4,490,203,168,243
CELSR1,595,208,179,278
WNT8B,0,0,1,0
ZNF638,636,220,165,224
SLC25A40,70,54,61,61
TIMM21,224,123,244,163
ADD2,2,4,0,0
FGF4,0,0,0,0
RASAL2,716,369,439,197
VPS9D1,452,203,297,357
ZNF37A,151,74,98,64
MARK3,1118,645,813,773
SLC25A3,10101,9842,10644,9350
FNDC3B,3010,1222,1452,1089
FOSL2,802,816,1630,1201
CACNG5,0,0,0,0
CACNG4,1,1,0,0
FRYL,272,149,135,92
TMEM131,3415,730,493,707
FSCN1,7599,5981,8061,8939
ACTB,97354,77147,89418,101144
MOCOS,21,13,21,73
PLD1,125,119,269,56
ATP12A,0,0,1,0
WDR62,312,148,162,238
DLG1,684,246,345,228
RAB7A,8262,6343,7722,5779
BCAP29,571,432,503,469
SEC31B,114,25,21,29
SART3,917,519,691,526
ARHGAP15,0,0,3,4
TUBA3D,0,0,0,0
PAX2,0,0,0,0
EXOSC7,679,634,898,747
KIFAP3,418,234,372,240
MKRN2,812,549,777,491
MCM6,174,214,266,282
REXO2,1755,1517,2007,1614
RBM7,187,125,148,124
RBMS2,3222,2543,2356,1979
BAZ2A,2914,1220,1064,1605
PTPN23,1351,367,275,640
MLH1,563,414,611,358
UNG,695,793,890,790
FMO4,10,13,52,17
KLHL20,345,172,185,157
RGS11,61,16,20,25
SLC46A1,4,0,0,0
PLXNA2,502,267,221,252
SPAG5,430,381,704,458
ANKRD13A,2833,2291,2761,2040
TPD52,19,3,4,3
ACACB,121,55,61,52
TRAF4,1599,839,970,1245
PAG1,819,202,867,128
GPATCH1,167,143,139,115
ICAM3,197,252,285,220
NT5C2,1111,761,1007,570
MCAM,193,247,124,324
GPC4,0,0,0,0
MBNL3,18,1,4,0
CAMSAP3,26,2,7,8
RAP1GAP,1,3,3,2
XAB2,1348,1137,1155,1206
ARHGEF1,1858,1344,1506,1763
STXBP2,5,2,2,4
MAP2K7,719,515,553,573
NMRK2,0,0,0,0
CTTNBP2,1,0,0,0
ACTL6B,0,0,0,0
RARB,157,119,154,105
TOP2B,463,335,237,483
TM9SF3,2244,1092,929,1105
NFKB2,1464,883,1364,885
UBE2T,288,261,383,232
PPP1R12B,213,118,192,66
DNAJC10,1096,673,673,777
GTF3C1,3750,1770,1851,1773
IL4R,1637,793,1106,912
USP33,523,314,352,183
PAK3,2,0,0,2
CAPN6,0,0,0,0
DCX,0,0,0,1
SNRPA,737,593,571,916
SPAG6,0,0,0,0
EXOSC5,258,287,317,300
DYNC1I2,1627,1351,1805,1378
APBB1IP,1004,551,648,561
LRCH4,820,487,386,580
FAM76B,47,26,7,13
SIRT6,446,369,348,441
TYR,0,0,0,0
POLD3,162,102,170,127
ACTN2,0,0,0,0
CAPZB,12498,11633,16032,14478
GPR137B,248,149,170,153
NAALAD2,0,0,2,2
JADE1,102,67,91,69
SLC25A43,465,381,496,376
UBE2A,1465,993,1099,884
FGFR1,5508,4142,5015,4901
FKBP6,0,0,0,0
SMC1B,1,0,0,1
FBLN1,18308,6770,6290,9019
ITGA8,1185,379,464,206
CST7,0,0,1,0
MAP2,24,52,29,45
PIAS2,234,166,236,153
AMPH,0,0,0,0
ARAF,938,752,801,901
MCCC1,361,256,293,213
LAMP3,1,0,2,1
FAP,33,21,23,8
NEBL,0,1,0,0
ACER3,116,165,161,103
UBE2K,640,445,510,425
PIK3C3,470,307,436,368
N4BP2,28,11,22,17
TIGAR,432,325,320,229
TULP3,615,406,476,467
SYNJ2,532,308,665,416
ADCY2,6,6,1,3
PPP2R5C,914,797,926,664
PMS2P1,117,128,143,91
RBFOX1,0,0,0,0
GNB1,10144,8175,10276,7729
HOXA9,667,392,472,340
EDN1,98,91,58,46
MLLT10,157,102,189,128
ZCWPW1,64,72,72,54
ADCYAP1R1,2,0,1,1
FGF20,2,4,2,3
P2RY10,0,0,0,0
ITM2A,0,0,0,0
NRDC,2096,1592,1875,1148
VDAC3,1263,1087,1700,953
PCM1,397,240,235,295
TNRC6C,310,98,127,139
CBFA2T2,291,155,131,136
BRINP1,0,0,0,0
ITCH,435,386,370,185
PKD2L2,8,5,2,5
TP53INP2,1335,475,384,498
SDF4,7330,4048,4208,5461
MYH7B,10,12,7,5
BPIFB2,0,0,0,0
TP73,1,1,0,1
TOLLIP,1858,1396,1439,1300
UBE2D4,309,322,293,275
CLUL1,0,0,0,1
RUNX1T1,86,43,54,43
CDH17,0,0,1,0
THOC1,119,65,64,58
FKBP7,212,258,298,268
OSBPL6,163,86,107,90
SLC1A3,0,0,0,0
XRCC5,4197,3609,6221,3161
LXN,159,117,117,140
SP140,125,59,98,64
MKNK1,410,302,320,241
TNS1,28,24,18,126
REXO1,590,211,186,309
SAR1A,1296,1013,1587,1042
CDC14A,27,17,17,9
RAPGEF3,177,148,99,148
CEACAM1,26,22,16,15
SENP1,115,94,181,91
DUSP13,0,0,1,0
CIC,1812,527,296,752
LIPE,62,74,56,38
FDFT1,5912,6639,7030,6862
PAFAH1B3,492,588,798,628
OPHN1,162,79,76,64
AFM,0,0,1,0
KIF22,631,492,709,781
SCGN,0,0,0,0
CARMIL1,69,58,84,43
PGM1,731,806,1356,1049
DDX1,1190,832,965,780
DNM2,3021,2243,2701,2285
EPB41L2,765,339,647,371
RIMS1,12,6,12,6
MOXD1,3538,2946,3449,3925
STX7,357,175,383,268
RABL2B,330,296,410,358
KEAP1,1140,1024,1128,1338
DDX43,0,0,0,0
PTPRH,1133,484,474,693
DCT,0,0,0,0
SLC35C2,894,658,921,804
CRYBG3,146,45,42,36
EPHA6,0,0,0,0
SCTR,0,1,0,1
RFX3,66,20,51,12
RIF1,187,117,76,67
RAB21,653,358,423,317
SLC4A4,135,35,32,29
SMARCA2,741,250,318,300
RDH8,1,0,0,0
SESN1,278,206,210,199
MID2,107,96,102,82
DNAAF6,2,0,1,0
COL5A3,156,52,171,89
SRCAP,1656,387,132,590
PUM3,257,171,175,197
CPB2,0,0,0,0
CHRNA3,0,0,0,0
KCNN2,551,285,175,233
CNOT4,402,170,137,183
PSEN1,1074,658,1063,480
CPOX,392,257,383,295
CLDND1,345,292,544,328
MOK,445,509,649,674
HSP90AA1,10661,8704,10142,9962
RBL1,72,36,46,41
DLGAP4,3425,1330,989,1711
IGSF9B,6,0,0,0
CFHR2,0,0,0,0
CROCCP3,29,17,15,25
NDC80,75,83,97,95
AP4E1,137,77,59,41
RSBN1,129,87,125,58
MAGI3,97,33,36,34
CXCL2,20,14,34,23
AFP,3,9,11,16
COL4A4,1,3,4,1
TCF7,56,31,57,49
OSTM1,696,366,289,315
CDH7,3,2,4,5
IMPG2,2,1,3,2
PCNP,983,726,725,836
EXD2,781,593,626,516
ARG2,73,67,165,142
MEF2C,245,101,106,107
PTPRC,0,0,1,1
CACNA1S,0,0,0,0
PKP1,1,0,0,0
UBA5,396,173,180,163
STK17B,267,239,255,246
CDC14B,216,110,164,104
ZNF510,123,46,29,68
LRP2,0,0,0,0
ZNF506,9,10,20,10
JMJD4,823,652,638,866
DUSP12,218,164,278,176
AACS,1264,986,992,1092
DELE1,793,825,701,705
SLC13A1,4,0,4,0
CADPS2,44,16,26,16
PCDHB4,0,2,0,1
PCDHA6,1,0,0,0
PCDHGA2,19,8,11,14
HSPB11,179,223,274,301
PHLPP1,160,119,146,195
ATP8B1,450,168,134,99
IL12RB2,0,0,0,0
SMARCD3,456,426,479,493
WDR70,226,212,403,215
FYB1,0,1,0,0
MPP4,91,77,90,83
STRADB,597,380,543,319
BZW1,5534,2893,3935,2539
PGR,0,0,0,0
C1QTNF3,0,1,2,2
ME2,380,299,379,320
C5orf22,198,145,203,164
CCNT2,133,97,124,84
FAM135A,64,9,28,13
COL19A1,1,0,0,0
EPB41L3,0,0,0,0
COBLL1,133,57,73,57
DLG3,276,251,365,273
KCNK2,133,156,274,216
TRAF5,34,31,20,29
MRPL22,432,489,587,494
GEMIN5,764,516,582,501
OPRK1,1,0,0,0
NFE2L1,13407,9827,11209,10876
SEMA5B,0,0,0,0
GSK3B,1148,1213,1528,1321
ITGB5,10305,4869,3967,4317
XPO1,1308,715,673,587
LINC01587,0,0,0,0
RNF13,222,196,250,177
TRPM3,11,4,4,5
PALB2,117,64,61,84
DOP1A,162,45,27,56
LYRM2,555,497,473,415
BCKDHB,152,95,150,83
KAT6A,809,233,312,213
TUT7,281,132,111,89
ULK2,146,104,335,157
GRHL2,0,2,2,0
TNPO1,2449,1205,1415,1265
PLOD1,14097,6588,6408,9582
P2RX5,326,155,142,266
ITGAE,459,527,591,441
DIS3,321,247,213,232
PIBF1,114,89,114,83
TDRD3,39,32,20,38
NUFIP1,148,98,90,89
PDS5B,116,90,39,110
OXCT1,268,140,207,240
RRAGB,132,68,89,61
EPYC,0,0,0,0
CYLD,801,474,710,403
SLC27A5,56,60,80,55
ZNF324,322,177,241,274
ZNF671,44,29,32,29
ZNF416,121,99,103,99
ZNF586,65,42,52,16
ZNF446,175,145,161,160
ZNF264,253,172,239,89
RPS5,12194,16166,19599,15347
FAT1,9298,1768,1368,1245
YTHDC1,470,150,180,176
CHMP2B,327,317,329,282
SMAP2,1152,937,1093,1115
PPIE,708,779,1009,841
ZMPSTE24,866,494,619,477
STARD7,4217,3296,3339,2778
NOA1,520,498,559,455
REST,272,98,62,78
HAL,0,0,1,0
SSH1,2840,1810,2260,1609
GSTP1,5221,6142,6926,6514
APLP2,10010,4692,4906,5412
FAM234B,252,123,170,146
SLCO1A2,4,1,0,1
WBP11,1334,986,1208,1026
EIF3I,5955,6653,7450,6152
NKAIN1,0,3,0,1
COL16A1,459,257,467,448
TXLNA,3356,2063,1790,2346
APOB,0,0,0,0
NCOA1,269,100,141,126
AGBL5,978,1099,1134,861
EFR3B,60,23,23,35
KIF3C,598,529,678,840
RAB10,1626,1859,2087,1757
GCKR,6,7,8,11
HADHA,6006,5267,6689,4991
MAPRE3,738,440,508,539
CAD,1646,997,966,1426
CD59,18981,12675,18248,14049
CD82,2142,2206,3912,3105
BCORL1,217,68,43,119
ATRX,484,178,140,111
AK6,138,123,138,139
FCN1,1,1,0,0
MYNN,117,70,64,87
MECOM,34,8,17,6
SCAMP1,296,146,168,187
PREP,981,671,834,697
HACE1,147,77,62,48
SEH1L,327,227,258,207
WDR47,271,122,141,68
WDFY1,491,287,261,251
OVGP1,5,10,5,9
SLC25A24,467,308,336,252
MAP3K4,157,69,56,45
PILRA,2,1,1,1
IGSF9,1,0,0,0
ABCB1,79,12,53,17
ZNF213,245,103,69,152
AKR1B1,10769,13413,21629,12738
CPNE3,2558,1586,2294,1829
CTTN,9766,5353,5294,5051
WNT11,0,2,3,0
MTIF2,191,130,120,109
DDHD2,375,164,207,140
TTC39A,2,1,6,1
EPS15,467,250,301,409
ORC1,101,94,134,134
MGST2,199,223,231,209
CHERP,983,431,344,537
USP40,448,322,419,305
POMGNT1,4763,4027,4280,4527
RAD54L,74,46,110,94
MAST2,1335,878,875,1096
DNAJA1,2352,1650,2230,1419
B4GALT1,5807,4173,4531,4803
CHMP5,1273,1165,1500,1472
NFX1,611,443,507,307
AQP6,5,2,5,0
DIMT1,561,487,557,440
IPO11,232,160,228,161
FOLH1,3,5,2,3
EIF2AK1,1763,1412,1437,1647
NME8,0,0,0,0
EPDR1,0,0,0,0
SNX10,0,0,0,0
SEPHS1,487,648,807,564
MRPL28,2243,2321,2809,2270
HBQ1,4,4,6,3
ITPKC,730,690,659,670
CEACAM6,0,2,2,0
FAT2,2,0,0,2
RBM22,819,705,701,641
TMED2,4199,2589,3768,2644
ERO1B,28,13,17,7
ZFAND6,524,314,498,322
HSD17B2,943,862,789,381
TXLNG,103,50,61,34
PPEF1,0,0,0,0
LAT2,17,4,6,3
HUWE1,8228,3045,3321,4022
ZW10,212,166,254,170
ALG9,528,349,494,289
MYBPC2,0,0,0,0
NOX4,9,11,10,7
ACOX3,363,243,324,335
MTMR2,429,206,336,226
PPP1R15A,2458,1734,1697,1875
HSD17B14,593,554,551,531
TRIP6,2403,2312,2406,2689
ACHE,2,2,2,1
FTL,84282,103280,102358,79301
SRRT,1911,1437,1495,1497
BAX,2871,2047,2590,3252
NLK,289,189,230,147
PIGS,1725,1319,1300,1711
ADAMTS2,567,338,345,479
TMPRSS11E,0,0,0,0
ATXN7L3,2522,1712,2208,2448
PGS1,1142,775,882,988
PSMC5,4216,3829,4797,3304
UIMC1,376,274,323,252
CETP,1,0,0,1
MMP2,10669,6971,6331,9165
MT3,0,0,0,0
LPCAT2,75,42,81,59
GNAO1,263,128,295,152
OGFOD1,1436,1154,1502,922
SH3BP2,936,607,619,674
NOP14,1384,1103,1302,1151
ADD1,7114,4598,4836,4914
L2HGDH,128,85,80,78
TXNDC16,11,17,6,7
RTRAF,1456,1274,1631,1125
NID2,2030,890,974,1308
GMCL1,109,44,73,39
SF3B2,5384,4928,5785,4816
KLHL42,321,252,233,259
GNAS,13778,9644,10832,13844
DNM1L,539,316,360,283
PTHLH,65,51,28,16
PHACTR3,2,1,0,0
ERGIC2,565,599,556,575
TFAP2C,1275,433,630,320
AURKA,953,772,1232,754
CASS4,16,33,31,30
PIR,79,96,164,82
AAMDC,195,282,316,220
RFX2,91,66,61,77
METTL2A,652,588,688,560
SULT2B1,1,0,1,2
ALG6,46,41,48,43
CNOT3,974,546,637,731
GP6,0,0,0,0
PTPN4,42,81,57,74
DDX18,526,421,429,338
KHSRP,3020,1944,2042,2385
GNA11,1690,1528,1644,1814
EDEM2,902,763,787,1059
DNMT3B,11,6,10,9
REM1,0,0,0,0
TPX2,970,764,1253,763
FER1L4,84,20,43,29
PDRG1,658,488,409,518
EPB41L1,1532,822,926,908
SLC15A1,5,3,2,1
DOCK9,288,47,247,59
ANKRD10,256,159,156,123
TGDS,106,77,84,56
DOCK3,6,1,5,6
C3orf18,335,383,575,746
COQ9,871,726,788,778
TMEM40,335,166,208,83
KIF9,65,69,71,54
ARHGAP28,16,13,4,12
CRLS1,403,447,581,386
DEFB127,0,0,0,0
PPP1R13B,161,119,92,105
ATRN,1958,794,891,754
SMOX,1027,709,981,1100
SIGLEC1,1,0,0,0
FKBP1A,18432,15807,15842,11603
NSFL1C,1448,1414,1858,1379
SLC4A11,138,76,58,121
C20orf194,995,601,650,484
ZNF343,239,143,123,81
EBF4,189,173,167,206
CPXM1,3,2,2,15
MAVS,6105,1865,1655,3571
LZTS3,554,465,527,506
F11,0,0,0,0
XRN2,1418,1083,1750,919
KIZ,41,44,42,25
DYNLL1,5670,6204,7140,5569
TESC,1,2,0,0
SNX5,1035,873,1058,779
RPL6,15173,16932,23399,14631
SIRPG,0,0,0,0
MAPKAPK5,478,295,424,291
P2RX7,9,4,19,12
ESF1,146,71,92,74
RBBP9,377,317,520,259
ANAPC5,2300,2212,2715,2319
SLC23A2,724,458,358,426
SLC8B1,196,152,195,169
TMEM230,2292,2049,2554,1768
DZANK1,29,25,24,19
KDM2B,456,273,310,418
CFAP61,1,0,6,0
LHX5,0,0,0,0
TASP1,66,59,78,39
OAS1,43,60,200,93
GCN1,5382,3560,3328,3646
RPLP0,39262,52601,62079,51042
PXN,14694,9225,8802,11159
SIRT4,26,24,26,21
RPH3A,0,2,0,0
KIF16B,156,51,49,48
TRMT6,240,129,174,104
CHGB,5,6,12,7
PEBP1,5151,6454,6957,6304
TBX5,407,291,330,304
BRAP,339,272,294,204
ERP29,2242,1580,1783,2019
NOS1,1,0,0,0
FUS,4386,3690,4698,3997
IGBP1,910,919,1028,719
FXYD5,3946,2311,2434,3450
ZNF302,106,71,43,63
GRAMD1A,864,570,642,733
FXYD3,0,1,4,3
HEPH,0,0,4,5
CDIP1,445,389,282,382
CMTM1,12,6,11,6
KCNH4,0,0,0,0
GANAB,14675,9305,8862,12288
GMIP,541,336,306,349
RBM41,54,56,62,46
BIRC5,1175,1346,2172,1881
LAG3,2,0,0,1
MLF2,6006,4917,4834,5499
OTUB2,77,74,90,74
DDX24,6,8,12,9
ZBTB25,88,49,74,52
NECAP1,1334,985,1102,728
ARHGAP4,13,3,6,10
ANKRD24,31,22,11,25
DHX32,459,295,458,298
RCOR1,679,377,380,457
GPATCH2L,479,281,380,237
LTBP4,185,95,134,172
BLVRB,696,776,980,856
SLC9A1,1723,675,540,862
SPTLC1,513,442,501,460
PAPOLA,878,882,1077,749
CCNK,1275,652,547,780
PCBP4,1917,1756,1716,1788
RGS1,0,1,0,0
YPEL3,97,57,74,95
MRPS33,629,726,919,589
NDUFB2,1737,1909,2209,1988
NUDC,2709,2638,3277,2781
MAEA,1966,1401,1616,1541
ICAM1,2604,1733,3782,2548
STRN4,1598,1226,1378,1409
IRAK3,31,9,38,22
LYZ,8,4,6,5
SI,0,0,0,0
MUL1,1086,960,1074,958
TFAP4,96,78,75,113
PDCD7,490,321,344,406
SPG21,1759,1426,1861,1255
FETUB,2,4,0,7
DNAJB11,1428,860,1138,732
P3H2,5473,2098,2469,918
THPO,0,0,0,0
CHRD,2,2,0,3
FLT3LG,25,28,51,49
RAB11FIP3,6,0,1,0
GNPTG,976,604,624,741
ZNF268,87,74,64,59
GOLGA3,2888,937,946,1554
PABPC4,3486,2147,2245,1713
CD209,2,1,0,1
CERS4,104,95,105,105
MCOLN1,480,282,307,340
USP48,565,211,323,166
EFNB1,740,746,668,611
PDPR,1246,616,650,585
AARS1,2372,1986,2221,2468
GLG1,5319,3091,3229,2957
KIF4A,180,181,375,196
TNRC6A,860,295,338,213
PLEKHG2,748,277,237,421
DLL3,39,37,37,44
NAT14,561,505,549,733
PITPNM2,68,57,40,48
EXOC1,289,199,200,163
RBM27,255,136,164,116
POU4F3,0,0,0,0
OSBPL8,497,290,212,207
DTX2,192,118,136,187
NLRC4,0,0,0,0
PUS7,174,111,123,98
LAMB4,16,8,16,7
NRCAM,1,2,2,0
LAMB1,6570,2766,2788,3756
SLC26A4,1,0,0,3
