gene_name,G401_BRD9_KO_rep1,G401_BRD9_KO_rep2,G401_LacZ_rep1,G401_LacZ_rep2
NDUFB4,1192,932,850,999
SPEN,1698,1338,1270,1280
MYLK,47,49,41,38
ZC3H15,2583,2151,1846,1981
MAP2K4,1272,1071,823,911
PACC1,342,242,197,243
SNAP91,0,0,0,0
SLK,2718,2038,2228,2297
CYB5R4,460,383,345,328
COL17A1,5,11,5,18
GSTO2,390,333,353,401
SEC61A2,528,415,445,526
PRKCQ,2,3,3,1
TLE2,356,281,423,472
ASB1,777,655,613,525
FAM107B,331,315,229,270
ME1,0,0,0,0
TBC1D1,1622,1057,1334,1512
CDK13,1424,1327,948,1338
MTHFD2,2883,2362,1655,1891
SLC9A7,632,643,575,733
FOXJ2,429,352,370,464
YBX1,16993,14135,14015,15746
PDE4A,584,536,560,592
PPP2R5A,1944,1626,1979,2083
CTNNA2,1,1,4,0
ELAVL1,2631,2127,2222,2571
TIE1,24,26,16,25
DIP2B,1490,1381,1105,1301
SMARCD1,2144,1539,1459,1650
KDM4A,2309,1932,1813,1852
NFYC,1034,897,671,758
ZMYND12,11,7,11,18
SLC9A3,119,98,65,79
NGEF,3,3,9,13
ASPM,2788,2327,2203,2617
CD84,23,20,42,21
ELOVL1,1034,890,799,822
SPI1,0,0,0,0
POLR1H,293,228,246,274
MPPED2,4,4,14,5
CLDN18,35,25,44,41
ZBTB11,887,717,622,711
ATXN3,1918,1687,1780,1937
GOLGA5,1179,838,705,785
FGFR2,5702,4615,5523,5951
LRRC40,933,821,852,893
ISOC1,241,215,116,124
EML1,3321,2611,2358,2666
TRMT11,419,365,355,427
THUMPD1,1465,1266,1062,1182
MSANTD3,836,714,563,650
KIF26A,215,177,89,142
ATG2B,1050,836,853,921
ARFGEF1,1763,1623,1461,1624
ACSM2B,7,11,12,5
ZFAT,173,244,131,144
MTFR1,1030,840,1024,1015
STAG3,182,128,108,163
FECH,1838,1421,1328,1923
MYO9A,998,881,873,954
DDX3Y,2437,1873,1460,1508
PFKP,12008,10368,6178,6727
IDI1,2478,2032,2042,2238
SP100,140,85,73,96
KLF6,2552,2237,1959,2099
PLPP1,160,154,156,142
NEO1,26,36,19,20
TRAM1,4117,3435,2941,3316
PHKA1,1126,1021,867,995
TNFRSF1A,1640,1415,1066,1458
CACNB1,392,293,339,405
EVI5,608,592,539,832
STOML1,121,76,75,83
PKM,56199,47027,36713,41574
DHX29,1210,993,854,888
DNTTIP2,1879,1612,1048,1239
METTL22,268,276,338,374
TP53BP1,3387,2695,3148,3002
TRO,993,827,747,947
RRP15,804,705,628,743
RHOA,12621,10561,10103,11276
DHX8,1667,1247,1120,1298
PMS2P4,29,37,42,36
PRKCZ,1241,1004,1126,1187
ZFY,315,271,215,232
IARS2,4831,4132,4087,4447
SYT1,6,6,2,5
NAV3,43,47,27,52
IDH3G,818,672,651,724
ROGDI,240,208,197,249
PDZD4,547,451,353,427
ATP2B3,0,0,0,0
ROCK1,2811,2255,2192,2310
CBFB,1544,1338,1446,1662
PDK3,252,247,210,272
HYAL2,1097,959,725,858
HDAC4,375,397,333,418
RASSF1,245,228,181,204
FGFR3,371,278,251,297
IFI35,565,430,305,366
HEATR6,548,511,472,451
COASY,673,523,537,604
PLEKHH3,656,601,636,559
MEF2A,1003,708,853,798
OTUD5,1414,1270,1017,1332
TFE3,1225,1048,882,931
TBC1D25,259,179,110,149
ACSL4,3,10,11,31
INPP5A,900,815,770,752
GPKOW,343,260,305,331
GRIPAP1,812,778,739,823
FTSJ1,607,461,451,465
PRR11,1100,925,1170,1304
REEP1,103,94,52,66
ATP11A,2460,2054,1969,1932
POLR1A,4147,3293,2407,2584
LAPTM4A,2720,2312,2057,2376
TTC7A,1337,1040,1040,1388
IP6K2,2047,1832,1591,1736
STON1-GTF2A1L,0,2,2,0
SRBD1,837,699,775,832
KIF2A,1520,1137,1043,1318
RASGRP2,18,18,15,16
PSME4,2308,1909,2032,1945
IFT80,1523,1230,1460,1484
ERLEC1,1334,1034,858,930
PPP2R5B,292,272,255,276
PYGM,536,435,369,393
PAGE1,0,0,0,0
PITX1,939,777,600,738
TRPC7,0,0,0,0
MAST4,16,7,9,15
ADGRF5,0,0,0,0
SDK2,10,0,9,1
ADAM7,0,0,0,0
NUP133,1918,1720,1739,1713
NUCKS1,10773,8708,9666,11241
VPS35,5637,4174,4339,4755
DNAJA2,2314,2007,1663,1893
BCL3,247,241,235,278
KCNAB2,301,236,298,287
ABCC9,70,68,105,71
GAL,0,0,0,0
CLEC2D,121,104,152,146
FUNDC1,307,280,236,236
MAOB,0,0,0,1
RORA,297,298,158,181
DRD4,4,3,12,6
TGFBR3,4912,4071,3509,4111
HES2,99,66,59,49
ATP1B3,2781,2304,1936,2374
NEDD4,1266,1157,1471,1480
PIGB,163,143,109,157
MAPK6,3112,2493,2042,2271
GNB5,911,808,655,732
RAB27A,425,406,473,512
HDHD5,812,729,603,726
UFD1,1801,1461,1067,1269
GUCY2C,0,0,1,0
PHRF1,0,0,0,0
ELP1,1338,1163,1153,1276
NUCB2,552,467,580,612
PFN2,5792,4776,5300,5695
PTPN3,13,1,12,14
SPTB,46,32,43,52
DAPP1,10,17,19,6
FGF10,0,0,0,0
SLC44A1,44,29,26,58
TMEM260,622,587,516,581
SMG6,1319,986,846,911
EXOC5,3696,2976,3051,3192
CLTCL1,372,297,295,347
FGF22,13,8,14,23
FSTL3,271,272,157,140
DGCR2,2093,1621,1314,1551
RNF126,707,485,456,467
MNT,699,540,608,679
ZXDC,576,480,424,484
JMJD6,387,335,235,276
POLB,327,346,331,325
ST6GALNAC1,0,0,0,0
WIPI1,595,476,450,512
FRMPD1,79,62,48,65
GBA2,843,594,615,600
NDST1,4561,3831,3383,3644
ASNS,665,612,586,651
AP3M2,523,538,461,422
CNGB1,3,5,3,4
ST6GALNAC2,202,164,142,142
CHAT,0,1,1,0
PABPC1,89149,75214,92729,101520
TESK2,129,107,127,143
CFAP20,657,500,385,453
CSNK2A2,2132,1875,1719,1885
PTPN21,428,287,354,389
EIF2B3,486,374,363,375
CAMK2A,347,280,200,251
TCOF1,2800,2376,2274,2537
CDC42,5997,4769,4347,4803
OSBPL3,1245,1012,732,854
EPHA8,0,0,0,0
SLC12A3,18,14,115,144
RAD18,494,471,464,474
ATP2B1,920,847,627,675
TRPM5,1,0,0,1
NCK2,532,391,263,305
MAP4K4,3538,2754,2780,3061
MGAT4A,435,337,270,261
RPL31,8258,6961,6672,7650
WDR1,7102,5689,4442,5518
SNX13,1768,1535,1174,1539
MS4A12,0,0,0,0
ARHGAP10,878,805,464,517
RPS6KA2,2639,2187,1856,1991
ING3,188,145,98,152
VASH1,498,471,387,338
LMCD1,57,60,40,62
BUD23,1671,1582,1297,1551
SEL1L,1814,1505,1368,1503
TRIP13,1393,1091,958,996
ATP6AP1,2474,2024,1524,1735
TCF3,2004,1683,1611,1775
TRIB2,165,163,94,108
DAZAP1,2334,1915,1873,2059
MBD3,1005,946,845,934
PRLH,0,0,0,0
HLTF,2862,2330,2418,2688
FAM50A,1209,990,753,851
FAM3A,517,462,448,510
CPSF1,2718,2219,2021,2252
MYO3B,571,453,564,665
CYBRD1,3484,2895,2254,2534
CDH19,0,0,0,0
PDCD2,1390,1237,978,1117
SLC6A15,0,0,0,0
RDH11,2272,1946,1735,2007
PRKACA,2704,2247,2027,2344
ADGRL1,2731,1946,2308,2308
SPP2,44,45,46,39
ACTN1,10131,8625,6325,6750
ZFYVE26,4317,3631,3093,3181
RPS6KA6,10,6,6,11
EPN2,714,549,579,600
PTPN18,350,245,357,338
LIMS2,609,498,499,554
ASIC4,2,7,1,1
SPEG,337,379,207,320
LNX1,30,28,31,22
ALDH3A2,1418,1576,1330,1616
TFRC,6148,5321,3276,3939
SREBF1,2835,3025,2629,2894
TRPC5,0,0,2,0
AFF4,5899,5113,4254,4792
UBE2D1,650,539,537,504
MPP5,1044,987,813,1019
RHOBTB1,0,0,1,0
SMC1A,3484,2843,2626,2698
HSD17B10,1231,1099,971,1030
MARK2,832,717,590,551
HMMR,1286,1167,1097,1254
CHFR,733,635,515,580
TRHDE,1,0,2,1
P4HA2,668,532,388,465
FCGR2B,2,2,1,2
NFATC3,1108,1004,892,1005
TRNT1,785,608,553,543
ACADVL,5452,4950,3826,3845
STK10,576,403,511,558
FBXW11,1780,1429,1318,1418
ACAP1,47,48,73,90
CRMP1,165,138,142,161
EVC,667,547,472,552
DERL2,772,632,525,532
SIDT1,19,16,14,8
NDE1,585,588,503,512
IRAG1,2,4,21,2
TMEM38A,823,679,477,568
AP1M1,1658,1365,1247,1226
PVR,1371,1201,755,867
XRCC1,777,706,910,892
SCARB1,4175,3301,2805,3150
CYP2W1,7,9,5,6
MCM2,2897,2415,2001,2473
MOV10L1,9,6,4,10
PANX2,357,327,304,364
SELENOO,465,355,357,402
TP63,1,0,0,0
ALPK1,54,44,42,57
LLGL2,404,275,435,339
PDE8A,643,520,508,689
CLCN4,0,0,1,0
NLE1,568,467,434,532
SDHA,2894,2623,2521,2700
SMARCE1,2861,2303,2143,2614
FNDC8,3,1,0,3
GSDMB,172,143,141,147
KDM5A,1849,1396,1102,1570
ADAM11,777,554,428,463
PPP2R3A,19,10,28,17
FERMT2,7673,6391,6502,7277
ABCB11,0,0,0,0
DHRS9,0,0,0,1
CD5L,0,0,0,0
PTGS2,0,0,0,0
IGF2BP2,3075,2541,2489,2864
MAP3K13,283,304,288,367
ST6GAL1,3,13,0,0
TBX21,1,0,0,0
FRY,3,7,4,6
PICALM,3594,3023,2852,3032
NSF,1452,1215,1042,1072
GLI2,0,0,0,0
CLASP1,1865,1739,1476,1963
MRPS34,1126,965,804,949
NOTCH3,1777,1339,1004,1405
CLNS1A,2262,2008,1617,1761
PPP2R2C,663,534,388,357
TEAD2,522,426,477,529
EED,516,455,385,459
CDHR2,14,19,6,29
SNCB,24,14,4,10
TSG101,936,823,923,869
NCBP3,1764,1560,1573,1707
ATP2A3,224,162,196,304
CA12,2400,2020,1573,1728
MGLL,26,30,39,48
NTN4,4438,3580,3004,3188
BCS1L,388,221,248,269
NUAK1,5922,4530,3384,4003
DPP8,1235,956,1064,1014
SLC24A1,413,241,351,295
ZNF532,1975,1478,1472,1683
SCARF1,29,22,19,30
LMAN1,4551,3849,3639,3880
HACD3,5507,4689,4275,4543
IPCEF1,6,16,4,5
ZZEF1,1337,1257,1074,1029
NOX3,258,246,193,197
ENO1,29318,24828,22142,24514
SLC12A1,7,0,0,0
MYDGF,1129,1032,778,916
ANO8,421,372,325,357
TUBE1,401,379,328,377
ARHGEF10L,359,296,203,256
TXK,2,0,6,9
WSCD2,0,0,0,0
KCNQ2,875,787,685,750
TACR2,10,4,3,3
ACTR6,415,359,349,406
TIPIN,386,352,229,348
SRI,986,841,745,863
EIF4G3,3265,2943,2829,3085
NUP37,993,731,869,899
SEMA3A,2997,2653,2701,2957
GTSE1,1055,891,924,972
SEMA3C,6212,5114,3886,4217
TTC38,532,428,359,426
ACAT1,2206,1967,1779,2060
GRAMD4,742,656,553,649
CELSR1,1158,976,739,854
WNT8B,17,23,21,29
ZNF638,3243,2640,2459,3059
SLC25A40,498,475,518,617
TIMM21,745,682,536,571
ADD2,11,2,8,9
FGF4,0,0,0,0
RASAL2,718,547,480,517
VPS9D1,401,306,354,293
ZNF37A,1570,1317,1115,1092
MARK3,2185,2196,1921,1965
SLC25A3,10536,9067,8555,9288
FNDC3B,3473,2894,2298,2613
FOSL2,2528,2285,1885,2218
CACNG5,0,0,0,0
CACNG4,184,168,140,157
FRYL,1464,1336,1111,1124
TMEM131,3150,2576,1518,1701
FSCN1,5139,4180,3450,3973
ACTB,55437,46967,52269,57879
MOCOS,17,12,21,14
PLD1,1652,1408,1044,1027
ATP12A,1,0,0,0
WDR62,759,641,589,601
DLG1,3446,3005,2720,3259
RAB7A,5452,4562,3512,3778
BCAP29,1172,858,755,965
SEC31B,428,438,334,376
SART3,2141,1816,1490,1692
ARHGAP15,18,16,10,18
TUBA3D,13,4,3,6
PAX2,185,159,328,311
EXOSC7,878,739,683,657
KIFAP3,276,242,311,362
MKRN2,776,624,614,727
MCM6,2427,2193,1747,1936
REXO2,1100,1008,751,775
RBM7,832,729,616,648
RBMS2,610,453,671,698
BAZ2A,3145,2294,2477,2748
PTPN23,1542,1324,1100,1241
MLH1,1193,977,928,1090
UNG,1256,1051,799,838
FMO4,17,25,6,13
KLHL20,600,461,532,506
RGS11,2,0,7,9
SLC46A1,1943,1614,1121,1180
PLXNA2,33,12,9,18
SPAG5,1749,1253,1249,1485
ANKRD13A,811,677,798,752
TPD52,938,728,629,647
ACACB,470,296,484,429
TRAF4,1028,768,718,736
PAG1,21,14,17,8
GPATCH1,235,198,252,309
ICAM3,90,98,69,90
NT5C2,4533,3758,3083,3145
MCAM,281,228,277,339
GPC4,2003,1562,2162,2369
MBNL3,10,3,3,4
CAMSAP3,321,239,242,207
RAP1GAP,156,159,109,126
XAB2,1119,899,944,1031
ARHGEF1,676,623,601,698
STXBP2,6,5,8,4
MAP2K7,622,549,548,585
NMRK2,5758,5011,2907,3468
CTTNBP2,0,0,0,1
ACTL6B,1,0,0,0
RARB,1,3,2,1
TOP2B,5261,3917,4122,5259
TM9SF3,5886,5486,4333,5048
NFKB2,1679,1328,988,1066
UBE2T,451,371,341,422
PPP1R12B,237,520,282,370
DNAJC10,4862,3697,3322,3764
GTF3C1,4983,4638,3682,4366
IL4R,287,204,144,138
USP33,1371,1176,1322,1483
PAK3,41,28,29,24
CAPN6,0,0,0,0
DCX,2,1,1,3
SNRPA,1463,1153,1254,1514
SPAG6,1314,1146,1187,1299
EXOSC5,236,185,176,182
DYNC1I2,3086,2790,2687,3029
APBB1IP,0,0,1,1
LRCH4,589,552,474,517
FAM76B,518,423,466,339
SIRT6,250,181,186,209
TYR,0,0,0,0
POLD3,709,629,559,615
ACTN2,8,5,0,3
CAPZB,3460,2852,2700,2934
GPR137B,398,301,179,208
NAALAD2,16,12,6,5
JADE1,1088,843,798,933
SLC25A43,665,424,446,463
UBE2A,1711,1306,1201,1367
FGFR1,10141,8461,7096,7955
FKBP6,4,16,11,9
SMC1B,0,4,3,6
FBLN1,2554,2111,2646,2800
ITGA8,5,2,5,0
CST7,0,0,0,1
MAP2,8,0,4,2
PIAS2,1112,878,866,888
AMPH,320,249,234,278
ARAF,668,597,620,617
MCCC1,1011,742,665,839
LAMP3,3,5,1,5
FAP,0,0,0,0
NEBL,2818,2265,2253,2614
ACER3,913,774,694,801
UBE2K,3213,2835,2433,2846
PIK3C3,1060,760,794,770
N4BP2,1407,1262,1405,1672
TIGAR,1147,762,702,713
TULP3,956,825,844,1046
SYNJ2,875,904,653,762
ADCY2,16,16,21,16
PPP2R5C,1827,1467,1609,1710
PMS2P1,136,83,72,75
RBFOX1,0,0,0,0
GNB1,8120,6544,6088,6679
HOXA9,1015,827,906,1010
EDN1,1,0,0,3
MLLT10,1161,984,984,1002
ZCWPW1,65,51,53,63
ADCYAP1R1,0,0,0,0
FGF20,196,148,126,163
P2RY10,0,0,0,0
ITM2A,0,0,0,0
NRDC,5049,4264,4281,4817
VDAC3,2927,2438,2158,2525
PCM1,4606,3788,3413,3692
TNRC6C,543,415,361,466
CBFA2T2,930,650,687,952
BRINP1,0,0,0,0
ITCH,1700,1440,1430,1565
PKD2L2,20,7,23,31
TP53INP2,906,684,597,630
SDF4,2500,2202,1788,1801
MYH7B,86,32,51,44
BPIFB2,0,0,1,0
TP73,285,198,267,252
TOLLIP,920,826,766,685
UBE2D4,180,212,125,127
CLUL1,28,23,10,45
RUNX1T1,0,0,0,0
CDH17,0,2,2,0
THOC1,579,428,492,530
FKBP7,52,34,49,52
OSBPL6,141,134,87,129
SLC1A3,1,0,1,1
XRCC5,7341,6519,6228,7014
LXN,0,0,0,0
SP140,0,4,0,2
MKNK1,697,524,592,570
TNS1,2,0,0,0
REXO1,875,631,475,522
SAR1A,3228,2626,1834,2029
CDC14A,556,418,462,485
RAPGEF3,162,90,198,198
CEACAM1,66,52,41,55
SENP1,791,568,572,680
DUSP13,4,5,14,19
CIC,2748,2317,1759,1918
LIPE,16,23,29,8
FDFT1,2911,2315,2811,3068
PAFAH1B3,790,620,593,634
OPHN1,433,370,383,392
AFM,0,0,0,0
KIF22,1343,1282,1213,1299
SCGN,0,0,0,0
CARMIL1,1,3,0,3
PGM1,1196,999,859,942
DDX1,3290,2756,2309,2626
DNM2,2446,2160,1836,2033
EPB41L2,538,430,407,542
RIMS1,0,0,2,0
MOXD1,0,0,0,0
STX7,638,634,425,544
RABL2B,1020,764,707,844
KEAP1,1955,1514,1299,1289
DDX43,0,0,0,0
PTPRH,250,264,238,267
DCT,0,2,1,0
SLC35C2,690,516,494,506
CRYBG3,5,9,2,0
EPHA6,0,0,0,0
SCTR,1,5,6,3
RFX3,1188,1118,1492,1779
RIF1,2540,2394,2011,2002
RAB21,1882,1570,1163,1381
SLC4A4,0,0,0,0
SMARCA2,0,0,0,1
RDH8,0,1,0,0
SESN1,837,686,470,590
MID2,0,0,0,0
DNAAF6,8,3,7,5
COL5A3,27,29,11,20
SRCAP,2091,1541,1428,1625
PUM3,1290,1078,826,928
CPB2,0,0,0,0
CHRNA3,791,722,675,690
KCNN2,5,7,8,9
CNOT4,623,566,558,498
PSEN1,1174,956,867,1011
CPOX,6,6,6,1
CLDND1,972,778,825,926
MOK,326,303,294,265
HSP90AA1,24289,20335,17981,19871
RBL1,427,391,337,357
DLGAP4,945,794,718,789
IGSF9B,170,51,46,103
CFHR2,0,0,0,0
CROCCP3,233,192,238,236
NDC80,641,572,543,614
AP4E1,608,490,492,555
RSBN1,537,457,488,575
MAGI3,37,14,16,16
CXCL2,0,0,0,0
AFP,0,0,0,0
COL4A4,158,106,123,114
TCF7,454,392,351,412
OSTM1,2574,1990,1318,1553
CDH7,13,14,9,9
IMPG2,10,13,10,8
PCNP,2951,2521,2447,2588
EXD2,673,536,558,537
ARG2,496,439,534,609
MEF2C,50,25,202,134
PTPRC,0,0,0,0
CACNA1S,0,0,0,0
PKP1,0,0,0,0
UBA5,933,810,699,715
STK17B,8,10,9,8
CDC14B,1248,1175,1233,1317
ZNF510,411,373,329,392
LRP2,0,0,1,0
ZNF506,143,92,143,167
JMJD4,395,311,300,273
DUSP12,401,379,350,339
AACS,994,764,766,862
DELE1,1236,1093,742,887
SLC13A1,0,0,0,1
CADPS2,19,4,18,25
PCDHB4,27,20,17,22
PCDHA6,23,20,23,17
PCDHGA2,1,4,0,2
HSPB11,473,443,366,442
PHLPP1,607,321,437,393
ATP8B1,39,32,15,29
IL12RB2,4,4,10,17
SMARCD3,1055,823,728,824
WDR70,647,576,550,587
FYB1,0,0,0,0
MPP4,134,85,209,211
STRADB,1571,1330,1760,1944
BZW1,8008,6601,4956,5712
PGR,0,0,0,0
C1QTNF3,34,8,22,28
ME2,3915,3123,2232,2512
C5orf22,910,806,868,909
CCNT2,1211,951,854,951
FAM135A,836,769,756,946
COL19A1,3,1,3,1
EPB41L3,0,0,0,0
COBLL1,5,8,2,7
DLG3,694,518,661,813
KCNK2,0,0,0,0
TRAF5,252,242,223,232
MRPL22,719,539,556,593
GEMIN5,1445,1191,833,1013
OPRK1,0,0,3,1
NFE2L1,7777,6449,4877,5080
SEMA5B,2,5,4,4
GSK3B,1705,1536,1451,1501
ITGB5,481,556,266,423
XPO1,9102,7115,7526,8209
LINC01587,2,2,0,1
RNF13,1452,1055,967,1080
TRPM3,33,13,19,28
PALB2,770,678,449,483
DOP1A,660,537,555,652
LYRM2,1296,1117,976,1000
BCKDHB,1212,1024,1001,1181
KAT6A,1449,1233,1206,1241
TUT7,426,318,323,512
ULK2,996,793,529,750
GRHL2,8,3,3,5
TNPO1,7002,5937,5174,6099
PLOD1,2159,1750,1749,1789
P2RX5,21,3,10,10
ITGAE,388,304,268,263
DIS3,1646,1421,1105,1117
PIBF1,486,301,343,395
TDRD3,283,239,289,320
NUFIP1,449,348,269,286
PDS5B,966,845,813,886
OXCT1,2,0,0,0
RRAGB,347,194,276,228
EPYC,0,0,0,0
CYLD,745,650,580,627
SLC27A5,255,187,184,245
ZNF324,313,249,184,217
ZNF671,28,8,15,8
ZNF416,158,172,88,97
ZNF586,158,157,164,147
ZNF446,218,183,220,216
ZNF264,926,614,628,823
RPS5,7085,6013,5927,6508
FAT1,10417,8458,7258,7433
YTHDC1,1748,1344,1524,1568
CHMP2B,1694,1416,1204,1338
SMAP2,368,314,276,327
PPIE,598,513,475,573
ZMPSTE24,1669,1387,1098,1127
STARD7,3531,3186,2531,2738
NOA1,823,719,777,799
REST,1946,1598,1517,1644
HAL,11,6,3,9
SSH1,5663,4643,3175,3468
GSTP1,6882,5795,6376,6653
APLP2,13861,11342,12020,13015
FAM234B,891,714,1035,1139
SLCO1A2,3,3,5,7
WBP11,2108,1716,1649,2026
EIF3I,4250,3623,2996,3351
NKAIN1,34,18,6,18
COL16A1,26,34,35,31
TXLNA,2766,2281,1546,1744
APOB,0,0,0,0
NCOA1,1016,954,789,829
AGBL5,1352,1184,1245,1270
EFR3B,232,183,104,82
KIF3C,847,725,700,680
RAB10,4382,3802,3304,3438
GCKR,1,0,0,0
HADHA,5418,4661,4394,4806
MAPRE3,331,331,315,270
CAD,4199,3196,2833,3156
CD59,2003,1708,1339,1609
CD82,270,194,161,231
BCORL1,902,812,808,1005
ATRX,4442,4660,3418,3954
AK6,354,373,317,299
FCN1,2,4,1,4
MYNN,517,511,393,525
MECOM,2425,2095,1923,2206
SCAMP1,1606,1428,1309,1478
PREP,1411,1176,1081,1236
HACE1,1278,1075,1450,1532
SEH1L,1004,951,801,1026
WDR47,630,548,450,487
WDFY1,4439,3911,3045,3359
OVGP1,16,17,14,15
SLC25A24,0,0,0,0
MAP3K4,553,521,349,469
PILRA,14,4,17,18
IGSF9,1,0,0,0
ABCB1,0,0,0,0
ZNF213,239,156,192,160
AKR1B1,1303,1080,916,1033
CPNE3,2423,2061,1735,2178
CTTN,8018,6346,4741,5299
WNT11,236,193,333,405
MTIF2,889,716,640,766
DDHD2,2251,2150,2097,2083
TTC39A,487,422,405,504
EPS15,1528,1347,1378,1627
ORC1,578,461,407,457
MGST2,0,1,1,0
CHERP,1660,1487,1264,1564
USP40,1007,852,920,929
POMGNT1,1371,1035,843,890
RAD54L,453,459,370,430
MAST2,1187,950,1038,1102
DNAJA1,5161,4345,2881,3158
B4GALT1,3937,3164,2381,2740
CHMP5,1396,1123,1045,1135
NFX1,1469,1145,1051,1144
AQP6,17,15,15,28
DIMT1,1067,790,698,818
IPO11,1514,1245,1196,1277
FOLH1,0,0,0,0
EIF2AK1,6594,4999,5698,5593
NME8,0,0,0,0
EPDR1,0,0,0,0
SNX10,1351,1127,995,1018
SEPHS1,1981,1671,1497,1847
MRPL28,1331,1071,971,1134
HBQ1,16,19,15,21
ITPKC,325,296,278,288
CEACAM6,0,0,0,0
FAT2,35,37,59,77
RBM22,905,787,624,697
TMED2,4500,3634,3377,3494
ERO1B,422,396,322,412
ZFAND6,1510,1341,1098,1169
HSD17B2,55,29,48,82
TXLNG,1162,940,670,773
PPEF1,0,0,2,0
LAT2,36,30,26,31
HUWE1,9864,7334,8244,8744
ZW10,790,646,578,691
ALG9,1173,1012,1191,1302
MYBPC2,12,11,14,18
NOX4,12,10,1,8
ACOX3,297,291,355,379
MTMR2,659,622,690,701
PPP1R15A,1430,1171,973,1043
HSD17B14,637,559,487,502
TRIP6,2686,2196,1838,2162
ACHE,264,189,148,163
FTL,14176,11829,10609,11849
SRRT,2677,2208,1894,1985
BAX,2123,1719,1412,1609
NLK,487,426,386,392
PIGS,1050,878,955,1106
ADAMTS2,1,2,0,0
TMPRSS11E,0,0,0,0
ATXN7L3,1053,983,863,1060
PGS1,756,643,633,637
PSMC5,3198,2471,2188,2235
UIMC1,795,672,553,727
CETP,1,0,0,0
MMP2,0,0,0,0
MT3,0,0,0,0
LPCAT2,28,24,32,24
GNAO1,1,0,1,1
OGFOD1,1643,1337,1049,1150
SH3BP2,232,190,178,193
NOP14,2085,1620,1291,1470
ADD1,3926,3215,3127,3394
L2HGDH,1004,781,950,961
TXNDC16,573,466,646,736
RTRAF,2026,1709,1626,1830
NID2,2,3,0,3
GMCL1,801,717,671,783
SF3B2,4686,3809,3478,3892
KLHL42,687,626,448,620
GNAS,11811,10018,10901,11784
DNM1L,1948,1585,1702,1852
PTHLH,0,0,0,0
PHACTR3,1,1,1,1
ERGIC2,770,683,580,634
TFAP2C,0,0,0,0
AURKA,1517,1218,1149,1300
CASS4,7,3,4,7
PIR,581,513,460,506
AAMDC,127,96,91,115
RFX2,621,469,483,575
METTL2A,571,536,522,497
SULT2B1,16,9,17,24
ALG6,403,351,340,427
CNOT3,1272,1117,907,1050
GP6,0,0,20,4
PTPN4,769,586,613,545
DDX18,2525,2068,1588,2025
KHSRP,6992,5841,5021,5614
GNA11,1233,989,839,1090
EDEM2,1366,1170,1127,1216
DNMT3B,325,270,351,395
REM1,0,0,0,0
TPX2,3404,2904,2942,3257
FER1L4,81,96,100,84
PDRG1,409,327,279,322
EPB41L1,1818,1401,1379,1441
SLC15A1,22,25,23,24
DOCK9,677,503,416,351
ANKRD10,5898,4798,4160,4507
TGDS,468,408,322,367
DOCK3,1154,976,847,953
C3orf18,183,133,110,129
COQ9,716,524,441,554
TMEM40,10,11,12,38
KIF9,217,164,179,201
ARHGAP28,15,7,18,9
CRLS1,722,589,514,554
DEFB127,0,0,0,0
PPP1R13B,286,178,164,284
ATRN,1823,1447,1450,1466
SMOX,120,99,94,75
SIGLEC1,0,2,3,3
FKBP1A,3317,2707,2229,2424
NSFL1C,1745,1581,1339,1399
SLC4A11,219,172,135,170
C20orf194,656,584,555,554
ZNF343,390,269,327,324
EBF4,191,203,207,127
CPXM1,2258,2022,1655,1830
MAVS,3204,2773,2587,2676
LZTS3,374,279,287,350
F11,0,0,0,0
XRN2,3188,2778,2376,2658
KIZ,241,193,201,257
DYNLL1,3309,2924,2213,2398
TESC,153,153,91,119
SNX5,3996,3221,2733,2975
RPL6,18394,15761,14619,16055
SIRPG,0,0,0,0
MAPKAPK5,1279,949,858,1170
P2RX7,16,10,16,10
ESF1,1453,1101,688,927
RBBP9,1141,895,872,901
ANAPC5,2406,2231,2033,2303
SLC23A2,1016,835,752,815
SLC8B1,198,179,161,151
TMEM230,1951,1665,1483,1617
DZANK1,95,86,70,81
KDM2B,1336,1228,1038,1214
CFAP61,8,26,15,24
LHX5,0,0,0,0
TASP1,90,74,99,80
OAS1,11,17,13,17
GCN1,4980,4027,4128,3954
RPLP0,29165,24263,23478,26590
PXN,3291,2688,2286,2549
SIRT4,26,27,31,21
RPH3A,14,7,1,1
KIF16B,443,371,411,383
TRMT6,635,530,431,482
CHGB,68,52,42,37
PEBP1,4961,4104,3116,3663
TBX5,0,0,0,0
BRAP,734,627,505,550
ERP29,1779,1322,1457,1638
NOS1,10,12,12,8
FUS,9626,8000,7766,8416
IGBP1,988,868,770,896
FXYD5,118,100,59,76
ZNF302,805,695,671,723
GRAMD1A,1656,1517,1406,1492
FXYD3,1,0,1,3
HEPH,0,0,0,0
CDIP1,1418,1220,834,759
CMTM1,25,28,14,27
KCNH4,3,1,4,4
GANAB,8057,6746,6901,7530
GMIP,467,380,231,319
RBM41,342,268,245,271
BIRC5,1503,1305,1353,1423
LAG3,31,26,44,24
MLF2,3966,3404,2820,3153
OTUB2,64,55,99,87
DDX24,21,31,15,44
ZBTB25,726,609,595,637
NECAP1,536,475,373,384
ARHGAP4,998,851,934,950
ANKRD24,198,228,170,199
DHX32,1056,944,746,808
RCOR1,1788,1831,1730,1858
GPATCH2L,1602,1330,1037,1237
LTBP4,3006,2481,3327,3633
BLVRB,1467,1319,1080,1160
