gene_name,WT_A,WT_B,SMARCB1_Null-A,SMARCB1_Null-B,SMARCA4_Null-A,SMARCA4_Null-B,,,,,,,
FAM13B,3858,3361,2420,2831,3594,2335,,,,,,,
ARHGAP31,3624,2150,1923,1544,3581,2495,,,,,,,
CENPQ,1633,1495,1038,1151,1171,921,,,,,,,
SARS,15508,13338,11480,13038,22047,17251,,,,,,,
RANBP3,8948,7632,7226,8262,8952,6954,,,,,,,
ARID4A,2902,1989,2819,2301,3546,3178,,,,,,,
TSSC1,2020,2013,1844,2127,2538,2016,,,,,,,
PNPLA6,4400,3638,4298,4324,5781,4684,,,,,,,
IFT88,2006,1573,1922,1640,3606,2730,,,,,,,
ALG1,2739,3022,2623,3916,3820,2449,,,,,,,
ZCCHC8,5139,4529,4125,4502,6794,4783,,,,,,,
ABCF2,10057,10089,10321,13463,13225,7706,,,,,,,
CHPF2,2111,2122,1431,1852,2349,1418,,,,,,,
LRRC7,512,416,389,350,587,424,,,,,,,
FUT8,4272,3831,3419,3743,4289,3576,,,,,,,
UBA6,10600,6900,8638,7791,13310,12924,,,,,,,
GAB2,5914,3918,10470,9293,14589,14453,,,,,,,
ATP6V0A1,4819,4036,4569,4861,9669,8294,,,,,,,
PIAS1,15599,11180,11141,10145,14848,11631,,,,,,,
SLC4A7,11547,8024,6357,4686,11568,9352,,,,,,,
APBA2,1659,1198,1544,1288,1554,1335,,,,,,,
MAP2K3,4302,3564,3017,3247,3976,2802,,,,,,,
EFCAB1,7,9,3,9,3,6,,,,,,,
TMSB10,17359,15066,10183,10502,17568,15176,,,,,,,
ASTE1,823,783,593,746,1021,760,,,,,,,
RNF19A,2521,2114,2055,1923,2931,2697,,,,,,,
PEX3,1816,1640,1675,1951,2168,1835,,,,,,,
GABARAPL2,5026,4727,4271,4532,5463,4140,,,,,,,
MYOC,0,0,85,62,0,1,,,,,,,
SH3YL1,1549,1073,1135,1007,1862,1232,,,,,,,
FAM136A,8620,9352,9707,13167,13608,8275,,,,,,,
VCL,21273,18154,17956,17729,37156,30972,,,,,,,
DEPDC1B,6813,5628,3995,4235,5530,4126,,,,,,,
DAPK2,1334,920,1065,836,1691,1140,,,,,,,
NSMAF,4560,3933,3236,3769,5235,3415,,,,,,,
ADSS,6073,5515,5049,5616,7013,5216,,,,,,,
STAP1,2,1,0,2,0,1,,,,,,,
TIMP2,5400,3894,4610,4153,5762,3359,,,,,,,
RFC1,14052,11782,12291,12361,14061,10892,,,,,,,
TBC1D23,4676,3652,3247,3589,6710,5866,,,,,,,
CUL3,15252,13310,9728,11481,15503,10971,,,,,,,
MYOM2,29,42,1,0,12,3,,,,,,,
OTC,0,6,2,5,2,0,,,,,,,
CYP46A1,307,269,260,192,327,308,,,,,,,
ZZZ3,6493,5404,5118,5424,7062,5256,,,,,,,
SLC18A1,6,5,2,5,8,16,,,,,,,
USP2,765,545,1130,1113,1108,726,,,,,,,
CASR,0,0,0,0,0,0,,,,,,,
TUBG2,170,216,259,289,290,186,,,,,,,
RPL26L1,3814,3793,3398,4169,4183,2920,,,,,,,
FLT4,4722,3290,15240,14064,7771,3818,,,,,,,
NSUN2,15606,14143,14481,17312,18888,12883,,,,,,,
FBXO42,3892,3286,3412,3511,5241,4083,,,,,,,
MFAP3,3175,2377,2684,2521,3257,2511,,,,,,,
MRI1,8514,6795,7249,7260,9966,7186,,,,,,,
METTL1,1117,1132,1161,1492,1662,988,,,,,,,
HOXC8,918,787,2048,2504,770,811,,,,,,,
AGA,1952,1634,2215,1908,2061,1588,,,,,,,
PI4K2B,6086,4708,4028,3400,7689,6231,,,,,,,
BOD1L1,11962,9059,8716,8051,11668,9290,,,,,,,
MAT2B,7809,7085,6518,7731,9983,7532,,,,,,,
TLL1,218,116,40,244,64,7,,,,,,,
EDC4,10377,9749,7881,10080,11629,7844,,,,,,,
TRIO,8725,6753,7828,6908,10459,8527,,,,,,,
VCAN,4482,2023,152,427,2135,1880,,,,,,,
CLEC16A,3943,2881,3556,3553,4440,3819,,,,,,,
MSR1,141,116,120,86,71,115,,,,,,,
CDH1,68,46,51,29,56,64,,,,,,,
SKIV2L2,15692,13040,12855,14295,19191,14424,,,,,,,
DNAH5,29,17,61,54,108,132,,,,,,,
ZFYVE16,6896,5514,6669,5920,7837,6809,,,,,,,
RIPOR1,10065,8054,6301,6657,9088,7369,,,,,,,
C6,0,0,1,1,0,0,,,,,,,
RAI14,13138,10930,10662,11098,16161,11453,,,,,,,
SOX30,1,1,0,0,1,1,,,,,,,
PNKP,2172,1916,1798,1727,2619,1935,,,,,,,
BEST2,71,39,43,60,55,51,,,,,,,
PHLPP2,4654,3365,4167,3852,6168,4405,,,,,,,
SPDL1,7562,6473,4588,5232,8474,5483,,,,,,,
STAU2,6006,4343,4303,4003,6455,5358,,,,,,,
PQLC2,1299,1213,1109,1365,1519,1080,,,,,,,
CTNS,1668,1418,1652,2057,2058,1386,,,,,,,
RTN4R,790,708,469,512,982,963,,,,,,,
PHF23,4503,4412,3739,4756,5747,3675,,,,,,,
CDH10,1261,1117,4777,5675,1026,833,,,,,,,
INPP4A,8125,4810,4348,3375,6922,5888,,,,,,,
RAB27B,53,24,0,0,1,0,,,,,,,
PSMA4,36074,36059,31525,37908,43574,30793,,,,,,,
MYO16,2,3,2,5,3,2,,,,,,,
LSG1,8957,8107,7226,9576,10467,6828,,,,,,,
PARP3,1137,817,916,985,690,845,,,,,,,
TNC,28,22,29,24,29,16,,,,,,,
THAP3,1255,1230,1238,1426,1592,1214,,,,,,,
RIPOR3,47,39,49,42,38,33,,,,,,,
TDP1,2844,2568,2404,2716,3618,2513,,,,,,,
AIFM2,2478,2616,2551,3193,3986,2717,,,,,,,
C2orf83,59,30,42,38,33,47,,,,,,,
SPATA7,560,456,418,440,661,530,,,,,,,
MED17,4993,4729,3592,4169,5196,3518,,,,,,,
RETSAT,4001,3585,4561,4012,5922,4363,,,,,,,
CAPG,16,5,13,24,40,35,,,,,,,
AP2S1,6936,6562,6231,6907,8010,6439,,,,,,,
USH2A,34,16,11,17,19,10,,,,,,,
ZPBP,0,0,0,0,0,0,,,,,,,
TG,10,10,7,2,4,6,,,,,,,
ADAM28,38,26,28,23,55,38,,,,,,,
BARX2,29,16,21,14,21,13,,,,,,,
DCUN1D1,5450,3967,5546,5208,7098,5020,,,,,,,
JADE2,2968,2100,4040,3709,4531,3633,,,,,,,
ZIC2,1509,1089,1372,1198,734,584,,,,,,,
LCP2,1,0,2,5,0,0,,,,,,,
TRIT1,3435,3200,2894,3184,4579,3588,,,,,,,
ADRB1,52,35,68,41,71,47,,,,,,,
GUCA2B,0,0,0,0,0,0,,,,,,,
CUL7,4833,3697,5080,4076,5635,5163,,,,,,,
CTNNA1,30706,28142,25545,25707,34384,26388,,,,,,,
PHKA2,7502,5498,6308,5627,8791,7555,,,,,,,
CNTLN,5134,4125,5620,5111,6273,4803,,,,,,,
EPHA3,5702,3965,1901,890,526,218,,,,,,,
HSPA5,39202,38293,39307,45684,58458,38305,,,,,,,
DSG2,13217,9960,17156,16048,17716,14350,,,,,,,
GEMIN8,1197,1003,1475,1621,1863,1702,,,,,,,
OFD1,3935,3203,3504,3232,5153,3999,,,,,,,
GPM6B,1956,1489,5827,5729,7316,3344,,,,,,,
MAGEC2,0,0,0,0,0,1,,,,,,,
PREX2,328,229,7005,1895,5752,3818,,,,,,,
WDR37,2190,1573,1644,1562,1991,1637,,,,,,,
YTHDC2,8993,7010,8455,8334,9911,7693,,,,,,,
CTPS2,8579,6751,7824,7969,10495,7765,,,,,,,
ATP6V1H,5171,3670,4207,5136,7132,5105,,,,,,,
POLR2B,23196,20634,17139,19383,25377,17994,,,,,,,
FAM214A,1552,1086,4069,4029,2459,2057,,,,,,,
ARAP2,601,428,724,545,623,521,,,,,,,
TPR,29406,23143,25955,25270,34271,27648,,,,,,,
CP,120,197,117,151,716,388,,,,,,,
KIAA0556,1553,1308,1525,1597,2161,1558,,,,,,,
DTNBP1,1391,1290,1116,1234,1598,1229,,,,,,,
XK,2550,2169,3389,3447,4667,3249,,,,,,,
ANO2,0,0,0,0,0,0,,,,,,,
C12orf4,3434,2551,3128,3426,3630,2860,,,,,,,
SCML1,7929,5946,5695,5332,5348,4733,,,,,,,
WWC3,3699,2403,3861,3090,5547,3704,,,,,,,
ARHGAP6,649,533,21,37,3,3,,,,,,,
FAM184B,1188,951,872,866,1006,982,,,,,,,
MAP4,37975,29348,34178,35244,58384,48409,,,,,,,
GOPC,9686,7935,7946,7675,10171,7587,,,,,,,
ROS1,1,2,0,1,1,0,,,,,,,
USP28,5973,4743,4981,5296,6794,5398,,,,,,,
HDAC9,30978,25225,7271,7327,33849,20153,,,,,,,
TSPAN17,3331,3165,3695,3896,4994,3605,,,,,,,
NOP16,5937,6610,6352,9018,7010,4415,,,,,,,
CC2D2A,1860,1435,1687,1895,3278,1997,,,,,,,
RRM2B,3858,2863,3251,2766,4278,3385,,,,,,,
ZNF800,3508,2476,3478,3068,4133,2844,,,,,,,
TNFRSF17,37,9,25,8,15,32,,,,,,,
SNX29,1590,1010,1321,1133,1828,1281,,,,,,,
LMO3,2409,1739,624,693,137,41,,,,,,,
MRPS10,6004,5426,5536,6109,6551,4858,,,,,,,
GUCA1A,12,14,0,0,0,0,,,,,,,
RSF1,14135,10271,9968,7546,17340,14887,,,,,,,
VPS13D,8772,7037,7542,7237,11466,8141,,,,,,,
CELF2,2199,1499,299,576,849,256,,,,,,,
FAM120A,22474,18047,23344,25237,31280,23682,,,,,,,
R3HDM1,11028,7998,9691,9476,13175,9538,,,,,,,
COL9A2,151,101,225,242,194,317,,,,,,,
KITLG,1020,1082,2076,1706,414,243,,,,,,,
ERCC8,1492,1112,1510,1315,1580,1357,,,,,,,
ADAMTS6,158,85,616,370,241,139,,,,,,,
H6PD,7142,4068,7370,5303,7923,7603,,,,,,,
VAMP3,7027,6347,6006,6724,7090,5956,,,,,,,
PER3,5044,4409,5194,6998,5993,4623,,,,,,,
UTS2,0,1,2,6,2,1,,,,,,,
TNFRSF9,174,123,136,116,160,146,,,,,,,
EPN3,29,23,16,18,48,30,,,,,,,
LTBP1,195,136,3205,1862,692,275,,,,,,,
RCN1,15100,13969,13669,16368,24212,16076,,,,,,,
ELN,63,32,62,41,66,50,,,,,,,
RFC2,5844,5338,3969,4652,5763,4730,,,,,,,
ARID1B,13262,9725,9903,8892,11838,8973,,,,,,,
CLPTM1L,12543,11657,13764,18410,15057,10063,,,,,,,
NEDD4L,8086,5506,3839,2940,9825,8201,,,,,,,
FOXP3,120,82,61,95,127,145,,,,,,,
PPP1R3F,891,709,675,392,682,472,,,,,,,
HEXB,3912,3778,4380,5425,6253,4848,,,,,,,
PTCD2,4091,2850,3655,3552,4255,3396,,,,,,,
KIAA2022,1913,1384,198,954,838,439,,,,,,,
JKAMP,3103,2861,3188,3617,4450,3441,,,,,,,
DKK3,380,242,46,72,444,425,,,,,,,
ARHGEF5,35,22,1,15,64,9,,,,,,,
NFE2L3,3849,3141,3162,3030,4085,3086,,,,,,,
MCUR1,5963,5513,4748,4849,6280,4873,,,,,,,
LIMA1,3780,3137,6062,5144,9970,7111,,,,,,,
LETMD1,8544,6173,8303,8629,10154,8257,,,,,,,
SLC4A8,830,850,576,560,2080,1766,,,,,,,
LAMC3,66,59,36,147,418,259,,,,,,,
PTGER3,4694,3583,428,197,25220,12028,,,,,,,
TNIP3,32,27,33,29,42,45,,,,,,,
MAPK9,6389,5128,6603,6635,6815,5461,,,,,,,
COL23A1,91,59,174,83,216,121,,,,,,,
BCAR1,4470,3949,3435,3685,4677,3192,,,,,,,
FAM160A2,2288,1850,1457,1561,2612,1850,,,,,,,
HERPUD1,2588,2320,2477,2733,5187,3509,,,,,,,
HOMER3,2554,2157,1795,1654,2052,1396,,,,,,,
RAD51,3826,3548,2764,3128,4649,3982,,,,,,,
POLQ,6593,5522,4838,4426,6097,4806,,,,,,,
PIK3CB,3288,2374,2994,3070,4232,3438,,,,,,,
CYBA,4904,3998,2591,2294,3534,3512,,,,,,,
THOC3,3029,3031,2954,3438,3781,2773,,,,,,,
HEBP2,5559,5112,5080,5243,6201,4967,,,,,,,
MPHOSPH9,11819,8519,8150,6498,10399,8859,,,,,,,
PLEKHA5,10945,8799,5008,4532,5357,3677,,,,,,,
PRSS8,36,37,23,22,31,30,,,,,,,
SIKE1,8540,5839,8562,8514,11784,8706,,,,,,,
RRP12,7642,7092,8735,10842,9263,6132,,,,,,,
FNIP2,4390,3306,5553,5495,5647,4107,,,,,,,
MSMO1,6930,5558,3930,3831,9739,9950,,,,,,,
TTC17,6706,4413,6291,4844,7137,6133,,,,,,,
ALX4,450,287,1663,950,149,176,,,,,,,
FSTL4,51,41,24,9,104,90,,,,,,,
FOXN3,12924,8631,11588,8712,12586,10203,,,,,,,
METTL24,10,7,1,2,10,6,,,,,,,
AKR7A2,4753,4349,4614,5082,5746,4161,,,,,,,
MRTO4,12480,12467,10750,14172,14487,9390,,,,,,,
NNAT,93,83,61,52,88,72,,,,,,,
USE1,750,645,554,635,779,704,,,,,,,
MCF2L2,473,296,398,342,660,560,,,,,,,
NRIP2,370,255,264,231,392,325,,,,,,,
LAMA3,1230,738,1106,1075,2755,766,,,,,,,
AP5M1,5211,4865,2346,2944,6494,4267,,,,,,,
ANAPC4,3787,3235,3015,3099,4296,3236,,,,,,,
KCNQ1,260,216,242,154,330,262,,,,,,,
TRAPPC3,4553,4477,4277,5169,5833,4168,,,,,,,
THRAP3,30712,23877,22670,22765,33016,26249,,,,,,,
PHPT1,2747,2595,2112,2069,3098,2534,,,,,,,
ENTPD2,30,16,16,10,73,101,,,,,,,
LY75,25,13,8,12,35,19,,,,,,,
ARID4B,6921,5187,5048,4760,7485,6487,,,,,,,
OPN3,628,529,546,413,633,549,,,,,,,
SDCCAG8,325,186,251,165,281,256,,,,,,,
PTPRN,9,7,11,25,15,73,,,,,,,
HHAT,114,97,72,75,130,87,,,,,,,
KIF1B,26228,18076,36105,31100,36320,27598,,,,,,,
FOXC1,2999,2413,2002,2207,2844,2072,,,,,,,
TBC1D22A,1851,1503,1610,1545,2036,1722,,,,,,,
SYNE2,19788,16240,19535,17007,30621,17875,,,,,,,
PLEKHH1,4375,3102,3783,3092,5472,4787,,,,,,,
ATP9A,9911,8124,6591,5234,9987,6751,,,,,,,
SPO11,2,1,0,1,0,0,,,,,,,
CBLN4,0,0,0,0,0,0,,,,,,,
CHRDL2,8,14,27,29,15,12,,,,,,,
FAM168A,10803,8276,8550,7534,11982,8538,,,,,,,
RELT,1803,1619,1365,1525,1877,1266,,,,,,,
GALC,100,77,83,68,87,82,,,,,,,
NOP58,18967,18175,14333,17684,20355,14401,,,,,,,
SZRD1,16405,13869,13225,15442,17236,12836,,,,,,,
KCNH2,2525,1875,1819,1523,2069,1984,,,,,,,
CUL1,12757,11908,9876,11681,13661,9061,,,,,,,
FAM114A2,2172,1618,2450,2570,2390,1873,,,,,,,
CYFIP2,12643,8749,8247,7294,9637,8386,,,,,,,
TAB2,8222,6766,6643,6904,8691,6405,,,,,,,
GINM1,2737,2092,2099,2080,2766,2366,,,,,,,
EIF2AK2,19267,12500,15170,11886,19420,16067,,,,,,,
USP36,8059,6960,6691,7783,8523,5671,,,,,,,
KMT2C,15449,10094,11968,9875,18239,15047,,,,,,,
MCOLN3,2873,2193,1516,1755,5479,4100,,,,,,,
CCDC85A,0,0,6,5,1,2,,,,,,,
PUM2,18670,14125,13461,13077,17847,13158,,,,,,,
MRPL43,3877,3362,3642,4330,4594,3683,,,,,,,
ITIH4,25,27,23,16,26,22,,,,,,,
ITIH1,12,14,14,11,9,11,,,,,,,
HPF1,3004,3110,2796,3463,3374,2640,,,,,,,
ZFR,18012,17553,15457,17830,23084,15462,,,,,,,
ZNF280C,8073,4786,5244,3940,6375,5701,,,,,,,
NPFFR2,8,3,3,3,7,3,,,,,,,
PHF21B,1130,744,833,604,838,825,,,,,,,
TRAF1,376,267,743,633,806,556,,,,,,,
RC3H2,15091,11511,13532,11218,15951,11726,,,,,,,
KIFC1,0,0,0,0,0,0,,,,,,,
IL17RB,1887,1525,1905,2054,1474,1743,,,,,,,
TRAF3IP2,1456,948,1435,1082,2410,2183,,,,,,,
GYG2,5427,4161,4781,4076,5890,4172,,,,,,,
DCBLD2,9663,6978,14943,11269,7871,6105,,,,,,,
SERPINB3,0,0,0,0,0,0,,,,,,,
SOAT1,18915,14631,18470,19703,24241,17336,,,,,,,
PKP2,2283,1472,1555,1429,1640,1413,,,,,,,
MSH4,1,6,6,10,3,3,,,,,,,
F7,23,15,3,0,0,5,,,,,,,
GDI2,39470,38461,29225,35752,47625,32101,,,,,,,
PRDM1,9,0,3,4,17,20,,,,,,,
ATG5,2471,2630,1981,2866,3169,2035,,,,,,,
TMCC3,3082,2723,2657,2891,5485,4573,,,,,,,
PITHD1,5604,5481,5390,7213,6207,4146,,,,,,,
MTA3,9384,7062,9904,9616,14715,12046,,,,,,,
USP13,9510,6365,8142,6919,10815,8944,,,,,,,
ATP11B,6793,4879,7640,6327,8553,7364,,,,,,,
LAMC2,61,30,34,25,39,32,,,,,,,
CDK14,2382,1538,2727,2539,1703,1095,,,,,,,
SEC61A1,26639,25470,26007,32414,33339,21164,,,,,,,
PPP1R12A,8881,6779,6812,6335,10000,7382,,,,,,,
RASGRF1,23,22,34,34,45,35,,,,,,,
CAMK2B,410,204,292,170,135,182,,,,,,,
CROCC,4249,3319,2010,1998,3742,2995,,,,,,,
POLR3E,8778,6814,7325,7934,8908,6544,,,,,,,
ATP2B4,6299,4246,7179,5495,13763,13988,,,,,,,
ZC3H11A,17824,13609,14528,13160,22135,15912,,,,,,,
RIOK2,3209,3275,3156,4308,4407,2684,,,,,,,
YIPF1,1174,1260,980,1222,1349,1102,,,,,,,
NDC1,17787,15266,15886,17200,21709,15247,,,,,,,
DGKG,5,4,7,17,7,5,,,,,,,
FLYWCH1,5603,4126,5109,4355,6267,5520,,,,,,,
UNKL,3628,3149,3262,3307,3371,2778,,,,,,,
TBXAS1,189,174,226,157,185,107,,,,,,,
PARP12,1408,1143,1617,1296,1829,1400,,,,,,,
ALDH18A1,20377,18190,15985,18227,20792,15144,,,,,,,
TARBP1,5940,4639,6128,6620,6417,4869,,,,,,,
GATB,3194,2994,2943,3641,3530,2694,,,,,,,
MXD1,1235,854,826,826,1470,1115,,,,,,,
CDK17,4696,3321,4059,4169,4579,3155,,,,,,,
DNAJC25,1481,1435,1202,1423,1431,1035,,,,,,,
SLC2A3,639,536,1081,1021,1309,1931,,,,,,,
PSD,202,136,182,145,273,246,,,,,,,
CTDP1,3637,3509,3089,3478,4642,3179,,,,,,,
YBX3,37851,30033,30328,34812,39549,32038,,,,,,,
STYK1,350,236,184,270,321,257,,,,,,,
WNK1,31123,21567,28115,24886,32575,26559,,,,,,,
CCAR1,18028,16817,13217,15223,20301,14367,,,,,,,
OGFR,8806,7554,6317,7567,9075,6566,,,,,,,
GNA15,2,1,7,9,14,2,,,,,,,
CREB3L3,0,0,0,4,2,8,,,,,,,
PIGV,654,410,706,599,773,842,,,,,,,
PTPRU,10631,7938,10181,9020,11724,9561,,,,,,,
SNRNP40,9742,9405,8848,11186,12425,8741,,,,,,,
RIMBP2,393,200,469,14,2,0,,,,,,,
COL11A1,3,10,9,2,4,0,,,,,,,
QSER1,19227,13621,13786,12488,12242,8400,,,,,,,
MPC1,2484,2304,2428,2933,3098,1960,,,,,,,
ACAA1,4227,4096,3323,3734,4723,3605,,,,,,,
BCAT1,32802,23410,19046,18046,43523,32463,,,,,,,
HDAC7,5551,4134,3894,3206,4272,3510,,,,,,,
LZTS1,407,246,358,341,200,181,,,,,,,
PRDM6,48,37,682,512,254,462,,,,,,,
WNT8A,0,0,1,0,0,0,,,,,,,
SPAG4,179,120,200,109,277,508,,,,,,,
NCKAP1,21101,18015,17156,18464,26365,19732,,,,,,,
MRPS35,6421,6268,6346,7574,11769,8340,,,,,,,
GUCY1B3,1337,1056,414,420,533,414,,,,,,,
SFSWAP,7817,6226,7819,8184,8644,6664,,,,,,,
TNK2,5365,4417,3896,3431,5609,4616,,,,,,,
MON2,7564,5360,6374,5497,8316,6518,,,,,,,
CDH3,83,43,53,52,190,76,,,,,,,
ARSF,7,13,12,7,11,5,,,,,,,
GPBP1,11690,9447,8147,8561,12294,9508,,,,,,,
DGAT2,303,299,409,388,534,356,,,,,,,
ZNF112,794,762,731,743,878,693,,,,,,,
CS,46168,40492,34438,40035,52934,37553,,,,,,,
LTK,383,346,157,179,1236,1149,,,,,,,
MRPS24,4444,4588,4923,5952,5567,4359,,,,,,,
ELMO2,3540,2993,2388,2566,3738,2900,,,,,,,
WAPL,10669,9161,8284,10093,11936,9063,,,,,,,
VMP1,6187,4857,6467,7378,11214,9667,,,,,,,
APPBP2,5930,4411,5553,5285,7002,5218,,,,,,,
POLD1,13716,11793,10278,11999,15388,11272,,,,,,,
SEZ6,13,19,18,29,34,10,,,,,,,
EIF4B,71591,53904,52724,51802,85817,65280,,,,,,,
SLC6A16,157,164,311,265,226,177,,,,,,,
BICRA,3259,2513,2237,1940,3860,3313,,,,,,,
SPHK2,2466,2330,2265,2429,2666,1689,,,,,,,
RPL18,55099,48859,46767,52981,64059,53243,,,,,,,
CA11,630,570,531,452,1120,1122,,,,,,,
ISOC2,5408,5174,5194,6095,7530,6299,,,,,,,
U2AF2,36468,34187,29270,37600,41911,31990,,,,,,,
EPN1,14372,12668,12062,14377,16249,12341,,,,,,,
MED29,4283,3826,3401,3770,5371,3157,,,,,,,
AHRR,711,462,398,326,564,522,,,,,,,
GSC2,0,3,0,2,6,4,,,,,,,
ZNF275,7635,6020,4011,3969,4805,3171,,,,,,,
MTMR1,11432,8520,10885,11007,13801,10002,,,,,,,
GPC1,5832,5464,6412,5576,7024,4847,,,,,,,
ADCK1,1264,1131,1139,1312,1456,1118,,,,,,,
HAGH,3552,3099,2647,2822,3497,2817,,,,,,,
RNF4,8387,7151,6502,7369,10194,8126,,,,,,,
CASP8,2378,1965,2542,2728,2890,2461,,,,,,,
LIMCH1,1309,1326,5811,4504,3884,2246,,,,,,,
INTS13,5946,6102,6236,8040,7877,6991,,,,,,,
TM7SF3,6100,4983,5923,6257,7801,7145,,,,,,,
DLX3,1065,874,856,916,1238,1037,,,,,,,
SPA17,1218,1168,744,762,1156,936,,,,,,,
TSPAN32,4,3,4,1,4,0,,,,,,,
WISP2,93,45,79,46,71,69,,,,,,,
DMRT3,112,136,78,201,139,145,,,,,,,
ST3GAL6,1145,786,1259,1079,1229,901,,,,,,,
ATP2C2,20,52,25,22,28,19,,,,,,,
NGFR,230,98,377,146,2536,2934,,,,,,,
CDON,2853,2204,7112,4771,3520,2975,,,,,,,
TAF2,8235,6604,6829,7766,9607,7316,,,,,,,
HIPK2,17435,9708,13414,9692,12122,8140,,,,,,,
TNPO3,13927,12112,19535,21042,24979,17701,,,,,,,
BORCS8-MEF2B,433,325,319,521,515,335,,,,,,,
RFXANK,2366,2059,2007,2052,2946,1913,,,,,,,
TMEM161A,4072,3269,4349,4754,5120,3959,,,,,,,
LPAR2,799,447,532,464,858,781,,,,,,,
CTSA,4875,4594,5993,7676,7484,5155,,,,,,,
SUGP2,29092,20374,25832,23761,31480,26374,,,,,,,
SLC12A2,7511,5695,34670,17137,6482,4787,,,,,,,
SNX24,1564,1101,1494,1392,2374,2011,,,,,,,
EYA2,9,3,0,13,0,0,,,,,,,
CNN2,12838,10526,8610,8345,15558,12515,,,,,,,
ABCA7,1613,1513,1190,1425,2034,1835,,,,,,,
SNCAIP,50,79,523,105,1942,939,,,,,,,
DDX20,4665,4347,3794,4498,5249,3202,,,,,,,
BTBD1,17504,14999,20201,20566,24948,18296,,,,,,,
FAR2,2939,2208,2668,2286,3852,2950,,,,,,,
BCAS1,33,26,30,32,55,36,,,,,,,
POU1F1,18,2,4,9,2,1,,,,,,,
CHI3L2,65,37,15,3,80,64,,,,,,,
SBNO2,3399,2779,4206,3296,4477,4064,,,,,,,
PMS1,5223,4025,4234,4192,5854,3984,,,,,,,
HMG20B,6899,5693,5045,4842,8051,7386,,,,,,,
CALCRL,110,84,1465,1075,62,62,,,,,,,
TAF11,4293,4301,4075,4720,5890,4148,,,,,,,
ANKS1A,5276,4385,4518,4435,6525,4417,,,,,,,
AP3D1,22873,19875,22056,24210,29982,21923,,,,,,,
ZNF76,4930,3614,3774,3714,4865,4279,,,,,,,
SLC9A3R2,3241,2819,2398,2615,3087,2333,,,,,,,
NTHL1,3332,3278,2987,3546,3626,2616,,,,,,,
UHRF1BP1,11780,8804,12965,12517,18468,13387,,,,,,,
GNAI3,13185,12410,10043,10829,14953,11352,,,,,,,
IPO5,77357,68198,48087,52530,64789,50205,,,,,,,
OAT,12683,10944,8354,9832,13484,10202,,,,,,,
WDR3,13509,12054,12332,14905,15877,10221,,,,,,,
PKN2,14377,10272,25071,21839,16703,13160,,,,,,,
WDR18,6497,6503,6849,7647,8067,6147,,,,,,,
TRAM2,5706,4592,3433,3593,5770,3854,,,,,,,
NTN1,676,394,1982,1190,2283,1519,,,,,,,
GLP2R,0,0,0,0,0,0,,,,,,,
MCM10,10091,8813,6896,7865,9632,6868,,,,,,,
DGKA,1432,1165,1389,1172,2809,2359,,,,,,,
ERBB3,844,545,1116,562,1236,1138,,,,,,,
ROPN1,1,2,2,1,1,0,,,,,,,
ANKRD44,343,262,331,244,419,296,,,,,,,
KARS,20357,20479,19167,23723,26875,19380,,,,,,,
ADAT1,3625,2317,2801,2495,3163,2462,,,,,,,
PDIA5,1594,1470,1959,2076,2581,1747,,,,,,,
TBC1D22B,1966,1603,1642,1538,2294,1792,,,,,,,
NDUFB4,8073,7522,6193,7170,8059,6430,,,,,,,
SPEN,21905,16043,14553,13669,19512,15296,,,,,,,
MYLK,4795,3073,3450,3242,4508,3338,,,,,,,
ZC3H15,11688,11641,9442,12269,13491,9015,,,,,,,
MAP2K4,4535,4219,4669,4913,5017,3738,,,,,,,
TMEM206,1816,1555,1611,1851,2374,1579,,,,,,,
SNAP91,198,179,167,57,92,43,,,,,,,
SLK,9697,8021,10106,10175,12954,9421,,,,,,,
CYB5R4,2484,2326,2994,3189,3729,2851,,,,,,,
COL17A1,0,6,0,1,169,93,,,,,,,
GSTO2,348,238,436,313,682,829,,,,,,,
SEC61A2,2216,1910,1716,1603,2502,2018,,,,,,,
PRKCQ,138,100,951,856,1561,1207,,,,,,,
TLE2,1457,942,2400,2264,3604,2382,,,,,,,
ASB1,5574,5048,4987,5133,5825,4650,,,,,,,
FAM107B,3380,2568,2761,2601,3748,2606,,,,,,,
ME1,4316,4238,4586,5577,6976,5776,,,,,,,
TBC1D1,6763,4974,9808,9808,12863,12105,,,,,,,
CDK13,9042,6713,6732,6773,9546,6598,,,,,,,
MTHFD2,22367,20330,22313,24608,34248,23471,,,,,,,
SLC9A7,6956,4261,6983,5181,8241,6513,,,,,,,
FOXJ2,3461,2647,3111,2851,4410,3674,,,,,,,
YBX1,134680,120689,101347,121174,137611,105106,,,,,,,
PDE4A,1191,730,2133,1860,2387,2052,,,,,,,
PPP2R5A,3064,2520,4065,4423,5853,4333,,,,,,,
CTNNA2,25,23,21,23,35,27,,,,,,,
ELAVL1,25022,18226,19001,19640,23931,19822,,,,,,,
TIE1,35,30,63,29,28,39,,,,,,,
DIP2B,11727,9149,12101,12365,17137,12491,,,,,,,
SMARCD1,12143,10899,8796,9979,12925,9223,,,,,,,
KDM4A,6358,4874,5904,5710,8478,5818,,,,,,,
NFYC,6545,5346,5369,5398,8800,6337,,,,,,,
ZMYND12,4,0,1,2,11,4,,,,,,,
SLC9A3,687,481,424,438,444,350,,,,,,,
NGEF,668,452,91,141,422,283,,,,,,,
