gene_name,C666-1_WTa,C666-1_WTb,C666-1_WTc,C666-1_Koa_TP53,C666-1_Kob_TP53,C666-1_Koc_TP53
KIF1B,1555,1227,1104,2024,2014,1539
FOXC1,279,212,106,206,211,201
TBC1D22A,334,286,552,364,427,477
SYNE2,1970,1831,1684,1042,1111,1414
PLEKHH1,13,10,8,18,6,8
ATP9A,1147,983,1184,1083,1006,938
SPO11,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0
CHRDL2,0,0,0,1,0,0
FAM168A,779,553,1149,787,785,816
RELT,325,259,627,396,505,583
GALC,3,0,0,1,0,0
NOP58,3160,2782,1507,3112,1879,1520
SZRD1,2323,2219,4223,2618,2651,2985
KCNH2,924,1004,1831,603,1023,1186
CUL1,1950,1946,1441,1546,1227,1130
FAM114A2,280,193,196,247,186,133
CYFIP2,1509,1214,2055,1010,1577,1469
TAB2,1734,1582,472,1999,1830,1513
GINM1,320,307,151,512,460,429
EIF2AK2,2633,1822,819,3417,2795,2335
USP36,953,758,1220,914,775,958
KMT2C,2085,1336,1345,1315,1343,905
MCOLN3,0,0,0,0,0,0
CCDC85A,41,45,28,27,49,58
PUM2,2231,1616,1114,2663,1802,1553
MRPL43,438,482,764,426,551,587
ITIH4,2,5,0,1,17,0
ITIH1,0,0,2,1,2,0
HPF1,350,398,156,377,350,333
ZFR,1970,1755,1438,2146,1852,1441
ZNF280C,518,298,73,440,395,336
NPFFR2,0,0,0,0,0,0
PHF21B,0,0,0,0,0,0
TRAF1,3604,2629,4601,3659,4280,4109
RC3H2,645,557,374,741,602,277
KIFC1,0,0,0,0,0,0
IL17RB,5855,4523,3055,5311,3747,4122
TRAF3IP2,656,609,908,610,707,964
GYG2,0,0,0,0,0,0
DCBLD2,4523,2872,1849,5994,3865,3436
SERPINB3,0,0,0,0,0,0
SOAT1,851,536,211,1092,997,676
PKP2,525,584,489,659,831,921
MSH4,11,8,0,9,6,8
F7,0,0,0,0,0,2
GDI2,4237,4318,2083,5093,4387,3697
PRDM1,99,27,31,43,81,20
ATG5,714,553,227,692,510,478
TMCC3,63,61,80,42,66,60
PITHD1,809,872,740,1093,1020,1145
MTA3,509,485,391,517,516,527
USP13,495,419,496,643,622,373
ATP11B,1461,897,375,1608,1238,968
LAMC2,1292,737,1146,1651,1705,1470
CDK14,624,545,236,354,338,308
SEC61A1,2816,2875,4687,3803,3784,3768
PPP1R12A,954,797,477,1139,1207,686
RASGRF1,7,3,8,10,12,7
CAMK2B,1,1,0,8,0,1
CROCC,462,342,433,264,309,481
POLR3E,609,804,1514,800,1343,1453
ATP2B4,1619,1283,863,1222,1570,1460
ZC3H11A,3488,2853,1657,3620,2797,2322
RIOK2,907,941,81,811,483,401
YIPF1,202,176,229,209,267,223
NDC1,2174,1676,1138,3421,1955,1604
DGKG,0,0,0,0,0,0
FLYWCH1,927,1198,2029,627,1264,1653
UNKL,724,567,1532,972,1163,1238
TBXAS1,38,25,34,10,22,17
PARP12,941,687,752,676,577,641
ALDH18A1,2194,2177,2545,2113,2206,2126
TARBP1,975,725,219,530,368,438
GATB,380,498,542,630,569,506
MXD1,65,93,56,111,97,101
CDK17,620,487,408,750,581,372
DNAJC25,161,138,37,228,168,164
SLC2A3,1,11,1,2,1,0
PSD,8,11,27,5,11,28
CTDP1,703,764,1164,791,1060,1309
YBX3,4436,6094,5642,4332,5091,4595
STYK1,226,222,166,261,294,254
WNK1,1855,1063,2533,2238,1949,1957
RPS17P5,0,0,0,0,0,0
CCAR1,1980,2291,1208,2204,1467,1406
OGFR,659,957,1787,777,1147,1528
GNA15,83,97,160,52,96,106
CREB3L3,0,2,0,0,1,1
PIGV,185,211,266,217,245,249
PTPRU,678,923,1655,691,970,1143
SNRNP40,870,867,1027,1013,931,938
RIMBP2,1,0,0,0,0,0
COL11A1,1,0,0,5,0,0
QSER1,1905,1413,443,2292,1863,1280
MPC1,396,438,378,527,438,453
ACAA1,570,564,714,548,576,731
BCAT1,0,0,1,1,3,1
HDAC7,881,800,1339,768,1026,1090
LZTS1,362,283,670,305,468,490
PRDM6,76,57,122,113,40,25
WNT8A,0,0,0,0,0,0
SPAG4,30,9,42,19,14,27
NCKAP1,4449,4160,1025,5655,4217,3405
MRPS35,1671,1750,760,2395,1905,1721
GUCY1B1,0,0,0,0,0,0
SFSWAP,866,966,1284,954,1016,1045
TNK2,231,191,336,149,346,462
MON2,885,804,264,777,494,446
CDH3,1350,1504,2045,906,1495,1606
ARSF,0,0,0,0,0,0
GPBP1,1965,2469,264,2243,1863,1715
DGAT2,1067,1032,1498,637,950,897
ZNF112,95,53,19,58,40,61
CS,4042,3480,5087,4431,5080,4739
LTK,57,60,77,54,58,109
MRPS24,296,434,967,193,241,330
ELMO2,465,339,625,467,531,597
WAPL,1897,1688,749,1953,1605,1404
VMP1,1538,977,740,1641,1125,928
APPBP2,469,315,307,696,498,331
POLD1,1349,1392,3035,815,1310,1555
SEZ6,3,3,4,0,0,1
EIF4B,14900,10781,18960,16502,18029,14943
SLC6A16,4,7,3,52,2,15
BICRA,173,200,333,192,412,375
SPHK2,187,194,444,223,251,266
RPL18,6241,7907,13009,6464,6048,7225
CA11,148,126,166,177,253,274
ISOC2,267,346,705,280,417,495
U2AF2,2343,2395,4327,2812,2871,3150
EPN1,1113,1347,2611,1238,2213,2351
MED29,538,538,842,651,677,792
GSC2,0,0,0,0,0,0
ZNF275,682,426,500,669,572,532
MTMR1,1066,697,642,874,733,574
GPC1,1489,1981,3922,1232,2454,2947
ADCK1,140,128,199,201,143,161
HAGH,380,505,977,469,654,791
RNF4,1630,1298,2348,1482,1488,1396
CASP8,597,568,435,751,622,511
LIMCH1,1799,1035,873,1423,1276,879
INTS13,322,624,149,518,385,344
TM7SF3,1358,847,816,1133,1375,1254
DLX3,0,7,6,1,2,0
SPA17,141,163,87,188,160,118
TSPAN32,0,0,0,0,0,0
CCN5,0,0,0,3,0,0
DMRT3,0,0,0,0,0,0
ST3GAL6,27,10,6,31,12,2
ATP2C2,254,179,309,237,261,271
NGFR,850,1119,2085,753,1663,1897
CDON,456,170,335,497,529,435
TAF2,596,500,506,784,583,501
HIPK2,2847,1960,3636,1997,2100,1713
TNPO3,1636,1596,1744,1242,1068,1089
RFXANK,309,392,707,272,325,512
TMEM161A,345,390,958,396,523,676
LPAR2,181,189,402,176,294,333
CTSA,1607,1577,2388,1494,1719,1808
SUGP2,1150,970,1195,1331,1438,1487
SLC12A2,861,536,184,1078,697,571
SNX24,157,72,86,137,91,87
EYA2,111,102,155,119,178,235
CNN2,1983,2194,3540,2022,2961,3173
ABCA7,336,317,623,414,548,714
SNCAIP,10,9,11,12,7,11
DDX20,957,852,406,1235,864,719
BTBD1,2274,1940,726,2879,2147,1809
FAR2,57,18,0,55,56,7
BCAS1,12,16,11,11,14,7
POU1F1,0,0,0,1,0,0
CHI3L2,9,7,14,17,14,5
SBNO2,2032,1021,3915,1576,2220,1973
PMS1,254,278,75,393,253,261
HMG20B,1360,1449,2585,1270,1952,2232
CALCRL,8,1,4,21,5,13
TAF11,292,360,202,390,272,326
ANKS1A,250,213,438,278,343,321
AP3D1,2408,2833,4398,2493,3235,3522
ZNF76,191,127,250,162,226,191
SLC9A3R2,322,508,894,296,511,602
NTHL1,344,491,1130,438,531,713
UHRF1BP1,338,331,345,384,421,372
GNAI3,1729,1596,622,2251,1825,1521
IPO5,7149,5419,4075,13326,9266,7306
OAT,2920,2589,1684,3745,2423,2232
WDR3,1419,760,1312,2154,1240,918
PKN2,1618,1782,314,1721,947,814
WDR18,505,694,1277,579,785,876
TRAM2,248,167,254,241,266,219
NTN1,630,615,1363,513,863,926
GLP2R,0,0,0,0,0,0
MCM10,927,776,909,1229,985,966
DGKA,684,585,913,314,616,578
ERBB3,1457,1687,2046,1345,1427,1525
ROPN1,0,0,0,0,0,0
ANKRD44,139,8,9,25,13,20
KARS1,2919,2968,2980,3471,3195,3220
ADAT1,456,329,336,480,419,328
PDIA5,498,609,692,548,583,608
TBC1D22B,124,129,187,151,166,174
NDUFB4,719,1105,857,843,877,818
SPEN,1798,1494,1407,1852,1767,1674
MYLK,214,199,270,236,251,143
ZC3H15,2228,2273,766,2668,1792,1490
MAP2K4,692,513,269,804,540,468
PACC1,347,403,438,381,341,364
SNAP91,0,0,1,0,0,0
SLK,2834,2188,463,3097,2236,1655
CYB5R4,603,632,271,885,738,595
COL17A1,89,132,176,8,7,9
GSTO2,367,282,344,313,355,286
SEC61A2,294,251,199,334,278,364
PRKCQ,0,0,0,0,0,0
TLE2,359,336,611,256,554,656
ASB1,250,307,419,443,233,278
FAM107B,1058,926,529,1595,1384,1130
ME1,685,708,317,943,909,725
TBC1D1,705,641,719,629,1087,1002
CDK13,817,718,418,552,346,308
MTHFD2,3042,2843,2088,4033,2853,2614
SLC9A7,2408,1943,1679,2179,2291,2401
FOXJ2,777,814,756,809,1152,1020
YBX1,312,258,214,261,156,206
PDE4A,39,71,103,21,60,55
PPP2R5A,377,432,105,496,419,427
CTNNA2,0,0,0,0,0,0
ELAVL1,1378,1498,2364,1489,2078,1962
TIE1,6,5,5,3,4,3
DIP2B,896,574,952,956,864,745
SMARCD1,1524,1155,2413,1606,1658,1431
KDM4A,577,628,993,803,712,716
NFYC,903,762,1220,806,761,805
ZMYND12,0,0,0,0,0,0
SLC9A3,4,1,7,4,6,5
NGEF,102,108,127,51,70,79
ASPM,1567,2124,139,2438,1595,1487
CD84,1,0,1,0,0,0
ELOVL1,1138,1063,1699,1248,1184,1316
SPI1,2,0,0,0,0,0
POLR1H,66,116,147,100,74,91
MPPED2,0,0,0,0,0,0
CLDN18,26,74,23,48,108,55
ZBTB11,845,596,212,949,721,579
ATXN3,547,356,88,596,397,656
GOLGA5,1043,1242,570,1311,986,833
FGFR2,351,323,329,365,357,303
LRRC40,557,459,82,755,509,388
ISOC1,1596,1722,1229,2206,2212,1953
EML1,581,474,884,592,665,490
TRMT11,355,422,113,583,327,309
THUMPD1,2312,1543,1531,1936,1361,1047
MSANTD3,871,913,1003,1047,1115,1114
KIF26A,1,0,3,0,0,0
ATG2B,995,664,590,1020,649,468
ARFGEF1,992,1355,795,1302,1052,923
ACSM2B,0,4,0,0,0,3
ZFAT,69,73,87,129,71,69
MTFR1,795,742,608,1033,862,714
STAG3,4857,4485,4907,2681,2012,2474
FECH,1738,1145,3120,2048,2647,1914
MYO9A,436,203,114,386,269,412
DDX3Y,1672,1329,367,1902,1086,866
PFKP,2152,2158,4019,2207,2673,2869
IDI1,1881,1463,615,1597,1181,893
SP100,755,821,477,761,607,586
KLF6,4623,2120,1753,3555,2642,2498
PLPP1,115,134,101,106,103,145
NEO1,1012,838,1015,871,1045,923
TRAM1,1876,1485,776,3155,2499,1998
PHKA1,4,5,0,4,3,3
TNFRSF1A,1310,1485,2443,1477,1662,1981
CACNB1,161,153,196,96,148,159
EVI5,235,147,181,301,212,179
STOML1,297,270,590,318,324,395
PKM,30201,28937,49595,42636,51038,53288
DHX29,1206,1029,235,1281,960,769
DNTTIP2,2240,1845,213,2258,1360,1152
METTL22,304,222,352,265,306,303
TP53BP1,1082,1140,1115,1319,1050,1220
TRO,0,0,0,0,0,0
RRP15,1300,791,283,1408,454,353
RHOA,6413,6782,6892,7345,8691,7775
DHX8,835,969,1368,995,941,1037
PMS2P4,22,18,20,17,12,12
PRKCZ,325,395,631,372,534,624
ZFY,408,191,338,371,187,158
IARS2,3525,2928,1376,4079,3098,2613
SYT1,48,48,45,45,36,66
NAV3,163,77,6,111,66,48
IDH3G,373,401,833,491,479,557
ROGDI,163,193,324,151,203,249
PDZD4,0,0,0,1,0,0
ATP2B3,0,0,0,1,0,0
ROCK1,2055,1443,204,2297,1703,1245
CBFB,1170,1251,1165,1489,1226,1156
PDK3,292,188,177,350,274,289
HYAL2,374,309,681,336,398,429
HDAC4,357,204,390,259,189,152
RASSF1,234,268,317,296,300,357
FGFR3,391,314,539,308,588,686
IFI35,208,236,332,179,255,354
HEATR6,335,232,195,430,253,243
COASY,832,988,1694,827,1235,1386
PLEKHH3,194,389,767,297,496,623
MEF2A,1065,595,354,872,887,568
OTUD5,889,832,1258,826,990,1027
TFE3,794,921,1449,1017,1223,1449
TBC1D25,170,160,392,188,182,251
ACSL4,872,659,295,1132,1098,764
INPP5A,378,306,452,416,401,358
GPKOW,271,352,515,365,499,448
GRIPAP1,556,524,645,615,686,736
FTSJ1,447,498,745,572,591,670
PRR11,609,789,656,866,811,684
REEP1,0,0,0,0,0,0
ATP11A,2051,1036,2365,2208,1801,1796
POLR1A,1915,1183,3290,1930,1652,1626
LAPTM4A,1497,1755,1099,2107,1849,1823
TTC7A,357,359,742,396,371,564
IP6K2,1195,1023,901,1037,1045,1086
STON1-GTF2A1L,0,0,0,0,5,2
SRBD1,367,415,116,467,306,288
KIF2A,630,355,110,824,569,414
RASGRP2,74,189,287,55,127,193
PSME4,2094,2862,808,2083,2033,1594
IFT80,528,436,13,849,420,422
ERLEC1,757,662,361,1057,799,654
PPP2R5B,84,115,216,170,189,237
PYGM,3,6,4,2,9,5
PAGE1,0,0,0,0,0,0
PITX1,288,280,674,255,496,608
TRPC7,0,0,0,0,0,0
MAST4,333,176,277,475,301,231
ADGRF5,0,0,0,0,0,0
SDK2,98,82,174,81,119,192
ADAM7,0,0,0,0,0,0
NUP133,1140,1159,1349,1688,1034,901
NUCKS1,10002,7289,2073,10286,6833,5243
VPS35,5150,4707,2345,5962,4570,3937
DNAJA2,1040,1331,606,1278,1143,912
BCL3,1690,1326,2228,757,1392,1643
KCNAB2,724,519,1109,795,808,908
ABCC9,245,160,15,185,122,122
GAL,0,0,0,0,0,0
CLEC2D,301,179,37,195,104,259
FUNDC1,244,271,78,273,220,184
MAOB,0,0,1,2,0,0
RORA,410,152,272,360,199,165
DRD4,1,1,0,1,0,0
TGFBR3,228,131,180,208,224,155
HES2,387,406,687,178,341,484
ATP1B3,1357,1307,759,1799,1549,1535
NEDD4,1987,1188,79,1613,880,901
PIGB,136,108,53,114,59,90
MAPK6,1470,1238,373,1720,1066,896
GNB5,368,381,569,440,551,618
RAB27A,315,313,257,642,509,383
HDHD5,686,792,1465,905,882,1099
UFD1,899,891,1213,1021,1014,1108
GUCY2C,0,0,0,0,0,0
PHRF1,0,0,1,1,0,0
ELP1,1350,1335,670,1596,1298,1109
NUCB2,657,639,141,939,1006,666
PFN2,1,5,0,5,0,0
PTPN3,1045,653,861,877,888,906
SPTB,103,88,215,191,279,350
DAPP1,447,354,200,429,300,277
FGF10,0,0,0,0,0,0
SLC44A1,3172,2350,1666,3194,3080,2579
TMEM260,1061,760,700,1231,977,664
SMG6,401,559,792,433,475,499
EXOC5,4662,2613,1271,6500,4528,2900
CLTCL1,124,101,327,102,127,231
FGF22,11,4,15,12,2,8
FSTL3,686,551,1304,801,1210,1631
DGCR2,749,788,1820,900,1244,1332
RNF126,823,828,1715,809,1085,1338
MNT,560,452,739,389,488,638
ZXDC,263,190,289,278,267,279
JMJD6,318,553,779,575,639,683
POLB,595,813,406,636,658,618
ST6GALNAC1,24,6,10,29,13,3
WIPI1,114,87,149,93,122,180
FRMPD1,111,109,86,133,75,101
GBA2,596,481,575,599,525,506
NDST1,1869,1161,3200,1705,2021,1899
ASNS,1185,1446,879,1396,1215,1045
AP3M2,1270,1074,935,1524,1196,1059
CNGB1,25,6,18,14,5,5
ST6GALNAC2,102,127,206,76,94,118
CHAT,0,0,0,0,0,0
PABPC1,8004,8145,11966,6758,9084,9271
TESK2,88,141,136,72,93,107
CFAP20,671,751,1084,849,894,690
CSNK2A2,1509,1506,983,1608,1658,1547
PTPN21,318,229,262,384,489,261
EIF2B3,172,237,218,371,227,225
CAMK2A,2,1,2,0,0,0
TCOF1,1823,2018,3312,1876,2063,1956
CDC42,5822,5588,1833,6767,5317,4689
OSBPL3,1464,1120,703,964,730,690
EPHA8,0,0,0,0,0,2
SLC12A3,0,0,0,0,0,0
RAD18,1732,1084,885,2242,1734,1241
ATP2B1,2111,1353,505,2267,1742,1304
TRPM5,0,0,1,0,0,0
NCK2,903,1042,1532,887,1197,1442
MAP4K4,2836,2160,2198,2791,2242,1758
MGAT4A,449,505,100,483,348,349
RPL31,7784,9914,10931,9105,5009,5050
WDR1,3631,3725,6592,4681,5367,5732
SNX13,639,394,451,254,231,264
MS4A12,0,0,0,0,0,0
ARHGAP10,204,181,209,198,205,179
RPS6KA2,283,225,464,179,316,304
ING3,323,188,59,202,101,79
VASH1,4,0,3,0,1,5
LMCD1,106,107,329,244,351,379
BUD23,954,1359,1993,817,1012,1167
SEL1L,1950,1371,2363,2413,1792,1202
TRIP13,623,761,626,767,718,655
ATP6AP1,1090,1219,2496,1183,1473,1672
TCF3,2109,2030,3795,1746,2436,2838
TRIB2,204,182,171,181,192,116
DAZAP1,2088,2174,3147,2033,2618,2901
MBD3,1025,929,1891,988,1219,1575
PRLH,0,0,0,0,0,0
HLTF,2088,1625,758,2586,1985,1326
FAM50A,600,769,882,522,647,719
FAM3A,242,242,519,215,340,399
CPSF1,936,965,1672,717,1120,1267
MYO3B,27,20,21,44,41,29
CYBRD1,325,240,308,317,344,373
CDH19,0,0,0,1,2,0
PDCD2,752,863,448,779,610,562
SLC6A15,0,0,0,0,0,0
RDH11,1293,1563,1172,1616,1546,1359
PRKACA,809,777,1299,820,1001,932
ADGRL1,1268,1179,2839,1788,2365,2236
SPP2,2,3,0,0,0,0
ACTN1,1547,1256,2276,1371,1643,1922
ZFYVE26,629,469,751,571,608,441
RPS6KA6,840,387,105,879,697,483
EPN2,271,246,475,320,545,438
PTPN18,0,0,0,0,0,0
LIMS2,0,0,0,1,2,1
ASIC4,0,0,0,0,0,1
SPEG,2,3,0,0,18,15
LNX1,112,140,67,166,110,110
ALDH3A2,1008,890,819,1093,1205,994
TFRC,7527,6251,2860,10433,6948,5620
SREBF1,6079,6595,12530,3362,5992,7458
TRPC5,0,0,0,0,0,0
AFF4,2602,1625,1470,3113,2485,1599
UBE2D1,675,479,165,798,734,461
MPP5,657,544,241,1033,904,539
RHOBTB1,0,0,0,0,0,0
SMC1A,4007,2226,5142,4076,3857,2481
HSD17B10,741,807,1440,889,1031,1114
MARK2,1123,1139,2053,1183,1601,1722
HMMR,778,804,131,1414,732,515
CHFR,3,2,4,5,3,0
TRHDE,0,0,0,0,0,0
P4HA2,877,727,1202,913,1242,1336
FCGR2B,1,7,0,1,2,0
NFATC3,872,388,852,1157,937,790
TRNT1,808,961,249,1115,779,600
ACADVL,3707,3628,3337,2868,3153,3816
STK10,684,489,882,690,772,653
FBXW11,1249,857,957,1470,1290,1227
ACAP1,1,50,243,95,81,0
CRMP1,532,561,882,599,913,976
EVC,4,0,1,0,11,2
DERL2,613,574,434,620,481,622
SIDT1,62,26,39,70,28,27
NDE1,1284,1202,2022,1357,1616,1546
IRAG1,2,1,3,2,0,0
TMEM38A,54,35,83,36,58,39
AP1M1,350,393,796,443,614,595
PVR,972,791,1301,827,1093,1089
XRCC1,856,833,1338,961,1150,973
SCARB1,586,492,1484,1175,871,1155
CYP2W1,0,0,4,0,2,1
MCM2,4616,3752,8149,4562,4949,5028
MOV10L1,1,1,3,2,1,0
PANX2,76,93,165,60,113,102
SELENOO,160,192,310,124,168,280
TP63,53,34,36,10,20,8
ALPK1,717,421,480,614,484,427
LLGL2,577,596,1501,550,741,1125
PDE8A,1152,1008,576,1176,1156,1139
CLCN4,14,2,0,0,0,0
NLE1,421,324,831,346,430,452
SDHA,1557,1329,2159,1614,1642,1950
SMARCE1,3356,3073,2638,3788,2993,2513
FNDC8,4,1,3,7,1,2
GSDMB,95,98,47,76,68,145
KDM5A,1178,661,719,1202,656,435
ADAM11,22,32,28,8,11,15
PPP2R3A,220,125,109,208,200,192
FERMT2,316,202,67,258,296,241
ABCB11,0,0,0,0,0,0
DHRS9,11,16,6,11,20,18
CD5L,1,1,4,0,0,3
PTGS2,3386,639,734,2186,714,504
IGF2BP2,422,259,348,294,368,389
MAP3K13,455,559,169,375,488,408
ST6GAL1,2,0,0,8,27,3
TBX21,0,0,0,0,0,0
FRY,247,118,309,393,668,297
PICALM,1360,1155,604,1669,1185,1161
NSF,1180,872,792,1290,1042,818
GLI2,0,0,0,0,0,0
CLASP1,1316,1093,1363,1771,1185,1083
MRPS34,1110,1408,2433,1255,1414,1821
NOTCH3,1684,1761,3756,1182,2324,2665
CLNS1A,1788,2092,901,1789,1717,1533
PPP2R2C,0,0,0,0,0,0
TEAD2,932,1028,1569,874,1036,1205
EED,290,310,55,304,170,217
CDHR2,24,1,26,31,19,4
SNCB,0,0,0,0,0,0
TSG101,891,671,861,739,762,762
NCBP3,905,977,1172,1362,950,1288
ATP2A3,1146,1004,2185,1286,2134,2304
CA12,0,0,0,0,0,0
MGLL,24,12,17,18,217,23
NTN4,156,135,92,157,229,157
BCS1L,336,312,375,382,348,352
NUAK1,486,336,363,540,496,477
DPP8,1090,630,471,1168,904,605
SLC24A1,186,178,162,205,195,148
ZNF532,1948,1075,1703,1952,1308,1579
SCARF1,16,13,14,9,13,15
LMAN1,984,745,176,772,598,405
HACD3,3684,3155,1682,3690,3187,2987
IPCEF1,181,109,26,107,68,87
ZZEF1,1570,824,1623,1798,1596,1302
NOX3,0,0,0,0,0,0
ENO1,20090,19887,33242,30319,31602,32525
SLC12A1,0,0,0,1,0,1
MYDGF,471,779,1338,804,1026,1357
ANO8,294,166,330,234,324,386
TUBE1,274,168,101,294,235,194
ARHGEF10L,195,253,383,181,285,307
TXK,3,2,1,7,4,4
WSCD2,0,0,0,0,0,0
KCNQ2,28,115,58,26,26,32
TACR2,22,19,32,25,19,31
ACTR6,634,644,69,942,583,538
TIPIN,460,450,101,565,420,354
SRI,1200,1420,1745,752,833,783
EIF4G3,712,590,513,789,651,556
NUP37,525,591,235,748,555,467
SEMA3A,19,6,2,14,0,3
GTSE1,367,503,702,636,663,686
SEMA3C,0,0,0,1,0,0
TTC38,5,6,283,23,3,13
ACAT1,1032,969,991,1203,923,903
GRAMD4,534,473,1451,340,462,600
CELSR1,1131,1201,1474,653,1028,1198
WNT8B,1,2,3,5,13,10
ZNF638,1272,1276,303,1431,1061,1006
SLC25A40,698,525,230,483,401,300
TIMM21,924,951,703,1250,917,810
ADD2,2,0,3,1,0,4
FGF4,0,0,0,0,0,0
RASAL2,400,194,285,397,243,248
VPS9D1,76,83,86,51,87,81
ZNF37A,813,656,581,898,945,576
MARK3,1335,1066,822,1290,1215,1132
SLC25A3,5364,6205,11588,6140,7504,8027
FNDC3B,1380,915,1117,1493,1211,1019
FOSL2,5705,4873,5893,4242,5023,4829
CACNG5,0,0,0,0,0,0
CACNG4,606,554,814,530,835,801
FRYL,912,675,270,1023,621,658
TMEM131,913,826,645,1102,986,837
FSCN1,7799,9020,18947,3091,4777,5541
ACTB,58320,62065,102050,37599,50266,52300
MOCOS,166,104,155,106,109,94
PLD1,90,228,153,132,240,177
ATP12A,0,0,0,0,2,1
WDR62,521,499,1139,603,743,857
DLG1,1005,808,362,1094,1025,718
RAB7A,4910,5646,5857,5315,6066,5668
BCAP29,590,650,211,585,513,288
SEC31B,71,51,31,74,104,110
SART3,1466,1108,1816,1400,1278,1223
ARHGAP15,0,0,0,0,0,0
TUBA3D,2,1,3,0,1,1
PAX2,10,1,9,2,11,7
EXOSC7,361,439,482,416,285,357
KIFAP3,826,743,177,962,917,787
MKRN2,555,587,563,624,576,564
MCM6,3596,3112,2620,3834,3340,3001
REXO2,311,312,178,341,264,291
RBM7,306,225,79,290,331,183
RBMS2,33,12,13,51,45,44
BAZ2A,2175,1402,3187,2971,2355,2300
PTPN23,1059,987,2393,955,1365,1530
MLH1,417,360,304,455,394,372
UNG,887,710,981,703,687,664
FMO4,105,103,36,91,70,51
KLHL20,313,214,229,365,285,213
RGS11,0,0,0,0,0,0
SLC46A1,362,250,476,250,253,276
PLXNA2,817,637,823,522,504,495
SPAG5,1823,1457,1542,2136,1546,1466
ANKRD13A,914,765,845,1138,873,836
TPD52,2240,2088,2348,2260,2819,2206
ACACB,84,57,94,126,99,69
TRAF4,1220,1267,2825,953,1507,1651
PAG1,1,2,2,0,3,2
GPATCH1,174,192,157,169,163,165
ICAM3,31,55,48,37,52,36
NT5C2,1388,1152,452,1423,1056,1088
MCAM,222,284,677,207,760,359
GPC4,1117,1194,934,978,1127,968
MBNL3,555,400,415,530,455,276
CAMSAP3,335,547,1230,368,837,904
RAP1GAP,579,764,1311,469,914,1058
XAB2,567,759,1579,605,913,1014
ARHGEF1,1270,1314,2344,1175,1616,1946
STXBP2,886,938,1642,883,1106,1338
MAP2K7,431,458,823,442,546,670
NMRK2,0,0,0,0,0,0
CTTNBP2,4,1,1,1,1,3
ACTL6B,0,0,0,0,0,0
RARB,107,56,42,63,62,39
TOP2B,4745,5663,763,5241,4762,4020
TM9SF3,3245,2294,251,4030,2227,1703
NFKB2,2639,2439,3851,2259,3087,3382
UBE2T,704,788,626,1058,837,854
PPP1R12B,263,220,350,543,277,319
DNAJC10,2605,2342,286,4342,3034,2470
GTF3C1,2383,2687,3979,2258,3033,3487
IL4R,1434,1326,2164,1518,2019,2032
USP33,1112,966,350,1311,1050,957
PAK3,153,91,57,165,167,104
CAPN6,0,0,0,0,0,0
DCX,0,0,0,0,0,0
SNRPA,1323,1645,2641,1316,1995,2244
SPAG6,0,0,0,0,0,0
EXOSC5,143,206,367,154,195,234
DYNC1I2,1340,1306,863,1923,1731,1329
APBB1IP,0,0,0,0,0,0
LRCH4,553,533,912,274,478,702
FAM76B,246,119,17,159,117,101
SIRT6,236,260,515,243,359,421
TYR,0,0,0,0,0,0
POLD3,912,951,649,1055,898,898
ACTN2,38,0,5,2,2,1
CAPZB,1374,1892,2790,1790,2172,2405
GPR137B,61,57,46,60,74,58
NAALAD2,2,9,0,16,12,15
JADE1,769,611,868,974,803,704
SLC25A43,945,968,687,886,849,786
UBE2A,1950,2084,1622,2283,2237,1950
FGFR1,6,3,1,11,2,28
FKBP6,1,0,1,0,0,0
SMC1B,5,0,0,0,0,3
FBLN1,19,15,18,13,6,17
ITGA8,0,0,0,0,0,0
CST7,0,1,1,0,0,0
MAP2,31,14,20,19,52,25
PIAS2,942,622,501,946,655,562
AMPH,5,0,1,4,0,1
ARAF,648,664,1349,678,986,952
MCCC1,846,763,552,924,697,741
LAMP3,730,824,1136,699,834,653
FAP,0,1,0,6,1,1
NEBL,1901,1184,635,2121,1818,1287
ACER3,821,485,288,755,675,491
UBE2K,2547,2283,1438,3256,2353,1943
PIK3C3,405,482,271,715,409,250
N4BP2,747,444,96,903,494,347
TIGAR,543,543,483,506,372,353
TULP3,516,544,616,509,660,624
SYNJ2,1978,1567,2054,2198,2204,2259
ADCY2,2,2,2,5,1,10
PPP2R5C,1614,1454,773,1627,1500,1292
PMS2P1,41,62,76,33,40,45
RBFOX1,1,0,0,0,0,0
GNB1,4814,4428,7831,5291,5920,6407
HOXA9,2,0,0,3,0,0
EDN1,107,78,58,184,114,93
MLLT10,528,334,477,564,402,548
ZCWPW1,242,260,164,121,130,118
ADCYAP1R1,0,0,0,0,0,0
FGF20,0,0,0,0,0,0
P2RY10,0,0,0,0,1,0
ITM2A,0,0,0,0,0,0
NRDC,1301,1056,730,1255,891,916
VDAC3,4275,5018,2274,5645,4017,3811
PCM1,4547,5116,1257,6167,4084,3458
TNRC6C,738,525,760,667,662,589
CBFA2T2,478,434,752,523,836,570
BRINP1,0,0,0,0,0,0
ITCH,1146,901,333,1226,1146,1074
PKD2L2,11,1,1,5,3,1
TP53INP2,148,227,220,201,286,223
SDF4,1415,1438,3072,1702,2050,2415
MYH7B,30,12,8,14,17,12
BPIFB2,0,0,0,0,0,0
TP73,108,90,168,77,117,150
TOLLIP,706,663,1889,752,779,923
