gene_name,WT_-LV_1,WT_-LV_2,WT_-LV_3,WT_+LV_1,WT_+LV_2,WT_+LV_3,ZEB1_+/-_-LV_1,ZEB1_+/-_-LV_2,ZEB1_+/-_-LV_3,ZEB1_+/-_+LV_1,ZEB1_+/-_+LV_2,ZEB1_+/-_+LV_3
SLC7A9,11,6,4,7,9,9,7,4,3,9,9,4
SPAST,342,420,367,232,266,382,417,533,444,606,672,246
NRXN3,38,58,23,3,5,26,77,113,81,63,14,20
OSBPL5,253,166,221,107,173,88,273,386,255,238,338,179
AQR,2796,3575,2711,1418,2231,2719,3186,3931,3766,4122,5704,1828
CPS1,90,66,69,370,113,55,41,37,43,67,102,69
C8B,0,0,0,0,0,0,0,0,0,0,0,0
FHL1,9342,8913,7021,3988,9716,7843,3831,4668,3186,6683,6001,2539
RTF2,2317,2313,1909,1071,2118,1929,1973,2712,2231,3098,3541,1490
GABRA1,0,0,0,0,2,0,0,0,0,0,0,0
NLRP2,73,233,136,33,74,73,91,156,47,122,269,102
SLC45A4,508,565,401,144,397,373,384,564,428,759,713,293
RNF10,6807,6942,5532,3451,5690,4793,7765,9185,6633,9402,8871,4308
ZNF839,964,1086,723,498,726,755,938,1097,1114,1380,1330,529
ZDHHC6,1146,1386,910,661,864,1010,889,977,980,1435,1854,849
GRAMD1B,229,238,123,86,127,139,297,380,336,303,393,119
RB1CC1,1464,2000,1810,1183,1212,1669,1587,2005,1859,2241,3251,1197
ERP44,1994,2793,1957,1226,1536,1829,1478,1974,1704,2957,2641,1601
ALAS1,1180,1179,968,673,1305,973,1252,1757,1143,1838,1815,688
BIRC3,13,23,34,13,25,56,85,84,106,105,86,39
AKAP11,825,1046,750,565,509,737,865,1158,1039,1138,1491,622
GLRX2,121,187,149,138,137,198,63,94,102,226,334,114
SNAPC1,633,836,606,313,455,752,485,635,818,1398,965,594
DERA,517,561,432,334,434,408,714,1007,761,951,1234,373
STRAP,3008,4535,3430,2581,3144,4366,2849,4122,3912,6106,8275,3066
ABCC2,32,50,27,20,8,30,23,47,26,61,91,19
DEF6,201,252,108,29,39,39,409,646,456,312,445,139
PLEKHO1,600,629,467,517,735,643,507,644,576,1130,909,373
GCLM,1015,1404,864,547,413,1132,746,1436,1186,1462,1543,537
UBR2,1310,1773,1296,809,818,1234,1593,2028,1741,2021,2307,1017
EHD2,56,22,36,17,38,24,98,108,80,40,63,36
DEPDC1,1397,3388,2101,1587,487,1350,1438,1707,2493,1760,3983,1860
CCDC28A,443,509,399,227,277,281,424,515,375,593,581,260
RRAGD,1161,1638,1107,497,600,808,1483,1639,1295,1631,1720,791
HSF2,1077,1437,1076,718,644,896,1133,1458,1267,1753,2018,815
PHF20,2101,2253,2092,1035,1534,1616,2170,2645,1988,3019,2436,1071
HSD17B6,108,95,101,41,20,42,132,178,105,208,131,52
NR1H3,183,216,177,115,156,122,331,393,273,288,333,149
TYMP,19,29,25,13,14,16,41,39,30,31,33,15
NCAPH2,2863,2965,2298,1693,3050,2882,2787,4202,2810,4193,3782,1628
TOMM34,937,1171,803,494,1481,1027,901,1178,876,1885,1648,641
SEC63,2839,5260,3435,2638,1669,3664,2968,4749,4831,4433,8178,2896
KPNA6,5697,6221,4720,3267,4083,5143,5115,6596,4813,7918,7401,3283
VIM,25372,23883,15852,19875,34324,27462,30350,40151,26405,25643,31907,10470
RTEL1-TNFRSF6B,127,139,164,89,119,154,136,197,95,244,243,84
FAS,196,269,114,78,61,50,214,193,215,125,285,167
RNASET2,181,256,193,103,179,175,317,287,270,265,329,103
CD44,2736,2098,1264,707,3223,2622,1302,1717,1415,4010,2682,1307
KCNG1,205,235,194,120,213,280,124,117,121,403,369,152
AGPAT4,389,446,334,262,229,273,460,686,525,603,704,146
SLAMF7,6,0,6,0,0,0,3,0,5,6,4,4
BTN3A1,314,310,231,155,165,161,419,544,337,451,463,257
MIPEP,196,228,196,152,154,192,238,342,258,317,509,114
PRKCH,588,595,389,185,542,381,460,587,892,931,687,290
INSRR,4,7,8,1,0,1,1,4,3,2,3,1
IFNGR1,788,1156,799,567,434,817,834,1311,1207,1305,1368,517
B4GALT7,564,544,336,312,450,523,495,637,503,785,765,228
SH2D2A,46,49,47,15,62,31,86,71,48,64,60,36
VRK2,417,562,417,278,313,437,403,652,494,670,966,330
TNFRSF1B,8,5,12,0,13,10,15,20,8,22,22,10
VEZT,2014,2438,1844,1053,1076,1693,2057,3024,2123,3203,3042,1259
POU2F2,6,2,16,1,23,2,2,6,2,18,14,2
BRD9,1489,1842,1134,909,1180,1861,1281,1950,1467,2582,2162,882
SNX1,2940,3120,2297,1508,2290,2141,3494,4415,3121,4224,4096,1852
TBPL1,317,427,324,262,208,296,260,372,389,490,670,272
ARNTL2,865,1248,779,530,682,679,858,1110,950,1212,1457,594
BCLAF1,7271,9112,6337,3586,6268,7120,6560,9468,7668,11930,11607,4516
SLC39A9,2476,2796,2327,1405,1267,1873,2439,3093,3115,3322,3763,1727
ANK1,1678,1504,1430,1034,2249,1124,1023,1061,993,1953,1500,899
IBSP,0,0,0,0,0,0,0,0,0,0,0,0
TFB1M,114,166,130,83,120,104,192,220,185,207,285,42
RABEP1,3035,3706,2721,1693,3042,3456,3123,3992,2915,5097,6000,2275
HMGB3,2278,2674,1970,1330,1907,2217,1992,2779,2283,3289,3162,1230
NUP160,4921,6292,4474,2571,3670,4791,3992,5303,4571,8350,7473,3467
BAK1,1589,1614,1225,894,1622,1431,1395,1904,1371,2245,2042,934
MUSK,0,0,0,0,0,0,0,0,0,0,1,0
IKZF2,144,151,86,57,44,76,210,301,237,264,276,67
GRN,3796,4317,2936,2256,2984,1901,5920,7670,4643,4673,4948,2183
FAM13B,2015,2916,1797,1304,1352,1581,2019,3267,2518,3119,2947,1631
ARHGAP31,1088,903,749,480,1025,1161,950,1292,797,2012,1397,706
CENPQ,230,376,293,168,148,220,279,335,312,396,484,276
SARS1,2382,2036,1748,941,1729,1728,2068,3452,2330,3250,2770,981
RANBP3,2611,2546,2029,1222,2307,2299,2200,3072,2198,3737,3381,1561
ARID4A,708,867,725,490,427,605,1057,1513,1328,1200,1100,510
EIPR1,371,391,328,198,337,326,344,625,445,589,591,172
PNPLA6,1557,1559,1295,947,836,1120,2492,3478,2766,2282,2627,899
IFT88,139,129,134,70,70,110,148,248,147,231,321,63
ALG1,850,881,675,445,873,873,622,1092,848,1271,1364,525
ZCCHC8,1438,1519,1081,665,901,1037,1419,2296,1701,1994,1551,759
ABCF2,2531,2609,2115,1183,3534,3282,1896,2701,2129,4445,3807,1519
CHPF2,1109,1427,785,823,818,1330,1167,1522,1116,1741,1804,820
LRRC7,1,0,0,1,1,4,4,0,0,6,0,8
FUT8,747,1079,752,660,599,707,871,1088,1125,1251,1585,546
UBA6,1891,3439,2439,1323,723,2552,2564,3073,3151,3470,4300,1906
GAB2,1042,1020,823,570,977,1060,982,1366,909,1779,1288,603
ATP6V0A1,2622,2494,2128,1133,2141,1567,2609,3320,2775,2922,3069,1163
PIAS1,1179,1099,864,586,739,954,1509,1763,1201,1730,1491,714
SLC4A7,154,272,192,144,152,250,166,199,224,378,424,158
APBA2,270,97,149,124,503,220,163,457,332,644,586,164
MAP2K3,1378,1369,974,692,1643,1771,991,1221,905,2123,1438,764
EFCAB1,2,2,0,0,0,0,0,1,1,0,1,0
TMSB10,14156,12863,9007,7053,14258,12360,13226,17329,11226,21550,17705,8159
ASTE1,205,290,199,154,190,236,256,287,273,404,404,145
RNF19A,641,560,354,120,325,347,479,762,521,897,593,247
PEX3,349,469,457,281,289,392,396,621,527,567,747,260
GABARAPL2,1849,1794,1500,871,1432,1268,1732,2348,1622,2412,2783,1096
MYOC,0,0,0,0,0,0,0,0,0,0,0,0
SH3YL1,148,156,166,75,55,79,103,149,191,238,398,110
FAM136A,2562,3698,2320,1646,2545,3535,2742,3774,3235,5162,6459,2387
VCL,11509,12562,7862,5808,12134,11672,10614,13048,10923,21050,18478,10434
DEPDC1B,1858,2529,1663,941,1079,1631,1788,2551,1945,2407,2805,1124
DAPK2,188,192,211,88,146,159,152,257,184,276,245,132
NSMAF,1311,1477,986,546,1193,1494,1157,1470,1258,2025,1686,608
ADSS2,791,1186,822,529,706,1122,690,924,889,1204,1864,649
STAP1,0,0,0,0,0,0,0,0,0,0,1,0
TIMP2,4013,4303,2742,2344,3886,3877,4592,5026,3247,6402,4590,2788
RFC1,4734,5550,3730,2133,3700,4055,4951,6800,5620,8052,7264,3402
TBC1D23,1228,1479,944,646,996,844,1076,1591,1126,1866,1994,778
CUL3,2307,3108,2093,1527,1789,2626,2335,3054,2693,3928,4951,1737
MYOM2,26,57,15,12,6,19,42,0,0,42,1,26
OTC,1,1,0,2,0,4,0,0,1,2,1,0
CYP46A1,46,44,67,59,27,19,60,85,57,74,102,48
ZZZ3,1401,2068,1447,746,871,1461,1378,2156,1749,2299,2573,929
SLC18A1,2,0,0,0,0,0,0,0,1,0,2,0
USP2,394,333,297,134,256,215,355,591,379,607,641,191
CASR,0,0,0,0,0,0,0,0,0,0,0,0
TUBG2,531,563,444,274,341,329,723,852,633,675,529,272
RPL26L1,1762,1934,1462,822,1466,1787,1494,2130,1740,2744,2881,1071
FLT4,2489,2573,2093,1507,2021,2648,2153,3202,2136,3059,3795,1433
NSUN2,6675,7900,5897,5166,9498,9780,5499,7903,5863,11068,11078,4440
FBXO42,714,739,634,356,447,533,676,1000,668,992,971,381
MFAP3,1076,1232,1004,524,519,766,995,1073,1029,1591,1222,774
MRI1,1434,1516,929,837,1699,1352,1330,1657,1101,1930,1876,907
METTL1,353,263,227,195,628,531,115,252,221,527,396,180
HOXC8,194,223,209,119,277,276,207,284,197,350,445,144
AGA,104,243,114,94,78,117,212,342,215,263,205,94
PI4K2B,405,783,406,257,195,310,583,594,679,609,730,322
BOD1L1,3960,4343,3152,1930,2863,2870,3723,5092,3924,5034,5531,2323
MAT2B,1066,1618,1084,534,865,930,1452,1815,1406,2094,1856,823
TLL1,0,5,1,0,0,5,3,9,4,29,1,1
EDC4,2819,3025,2167,1794,3566,2879,2777,3513,2072,4307,4123,1758
TRIO,8943,6553,5484,3893,6270,6161,6388,8768,5482,10000,7369,3781
VCAN,918,978,854,866,576,649,1199,948,785,961,3461,608
CLEC16A,1737,1871,1057,652,1177,1404,1790,2282,1633,2845,2339,1147
MSR1,10,4,2,0,0,6,4,3,9,20,15,5
CDH1,23,26,16,17,28,20,42,67,101,30,58,31
MTREX,4048,5552,4323,2549,4220,5055,4535,6020,4964,7208,9598,3071
DNAH5,17,18,21,11,9,14,34,53,41,35,60,13
ZFYVE16,2057,3609,2673,2089,1063,2022,2789,3776,3377,3404,5423,2050
RIPOR1,2321,1839,1501,1300,1935,1826,1914,2500,1585,2819,2564,1226
C6,0,0,0,0,0,0,0,0,0,0,0,0
RAI14,6338,7195,4971,3527,7503,7316,5433,7834,5869,9798,9041,3275
SOX30,0,0,0,1,0,2,0,1,0,2,1,0
PNKP,252,275,183,119,159,209,424,543,363,367,365,166
BEST2,1,1,0,0,0,2,2,5,1,5,4,0
PHLPP2,733,887,585,368,538,666,842,1090,780,998,946,435
SPDL1,1745,2170,1515,999,1261,1528,1684,2705,2004,2270,2684,1027
STAU2,1323,1572,1059,315,801,1068,1610,2170,1569,2269,2311,856
SLC66A1,305,290,183,151,259,245,225,300,198,391,340,137
CTNS,606,788,540,356,450,481,525,767,552,1084,880,364
RTN4R,273,218,209,60,46,69,363,386,280,252,253,124
PHF23,1703,1898,1323,938,1539,1633,1758,2320,1751,2945,2325,1247
CDH10,26,38,10,35,11,15,32,23,30,42,45,12
INPP4A,1248,1528,1070,596,1012,1052,1471,1756,1237,1905,1795,853
RAB27B,34,106,47,3,17,17,91,107,137,79,25,35
PSMA4,5028,6938,5213,3407,3273,5461,4377,5904,5137,7894,9481,3850
LSG1,1588,1806,1287,952,2165,1878,1353,2070,1387,2758,2340,1119
PARP3,286,292,160,154,219,161,337,480,265,343,310,132
TNC,443,393,162,102,106,170,416,460,648,1591,263,246
THAP3,226,211,172,134,186,207,214,244,208,280,265,119
RIPOR3,20,3,18,11,18,13,11,19,8,20,12,3
TDP1,1290,1355,1007,673,1223,1461,1019,1572,1417,1533,1832,655
AIFM2,1428,1375,1077,775,1050,1292,1070,1550,1117,2055,1345,1059
C2orf83,13,10,12,2,10,7,21,18,7,13,18,17
SPATA7,125,210,125,107,60,102,159,218,190,187,268,117
MED17,800,997,591,407,536,672,594,1077,833,1020,1345,565
RETSAT,1203,1441,1022,573,741,704,1471,2017,1535,1388,1700,685
CAPG,22,42,36,11,18,1,108,127,126,71,53,14
AP2S1,1392,1646,1113,726,1375,1250,1376,2027,1427,2106,2433,830
USH2A,1,0,0,0,0,0,0,0,0,2,0,0
ZPBP,0,0,0,0,0,0,0,0,0,0,0,0
TG,0,0,1,0,0,0,0,5,0,2,5,1
ADAM28,2,6,2,1,0,13,8,6,2,6,7,1
BARX2,72,51,36,14,14,10,63,43,35,83,97,37
DCUN1D1,574,768,549,412,552,588,699,822,686,865,1273,484
JADE2,1832,2132,1845,1195,853,1285,2767,3681,2465,2716,2538,1166
ZIC2,1298,1086,1025,1119,1803,1319,918,1362,1399,2159,1799,700
LCP2,0,0,0,0,0,0,0,0,0,0,0,0
TRIT1,762,939,622,429,868,1012,808,978,871,1375,1465,457
ADRB1,15,32,31,13,34,27,11,16,30,78,42,28
GUCA2B,0,0,0,0,0,0,0,0,0,0,0,0
CUL7,1070,1282,907,442,529,452,2336,2527,1859,1602,1950,581
CTNNA1,17720,19417,12841,7843,16843,13480,19415,23940,17882,26124,22745,10116
PHKA2,1111,1384,1100,648,714,796,1416,1765,1098,1410,1732,617
CNTLN,342,484,372,264,254,396,394,512,435,589,727,288
EPHA3,1003,1328,842,508,12,674,1246,1702,1370,1590,1385,717
HSPA5,38929,37041,29030,12600,15674,24773,26665,55931,39190,52227,39036,15086
DSG2,4691,6897,4657,2417,2273,3150,7310,9311,8135,6678,8879,3729
GEMIN8,156,159,95,73,111,131,183,232,142,163,252,88
OFD1,476,697,458,256,325,344,581,725,703,755,729,252
GPM6B,75,108,124,115,136,120,69,32,61,240,138,35
MAGEC2,0,0,0,1,0,0,0,0,0,0,0,0
PREX2,19,9,12,38,116,22,9,10,7,16,88,9
WDR37,516,450,361,246,294,327,649,840,717,325,1010,146
YTHDC2,2716,3403,2890,1636,2205,3005,2360,4213,3064,4646,4794,1890
CTPS2,814,837,919,439,505,644,1031,1272,1129,1105,1269,474
ATP6V1H,1214,1536,993,379,787,510,1294,1879,1306,1454,1293,889
POLR2B,5566,5772,4143,3151,2338,4678,4938,6689,5511,7735,8354,3665
FAM214A,761,847,549,326,307,337,754,1385,765,991,990,437
ARAP2,267,328,180,127,67,126,258,368,294,375,397,182
TPR,8394,9947,7536,4405,8228,7011,9948,13527,9645,13441,13281,5157
CP,1,4,2,0,2,2,2,1,0,1,1,3
KATNIP,1024,1118,613,551,791,591,840,1309,888,1236,1120,430
DTNBP1,420,480,351,262,470,500,388,643,469,687,673,275
XK,169,327,146,173,158,212,217,193,306,463,309,142
ANO2,142,131,112,9,40,67,79,56,108,168,209,100
C12orf4,798,994,781,512,537,685,639,996,842,1132,1457,563
SCML1,575,778,626,293,326,489,399,407,256,822,935,374
WWC3,623,1262,584,812,546,751,1946,2154,1704,1962,2098,659
ARHGAP6,0,0,0,0,0,0,0,0,0,0,0,0
FAM184B,60,84,56,37,80,64,84,72,56,158,72,65
MAP4,6147,6646,4461,3110,4806,4394,6840,8716,6026,10254,8604,3744
GOPC,1652,2371,1716,1224,1196,1680,1700,2394,2214,2824,3201,1482
ROS1,0,0,0,0,0,0,0,0,0,0,0,0
USP28,1058,1296,1172,695,794,896,1504,1789,1412,1696,2097,814
HDAC9,71,62,61,26,10,10,153,81,99,109,51,16
TSPAN17,1627,1711,1231,842,1405,1370,1576,1909,1611,2143,2431,987
NOP16,732,649,440,366,1064,1171,368,501,438,1174,1021,337
CC2D2A,693,984,580,352,691,854,584,579,618,1330,1341,390
RRM2B,1255,1336,908,380,571,664,1244,1513,1520,1312,2326,848
ZNF800,339,436,277,224,182,321,217,309,225,509,442,229
TNFRSF17,0,0,0,0,0,0,2,0,1,0,4,0
SNX29,886,811,735,498,408,533,1271,1380,1026,1124,1237,394
LMO3,0,0,0,0,0,2,2,5,0,3,3,2
MRPS10,1077,1458,1074,625,656,1045,1031,1427,1282,1666,2224,758
GUCA1A,0,0,0,0,0,0,0,0,0,0,0,0
RSF1,2908,3261,2614,1450,2117,2022,3768,4621,3178,4731,3810,1785
VPS13D,1467,1703,1374,1220,1180,1165,1970,2254,1758,2265,2730,937
CELF2,1327,1401,952,380,959,788,3165,3602,2045,1047,1856,373
FAM120A,10977,12299,8211,5048,11226,11607,7545,9855,7473,17213,11283,6131
R3HDM1,2908,2680,1963,1126,1866,2272,2508,3812,2769,4108,4395,1508
COL9A2,359,495,336,300,385,216,553,678,434,485,315,295
KITLG,383,573,393,388,366,306,426,540,548,470,819,298
ERCC8,621,794,677,349,386,566,589,698,608,936,1118,393
ADAMTS6,148,136,180,141,77,107,227,467,255,220,329,109
H6PD,458,976,581,339,299,320,1454,1459,1182,1190,979,392
VAMP3,1161,1256,954,658,803,948,939,1288,982,1405,1880,818
PER3,1433,1793,1303,691,621,984,1604,1839,1570,1943,1909,1088
UTS2,1,3,0,1,2,0,1,0,1,1,0,1
TNFRSF9,78,62,56,23,33,52,58,71,64,74,61,28
EPN3,1,1,3,0,0,0,1,0,1,3,3,0
LTBP1,2303,3162,2091,641,1216,1506,6255,6805,5073,3299,5009,1312
RCN1,4756,5463,3426,2188,3482,4171,4520,5924,4788,7645,7431,2788
ELN,9,3,11,5,5,7,9,12,10,4,8,2
RFC2,2414,2893,2126,1268,2700,2362,1918,2740,2182,3599,3470,1598
ARID1B,530,538,544,251,436,474,488,671,373,934,572,243
CLPTM1L,7327,7771,5885,5177,8152,9904,5292,7974,6136,13408,12365,5492
NEDD4L,848,822,624,321,694,326,651,1255,842,1169,761,339
FOXP3,24,21,22,9,22,18,18,26,23,35,46,10
PPP1R3F,276,223,288,219,248,240,281,403,256,445,490,257
HEXB,2635,4277,2318,1612,2365,2696,3400,4144,3310,4510,5073,1831
PTCD2,600,948,625,363,595,658,648,933,819,1129,1360,465
NEXMIF,89,141,101,8,29,75,116,173,123,181,82,68
JKAMP,697,992,661,422,410,642,751,956,1012,1180,1333,591
DKK3,357,153,38,161,92,3,586,1016,527,258,590,164
ARHGEF5,750,918,561,302,448,357,778,930,579,1150,768,594
NFE2L3,377,774,396,268,302,454,533,637,383,701,941,383
MCUR1,1597,2047,1536,1229,1078,1473,1494,2176,1761,2393,3270,1252
LIMA1,4111,4810,3145,1276,2382,3370,4672,7447,4717,5346,4413,1827
LETMD1,1266,1132,993,548,793,705,1265,1605,1168,1502,1319,683
SLC4A8,308,269,266,135,133,181,186,292,209,341,517,135
LAMC3,2878,3543,2376,1803,3071,3082,2524,3061,2229,4837,4523,1554
PTGER3,4,21,11,2,4,2,1,0,0,51,11,8
TNIP3,10,1,7,0,4,3,6,15,6,13,10,0
MAPK9,3321,4073,2776,2000,2259,3044,3046,3900,3153,4847,4963,2189
COL23A1,7,1,2,4,2,6,35,38,15,8,20,13
BCAR1,2235,2041,1495,1766,3362,2801,1540,1922,1596,3554,2689,1253
FAM160A2,475,516,345,287,469,385,584,725,563,706,646,282
HERPUD1,2730,1467,1351,464,950,557,3218,6670,3151,2843,1147,471
HOMER3,322,220,202,227,425,366,569,669,332,485,385,149
RAD51,846,867,604,441,697,637,776,1150,778,1123,1047,564
POLQ,1439,1582,1389,784,934,1133,1210,1709,1417,2163,2281,988
PIK3CB,1078,1457,1131,567,544,992,974,1546,1370,1899,2323,702
CYBA,1197,1220,907,555,672,565,1714,2186,1514,1263,1364,494
THOC3,1879,2064,1543,914,1613,1852,1894,2468,1626,2727,2944,1189
HEBP2,1244,1870,1114,1051,944,1246,1357,1733,1577,1743,3090,1126
MPHOSPH9,2394,2866,1949,1019,1114,1473,2729,3588,2859,3674,3606,1689
PLEKHA5,1045,1324,970,622,893,851,1401,1948,1538,1711,1816,695
PRSS8,12,5,5,1,4,7,9,16,32,7,12,8
SIKE1,960,1340,1237,613,763,1133,1068,1519,1143,1687,1723,708
RRP12,1454,1330,1342,810,2459,2002,1061,1676,1161,2076,2227,912
FNIP2,1027,1039,942,368,338,554,911,1603,1102,1566,1515,530
MSMO1,1309,3229,1887,1751,502,1271,1706,2144,1927,2973,4438,1882
TTC17,1701,2127,1170,1043,1053,1408,1539,2843,1942,2591,2386,1266
ALX4,551,578,483,321,583,304,671,763,479,616,1018,353
FSTL4,2,2,3,2,2,1,2,1,0,6,9,1
FOXN3,2256,2343,1456,1078,1687,1537,2586,3271,2943,3379,3502,1678
METTL24,2,0,0,1,2,0,0,2,0,0,1,0
AKR7A2,537,749,489,331,617,458,769,916,742,838,970,289
MRTO4,1070,1114,921,645,1678,1684,650,806,764,1950,1688,623
NNAT,0,0,0,0,0,2,0,1,0,1,1,0
USE1,563,470,401,215,353,477,542,651,570,598,625,174
MCF2L2,344,354,334,147,287,194,519,629,380,443,371,230
NRIP2,12,4,5,1,13,3,9,8,8,12,10,4
LAMA3,1313,1546,857,423,214,465,1286,1882,1633,1569,1717,783
AP5M1,946,1150,949,594,611,735,917,1532,1345,1374,1583,683
ANAPC4,591,977,610,408,472,537,502,880,767,908,1274,432
KCNQ1,26,62,32,34,14,29,122,98,83,58,110,43
TRAPPC3,1722,1904,1325,827,1318,1653,1632,2189,1596,2396,2751,1019
THRAP3,9169,10678,8023,4071,5140,6550,9580,11776,9414,13333,12534,5283
PHPT1,2815,3287,1948,1470,1887,2019,2146,2636,2010,3513,2706,1856
ENTPD2,2,3,11,0,0,1,0,0,0,1,0,1
LY75,14,10,17,4,3,9,9,7,10,10,11,4
ARID4B,1210,1321,1014,783,636,928,1196,1870,1483,1788,1925,860
OPN3,252,415,193,279,91,326,450,425,578,468,1189,208
SDCCAG8,266,222,90,142,98,111,219,288,306,175,267,108
PTPRN,0,0,0,0,0,0,0,0,0,0,0,0
KIF1B,3280,3704,2904,1822,2286,2614,4356,6106,4081,4863,4801,1933
FOXC1,592,762,721,558,515,370,1208,1720,1188,896,1468,385
TBC1D22A,1034,1092,885,440,850,662,1126,1490,1129,1446,1440,576
SYNE2,5220,5482,3741,2358,3618,2835,6601,9475,7256,6196,5430,2767
PLEKHH1,382,424,245,92,132,150,470,472,478,422,521,170
ATP9A,4418,5788,3891,2291,3298,2811,7248,8379,6144,6485,5957,2871
SPO11,0,0,0,0,0,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,0,0,0,0,0,0
CHRDL2,0,0,0,0,0,0,1,3,1,0,1,0
FAM168A,3475,4194,2952,1892,2341,2448,4322,5320,4094,5614,4797,2571
RELT,485,400,334,280,624,541,277,440,276,598,496,213
GALC,910,954,756,509,789,557,1022,1015,1120,860,1703,414
NOP58,1902,2887,2122,1303,2503,2686,1845,2688,2448,3465,4034,1311
SZRD1,3299,3446,2584,1633,3700,3404,2505,3660,2510,5179,4464,1704
KCNH2,56,72,75,73,247,46,51,223,53,332,81,76
CUL1,2021,2475,1912,1215,1718,2233,1936,2587,2173,3603,3568,1412
FAM114A2,816,705,644,439,745,857,748,1337,906,981,1261,533
CYFIP2,7137,6862,4830,3355,5759,5370,6940,7749,6582,7867,12603,3965
TAB2,1315,1506,1171,868,807,1275,1245,1760,1419,1934,1984,900
GINM1,400,641,459,307,301,405,449,596,584,679,775,384
EIF2AK2,3137,4808,3319,2033,1442,3351,2983,4240,4080,5636,6332,2994
USP36,1403,1411,1142,760,1835,1702,1201,1520,1064,2357,1751,747
KMT2C,3550,3978,3235,2005,2573,2578,3833,5865,4440,6098,4710,2150
MCOLN3,458,494,491,116,34,107,480,517,608,294,274,185
CCDC85A,0,21,10,5,6,5,6,2,7,29,11,8
PUM2,1386,1747,1310,748,1126,1263,1594,2103,1489,2352,2319,906
MRPL43,1169,1360,994,600,874,1082,1203,1437,1188,1606,1725,1104
ITIH4,0,0,2,3,2,0,0,1,3,1,0,0
ITIH1,1,2,3,0,0,2,1,0,1,0,1,0
HPF1,420,634,497,319,140,381,517,667,616,702,1144,382
ZFR,5091,5380,4284,3066,4821,4698,4692,6497,4946,7599,6485,2705
ZNF280C,342,482,340,198,209,339,350,421,434,458,474,197
NPFFR2,6,4,0,3,4,13,7,2,5,3,16,3
PHF21B,98,39,43,85,159,40,48,46,34,59,91,56
TRAF1,40,50,51,22,21,15,0,3,1,65,0,31
RC3H2,3125,3906,2722,1618,2172,2914,2581,3035,2493,4940,3877,2145
KIFC1,0,0,0,0,0,0,0,0,0,0,0,0
IL17RB,125,165,89,48,104,94,163,166,161,188,155,76
TRAF3IP2,606,627,470,142,184,270,804,1197,795,598,576,259
GYG2,1356,1493,1165,853,981,966,1802,1803,1414,2635,2319,1015
DCBLD2,1445,1428,1021,899,993,1312,1300,1323,1078,1967,1599,773
SERPINB3,0,0,0,0,0,0,0,0,0,0,0,0
SOAT1,1293,1748,1264,783,915,1338,1508,1974,1681,2310,2280,913
PKP2,1823,2410,1411,609,904,1416,3188,3542,2841,2763,2778,1346
MSH4,1,0,2,0,4,1,0,1,2,0,0,1
F7,1,0,1,0,0,0,1,3,1,5,0,0
GDI2,7555,10586,7116,4702,7060,9349,12760,17151,12161,8709,15608,3973
PRDM1,40,17,3,9,1,24,7,20,58,22,82,16
ATG5,602,749,547,369,284,638,639,795,761,1015,997,410
TMCC3,657,898,566,291,354,426,918,1196,926,1199,1286,457
PITHD1,714,817,605,301,604,649,526,774,588,1014,980,449
MTA3,1775,2446,1880,1228,1479,1928,2341,3146,2365,3043,3384,1399
USP13,2011,2183,1935,1173,1480,1566,2002,2678,1967,3596,2845,1314
ATP11B,1889,2941,1994,1409,1150,2262,2021,3081,2337,3281,3592,1548
LAMC2,53,52,37,24,22,36,32,65,47,108,129,33
CDK14,1150,1009,851,596,446,803,907,1118,838,1714,1329,611
SEC61A1,10226,11087,7108,5495,9196,8920,8903,15440,11824,15659,14355,5707
PPP1R12A,2194,1952,1827,793,1902,1450,2089,3118,1862,3437,2704,981
RASGRF1,92,46,55,82,74,88,18,13,8,84,51,35
CAMK2B,161,173,99,51,44,82,161,117,148,142,91,56
CROCC,221,242,170,145,213,134,247,360,215,236,403,169
POLR3E,1376,1366,1123,576,1766,2000,919,1474,1027,2734,1870,811
ATP2B4,6033,7632,5325,2094,3555,3893,6788,9293,6831,8986,8207,3863
ZC3H11A,6111,7253,5398,3337,3847,5209,6794,8647,6667,8969,8956,3767
RIOK2,919,1362,832,668,1069,1287,861,1402,1281,1700,2185,649
YIPF1,566,614,441,304,449,473,479,705,527,807,927,346
NDC1,2540,3969,2435,1878,2036,3151,2577,3680,3229,4182,6014,2174
DGKG,6,4,1,5,9,4,1,1,0,4,13,5
FLYWCH1,1134,1046,738,591,975,774,1147,1451,1084,1356,1350,482
UNKL,1739,1797,1681,1207,1037,1752,1034,2016,1445,2399,2308,1001
TBXAS1,55,43,35,18,34,52,37,49,38,58,48,26
PARP12,358,440,275,154,404,358,493,634,415,941,513,292
ALDH18A1,3732,4273,3165,2060,4725,5453,3137,4441,3334,6791,5588,2891
TARBP1,983,1150,888,659,760,1009,1165,1334,1324,1464,2085,677
GATB,705,736,589,485,278,587,741,1006,656,1127,1024,498
MXD1,456,545,278,159,272,273,554,740,452,635,610,169
CDK17,727,807,558,325,476,644,704,1104,683,984,912,313
DNAJC25,292,346,193,140,242,209,138,254,211,378,378,187
SLC2A3,2216,2464,1764,1120,2649,2875,1792,2620,1587,3133,2454,1633
PSD,23,16,37,11,8,9,14,20,14,32,17,19
CTDP1,430,467,402,281,564,392,425,595,480,737,676,243
