gene_name,DLD1_WT_replicate1,DLD1_WT_replicate2,DLD1_Furin_KO_replicate1,DLD1_Furin_KO_replicate2,HCA7_WT_replicate1,HCA7_WT_replicate2,HCA7_Furin_KO_replicate1,HCA7_Furin_KO_replicate2,HT29_WT_replicate1,HT29_WT_replicate2,HT29_Furin_KO_replicate1,HT29_Furin_KO_replicate2
ZNF839,328,270,303,190,266,406,380,523,135,162,153,91
ZDHHC6,793,701,844,579,1177,1578,1107,1473,1240,1441,963,985
GRAMD1B,7,2,3,0,94,175,8,2,3048,3538,1736,1644
RB1CC1,1395,979,1075,750,858,1136,1175,1263,954,1116,943,866
ERP44,1208,966,1166,864,1165,1457,1210,1647,1383,1515,960,981
ALAS1,898,709,670,544,747,1063,727,969,455,691,422,407
BIRC3,721,639,365,243,200,334,197,204,107,155,50,82
AKAP11,2040,1477,1451,1138,1364,2283,1687,2075,2089,2234,1477,1469
GLRX2,182,178,135,87,119,208,141,185,133,179,132,120
SNAPC1,248,176,128,101,166,234,182,264,103,119,87,69
DERA,464,430,527,353,432,650,554,741,335,434,246,349
STRAP,4117,3680,3448,2595,3350,4970,3121,3883,2893,3574,2305,2606
ABCC2,47,34,27,38,23,67,45,52,39,45,50,24
DEF6,79,76,142,126,84,120,143,194,13,26,23,17
PLEKHO1,30,35,14,22,16,17,12,8,2,4,5,4
GCLM,1252,950,1046,731,943,1392,1365,1554,674,929,759,804
UBR2,1409,1156,1192,922,928,1427,1094,1314,735,884,610,558
EHD2,21,21,25,21,35,23,20,5,359,462,230,180
DEPDC1,1895,1673,1496,971,643,1199,815,1026,919,1104,565,732
CCDC28A,118,114,147,98,161,255,195,245,173,252,174,195
RRAGD,40,48,37,20,7,14,4,4,0,0,0,0
HSF2,363,321,310,246,364,439,339,521,266,331,201,230
PHF20,813,649,654,502,897,1475,894,1303,925,1201,827,876
HSD17B6,23,20,20,9,21,19,12,43,2,6,4,4
NR1H3,147,81,121,92,207,346,242,291,715,864,518,507
TYMP,4,5,8,4,17,21,37,34,12,12,16,6
NCAPH2,1523,987,909,711,845,1158,955,1095,587,914,494,560
TOMM34,1510,1379,1593,1157,1617,2223,1613,2094,933,1303,922,907
SEC63,4147,3108,3075,2399,1941,2929,2320,3119,1525,1891,1414,1345
KPNA6,3229,2644,2276,1864,1800,2771,1895,2383,1333,1804,1199,1252
VIM,2,5,6,2,2,0,0,0,3,1,2,0
RTEL1-TNFRSF6B,558,356,476,330,419,845,429,723,305,328,241,204
FAS,257,217,354,273,189,278,509,621,133,172,102,106
RNASET2,332,299,406,287,472,562,641,880,2011,2417,1717,1804
CD44,1048,1100,2309,1814,3842,5165,5043,6643,12784,14331,8094,8193
KCNG1,12,9,9,8,5,13,21,34,13,14,23,10
AGPAT4,25,22,3,0,4,0,0,0,27,63,36,68
SLAMF7,0,0,3,5,0,1,0,2,2,2,2,0
BTN3A1,262,203,316,237,257,406,273,357,206,251,169,197
MIPEP,739,544,501,360,671,1014,1302,1637,518,672,397,472
PRKCH,248,171,213,169,29,36,11,4,147,177,158,135
INSRR,0,0,0,0,0,0,0,0,2,2,3,1
IFNGR1,2834,2212,2090,1550,713,1127,423,559,1905,2396,1513,1607
B4GALT7,426,366,394,306,315,559,423,635,274,325,260,242
SH2D2A,2,6,14,4,9,8,23,25,29,40,33,28
VRK2,1081,892,1081,865,298,429,497,628,280,331,204,186
TNFRSF1B,113,120,50,43,694,1150,1234,1577,2,15,5,7
VEZT,2400,1768,1972,1526,848,1202,1029,1261,974,1014,858,765
POU2F2,52,44,33,10,20,47,39,49,22,23,12,7
BRD9,1306,1030,946,776,1312,2113,1521,1911,2148,2506,1992,2109
SNX1,1671,1460,1651,1134,1206,2077,1432,1944,2368,3011,2136,2336
TBPL1,373,398,293,252,280,392,303,400,264,257,169,256
ARNTL2,1067,1080,1213,777,993,1309,872,1236,832,962,643,707
BCLAF1,5536,4028,4312,3532,5611,6380,3805,5669,3403,4130,3000,3190
SLC39A9,2065,1432,1652,1262,2304,3679,2544,3549,1725,2226,1349,1391
ANK1,6,2,5,2,2,5,1,3,16,26,1,14
IBSP,0,0,0,1,0,0,0,0,0,0,0,0
TFB1M,335,293,269,201,283,424,267,327,179,249,148,149
RABEP1,1180,1097,1175,827,1344,1687,1288,1491,491,771,540,491
HMGB3,1699,1411,1231,1043,1921,2745,1355,1831,1094,1374,1204,1346
NUP160,2986,2242,1990,1504,2085,3322,2083,2659,2832,3304,2448,2323
BAK1,420,316,294,263,453,782,427,551,473,650,468,517
MUSK,0,0,0,0,0,0,0,0,0,0,0,0
IKZF2,28,16,1,4,16,35,5,0,158,172,94,71
GRN,1730,1424,2573,2008,2752,4139,2848,4356,4961,6199,4069,4539
FAM13B,622,487,616,410,501,718,447,529,743,739,646,604
ARHGAP31,321,196,308,206,6,11,9,12,5,2,31,7
CENPQ,394,302,359,246,308,519,315,414,182,242,118,165
SARS1,2340,2088,1804,1389,2395,3470,2424,3137,1412,1864,1201,1291
RANBP3,1019,1163,1006,573,841,1361,860,1094,544,679,473,514
ARID4A,405,265,351,319,447,654,447,646,468,506,259,300
EIPR1,643,545,622,422,558,701,646,806,484,711,345,380
PNPLA6,1627,1459,1725,1328,753,1264,954,1635,475,848,545,595
IFT88,309,286,213,187,256,426,400,452,475,534,404,400
ALG1,563,517,536,343,542,863,588,783,984,1289,783,854
ZCCHC8,894,726,837,635,570,871,513,649,695,786,497,553
ABCF2,2389,2174,1953,1335,1283,1983,1279,1669,1916,2637,1918,1880
CHPF2,707,530,583,489,496,911,547,695,1418,1735,1267,1273
LRRC7,0,0,0,0,0,0,0,0,0,0,0,0
FUT8,736,506,533,376,938,1268,543,618,116,187,97,179
UBA6,3182,2358,2195,1676,2496,3511,2508,2985,1258,1617,973,1125
GAB2,458,317,313,252,764,1089,420,568,133,172,151,193
ATP6V0A1,1579,1050,1495,1235,1160,1787,1338,1600,1197,1442,1010,895
PIAS1,634,478,642,566,534,774,513,518,775,1075,817,718
SLC4A7,1437,1309,1168,821,675,1065,767,1046,801,963,771,831
APBA2,0,0,1,5,30,45,0,2,0,2,0,1
MAP2K3,917,754,765,518,922,1500,865,1130,896,1315,935,961
EFCAB1,1,0,0,0,0,0,0,0,0,0,0,0
TMSB10,16684,14774,14346,10817,12440,18192,10930,13816,10764,15776,13726,13997
ASTE1,113,104,110,113,87,148,144,148,79,85,63,48
RNF19A,975,829,1073,804,480,503,433,698,393,601,411,364
PEX3,576,480,496,324,270,377,331,424,217,241,177,133
GABARAPL2,696,612,579,407,432,731,537,687,850,1043,890,928
MYOC,0,0,0,0,0,0,0,0,0,0,0,0
SH3YL1,680,571,606,511,1660,2602,2038,2483,859,983,696,552
FAM136A,3074,2681,2684,1897,1558,2261,1460,1895,1587,2084,1286,1285
VCL,10360,8818,9537,7295,7234,10267,7731,10631,2205,2597,1623,1574
DEPDC1B,862,669,721,535,715,1159,674,1008,371,559,349,368
DAPK2,98,54,21,34,169,342,139,77,53,54,92,86
NSMAF,914,686,870,629,660,929,651,933,374,431,293,261
ADSS2,1153,998,820,647,1340,2025,1440,1789,1159,1327,1021,915
STAP1,0,0,0,0,0,0,0,0,0,0,0,0
TIMP2,1906,1583,1899,1460,3,2,11,15,736,832,702,703
RFC1,2566,2112,2612,2000,1931,2128,1136,1999,1345,1665,1050,1381
TBC1D23,691,620,579,432,504,725,506,606,627,678,432,466
CUL3,2297,2003,1994,1403,1702,2287,1840,2233,1434,1874,1263,1154
MYOM2,4,4,9,2,1,0,0,2,0,0,0,0
OTC,0,0,0,0,0,0,0,0,0,0,0,0
CYP46A1,29,22,30,30,19,26,34,43,38,34,31,16
ZZZ3,1005,779,774,567,996,1409,1186,1568,829,1149,870,743
SLC18A1,1,0,1,1,3,2,0,2,2,0,1,2
USP2,13,4,11,14,3,15,7,2,10,26,10,7
CASR,0,0,0,0,0,0,0,0,0,0,0,0
TUBG2,249,180,242,208,132,243,157,210,177,178,160,129
RPL26L1,581,519,595,418,478,679,448,564,233,291,165,226
FLT4,5,6,2,6,5,3,7,8,8,20,6,7
NSUN2,3542,2955,2485,1781,4973,6915,4948,6321,2230,2834,2105,2031
FBXO42,503,479,390,254,356,650,457,622,262,395,306,269
MFAP3,602,440,573,404,456,666,399,547,608,590,381,392
MRI1,12,16,13,8,543,807,647,827,164,182,158,104
METTL1,407,379,419,251,315,450,314,559,274,435,234,282
HOXC8,6,4,6,7,0,1,3,2,6,24,32,23
AGA,169,120,182,170,130,156,124,212,168,192,122,146
PI4K2B,1598,1424,1170,867,1071,1594,1616,1884,485,548,516,487
BOD1L1,1334,936,1251,835,1099,1732,1073,1660,1424,1476,1138,1121
MAT2B,1152,1008,1082,796,1478,2342,1909,2234,877,1223,859,1021
TLL1,0,0,0,0,1,4,0,0,0,0,0,0
EDC4,1788,1521,1725,1119,1351,1917,1334,1834,1501,1829,1439,1366
TRIO,2323,1568,1677,1462,2873,4668,3446,3951,2227,2206,1965,1575
VCAN,4,5,5,2,1,0,1,1,3,4,13,29
CLEC16A,1204,924,854,696,382,630,496,689,341,551,347,317
MSR1,1,0,3,4,0,2,0,10,7,3,0,2
CDH1,14600,13005,12903,10620,9015,10796,7763,9708,9109,11425,6584,6713
MTREX,2736,2166,1987,1555,1891,2453,1683,2071,1602,1860,1323,1262
DNAH5,12,21,10,13,4,13,4,4,51,45,63,65
ZFYVE16,1125,772,1177,1049,760,1354,986,1298,614,1007,549,864
RIPOR1,643,287,501,380,430,782,366,550,628,623,514,484
C6,0,0,3,1,0,0,0,0,2,2,0,0
RAI14,628,546,730,504,1455,1983,1604,2094,784,946,819,886
SOX30,2,4,1,2,0,1,2,0,1,3,1,4
PNKP,1094,844,971,819,538,991,751,1083,1337,1478,932,883
BEST2,2,5,8,2,0,2,0,0,3,0,2,1
PHLPP2,1355,1173,1259,864,545,818,621,784,882,1052,651,675
SPDL1,609,603,618,368,539,762,635,769,623,656,575,499
STAU2,642,500,625,545,593,839,692,759,665,661,367,559
SLC66A1,384,332,372,257,210,365,253,331,250,318,229,220
CTNS,410,306,431,266,362,590,405,508,242,329,184,162
RTN4R,209,208,246,157,74,137,59,60,273,375,187,195
PHF23,831,668,650,508,732,1087,689,938,397,491,397,448
CDH10,1,0,0,0,0,0,0,0,0,0,0,0
INPP4A,575,485,486,381,227,432,346,399,321,260,212,214
RAB27B,2317,2054,2082,1618,88,153,402,438,360,347,218,269
PSMA4,3963,3273,3367,2370,2816,4136,2772,3265,2846,4164,2736,2997
LSG1,1655,1330,1279,1085,1207,1646,1191,1390,2006,2056,1266,1296
PARP3,87,69,125,83,194,311,245,343,68,70,83,76
TNC,716,427,2424,1874,2,2,3,2,71,63,8,19
THAP3,177,153,200,124,138,206,150,186,99,155,107,115
RIPOR3,10,11,13,5,3,3,7,7,13,14,15,32
TDP1,450,391,426,306,471,538,345,478,181,238,118,131
AIFM2,1384,1216,1125,797,735,1241,727,951,505,711,505,547
C2orf83,14,2,6,0,5,8,0,12,6,8,9,7
SPATA7,59,43,73,40,141,214,160,257,43,35,22,34
MED17,1017,878,897,582,788,1050,579,833,714,847,624,746
RETSAT,922,795,839,650,963,1626,1513,2004,907,1073,589,496
CAPG,248,253,113,98,6,20,14,9,1256,1862,1112,1024
AP2S1,1193,1068,1019,792,1037,1650,1087,1268,1287,1568,984,921
USH2A,4,2,2,2,0,0,1,0,1,1,1,1
ZPBP,0,0,0,0,0,0,0,0,0,0,0,0
TG,3,9,7,13,0,1,15,0,3,0,1,1
ADAM28,5,3,4,2,1,1,0,4,128,124,106,57
BARX2,130,119,85,88,5,17,76,83,127,169,123,121
DCUN1D1,1345,1033,1220,1047,1077,1356,967,1279,734,862,607,790
JADE2,879,700,853,552,1128,1653,1204,1525,664,954,723,558
ZIC2,728,640,903,646,998,1340,917,1430,8,17,7,11
LCP2,0,0,0,0,0,0,0,0,0,0,0,0
TRIT1,514,365,395,341,381,614,450,613,413,581,419,405
ADRB1,7,8,12,15,29,40,15,16,13,9,9,6
GUCA2B,0,0,0,0,0,0,0,0,4,3,7,9
CUL7,1022,905,1056,757,397,746,679,973,625,788,676,547
CTNNA1,4672,3705,3711,2826,2662,4159,3230,3775,5011,6786,4365,4649
PHKA2,852,650,714,457,314,544,415,536,903,1254,717,639
CNTLN,363,318,277,224,215,294,272,395,35,22,19,25
EPHA3,0,0,0,0,1,1,1,0,0,3,2,1
HSPA5,17939,14784,18841,14091,11973,17032,14388,19596,12375,13977,8318,8638
DSG2,7616,6190,5614,4186,4436,6749,6287,8088,3551,4086,1344,1453
GEMIN8,53,45,34,26,87,129,106,138,198,265,170,188
OFD1,375,295,345,266,227,311,253,330,793,838,653,643
GPM6B,0,0,0,0,135,219,121,94,0,0,0,0
MAGEC2,0,0,0,0,0,0,0,0,0,0,0,0
PREX2,5,3,2,2,2,2,2,7,3,1,4,4
WDR37,240,245,296,179,268,435,310,437,322,379,259,259
YTHDC2,2350,1764,1699,983,1095,1752,1286,1734,638,859,499,619
CTPS2,414,382,445,303,516,706,423,641,336,358,347,266
ATP6V1H,529,479,465,318,712,655,537,706,396,549,428,473
POLR2B,2577,2118,2126,1429,3725,4370,2761,4011,2437,2990,2025,2243
FAM214A,303,166,426,286,142,150,259,284,391,490,339,349
ARAP2,573,468,487,333,228,376,282,369,525,688,418,389
TPR,3921,3682,3769,3027,3683,5529,3683,5494,3306,4665,3633,3175
CP,1,2,5,0,0,0,5,1,19,7,19,16
KATNIP,395,198,400,192,344,623,472,507,499,803,584,435
DTNBP1,256,218,288,215,223,322,251,278,113,172,90,147
XK,627,503,613,437,300,487,524,711,213,287,123,138
ANO2,50,70,58,56,0,0,0,0,0,0,0,0
C12orf4,512,441,414,393,384,408,300,422,240,268,263,210
SCML1,441,348,307,235,353,529,347,481,644,798,557,535
WWC3,1069,927,964,665,543,959,1050,1392,90,128,24,38
ARHGAP6,0,0,0,0,0,0,0,0,1,2,0,0
FAM184B,9,2,2,4,0,4,3,3,9,6,8,6
MAP4,5649,4471,4660,3944,3619,5725,4226,5157,2536,3210,2365,2079
GOPC,3084,2537,3063,2386,1286,2013,1831,2308,701,774,692,655
ROS1,0,2,0,1,0,0,0,0,0,0,0,0
USP28,842,731,1004,604,708,1161,816,1111,473,829,497,456
HDAC9,49,43,53,44,94,110,38,77,13,7,4,4
TSPAN17,962,835,916,770,705,1025,711,896,534,754,498,408
NOP16,821,811,641,387,774,1267,612,905,757,1010,699,761
CC2D2A,73,51,151,113,209,273,199,259,123,111,76,121
RRM2B,842,679,591,382,405,711,659,931,334,481,183,257
ZNF800,598,516,565,438,424,672,405,581,569,661,444,447
TNFRSF17,0,0,0,0,0,2,0,1,0,0,0,0
SNX29,137,195,230,125,113,236,185,200,204,202,197,163
LMO3,0,1,0,0,0,0,0,0,0,0,0,0
MRPS10,928,779,746,553,764,1177,864,1149,767,950,666,683
GUCA1A,0,0,0,0,0,0,0,0,0,0,0,0
RSF1,1091,1076,1473,1059,1378,1758,1003,1645,1412,1822,1029,1077
VPS13D,841,711,886,990,801,1748,1525,1181,701,892,584,696
CELF2,21,12,12,2,51,97,0,3,0,4,1,0
FAM120A,5712,4734,4896,3599,4814,6696,5356,6960,4848,5963,4295,4171
R3HDM1,1324,1155,1618,998,1094,1427,1067,1528,703,946,828,731
COL9A2,5,7,21,12,0,9,0,2,2,4,11,2
KITLG,2175,1701,3054,2420,990,1741,2714,3435,2830,3321,1444,1559
ERCC8,264,178,188,153,260,420,284,397,226,250,170,184
ADAMTS6,1,0,0,0,2,4,1,0,1025,1170,780,819
H6PD,713,507,868,568,618,998,915,1242,744,814,564,439
VAMP3,1598,1501,1764,1107,1462,1899,1442,1792,1188,1507,997,1043
PER3,109,76,118,92,108,196,97,170,207,249,104,114
UTS2,3,3,0,1,0,0,0,0,0,0,0,0
TNFRSF9,138,94,90,87,16,29,20,22,27,28,35,19
EPN3,251,241,302,210,12,16,7,0,271,354,245,253
LTBP1,669,572,625,446,531,820,503,677,112,75,144,112
RCN1,5583,4903,5362,3854,3133,4198,2496,3873,2531,3003,967,994
ELN,4,8,8,8,6,17,10,6,15,6,11,8
RFC2,1030,998,1064,687,872,1209,804,1030,590,884,581,641
ARID1B,1014,962,861,579,1045,1486,1354,1544,928,1338,1166,1089
CLPTM1L,1965,1810,1668,1155,3460,5038,3702,5019,3324,4226,2998,2887
NEDD4L,1721,1586,2041,1733,2300,3179,1709,2876,1777,2183,2165,2163
FOXP3,2,3,4,2,3,3,1,2,2,2,1,0
PPP1R3F,53,28,8,11,66,122,104,81,22,27,49,46
HEXB,3163,2524,2939,2133,2134,3140,1951,2577,2530,2719,1947,2031
PTCD2,319,361,338,271,355,542,453,604,294,365,288,327
NEXMIF,1,0,2,1,1,1,0,0,1,0,0,0
JKAMP,809,632,650,547,631,905,756,917,560,656,491,484
DKK3,3,1,7,6,0,0,0,1,0,1,3,1
ARHGEF5,1223,894,1212,882,610,940,717,1028,753,953,670,610
NFE2L3,2773,2072,2928,2043,3889,5435,3616,4904,2587,3145,1410,1847
MCUR1,915,841,788,581,1515,2231,1390,1875,582,858,599,610
LIMA1,2873,1971,2760,2007,815,1081,896,1215,5228,6937,3446,3901
LETMD1,975,709,981,710,831,1275,1113,1525,1137,1198,1026,915
SLC4A8,432,217,205,291,291,490,460,519,26,35,30,22
LAMC3,7,8,7,6,4,4,4,4,1,4,2,4
PTGER3,2,0,0,2,24,41,120,154,0,0,0,0
TNIP3,1,3,3,5,3,0,6,6,6,5,8,3
MAPK9,1372,1100,1244,990,978,1554,1151,1559,676,718,561,528
COL23A1,1,0,0,0,0,0,0,0,0,0,0,0
BCAR1,2431,2115,1907,1550,573,988,762,1001,1402,2083,1269,1281
FAM160A2,632,467,512,329,669,1048,625,1010,1371,1905,1340,1188
HERPUD1,1104,1027,1303,1023,1024,1445,1031,1250,790,979,695,631
HOMER3,350,266,361,272,66,119,68,88,20,14,17,16
RAD51,762,732,826,652,492,663,450,557,313,413,232,320
POLQ,1706,1236,1013,1058,854,1250,698,930,1196,1367,894,837
PIK3CB,902,762,919,799,805,1064,635,1010,637,808,556,617
CYBA,1985,1666,2093,1577,2755,3911,2642,3312,3805,5214,3327,3043
THOC3,748,713,679,486,513,950,616,838,498,727,451,439
HEBP2,1153,935,1016,771,897,1229,893,1095,1301,1601,1200,1369
MPHOSPH9,909,785,771,515,692,864,631,741,711,969,653,664
PLEKHA5,467,321,368,307,452,545,424,545,605,922,640,597
PRSS8,975,801,1027,761,2991,4818,2266,3120,1547,1945,1381,1219
SIKE1,1265,1117,1089,888,747,1331,1001,1084,595,813,752,720
RRP12,1568,1394,1059,887,724,1197,833,1160,1151,1338,1097,998
FNIP2,518,468,415,303,243,447,327,362,642,905,567,640
MSMO1,2200,1707,2431,1761,3296,5153,3109,4044,1309,1601,885,945
TTC17,2445,2002,2370,1682,1154,1603,1132,1292,2646,2960,2353,2221
ALX4,0,0,0,0,0,0,0,0,0,0,0,0
FSTL4,1,1,0,0,10,8,2,1,1,3,0,0
FOXN3,875,458,640,518,465,765,589,791,464,406,329,423
METTL24,0,0,1,0,0,0,0,0,0,0,0,1
AKR7A2,455,350,395,289,648,1021,903,1136,654,902,689,735
MRTO4,2526,1774,1557,1014,1440,2250,1597,1891,1659,2485,1474,1652
NNAT,0,0,0,0,0,0,0,1,0,1,0,1
USE1,153,148,175,135,198,271,214,327,140,204,165,154
MCF2L2,73,70,54,46,46,53,37,36,21,28,20,27
NRIP2,10,4,3,5,5,2,4,4,7,3,1,6
LAMA3,3169,2433,3984,3147,39,89,232,363,441,786,414,445
AP5M1,1059,977,859,600,777,1109,776,1099,516,581,404,300
ANAPC4,1083,836,940,589,697,1200,815,994,623,718,429,468
KCNQ1,117,84,48,50,964,1537,943,1265,449,564,191,197
TRAPPC3,1073,992,805,643,748,1096,772,991,709,871,644,639
THRAP3,5921,4511,4740,3766,4013,5482,3768,4997,3010,3974,2504,2586
PHPT1,710,587,566,437,778,1318,1032,1271,798,1108,836,754
ENTPD2,67,47,77,42,33,53,20,34,229,252,226,182
LY75,2,2,10,19,14,6,19,12,1674,1937,1278,1312
ARID4B,940,610,745,640,591,929,717,900,791,877,792,674
OPN3,425,366,345,242,310,466,914,1191,179,240,196,173
SDCCAG8,90,214,155,153,451,689,634,836,95,57,59,45
PTPRN,0,0,0,0,0,0,0,0,0,0,0,0
KIF1B,3214,2657,3403,2229,1270,2031,1232,1938,1060,1250,988,1082
FOXC1,62,60,80,71,278,386,181,203,132,173,158,146
TBC1D22A,214,240,340,231,309,555,443,578,200,297,208,222
SYNE2,1247,902,934,703,2583,3888,3364,4052,2267,3224,2435,2158
PLEKHH1,797,592,631,482,1775,2783,1780,2349,568,612,421,520
ATP9A,1772,1449,1895,1392,286,426,159,200,4530,5047,3458,3542
SPO11,0,0,0,0,0,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,0,0,0,0,0,0
CHRDL2,1,0,0,0,0,0,0,0,1,0,0,0
FAM168A,695,663,635,538,687,831,651,926,490,663,511,495
RELT,544,463,365,310,297,453,316,288,280,358,251,239
GALC,1169,949,1061,939,918,1319,849,965,102,130,92,96
NOP58,3045,2608,2227,1719,2789,3646,2547,3315,2316,2582,1834,1837
SZRD1,3311,2829,3244,2836,2512,3574,2312,3027,1719,2530,1824,1825
KCNH2,38,35,33,43,41,61,48,60,54,59,94,63
CUL1,1716,1441,1414,991,797,1109,772,1033,1567,2142,1427,1567
FAM114A2,229,231,263,205,218,241,148,259,220,275,167,148
CYFIP2,636,575,1032,655,232,344,325,604,188,207,258,178
TAB2,1069,959,1098,740,886,1134,921,1172,818,1170,837,827
GINM1,753,614,768,566,452,667,478,533,542,641,503,481
EIF2AK2,5132,4347,4681,3534,1862,2550,1721,2390,998,1264,756,691
USP36,1940,1236,1060,727,1109,1755,1166,1446,1484,2028,1379,1250
KMT2C,1696,1308,1180,983,1273,1578,1087,1287,2249,2796,2049,1835
MCOLN3,195,160,121,83,115,189,387,483,5,7,8,8
CCDC85A,0,2,0,0,3,5,0,0,0,0,0,0
PUM2,2790,2211,2210,1529,2474,3557,2425,3250,2085,2664,1899,2024
MRPL43,636,586,588,459,672,1069,673,867,550,848,530,583
ITIH4,44,20,40,66,1,8,0,0,10,0,0,0
ITIH1,0,1,1,1,0,1,1,0,0,2,0,0
HPF1,630,539,579,410,249,367,258,368,77,105,79,89
ZFR,3176,2659,2315,1559,3133,4293,2937,4074,1799,2271,1641,1626
ZNF280C,328,290,288,219,198,249,191,226,172,177,186,177
NPFFR2,0,3,0,0,0,5,0,3,4,4,3,2
PHF21B,0,1,0,0,0,1,0,0,0,0,0,0
TRAF1,313,211,170,116,79,127,148,200,50,58,64,50
RC3H2,1835,1446,1484,956,1080,1702,1218,1755,1070,1107,758,1106
KIFC1,0,0,0,0,0,0,0,0,0,0,0,0
IL17RB,322,202,263,156,389,678,224,291,695,815,485,455
TRAF3IP2,343,331,488,333,278,348,338,436,120,211,132,116
GYG2,0,0,0,3,7,19,0,0,15,8,12,3
DCBLD2,2045,1613,1679,1265,724,1472,1123,1625,4645,5077,3470,3589
SERPINB3,0,0,0,0,0,0,0,0,0,1,0,0
SOAT1,1092,814,1415,900,679,1006,489,719,174,207,115,141
PKP2,3311,2504,3114,2340,3012,4161,3028,3298,946,1184,717,783
MSH4,118,82,58,55,20,43,37,40,5,0,0,0
F7,0,0,0,0,0,0,0,0,0,0,2,0
GDI2,5550,4611,4705,3428,5021,6911,4793,6393,4201,5509,3469,3999
PRDM1,41,28,40,32,2,19,31,48,9,13,6,9
ATG5,859,760,463,607,499,867,659,855,431,602,475,387
TMCC3,45,24,62,44,1305,2195,1063,1251,277,388,218,198
PITHD1,804,663,444,327,773,1293,819,1069,755,1026,740,703
MTA3,939,727,966,831,712,1008,856,1229,420,630,396,465
USP13,836,712,499,338,727,1087,722,1044,241,281,173,205
ATP11B,2933,2541,3344,2442,1158,1660,1088,1600,1716,2077,1164,1297
LAMC2,1523,1316,1112,819,683,1301,724,883,380,464,218,190
CDK14,0,0,3,5,4,3,0,4,13,3,21,9
SEC61A1,8813,7685,5983,4589,4993,7860,6808,8834,8986,10921,6447,6437
PPP1R12A,1785,1398,1635,1308,878,977,758,1156,1158,1461,1044,1031
RASGRF1,58,41,80,35,1,2,2,6,20,32,20,36
CAMK2B,0,3,16,4,0,3,2,2,8,6,2,3
CROCC,573,394,434,347,310,548,383,542,318,337,319,225
POLR3E,1264,1005,969,610,923,1450,982,1222,1190,1629,905,1146
ATP2B4,299,234,493,252,68,129,11,14,814,1171,718,647
ZC3H11A,5174,4034,4599,3122,2790,4242,3380,4213,4708,5426,3779,3912
RIOK2,695,601,552,416,454,616,488,669,214,222,224,251
YIPF1,240,205,269,195,233,310,305,356,254,284,154,207
NDC1,2851,2231,2050,1540,2601,3982,2718,3505,2848,3291,1930,2051
DGKG,78,86,89,77,83,174,4,7,6,27,1,4
FLYWCH1,477,402,494,371,311,494,355,516,221,354,367,353
UNKL,430,301,413,415,371,913,494,706,836,870,616,568
TBXAS1,18,9,10,11,11,26,12,6,222,269,354,323
PARP12,877,695,643,550,498,696,543,686,376,483,488,435
ALDH18A1,3319,2853,2508,1879,3770,5804,3603,4651,3727,5001,3357,3280
TARBP1,808,549,641,356,1477,2483,1493,2157,2093,2092,1686,1471
GATB,459,459,486,332,430,623,531,654,216,276,246,223
MXD1,460,614,256,270,311,500,481,809,419,522,349,381
CDK17,402,311,374,289,353,527,370,481,225,345,267,259
DNAJC25,249,202,178,182,274,346,207,269,198,212,124,134
SLC2A3,834,700,2431,1872,46,63,160,193,15,10,6,10
PSD,7,11,15,16,7,16,13,10,11,4,13,10
CTDP1,570,527,493,429,608,785,615,873,283,372,165,143
YBX3,3046,2727,3241,2105,2210,2751,1742,2234,2448,3315,2322,2384
STYK1,247,194,285,249,7,35,2,5,252,315,147,170
WNK1,4388,3341,3664,2829,2876,4608,2266,2982,2553,3068,2032,1977
RPS17P5,0,0,0,0,0,0,0,0,0,0,0,0
CCAR1,3243,2437,2957,2121,1825,2709,2082,2711,2554,3087,1919,2114
OGFR,1273,1113,1166,952,1029,1456,1149,1430,1070,1460,1293,1096
GNA15,0,0,2,0,0,0,0,0,74,119,75,72
CREB3L3,0,0,0,0,1,6,1,0,0,0,0,0
PIGV,208,159,262,153,190,263,220,301,445,516,390,373
PTPRU,464,471,479,505,1658,2165,1452,1864,0,12,1,3
SNRNP40,1262,1091,1033,779,1104,1706,1096,1464,729,1017,821,740
RIMBP2,0,0,0,0,0,0,0,0,24,19,6,6
COL11A1,0,0,0,0,0,0,0,0,0,0,0,0
QSER1,2378,1977,1713,1301,1710,2423,1648,1968,1610,1990,1313,1299
MPC1,311,286,252,150,173,253,317,343,211,280,176,161
ACAA1,1572,1398,1354,1109,789,1064,1061,1297,1185,1647,950,1018
BCAT1,17,20,32,37,2066,3260,3710,4529,64,2,38,21
HDAC7,1820,1293,1340,1065,605,1118,726,872,1746,1899,1520,1482
LZTS1,10,5,13,0,7,5,1,3,6,3,7,4
PRDM6,67,34,17,13,55,86,143,202,15,7,22,3
WNT8A,0,0,0,0,0,0,0,0,0,0,0,0
SPAG4,24,19,27,22,11,17,10,10,120,232,155,177
NCKAP1,5680,4492,4435,2987,4044,5870,4414,6091,3930,5097,3039,3368
MRPS35,1729,1551,1481,1000,1658,2545,1837,2333,1781,2577,1651,1707
GUCY1B1,0,0,0,0,9,6,7,7,0,0,0,0
SFSWAP,973,762,920,652,775,986,753,849,733,859,683,666
TNK2,475,350,432,261,943,1850,1070,1520,2185,2530,1769,1592
MON2,1014,761,795,557,791,1116,925,1194,631,741,501,515
CDH3,1702,1117,1527,1252,1060,1367,1213,1563,170,167,20,48
ARSF,1,1,2,3,0,0,0,2,0,4,0,0
