gene_name,1-D0-Del_PLEC,2-D0-Del_PLEC,3-D0-Del_PLEC,4-D0-Del_PLEC,6-D0-Neg,7-D0-Neg,8-D0-Neg
HSPA5,52663,58400,53988,57683,53500,49216,722
DSG2,18,19,21,10,13,22,0
GEMIN8,1064,1172,1233,1274,1113,1015,13
OFD1,1289,1195,1276,1547,1286,1176,14
GPM6B,0,2,0,2,0,0,0
MAGEC2,0,0,0,0,0,0,0
PREX2,4,2,5,6,3,3,0
WDR37,1687,1877,1794,1996,2107,1975,16
YTHDC2,1798,1760,1773,2304,1901,1784,54
CTPS2,968,933,905,1086,839,885,11
ATP6V1H,1381,1645,1433,1799,1642,1375,14
POLR2B,9077,9011,8270,9367,8731,8660,88
FAM214A,1194,1295,1299,1450,1268,1207,15
ARAP2,0,0,0,0,0,0,0
TPR,14910,15889,14187,17383,16885,15530,152
CP,1,0,3,3,0,2,0
KATNIP,2028,2601,2216,2682,1890,2410,21
DTNBP1,648,645,659,733,689,696,14
XK,0,0,0,0,0,0,0
ANO2,2,5,4,1,2,0,0
C12orf4,1251,1079,1088,1080,962,997,27
SCML1,2608,2486,2078,2277,2441,2311,14
WWC3,3499,3875,3719,4066,4359,4249,29
ARHGAP6,2162,2239,2166,2649,2055,2035,22
FAM184B,7,3,6,8,8,3,0
MAP4,27866,32449,30687,36252,28314,29091,381
GOPC,2840,2988,2844,3430,2602,2439,63
ROS1,2,6,7,3,0,7,0
USP28,1516,1553,1865,1607,1566,1367,14
HDAC9,846,918,927,1224,832,787,15
TSPAN17,2810,3035,2911,3320,3010,3031,43
NOP16,2331,2396,2084,2297,2681,2565,33
CC2D2A,2656,2874,2646,2970,2362,2527,36
RRM2B,1790,1687,1719,1849,1667,1653,17
ZNF800,2138,2264,2072,2156,1893,2011,21
TNFRSF17,1,2,1,4,1,2,0
SNX29,2560,3167,3005,3699,2604,2874,32
LMO3,35,47,88,46,32,51,0
MRPS10,2567,2630,2409,2745,2820,2618,28
GUCA1A,0,0,0,0,0,0,0
RSF1,4492,4692,4309,5337,4604,4001,67
VPS13D,2885,3210,3177,3840,3220,3335,42
CELF2,1,10,6,3,0,4,0
FAM120A,15264,18460,16710,19936,15661,17640,227
R3HDM1,3161,3024,2958,3219,2654,3001,47
COL9A2,5,16,14,37,11,25,0
KITLG,4521,4591,4118,4345,3875,3852,40
ERCC8,869,705,878,792,733,631,9
ADAMTS6,552,560,537,518,411,491,3
H6PD,19742,24467,24416,28634,24079,26044,335
VAMP3,7671,7979,7431,8351,7805,7525,104
PER3,281,290,323,407,263,311,15
UTS2,0,0,0,0,0,0,0
TNFRSF9,26,31,23,43,35,42,1
EPN3,0,0,1,0,0,0,0
LTBP1,17475,20283,19589,22086,17696,17402,286
RCN1,28690,29028,27350,31424,26698,25773,352
ELN,84,173,123,74,207,223,1
RFC2,1842,2137,1584,2056,2293,2021,19
ARID1B,5148,6281,5594,6864,5525,5963,85
CLPTM1L,3703,3969,3967,4379,4127,3838,47
NEDD4L,3265,3403,3013,3539,3183,3247,32
FOXP3,2,11,1,5,3,5,0
PPP1R3F,81,142,129,188,110,85,1
HEXB,9764,10047,9679,10327,10084,8842,106
PTCD2,1427,1399,1242,1550,1238,1108,4
NEXMIF,0,0,0,0,0,1,0
JKAMP,3310,3009,2937,3076,2968,2703,30
DKK3,1265,1374,1371,1330,1300,1051,16
ARHGEF5,0,0,0,0,0,0,0
NFE2L3,1,0,3,1,4,0,0
MCUR1,2182,2539,2144,2312,2575,2384,29
LIMA1,14711,14136,13680,15181,12513,12611,159
LETMD1,2715,2830,2852,3258,2522,2470,25
SLC4A8,336,500,363,484,449,376,2
LAMC3,2,1,3,6,3,2,0
PTGER3,1947,2277,2007,2743,2553,2362,17
TNIP3,20,40,46,50,32,27,0
MAPK9,2348,2585,2455,2828,2802,2498,20
COL23A1,0,1,0,0,0,0,0
BCAR1,2011,3123,3379,3758,4091,3535,41
FAM160A2,1897,1958,1913,2244,1701,1623,38
HERPUD1,5507,5029,4658,5014,4731,4462,63
HOMER3,2012,2294,2014,2393,2362,2378,38
RAD51,686,714,405,624,703,553,3
POLQ,1218,1145,1086,1275,1066,1100,8
PIK3CB,1623,1578,1482,1618,1428,1391,21
CYBA,1,6,5,11,3,3,0
THOC3,1923,1728,1403,1530,1736,1495,14
HEBP2,2813,2609,2877,3141,2991,2453,53
MPHOSPH9,1767,1711,1702,2120,1863,1774,15
PLEKHA5,2820,3038,2729,3227,2793,2893,31
PRSS8,3,4,5,3,3,3,0
SIKE1,2584,2137,2020,2350,2156,1810,19
RRP12,2366,2839,2572,3107,2674,2514,21
FNIP2,758,931,773,1023,769,774,10
MSMO1,9678,9857,8245,9403,7693,6602,93
TTC17,5098,5547,5292,6139,4935,5228,63
ALX4,0,0,0,0,0,0,0
FSTL4,0,0,1,3,0,0,0
FOXN3,119,103,134,120,108,140,7
METTL24,0,0,0,0,0,0,0
AKR7A2,2602,2892,2855,3202,2756,2686,32
MRTO4,3959,4194,3354,4092,4331,3948,46
NNAT,0,0,0,0,0,0,0
USE1,479,550,588,644,545,465,7
MCF2L2,105,77,95,91,52,72,2
NRIP2,3,3,2,4,3,1,0
LAMA3,1585,1784,1589,2218,1572,1475,22
AP5M1,2075,1855,1867,2407,1801,1704,15
ANAPC4,1325,1406,1437,1754,1431,1276,19
KCNQ1,0,0,0,0,0,0,0
TRAPPC3,2596,2660,2607,2965,3047,2711,34
THRAP3,10379,10914,10170,12016,10165,10610,145
PHPT1,1597,1984,1817,2104,1889,1894,23
ENTPD2,0,0,1,0,0,0,0
LY75,12,9,14,16,16,12,1
ARID4B,1660,1709,1885,2468,1474,1707,43
OPN3,1985,2067,1893,1993,1892,1677,37
SDCCAG8,357,435,496,696,444,435,3
PTPRN,0,0,3,0,0,2,0
KIF1B,4055,4433,4087,5273,4462,4416,66
FOXC1,991,1142,1106,1045,1093,1009,21
TBC1D22A,1166,1320,1268,1445,1337,1249,14
SYNE2,2078,2640,2211,2828,2671,2568,55
PLEKHH1,121,107,108,159,114,142,1
ATP9A,7536,8621,8627,10510,7984,8024,118
SPO11,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,0
CHRDL2,2,12,0,0,5,0,0
FAM168A,3969,4313,4395,5152,3823,4136,82
RELT,2161,2721,2196,2441,2886,2862,33
GALC,1471,1321,1590,1649,1467,1369,27
NOP58,8372,7621,7023,7713,8209,7579,87
SZRD1,13007,14889,14915,16446,15723,15670,180
KCNH2,1,1,0,0,0,1,0
CUL1,5073,5334,4701,5762,5427,5189,58
FAM114A2,1528,1437,1321,1526,1319,1167,30
CYFIP2,576,711,596,687,503,562,26
TAB2,6798,7621,7204,7712,7406,7325,116
GINM1,3003,3051,2967,3135,3090,2750,38
EIF2AK2,8112,8174,8158,9718,6447,7856,101
USP36,4456,4768,4377,4928,4591,5024,88
KMT2C,2472,2846,2678,3237,2517,2786,22
MCOLN3,113,112,112,156,119,107,3
CCDC85A,0,0,0,0,0,0,0
PUM2,4748,5242,4597,5956,4744,4570,68
MRPL43,1684,2111,1983,2274,2197,2047,28
ITIH4,65,44,38,62,32,27,1
ITIH1,1,0,0,0,0,0,0
HPF1,1830,1860,1636,1808,1964,1683,24
ZFR,8169,8174,7400,8296,7909,7469,75
ZNF280C,417,423,372,647,407,363,3
NPFFR2,2,1,0,3,3,2,0
PHF21B,0,0,0,0,1,0,0
TRAF1,437,417,454,550,400,324,8
RC3H2,3307,3462,3213,4331,3754,3493,37
KIFC1,0,0,0,0,0,0,0
IL17RB,0,0,0,0,0,0,0
TRAF3IP2,4058,4140,4107,4721,3840,3973,44
GYG2,0,0,0,0,1,0,0
DCBLD2,39847,45093,34571,46817,32827,37679,316
SERPINB3,46,32,38,31,28,28,0
SOAT1,4470,4670,4356,5329,4160,4187,38
PKP2,17,4,10,11,9,6,0
MSH4,4,2,2,3,4,3,0
F7,0,0,0,0,0,0,0
GDI2,19063,19732,18439,20777,20546,19132,220
PRDM1,242,351,462,400,339,277,2
ATG5,2591,2554,2257,1989,2389,2338,32
TMCC3,181,205,151,231,165,137,4
PITHD1,1827,1849,1736,1907,1938,1833,15
MTA3,1505,1574,1562,1677,1375,1437,29
USP13,3203,3657,3005,3644,3020,3221,34
ATP11B,5751,5784,5625,5961,5008,5041,54
LAMC2,480,542,526,528,518,477,5
CDK14,3442,3797,3756,3882,3741,3422,44
SEC61A1,33763,37942,34401,38744,34882,34777,502
PPP1R12A,6609,6108,6228,6807,6175,6040,75
RASGRF1,6,7,9,12,19,8,0
CAMK2B,96,100,108,154,129,137,0
CROCC,939,1491,1610,2454,1727,1892,10
POLR3E,2552,2626,2236,2556,2234,2346,12
ATP2B4,23788,26931,25252,30033,22120,21590,331
ZC3H11A,12737,13888,13767,14592,13884,13412,129
RIOK2,2884,2573,2543,2341,2418,2012,9
YIPF1,1087,1140,1152,1315,1196,1131,21
NDC1,3757,3986,3271,3975,4060,3873,33
DGKG,176,158,173,244,171,183,6
FLYWCH1,1717,2030,2108,2975,2266,2286,52
UNKL,631,800,646,1218,808,690,7
TBXAS1,93,70,59,98,115,91,0
PARP12,1633,1780,1885,2123,1679,1725,27
ALDH18A1,5573,6483,5653,6746,5114,5288,110
TARBP1,2615,2453,2583,3296,2983,2654,47
GATB,1762,1630,1677,1664,1706,1520,26
MXD1,781,910,821,926,776,1053,29
CDK17,3474,3921,3584,4637,3857,4122,40
DNAJC25,689,742,639,689,671,650,10
SLC2A3,8336,8521,8268,9997,7426,7843,101
PSD,20,27,38,35,14,19,0
CTDP1,607,973,948,1114,1028,1007,11
YBX3,11750,11892,13154,14595,12479,11449,122
STYK1,17,24,15,31,38,11,0
WNK1,12453,14620,12997,15814,11266,13069,220
RPS17P5,0,1,2,4,3,2,0
CCAR1,5592,5517,5183,6711,5176,5771,57
OGFR,2331,2793,2796,3173,2814,2810,43
GNA15,1,2,5,1,1,2,0
CREB3L3,0,0,0,0,0,0,0
PIGV,496,550,562,577,448,482,8
PTPRU,191,210,268,360,277,278,16
SNRNP40,2956,3145,2560,3284,3227,3075,30
RIMBP2,0,0,0,0,0,0,0
COL11A1,0,0,0,0,0,0,0
QSER1,4321,4554,3631,5604,4350,4791,52
MPC1,1040,1047,917,1102,1084,960,15
ACAA1,1816,1707,1960,2026,1877,1775,18
BCAT1,12435,12742,12402,13195,10986,11047,99
HDAC7,10160,10721,10544,12361,10145,10082,215
LZTS1,12,19,14,20,81,41,3
PRDM6,26,67,34,32,19,20,0
WNT8A,0,0,0,0,0,0,0
SPAG4,35,24,35,21,21,14,0
NCKAP1,16735,16503,15103,17109,16383,15657,199
MRPS35,3331,3397,3275,3603,3785,3365,41
GUCY1B1,360,370,378,482,318,319,3
SFSWAP,2575,2868,2810,3358,3074,2997,39
TNK2,1518,1989,2083,2328,1611,1840,38
MON2,3267,3779,3642,4168,3168,3057,52
CDH3,30,29,28,38,29,26,3
ARSF,0,4,2,7,2,3,0
GPBP1,4321,4214,4345,4515,4252,3736,90
DGAT2,322,386,356,413,295,313,7
ZNF112,260,264,247,344,226,238,11
CS,9414,10839,9263,11576,10080,10407,102
LTK,1,5,5,6,2,6,1
MRPS24,2201,2428,2537,2635,2596,2435,38
ELMO2,1861,1805,1898,2225,1517,1547,14
WAPL,4234,4503,4194,4853,4112,4230,44
VMP1,7746,7289,6887,8170,7948,6902,109
APPBP2,2813,2911,2760,3321,2346,2164,46
POLD1,1524,1954,1732,2093,2158,2029,25
SEZ6,0,0,0,3,0,0,0
EIF4B,48263,49432,50899,52348,41723,43939,751
SLC6A16,29,24,25,35,16,27,0
BICRA,483,523,500,720,474,483,4
SPHK2,503,750,678,968,808,793,8
RPL18,21229,25130,24408,28312,27205,23783,365
CA11,35,38,78,45,38,17,1
ISOC2,1227,1461,1356,1628,1637,1552,27
U2AF2,9326,10987,9191,11266,10312,10102,101
EPN1,3353,5231,5083,6430,6573,5739,97
MED29,2320,2698,2646,3311,2675,2727,34
GSC2,0,0,0,0,0,0,0
ZNF275,2504,2755,2807,3067,2705,2795,34
MTMR1,19,4,9,11,3,7,0
GPC1,3903,5575,5151,5521,5907,5358,88
ADCK1,213,257,287,342,286,291,2
HAGH,738,748,806,855,816,791,13
RNF4,3847,4231,4162,4651,4220,4261,54
CASP8,1440,1457,1308,1652,1365,1164,34
LIMCH1,0,0,3,0,0,1,0
INTS13,3501,3513,2905,3392,3503,3343,35
TM7SF3,3295,3426,3417,3667,3018,3056,42
DLX3,2518,3010,2791,1745,3047,3334,29
SPA17,1601,1258,1284,1220,1414,1122,15
TSPAN32,1,0,1,0,1,0,0
CCN5,366,445,606,603,318,262,16
DMRT3,0,0,0,0,0,0,0
ST3GAL6,70,51,69,92,55,62,0
ATP2C2,0,0,0,0,0,0,0
NGFR,4,8,5,11,6,6,0
CDON,751,974,823,1008,609,708,7
TAF2,2378,2556,2372,3023,2604,2446,22
HIPK2,4633,5750,5339,6252,4915,6046,59
TNPO3,3755,4245,3892,4755,4131,4211,45
RFXANK,1384,1541,1731,1465,1485,1252,22
TMEM161A,885,1114,850,1046,970,961,14
LPAR2,34,38,35,48,30,22,0
CTSA,13603,15142,15180,16865,12821,12752,227
SUGP2,5312,6433,5449,6557,5356,5654,59
SLC12A2,1731,1893,1585,2112,1924,1831,18
SNX24,596,488,522,730,605,530,10
EYA2,0,0,0,0,0,0,0
CNN2,15941,18601,19195,21685,17640,18026,263
ABCA7,95,116,117,206,124,121,4
SNCAIP,6,6,2,10,2,1,0
DDX20,1097,1113,962,1327,1139,1144,10
BTBD1,6399,6325,5695,6509,6493,6338,92
FAR2,1786,1906,1676,2069,2068,1793,26
BCAS1,11,10,7,10,11,4,0
POU1F1,0,0,0,0,0,0,0
CHI3L2,5,5,5,7,9,14,0
SBNO2,54,104,195,427,221,335,0
PMS1,1748,1750,1570,1729,1607,1437,13
HMG20B,3040,3594,3623,4168,4163,3802,60
CALCRL,269,229,300,197,193,201,2
TAF11,1070,1012,944,1026,1102,980,10
ANKS1A,1347,1530,1514,1778,1454,1368,12
AP3D1,8204,10033,8997,10726,8490,9180,153
ZNF76,1524,1670,1481,1977,1522,1515,17
SLC9A3R2,106,167,205,233,221,202,8
NTHL1,536,610,624,738,832,633,15
UHRF1BP1,1176,1264,1201,1375,1381,1381,14
GNAI3,9434,9100,8557,9440,9481,8537,132
IPO5,22905,23657,20189,24719,23628,22684,215
OAT,11254,10882,10331,10540,10215,9536,163
WDR3,3941,4312,3507,4553,3418,4117,58
PKN2,3328,3215,2783,3662,3249,3006,67
WDR18,774,959,914,1147,1149,1070,22
TRAM2,21243,24235,24824,27901,21890,23190,362
NTN1,0,0,1,5,0,1,0
GLP2R,0,0,0,0,0,0,0
MCM10,1045,1136,814,1045,1127,1182,2
DGKA,743,748,803,933,685,619,23
ERBB3,14,27,32,45,20,30,3
ROPN1,0,0,0,1,0,0,0
ANKRD44,212,186,177,245,161,200,4
KARS1,10275,10096,9246,10500,10209,9961,115
ADAT1,1330,1308,1249,1622,1470,1314,9
PDIA5,3113,3599,3331,3437,2848,2712,63
TBC1D22B,625,635,627,776,608,595,7
NDUFB4,2878,2913,2754,3057,3106,2655,33
SPEN,4819,5357,5372,5403,5214,6740,48
MYLK,2055,2584,2381,2714,2345,2448,11
ZC3H15,7719,7218,6820,7030,6808,6249,64
MAP2K4,916,983,916,1117,944,853,10
PACC1,661,794,598,578,550,601,4
SNAP91,5,0,2,0,0,2,0
SLK,14332,14569,14348,16755,15598,15572,184
CYB5R4,1466,1256,1282,1357,1514,1301,23
COL17A1,119,199,118,101,115,157,6
GSTO2,78,91,102,133,83,68,1
SEC61A2,350,375,272,436,283,344,4
PRKCQ,1,9,4,5,3,11,0
TLE2,44,74,53,98,92,94,4
ASB1,3044,3815,3567,3782,3986,4043,66
FAM107B,263,290,234,298,343,429,11
ME1,1999,2107,2045,2336,2047,1783,27
TBC1D1,3274,3970,3330,4062,3730,3927,59
CDK13,2543,2554,2679,3278,2130,2540,41
MTHFD2,3842,3647,3177,3164,3356,2969,48
SLC9A7,3723,4229,4154,4973,3787,4102,29
FOXJ2,2323,2676,2544,3006,2384,2619,27
YBX1,70049,69519,63133,69374,73196,66272,834
PDE4A,1758,2139,2293,2569,2064,2239,34
PPP2R5A,2770,2713,2586,2799,2641,2509,27
CTNNA2,0,0,1,0,0,0,0
ELAVL1,4019,4774,3957,5032,4655,4529,39
TIE1,32,26,42,42,52,51,0
DIP2B,1876,2200,2061,2432,1887,2033,25
SMARCD1,4467,4637,3889,4771,4358,4327,43
KDM4A,2917,3244,3102,3778,2692,2849,40
NFYC,1346,1603,1502,1881,1517,1683,49
ZMYND12,2,9,2,2,3,2,0
SLC9A3,0,0,0,1,0,1,0
NGEF,1374,1716,972,1737,1187,1336,8
ASPM,9088,9835,7875,10611,10546,9466,71
CD84,20,19,20,23,7,16,0
ELOVL1,6244,6493,5847,7075,6215,6113,70
SPI1,0,0,0,0,1,0,0
POLR1H,334,333,396,353,405,314,3
MPPED2,3,9,4,3,7,5,0
CLDN18,1,0,0,0,3,1,0
ZBTB11,1686,1624,1590,2148,1774,1536,19
ATXN3,1836,1774,2010,1832,1720,1415,28
GOLGA5,3416,3656,3505,3712,3397,3162,43
FGFR2,9,13,15,15,13,9,0
LRRC40,1411,1315,1100,1280,1398,1188,18
ISOC1,520,506,538,599,555,524,9
EML1,2082,2469,1967,2123,2148,2479,42
TRMT11,1213,1276,1112,1249,1317,1104,18
THUMPD1,3355,3648,3459,3957,3339,3276,54
MSANTD3,2774,2914,2664,2855,3111,2997,51
KIF26A,0,0,0,0,0,0,0
ATG2B,2192,2456,2161,2982,2033,2097,74
ARFGEF1,3486,3693,3590,4825,4312,3905,34
ACSM2B,1,6,5,1,2,4,0
ZFAT,263,309,326,399,289,265,6
MTFR1,1423,1419,1318,1531,1482,1322,24
STAG3,59,55,61,96,47,70,2
FECH,1753,1806,1760,1974,1586,1999,16
MYO9A,3182,3223,3166,3688,2775,3278,64
DDX3Y,0,0,0,0,0,0,0
PFKP,6065,6940,5851,6993,6548,6895,47
IDI1,13646,11376,9300,11187,10212,8034,145
SP100,7560,7824,7453,8759,6949,6826,101
KLF6,14868,14935,15130,23471,14447,12875,226
PLPP1,829,880,821,946,845,781,14
NEO1,614,804,804,909,569,652,20
TRAM1,15937,16129,15832,16152,15539,14963,166
PHKA1,52,67,65,72,42,62,4
TNFRSF1A,8718,9294,9289,9753,7940,7742,143
CACNB1,295,297,244,474,281,347,9
EVI5,1258,1293,1552,1658,1228,1427,17
STOML1,524,650,492,612,608,547,10
PKM,154223,165436,141697,167035,158612,156702,1558
DHX29,4157,4377,3818,4373,4052,3854,51
DNTTIP2,7423,6707,6123,5828,7038,6057,70
METTL22,633,701,631,733,663,555,11
TP53BP1,5409,5930,5520,6466,4594,4408,83
TRO,400,411,427,668,328,308,10
RRP15,2324,2409,2376,2669,2615,2854,8
RHOA,27875,30175,28038,33090,30452,29656,375
DHX8,3471,3966,3528,4384,3764,3772,25
PMS2P4,29,34,45,51,34,50,0
PRKCZ,1,2,1,5,0,0,0
ZFY,0,1,1,0,0,0,0
IARS2,7630,8080,7495,8864,7965,7645,102
SYT1,217,270,252,283,266,229,2
NAV3,4191,3999,3683,4688,3488,4259,67
IDH3G,2557,2777,2723,3285,2925,2674,31
ROGDI,246,377,341,357,276,354,6
PDZD4,0,1,0,0,0,0,0
ATP2B3,1,0,1,0,3,1,0
ROCK1,8643,9093,8579,10069,8865,9062,125
CBFB,5305,5533,4937,5799,6434,5983,68
PDK3,18,13,18,17,18,26,0
HYAL2,1441,1757,1690,1852,1715,1672,13
HDAC4,1152,1200,1099,1307,865,1309,33
RASSF1,1424,1609,1443,2042,1790,1671,17
FGFR3,4,0,0,2,2,1,1
IFI35,1809,1951,1957,2061,1669,1500,26
HEATR6,814,816,803,1102,774,718,15
COASY,2423,2757,2443,2863,2542,2401,29
PLEKHH3,1623,1955,2137,2273,2271,2119,30
MEF2A,4225,4778,4917,5692,4860,4896,114
OTUD5,3218,3751,3573,3953,3503,3486,53
TFE3,6032,6677,6848,7876,6764,6740,84
TBC1D25,770,964,815,1024,848,960,6
ACSL4,10130,10018,8940,9762,8456,8958,110
INPP5A,2975,3032,3339,3725,3487,3222,48
GPKOW,848,976,891,934,953,867,6
GRIPAP1,1560,1843,1672,2142,1719,1687,17
FTSJ1,2643,3211,2686,3185,2896,3073,27
PRR11,4962,5479,4792,5556,5410,5424,50
REEP1,2,4,3,3,11,2,0
ATP11A,1110,1267,1039,1345,1175,1209,10
POLR1A,4299,4979,4538,5968,4100,5080,45
LAPTM4A,19716,19356,19452,19695,18642,17566,344
TTC7A,2580,3432,3105,4038,3170,3095,36
IP6K2,3043,3114,3221,3432,3251,3076,54
STON1-GTF2A1L,0,0,5,5,0,0,0
SRBD1,1164,1281,1061,1296,1081,1072,18
KIF2A,2638,2741,2501,2884,2427,2482,68
RASGRP2,1,0,0,0,1,1,0
PSME4,5583,5425,4701,5668,6425,6236,71
IFT80,4899,5079,4684,5189,4109,4106,69
ERLEC1,3903,3861,3774,4033,3535,3152,62
PPP2R5B,714,705,627,675,486,513,10
PYGM,23,24,20,20,15,22,0
PAGE1,0,0,0,0,0,0,0
PITX1,499,756,631,910,893,812,11
TRPC7,0,0,0,0,0,0,0
MAST4,1657,1759,1608,2060,1329,1542,11
ADGRF5,3,0,0,0,0,0,0
SDK2,80,1,31,56,29,55,0
ADAM7,0,0,0,0,0,0,0
NUP133,3094,3356,2878,3608,3351,3230,55
NUCKS1,30871,31834,29164,33484,33177,31535,349
VPS35,7435,7831,7183,8384,7371,7074,129
DNAJA2,4339,4341,3903,4359,4401,4034,57
BCL3,1627,2293,2475,3385,2339,2342,29
KCNAB2,744,1012,1043,1239,1048,1082,8
ABCC9,1164,1300,1156,1469,1062,1187,20
GAL,0,0,0,0,0,0,0
CLEC2D,318,251,190,325,300,312,4
FUNDC1,1056,944,895,896,969,856,19
MAOB,3,3,4,2,2,2,0
RORA,215,87,101,225,70,53,3
DRD4,0,2,2,4,5,0,0
TGFBR3,4593,5071,4659,5298,4487,4081,81
HES2,31,21,29,28,28,37,0
ATP1B3,5836,6000,5221,6763,6937,5610,65
NEDD4,3433,3595,3431,4083,3814,3682,58
PIGB,828,632,541,805,786,625,17
MAPK6,9669,8776,9217,7780,9671,8841,112
GNB5,1657,1766,1613,1920,1750,1656,22
RAB27A,2997,2853,2812,3197,3047,2879,18
HDHD5,707,816,736,785,862,835,9
UFD1,2912,2690,2462,2952,3299,2976,32
GUCY2C,0,0,1,0,0,0,0
PHRF1,0,0,0,2,14,0,0
ELP1,3336,3457,3195,3773,3220,3210,71
NUCB2,8262,7217,7033,7091,7222,6168,127
PFN2,16014,16587,14476,16091,16021,15234,172
PTPN3,7,3,4,7,4,3,0
SPTB,27,33,27,34,28,30,0
DAPP1,16,11,17,25,11,19,0
FGF10,0,0,0,0,0,0,0
SLC44A1,13791,14008,14942,15405,12168,12444,212
TMEM260,681,746,740,975,580,651,15
SMG6,1045,1255,1282,1468,1440,1378,14
EXOC5,4288,4836,4183,4934,4183,4211,71
CLTCL1,215,248,311,276,248,222,4
FGF22,3,5,11,14,12,14,0
FSTL3,316,385,409,485,362,401,9
DGCR2,3961,4684,4320,5110,3996,3876,49
RNF126,817,1145,1067,1358,1579,1528,22
MNT,2104,2347,2473,3052,2218,2706,28
ZXDC,1076,1201,1156,1469,1157,1114,13
JMJD6,2166,2307,2121,2602,2122,1829,42
POLB,363,321,324,387,349,339,11
ST6GALNAC1,0,0,0,0,0,0,0
WIPI1,3734,4117,4419,5303,3851,3750,98
FRMPD1,31,22,28,39,25,31,0
GBA2,1329,1402,1184,1791,1264,1297,35
NDST1,6399,8268,7610,9221,7303,7716,142
ASNS,1645,1652,1513,1707,1479,1280,18
AP3M2,655,646,661,645,712,614,10
CNGB1,4,4,3,5,1,0,0
ST6GALNAC2,0,0,1,0,0,0,1
CHAT,0,0,0,0,0,0,0
PABPC1,84302,88440,90683,105328,85253,87901,877
TESK2,63,81,70,63,58,79,0
CFAP20,1516,1353,1327,1515,1482,1385,14
CSNK2A2,3632,3861,3951,4388,3952,3891,30
PTPN21,1466,1524,1403,2140,1482,1556,36
EIF2B3,1734,1714,1643,1937,1826,1662,22
CAMK2A,57,63,70,53,41,43,0
TCOF1,4142,5191,3933,5279,4656,4802,40
CDC42,17341,17633,16493,18534,17561,16748,197
OSBPL3,3882,3764,3073,4306,3545,3448,28
EPHA8,0,0,0,0,0,0,0
SLC12A3,2,0,1,1,1,0,0
RAD18,2123,2205,1777,1951,2193,1967,10
ATP2B1,17166,18335,16088,19185,19030,18246,174
TRPM5,1,0,0,0,0,0,0
NCK2,1427,1777,1833,1880,1838,1826,30
MAP4K4,35519,39067,36950,39494,33436,35588,480
MGAT4A,19,15,13,31,14,21,0
RPL31,51181,40491,41008,37351,40319,32211,530
WDR1,24667,26544,22735,26769,24079,25269,354
SNX13,3331,3241,3523,3678,3200,3236,32
MS4A12,0,0,0,0,0,0,0
ARHGAP10,2428,2574,2530,2817,2502,2363,39
RPS6KA2,10088,11826,11068,12600,9676,10509,179
ING3,1142,1147,1142,1107,1176,1033,22
VASH1,928,1070,1216,1280,1060,1086,51
LMCD1,454,579,475,530,563,430,6
BUD23,2448,2595,2367,2748,2871,2671,49
SEL1L,7292,7701,7930,8651,6230,6148,82
TRIP13,3068,3151,2328,3089,2915,3250,16
ATP6AP1,2570,3075,2886,3202,2839,2582,39
TCF3,4542,6349,5075,6722,6910,6236,98
TRIB2,2814,2706,2708,2502,2464,2183,23
DAZAP1,5668,6586,5784,7487,6914,6661,70
MBD3,2612,3625,3373,4242,4605,3800,60
PRLH,0,0,0,0,0,0,0
HLTF,3790,4159,3739,4334,3841,3490,48
FAM50A,2919,3214,3060,3463,3133,2929,43
FAM3A,1214,1475,1459,1570,1457,1374,28
CPSF1,2302,2899,2891,3857,3289,2993,29
MYO3B,6,6,7,4,5,4,1
CYBRD1,21983,23511,23986,25953,21027,19945,384
CDH19,0,0,0,0,0,0,0
PDCD2,3552,3404,3185,3559,3515,3274,41
SLC6A15,6355,6707,6439,6461,5915,6542,75
RDH11,6142,6646,5897,6781,6222,5897,61
PRKACA,4682,5029,4630,5815,4992,5176,41
ADGRL1,15,21,30,22,32,32,0
SPP2,22,32,30,26,27,36,0
ACTN1,20737,23853,21470,24460,21119,22321,235
ZFYVE26,1595,1621,1692,1992,1624,1519,19
RPS6KA6,138,131,153,108,146,130,0
EPN2,1935,2163,2139,2395,1857,1947,40
PTPN18,2428,2731,2833,2927,2625,2934,28
LIMS2,6,4,3,10,12,14,0
ASIC4,1,2,3,2,4,5,0
SPEG,3198,4177,3834,4828,3797,3510,97
LNX1,87,95,89,165,134,111,5
ALDH3A2,1391,1437,1434,1583,1390,1363,34
TFRC,11537,11613,9991,11062,10965,10497,75
SREBF1,4373,5125,4447,6132,4461,4559,56
TRPC5,0,0,0,0,0,0,0
AFF4,8781,8757,8233,9895,7693,8912,135
UBE2D1,2048,1808,1756,1817,1803,1798,31
MPP5,1965,1716,1677,1920,1763,1742,19
RHOBTB1,831,824,902,1016,833,1091,12
SMC1A,11581,13805,11441,13829,12168,12920,122
HSD17B10,2185,2176,1997,2329,2340,2113,35
MARK2,1449,1701,1567,2104,1464,1511,23
HMMR,5184,4863,4049,4222,4920,3847,32
CHFR,962,964,984,1209,849,963,14
TRHDE,1,0,1,0,0,1,0
P4HA2,3255,3473,3906,3560,2997,3164,46
FCGR2B,0,0,7,1,1,0,0
NFATC3,1452,1568,1452,1770,1359,1597,12
TRNT1,989,967,904,1073,998,854,15
ACADVL,6371,6800,6436,7267,5936,5680,73
STK10,2175,2519,2139,3004,2330,2403,20
FBXW11,3812,4002,3757,4368,3759,3701,51
