gene_name,Wild-type_rep1,Wild-type_rep2,Wild-type_rep3,ATF7IP_KO_rep1,ATF7IP_KO_rep2,ATF7IP_KO_rep3,SETDB1_KO_rep1,SETDB1_KO_rep2,SETDB1_KO_rep3
FLT4,4,3,1,5,4,1,1,5,2
NSUN2,4192,5736,5384,3397,5453,2430,4251,4945,3467
FBXO42,315,404,373,342,468,211,408,466,300
MFAP3,504,627,622,450,660,268,546,671,492
MRI1,946,1222,989,998,1255,553,938,1225,829
METTL1,165,245,222,157,220,111,154,221,138
HOXC8,13,17,22,12,43,13,14,35,21
AGA,140,190,182,239,316,113,220,322,228
PI4K2B,524,735,669,519,757,319,746,1023,540
BOD1L1,3104,4495,5088,3657,5682,3106,5445,7203,4615
MAT2B,899,1166,1036,913,1385,583,988,1296,908
TLL1,232,318,366,297,320,14,109,31,340
EDC4,709,881,809,617,943,467,664,923,541
TRIO,2167,2909,2770,1964,2945,1446,2035,2952,1835
VCAN,0,2,1,1,1,2,0,3,1
CLEC16A,390,468,476,376,627,308,417,558,376
MSR1,9,22,11,7,16,6,13,8,9
CDH1,25,33,29,22,49,20,32,32,24
SKIV2L2,2201,3054,2893,2023,2825,1385,2507,2729,2047
DNAH5,29,55,41,42,45,24,32,27,46
ZFYVE16,1344,1843,1907,1306,2017,978,1483,1856,1457
RIPOR1,241,282,251,223,346,194,195,318,222
C6,0,0,0,0,0,0,1,0,0
RAI14,1912,2487,2457,837,1427,872,1307,1236,887
SOX30,0,0,0,0,0,0,0,0,0
PNKP,216,271,267,224,402,146,240,325,211
BEST2,9,7,11,11,8,2,4,12,6
PHLPP2,677,897,857,653,1177,539,672,910,746
SPDL1,1383,1912,1998,1535,2175,969,2260,2037,1462
STAU2,977,1321,1406,782,1204,491,1273,1485,733
PQLC2,85,101,91,75,122,56,97,110,78
CTNS,198,226,188,166,218,98,183,197,139
RTN4R,53,76,60,67,94,51,71,89,77
PHF23,759,914,895,749,1006,499,811,1046,783
CDH10,54,74,71,31,179,75,91,187,101
INPP4A,430,587,522,399,595,306,486,680,401
RAB27B,166,254,225,194,189,55,107,227,135
PSMA4,2398,3234,3406,2401,3302,1604,2203,3328,2461
MYO16,19,20,25,29,58,28,21,33,30
LSG1,910,1176,1187,794,1049,547,796,998,740
PARP3,127,187,210,177,254,101,232,234,165
TNC,16,21,31,20,26,15,11,28,15
THAP3,103,123,105,95,141,47,125,156,63
RIPOR3,11,16,16,9,27,7,16,18,10
TDP1,396,513,516,383,534,170,460,494,327
AIFM2,266,302,294,177,252,126,239,268,148
C2orf83,6,7,7,7,4,6,7,5,8
SPATA7,43,61,78,69,88,47,66,80,55
MED17,1076,1340,1341,1016,1521,736,1045,1331,936
RETSAT,783,1109,1024,688,1069,304,915,1066,679
CAPG,1069,1371,1436,1216,1458,709,1173,1673,1238
AP2S1,905,1128,751,917,1220,503,821,1290,662
USH2A,13,29,23,25,34,12,11,18,16
ZPBP,0,0,0,0,0,0,1,0,0
TG,0,1,0,0,1,0,0,0,0
ADAM28,6,12,7,3,7,7,8,7,5
BARX2,4,4,5,4,5,1,1,2,6
DCUN1D1,1063,1497,1403,1111,1401,624,1043,1395,1038
JADE2,596,810,684,625,1029,433,599,914,635
ZIC2,129,205,220,142,234,124,221,215,163
LCP2,0,0,0,0,0,0,0,0,0
TRIT1,448,650,601,421,612,313,604,462,413
ADRB1,12,21,21,9,19,10,15,19,8
GUCA2B,0,0,0,0,0,0,0,0,0
CUL7,356,492,433,491,568,225,452,653,388
CTNNA1,8408,11436,10114,6486,9654,5202,6904,9952,6593
PHKA2,969,1283,1124,1054,1671,694,1435,1482,1050
CNTLN,673,887,1105,642,942,417,984,804,670
EPHA3,1,1,0,0,1,0,0,0,0
HSPA5,5000,8943,10470,5747,11356,4531,5845,9437,7369
DSG2,1565,2278,2167,2245,2845,934,2224,2026,1914
GEMIN8,93,135,124,64,108,40,116,115,64
OFD1,770,989,1159,947,1417,687,1321,1080,1046
GPM6B,61,104,92,91,149,97,86,80,127
MAGEC2,1,3,4,3,2,1,2,3,3
PREX2,26,40,45,23,47,22,25,51,34
WDR37,244,327,250,232,281,144,164,263,181
YTHDC2,1224,1625,1537,1175,1800,852,1390,1682,1311
CTPS2,1233,1686,1774,1101,1586,710,1388,1602,1086
ATP6V1H,891,1209,865,750,1100,576,723,1439,711
POLR2B,2454,3407,3157,2594,3335,1604,2114,4247,2290
FAM214A,170,247,226,171,279,148,252,295,191
ARAP2,175,201,234,179,312,183,307,437,249
TPR,7199,10130,11894,7197,11097,4996,9743,8517,8507
CP,2,12,10,4,10,7,14,9,4
KIAA0556,172,214,206,152,211,110,211,195,146
DTNBP1,140,156,185,139,223,100,248,207,167
XK,100,148,109,108,109,48,204,63,91
ANO2,338,517,411,211,310,253,56,498,285
C12orf4,337,549,487,270,554,240,543,496,357
SCML1,940,1344,1311,949,1535,572,1231,1310,1036
WWC3,14,11,6,15,16,10,5,11,17
ARHGAP6,1,1,6,1,5,3,6,0,2
FAM184B,7,13,5,7,16,7,10,17,9
MAP4,3385,4227,4283,2462,4235,2162,3279,4298,2927
GOPC,919,1353,1388,1151,1692,944,1544,1544,1311
ROS1,0,0,0,0,0,1,0,0,0
USP28,653,961,903,630,889,449,812,1011,609
HDAC9,5,13,13,6,13,7,7,7,11
TSPAN17,285,360,270,250,395,145,295,417,232
NOP16,599,838,824,462,682,298,534,655,458
CC2D2A,307,340,409,221,328,149,215,318,222
RRM2B,618,978,792,736,1099,459,781,1231,694
ZNF800,466,615,560,537,771,286,619,664,522
TNFRSF17,0,0,2,0,1,0,0,3,0
SNX29,139,215,184,146,228,117,175,200,152
LMO3,3,5,10,4,3,1,2,3,4
MRPS10,700,957,885,600,917,406,924,889,586
GUCA1A,0,0,0,0,0,0,0,0,0
RSF1,1721,2585,3096,1827,3233,1341,3062,2785,2326
VPS13D,1362,1999,1778,1618,2658,1141,1795,2318,1651
CELF2,0,1,1,1,0,0,1,2,23
FAM120A,3196,4261,4045,2553,4046,1933,2914,3714,2574
R3HDM1,589,794,866,559,875,444,665,793,577
COL9A2,15,17,34,3,9,2,12,9,6
KITLG,5244,7377,6857,6836,13063,5509,11088,10250,8658
ERCC8,210,375,318,227,325,155,287,339,226
ADAMTS6,215,256,267,236,339,131,330,330,195
H6PD,223,300,238,270,338,139,300,270,236
VAMP3,674,926,751,705,995,458,479,976,727
PER3,60,121,108,155,269,97,205,247,149
UTS2,0,0,0,0,0,0,0,0,0
TNFRSF9,44,57,51,33,56,35,42,58,32
EPN3,3,7,2,9,6,5,7,19,10
LTBP1,0,1,1,0,1,2,0,2,0
RCN1,5323,7459,8069,5633,8559,3527,8439,7968,5875
ELN,20,16,18,19,14,13,15,21,14
RFC2,640,891,904,545,829,296,920,859,554
ARID1B,580,831,713,583,882,453,638,778,552
CLPTM1L,2445,3138,2392,2834,3534,1606,1894,3607,2257
NEDD4L,525,697,687,444,614,232,647,725,340
FOXP3,5,15,9,4,10,6,16,23,10
PPP1R3F,46,65,57,62,73,26,50,69,59
HEXB,1514,2050,2102,1757,2397,1089,2168,2600,1756
PTCD2,494,643,623,380,621,266,748,527,432
KIAA2022,3,2,7,2,14,2,1,3,2
JKAMP,434,594,484,453,595,290,393,646,373
DKK3,6,2,3,6,7,3,1,7,4
ARHGEF5,417,565,505,470,687,365,466,564,436
NFE2L3,281,390,300,280,377,145,236,338,221
MCUR1,1019,1322,1213,1022,1395,723,1120,1399,990
LIMA1,5794,7869,8102,3782,5534,4033,4985,6347,3895
LETMD1,433,640,485,449,670,261,710,667,403
SLC4A8,54,66,57,36,78,41,38,42,33
LAMC3,358,442,376,280,394,152,380,332,209
PTGER3,1,1,2,2,3,3,1,3,2
TNIP3,8,6,11,5,4,4,6,14,6
MAPK9,542,799,728,842,1281,577,840,1215,990
COL23A1,0,0,0,2,9,5,0,0,2
BCAR1,385,439,481,407,528,254,312,465,325
FAM160A2,376,488,381,323,548,229,381,536,327
HERPUD1,1658,2146,2134,1715,2570,1056,3196,2462,1716
HOMER3,303,454,373,185,219,116,238,255,131
RAD51,293,453,418,308,505,210,487,496,346
POLQ,906,1257,1390,910,1514,715,1096,1328,947
PIK3CB,402,659,544,370,650,279,509,590,418
CYBA,1561,2094,1851,2087,2323,892,1640,2223,1482
THOC3,442,592,600,394,619,270,467,621,424
HEBP2,128,197,184,195,276,120,213,236,199
MPHOSPH9,1452,1985,1969,1493,2220,928,1779,2136,1392
PLEKHA5,528,678,753,573,773,524,686,755,734
PRSS8,117,155,121,120,168,36,139,150,56
SIKE1,847,1220,1144,973,1384,653,1271,1079,1002
RRP12,657,824,717,497,684,354,455,582,438
FNIP2,210,258,271,200,359,125,250,303,200
MSMO1,1252,1494,1071,866,1389,491,454,1563,839
TTC17,1142,1586,1819,1031,1760,738,1913,1648,1249
ALX4,2,1,3,1,4,3,3,6,3
FSTL4,0,0,1,2,5,2,3,2,4
FOXN3,811,1121,1178,690,1017,420,1066,984,603
METTL24,0,0,0,0,0,0,0,0,0
AKR7A2,385,523,368,437,532,212,409,532,348
MRTO4,1159,1514,1427,892,1271,596,1052,1344,835
NNAT,27,37,26,20,59,22,35,38,37
USE1,186,183,223,170,221,95,164,176,145
MCF2L2,27,35,38,43,58,28,42,44,29
NRIP2,51,57,57,30,52,36,43,57,31
LAMA3,907,1197,1143,1073,1813,816,1194,1505,912
AP5M1,463,665,645,478,611,323,472,596,433
ANAPC4,389,561,498,433,543,241,445,640,386
KCNQ1,44,74,64,64,72,63,57,29,63
TRAPPC3,595,810,738,492,797,318,568,697,523
THRAP3,4173,5722,6441,3910,5450,2490,4086,4856,4181
PHPT1,569,767,668,519,915,340,796,823,505
ENTPD2,21,23,22,43,57,11,32,53,32
LY75,0,1,1,0,2,1,0,0,2
ARID4B,1203,1773,1849,1204,1790,887,1476,1447,1354
OPN3,644,906,808,754,827,482,530,648,521
SDCCAG8,26,79,54,52,61,27,75,72,67
PTPRN,0,0,0,0,1,1,0,0,1
HHAT,28,31,27,36,37,16,42,42,32
KIF1B,1277,1815,1731,1240,1865,906,1583,1775,1256
FOXC1,1239,1676,1663,1022,1819,866,1794,1771,1113
TBC1D22A,193,324,261,200,262,128,235,233,190
SYNE2,7573,9902,11047,7888,13588,5120,11299,10836,8329
PLEKHH1,174,225,209,105,174,60,143,169,100
ATP9A,1005,1363,1252,1196,1834,822,1457,1503,1202
SPO11,0,0,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,0,0,0
CHRDL2,12,8,11,9,7,1,44,11,4
FAM168A,617,797,710,580,909,391,634,947,550
RELT,226,306,270,170,341,145,249,332,187
GALC,20,22,20,21,38,16,19,22,23
NOP58,2344,3227,3586,1902,2899,1387,3282,2568,2114
SZRD1,1559,2007,1867,1313,2043,922,1211,1989,1400
KCNH2,0,0,0,0,0,0,0,0,0
CUL1,1455,2093,2074,1419,2066,964,1508,2048,1398
FAM114A2,195,253,241,166,256,121,226,227,183
CYFIP2,0,0,3,0,2,5,1,5,0
TAB2,558,724,766,479,872,403,904,793,527
GINM1,320,467,414,284,466,186,464,534,319
EIF2AK2,2436,3187,3768,2609,4182,1892,2438,3608,2950
USP36,1285,1578,1546,958,1502,639,1212,1258,948
KMT2C,1853,2531,2402,1830,3032,1545,2130,2338,1842
MCOLN3,22,29,21,20,35,15,19,29,19
CCDC85A,0,0,0,0,0,0,0,0,0
PUM2,1075,1582,1504,1056,1849,741,1436,1744,1177
MRPL43,496,667,579,417,643,284,451,690,446
ITIH4,5,2,2,12,8,2,7,3,9
ITIH1,2,6,7,4,0,2,4,2,7
HPF1,226,337,372,278,415,188,444,513,300
ZFR,2907,3940,4406,2856,4259,2206,4551,4000,3145
ZNF280C,81,106,122,103,128,57,153,100,85
NPFFR2,0,0,0,3,0,0,0,0,0
PHF21B,0,0,0,0,0,0,0,0,0
TRAF1,6,6,11,11,16,8,10,11,11
RC3H2,1758,2325,2311,1829,2911,1366,2077,2890,1964
KIFC1,0,0,0,0,0,0,0,0,0
IL17RB,314,423,436,300,478,171,464,460,305
TRAF3IP2,249,363,332,239,388,154,305,359,216
GYG2,91,91,99,49,55,32,57,100,42
DCBLD2,955,1400,1295,974,1558,734,915,1405,936
SERPINB3,0,0,0,0,0,0,0,0,0
SOAT1,1445,2077,1812,1424,2030,870,1646,1572,1412
PKP2,275,380,366,188,460,124,332,309,220
MSH4,4,7,2,6,7,3,4,3,4
F7,0,0,0,0,0,0,1,0,0
GDI2,4675,6374,5982,4177,6106,3114,4921,6174,4331
PRDM1,41,72,67,75,128,38,136,43,41
ATG5,536,777,585,545,784,343,663,777,475
TMCC3,4,0,2,0,2,1,3,2,3
PITHD1,489,628,679,390,587,253,587,622,410
MTA3,399,521,600,411,648,284,577,542,427
USP13,829,1175,1006,736,1159,468,938,1018,732
ATP11B,1128,1504,1573,1064,1647,721,1326,1509,1025
LAMC2,9,9,7,7,8,6,9,13,8
CDK14,81,106,108,35,93,44,75,99,38
SEC61A1,2045,2951,2410,2233,3243,1495,2050,3181,2082
PPP1R12A,2960,4086,4687,2889,4228,2462,4232,3810,2719
RASGRF1,6,8,15,5,14,5,10,12,9
CAMK2B,2,2,2,1,8,1,1,2,2
CROCC,216,219,215,159,235,105,201,256,147
POLR3E,757,915,841,640,869,419,748,768,573
ATP2B4,667,921,842,917,1484,719,766,1048,885
ZC3H11A,4254,5694,5574,4449,6511,2900,5570,5338,4282
RIOK2,465,632,716,422,709,315,501,610,477
YIPF1,193,252,277,169,258,110,269,152,159
NDC1,2823,3940,3756,2241,3433,1400,2784,2767,2142
DGKG,1,4,2,0,5,2,1,1,2
FLYWCH1,420,511,426,340,623,265,467,526,332
UNKL,253,289,247,238,317,131,156,279,165
TBXAS1,0,2,2,5,3,0,2,3,0
PARP12,240,321,285,168,240,76,219,291,144
ALDH18A1,1499,2161,1974,1453,2156,948,1684,2283,1308
TARBP1,882,1292,933,861,1239,555,920,960,778
GATB,426,618,581,394,636,253,487,746,393
MXD1,139,188,169,100,153,72,193,158,120
CDK17,657,853,838,725,1131,438,1101,1123,702
DNAJC25,185,229,250,169,214,146,177,261,217
SLC2A3,3421,4371,4240,1236,2469,880,2913,2046,1373
PSD,13,20,12,12,22,16,25,14,20
CTDP1,248,278,313,222,329,132,251,282,210
YBX3,3145,4374,4349,2224,4021,1899,3491,3835,2693
STYK1,2,5,4,3,10,4,3,3,6
WNK1,5517,7139,7398,4130,8112,3550,6556,6886,4949
CCAR1,3626,4617,5482,3216,4804,2341,3879,4521,3513
OGFR,917,1287,1231,868,1399,661,937,1324,931
GNA15,1,1,1,1,1,2,3,2,3
CREB3L3,0,0,0,1,0,0,1,0,0
PIGV,90,143,111,134,170,58,172,160,115
PTPRU,46,43,36,231,293,132,113,231,191
SNRNP40,1085,1495,1325,1003,1366,579,1200,1041,839
RIMBP2,0,0,0,0,0,0,0,0,0
COL11A1,0,0,0,3,4,7,3,7,3
QSER1,1954,2625,2503,1782,3139,1460,2143,2699,1962
MPC1,115,162,192,109,169,94,142,194,129
ACAA1,299,389,405,259,463,221,290,427,337
BCAT1,17,25,25,21,20,7,18,32,10
HDAC7,555,647,579,459,659,262,551,551,375
LZTS1,2,10,4,3,11,2,2,5,3
PRDM6,13,31,23,14,40,19,19,26,18
WNT8A,0,0,0,0,0,0,0,0,0
SPAG4,47,47,38,64,69,31,63,83,48
NCKAP1,2677,3420,3308,2413,3592,1811,2864,3518,2492
MRPS35,1640,2251,2056,1153,2000,1011,1974,1988,1329
GUCY1B3,2,0,0,0,0,0,0,1,0
SFSWAP,719,910,967,636,1004,486,798,869,689
TNK2,242,313,299,206,354,136,255,358,198
MON2,1159,1593,1667,1215,2002,812,1438,1732,1178
CDH3,4,6,4,7,9,6,2,5,3
ARSF,0,6,5,1,9,1,3,3,0
GPBP1,1527,2008,2001,1311,2074,1050,1708,2266,1397
DGAT2,93,111,73,88,115,54,101,87,64
ZNF112,86,132,168,143,234,143,174,245,173
CS,2810,3993,3523,2742,3953,1776,2745,3648,2428
LTK,5,9,4,14,18,14,9,11,9
MRPS24,968,1151,899,833,1101,456,785,1193,697
ELMO2,453,642,556,464,713,343,566,695,465
WAPL,2357,3260,3626,2261,3812,1845,3167,3379,2647
VMP1,2605,3092,3309,1954,2667,1061,3741,3117,1780
APPBP2,705,1066,1032,757,1192,523,983,1035,813
POLD1,599,772,714,594,717,295,685,733,504
SEZ6,11,21,18,13,30,12,12,9,16
EIF4B,20341,28316,28866,18171,28240,13514,23872,27564,19088
SLC6A16,12,17,16,16,32,13,14,21,12
BICRA,42,50,47,37,72,31,51,58,30
SPHK2,98,127,97,96,153,65,101,141,103
RPL18,5760,7689,7008,6295,8165,3962,6173,8300,5477
CA11,136,159,197,173,299,95,262,303,178
ISOC2,401,598,427,289,422,147,299,474,201
U2AF2,2135,2860,3085,1851,2736,1524,1815,2733,1808
EPN1,642,769,797,609,900,452,608,832,580
MED29,502,737,670,410,615,307,631,650,431
AHRR,2505,3050,2752,2391,4383,1865,2076,3131,2588
GSC2,0,0,0,0,0,0,0,0,0
ZNF275,102,148,149,97,120,81,113,208,123
MTMR1,595,806,675,530,798,374,618,770,479
GPC1,205,278,222,201,348,115,160,349,199
ADCK1,69,91,66,42,71,17,52,75,38
HAGH,349,481,456,409,561,231,403,604,354
RNF4,1073,1439,1213,920,1447,658,1006,1830,933
CASP8,505,672,787,521,732,361,570,626,523
LIMCH1,7428,10246,11428,6320,11500,4972,9624,13248,7643
INTS13,1216,1755,1889,992,1470,831,1169,1396,1095
TM7SF3,1216,1601,1350,797,1506,659,1060,1423,828
DLX3,15,33,41,104,248,153,67,125,242
SPA17,67,89,96,42,89,22,68,106,87
TSPAN32,0,2,2,3,2,0,0,2,1
WISP2,1024,1497,1075,1035,1240,763,839,1857,1125
DMRT3,0,0,0,0,0,0,0,0,0
ST3GAL6,15,12,22,9,18,4,15,16,18
ATP2C2,2,4,1,4,4,2,4,1,4
NGFR,0,3,2,1,0,1,0,1,1
CDON,232,315,338,344,546,182,457,453,295
TAF2,1347,1733,1738,1199,1850,815,1561,1869,1160
HIPK2,2,2,2,0,5,1,3,1,4
TNPO3,1330,1890,1923,1344,1661,665,1452,1633,1142
BORCS8-MEF2B,27,41,47,20,64,33,62,43,43
RFXANK,350,488,395,355,500,179,396,473,323
TMEM161A,267,419,258,311,412,175,299,383,218
LPAR2,17,14,19,16,27,7,14,20,8
CTSA,768,1081,928,883,1413,602,665,1212,850
SUGP2,1239,1345,1357,1160,1763,806,1203,1618,1090
SLC12A2,656,844,796,507,782,314,562,710,455
SNX24,195,308,309,155,233,110,301,252,200
EYA2,0,0,0,0,0,1,0,0,0
CNN2,834,1127,992,624,921,372,592,976,590
ABCA7,400,542,460,348,618,186,399,576,326
SNCAIP,0,2,0,0,1,0,0,0,1
DDX20,862,1183,1191,845,1202,811,1052,1020,892
BTBD1,1980,2670,2489,2109,3176,1335,2494,2635,2025
FAR2,49,61,82,52,105,37,55,83,67
BCAS1,1,1,2,3,6,2,1,2,3
POU1F1,1,0,2,0,0,0,0,0,0
CHI3L2,8,5,6,4,10,1,7,2,3
SBNO2,421,331,465,322,424,170,539,309,185
PMS1,352,486,472,312,467,154,626,451,296
HMG20B,3005,3971,4388,3238,4282,2349,3333,4443,3673
CALCRL,5,5,2,3,4,4,7,9,2
TAF11,491,638,635,468,705,329,507,650,426
ANKS1A,408,537,468,241,417,214,304,369,229
AP3D1,1547,1860,1918,1299,1833,864,1179,1809,1162
ZNF76,298,470,370,309,477,158,493,425,271
SLC9A3R2,330,428,446,213,427,166,254,348,230
NTHL1,233,312,254,206,260,120,265,313,193
UHRF1BP1,1340,1797,1502,988,1618,664,2710,1681,944
GNAI3,3049,4525,3990,2986,4359,2049,3434,3872,2962
IPO5,7002,9871,8622,6146,9148,4027,7546,8649,5563
OAT,346,458,337,396,505,266,366,673,391
WDR3,2363,3247,3064,1892,2605,1193,2369,1987,1725
PKN2,3967,5374,5673,3705,6065,2781,5597,4931,3840
WDR18,348,483,404,343,438,167,379,472,333
TRAM2,762,1005,790,802,1179,537,731,1093,743
NTN1,8,12,4,9,14,5,6,9,8
GLP2R,2306,3025,2616,1187,1582,933,711,1919,1227
MCM10,1173,1572,1588,1131,1635,733,1373,1489,1018
DGKA,83,106,107,99,139,47,62,95,83
ERBB3,591,830,766,508,574,179,763,700,400
ROPN1,2,3,1,2,2,1,2,4,1
ANKRD44,86,117,90,82,112,43,92,119,67
KARS,2813,3781,3524,2498,3466,1578,2835,3192,2232
ADAT1,336,517,398,401,543,232,460,477,377
PDIA5,172,193,209,165,213,84,172,240,132
TBC1D22B,236,286,253,234,312,138,212,327,205
NDUFB4,1184,1477,1392,1114,1456,802,808,1639,1095
SPEN,852,1244,1178,855,1503,694,894,1137,886
MYLK,83,94,92,36,104,27,66,66,48
ZC3H15,1204,1582,1813,1213,1729,913,1657,1623,1257
MAP2K4,697,949,924,703,1056,562,707,1074,696
TMEM206,217,259,237,185,235,99,217,210,127
SNAP91,0,0,0,0,0,0,0,0,0
SLK,2530,3444,3911,2321,3457,1794,3748,3648,2679
CYB5R4,301,454,423,371,549,258,358,508,366
COL17A1,9,6,4,16,50,28,15,26,33
GSTO2,109,156,169,87,169,73,105,103,104
SEC61A2,144,163,145,133,219,131,104,178,132
PRKCQ,0,0,0,0,0,0,0,0,0
TLE2,295,372,346,351,670,259,497,457,293
ASB1,302,430,328,296,433,206,285,423,258
FAM107B,1326,1933,1903,1306,2666,1013,3394,2272,1717
ME1,393,560,515,362,454,231,407,384,274
TBC1D1,712,1018,901,721,1027,501,796,1421,690
CDK13,1540,1948,2233,1395,2274,1082,1972,2011,1473
MTHFD2,2435,3296,2783,2359,3720,1362,7309,3901,2373
SLC9A7,49,64,77,30,56,22,42,39,42
FOXJ2,372,508,487,382,626,319,657,572,472
YBX1,12065,15274,18893,10267,13929,6984,10818,11157,10111
PDE4A,128,175,164,112,212,83,141,185,95
PPP2R5A,897,1268,1034,801,1226,598,1043,1043,793
CTNNA2,6,2,4,7,5,1,4,9,6
ELAVL1,754,1108,945,710,1079,453,671,1068,662
TIE1,2,9,2,4,6,2,2,8,5
DIP2B,1979,2705,2573,1572,2418,1135,1698,1974,1469
SMARCD1,1332,1773,1684,1287,1940,868,1444,1852,1345
KDM4A,745,961,879,698,1151,529,1043,953,701
NFYC,392,495,490,392,572,251,490,450,382
ZMYND12,1,0,0,1,1,0,0,0,0
SLC9A3,16,20,19,33,25,20,20,44,26
NGEF,81,97,78,100,65,48,47,61,70
ASPM,7724,10798,11954,7261,11991,5828,6763,10363,8812
CD84,14,12,21,10,16,7,15,9,8
ELOVL1,484,729,591,525,760,389,469,654,509
SPI1,0,0,0,1,0,0,0,0,0
ZNRD1,19,26,24,19,23,15,22,28,14
MPPED2,4,4,4,7,6,5,6,8,3
CLDN18,27,21,41,36,54,14,36,48,32
ZBTB11,1091,1386,1357,1131,1731,779,1241,1547,1054
ATXN3,564,709,744,599,969,421,726,808,688
GOLGA5,358,483,587,392,590,244,511,598,443
FGFR2,427,602,607,423,642,300,448,535,411
LRRC40,1157,1629,1536,1048,1594,705,1419,1368,1015
ISOC1,395,568,539,547,697,348,362,575,419
EML1,67,104,88,108,222,168,71,207,109
TRMT11,397,568,616,290,516,251,527,487,335
THUMPD1,829,1171,1284,971,1300,709,1001,1343,1001
MSANTD3,421,564,620,422,653,297,565,654,420
KIF26A,859,1097,918,1359,2314,1261,624,1592,1396
ATG2B,605,874,803,549,833,389,757,886,558
ARFGEF1,1122,1741,1792,1341,1883,833,1732,2022,1387
ACSM2B,46,37,50,33,71,45,43,41,39
ZFAT,220,290,272,175,282,136,218,261,175
MTFR1,1283,1784,1588,1137,1587,740,1364,2051,926
STAG3,210,265,266,255,353,147,226,308,198
FECH,534,761,628,468,709,226,487,646,408
MYO9A,992,1427,1493,1190,1869,861,1307,1562,1123
DDX3Y,1,0,0,0,0,1,0,1,1
PFKP,2090,2739,3022,1498,2427,933,1969,2599,1515
IDI1,3118,4075,3835,2141,3318,1356,1358,2939,2114
SP100,460,605,494,461,573,341,447,602,444
KLF6,1293,1994,2185,1030,1354,574,1873,2462,1239
PLPP1,125,165,178,107,191,95,141,213,127
NEO1,9,9,11,19,34,26,18,34,25
TRAM1,7289,10019,10838,5298,8845,4578,6990,10229,6055
PHKA1,192,258,265,180,226,84,246,239,138
TNFRSF1A,876,1232,1082,948,1672,712,1475,1536,1113
CACNB1,23,23,16,19,11,7,11,20,11
EVI5,1004,1385,1356,882,1339,696,1043,1226,935
STOML1,61,51,60,56,75,26,68,78,58
PKM,15297,20939,21602,12245,17830,7834,13047,19817,11630
DHX29,1172,1665,1713,1297,1923,1034,1176,1701,1309
DNTTIP2,2025,2822,3127,1857,2729,1463,2108,2289,2067
METTL22,155,198,177,161,228,120,230,218,151
TP53BP1,1483,1924,2023,1555,2341,1034,1778,2134,1588
TRO,0,0,0,0,0,0,0,0,0
RRP15,949,1205,1310,776,1049,494,864,880,768
RHOA,3741,5175,4606,3079,5163,2520,3560,5646,3685
DHX8,1487,2025,1975,1535,2331,1106,1682,2290,1510
PRKCZ,141,183,184,141,192,77,198,157,121
ZFY,0,1,0,1,2,2,0,0,0
IARS2,4520,6319,5228,4996,6796,2840,4297,5942,4260
SYT1,1,2,1,1,4,1,1,9,7
NAV3,23,33,54,32,40,22,36,41,31
IDH3G,432,583,629,463,730,332,445,660,461
ROGDI,142,157,182,140,223,97,201,229,129
PDZD4,1,1,2,2,4,0,2,5,5
ATP2B3,0,1,0,0,0,1,0,0,1
ROCK1,1493,1960,2247,1248,2036,858,1761,1951,1476
CBFB,1810,2544,1972,1573,2517,1123,1666,2205,1540
PDK3,2,6,5,1,3,1,4,9,2
HYAL2,334,440,336,344,596,221,288,533,284
HDAC4,525,718,602,480,851,319,741,779,480
RASSF1,383,481,321,280,476,177,478,462,292
FGFR3,488,607,481,453,744,401,316,773,484
IFI35,111,154,142,153,174,70,159,175,135
HEATR6,336,473,469,306,500,230,392,458,312
COASY,728,1081,901,735,1003,382,973,1026,588
PLEKHH3,365,468,366,396,639,226,629,607,322
MEF2A,817,1103,1278,824,1319,640,1486,1117,809
OTUD5,749,1044,1102,779,1143,562,986,1148,796
TFE3,699,826,815,506,913,349,863,924,568
TBC1D25,97,121,96,90,107,65,80,123,62
ACSL4,1446,1897,1883,1033,1507,536,1300,1411,908
INPP5A,231,303,278,209,316,141,131,280,192
GPKOW,453,618,629,497,638,264,501,611,488
GRIPAP1,662,887,973,591,969,371,1184,905,615
FTSJ1,673,905,892,560,744,306,629,794,523
PRR11,1027,1550,1548,879,1422,654,1026,1545,964
REEP1,126,165,150,36,98,50,89,85,43
ATP11A,1019,1502,1379,913,2774,690,944,1444,1176
POLR1A,1960,2545,2386,1618,2527,1278,1473,2106,1590
LAPTM4A,823,1296,1155,1076,1932,956,1284,1744,1422
TTC7A,583,791,678,631,966,378,785,857,575
IP6K2,795,977,893,569,884,491,806,1020,561
STON1-GTF2A1L,0,0,0,0,0,0,0,0,0
SRBD1,448,625,754,422,732,307,621,634,526
KIF2A,822,1179,1248,800,1298,521,1244,1155,868
RASGRP2,0,2,0,1,0,1,0,0,0
PSME4,2436,3299,3100,2097,3036,1347,2328,2815,1870
IFT80,411,650,567,466,715,263,484,631,501
SIRT2,149,192,152,107,145,84,147,177,94
ERLEC1,809,1135,1093,816,1203,518,771,1271,867
PPP2R5B,32,32,26,30,52,21,33,55,34
PYGM,10,8,11,11,10,7,4,7,12
PAGE1,1,0,1,3,3,0,5,0,0
PITX1,407,527,449,366,621,254,816,614,353
TRPC7,0,0,0,0,0,0,0,0,0
MAST4,80,112,87,60,137,41,36,76,56
ADGRF5,0,0,0,0,2,0,1,2,0
SDK2,2,4,5,5,6,1,5,4,4
