gene_name,WT1,WT2,WT3,KO2_ASH1L,KO1_ASH1L,KO4_ASH1L,KO3_ASH1L
ZPBP,0,0,0,0,0,0,0
TG,0,4,0,1,0,9,0
ADAM28,44,60,133,245,11,9,26
BARX2,9,9,13,7,24,13,5
DCUN1D1,2613,3375,2777,3378,2553,3481,1691
JADE2,9359,9798,9079,9701,6384,9515,5468
ZIC2,303,217,496,200,502,233,413
LCP2,0,0,0,0,2,11,0
TRIT1,2253,2422,2479,2064,1851,2511,2104
ADRB1,24,35,47,67,0,15,13
GUCA2B,4,4,1,7,0,6,0
CUL7,1644,1675,2099,1989,1167,1697,1426
CTNNA1,68146,75397,70944,69118,57874,77704,34704
PHKA2,1179,1154,1193,1609,810,1294,671
CNTLN,617,598,534,765,732,795,336
EPHA3,10,2,4,3,45,5,13
HSPA5,81446,95282,93645,101563,69750,73848,177625
DSG2,19650,22615,19959,31901,22260,21469,16057
GEMIN8,578,684,688,556,291,661,238
OFD1,1587,1650,1668,1643,894,1935,738
GPM6B,0,0,0,0,11,0,0
MAGEC2,62,38,44,60,8,66,74
PREX2,6,7,4,3,4,1,0
WDR37,1380,1491,1221,945,1130,1225,1240
YTHDC2,2151,2450,2165,1858,2542,3171,1465
CTPS2,690,778,605,1523,231,808,284
ATP6V1H,5568,7066,6719,5796,3921,7306,3036
POLR2B,14411,16102,12977,16066,13638,17467,15675
FAM214A,1319,1831,2358,2162,513,1084,910
ARAP2,2,5,39,166,1370,39,128
TPR,13626,15103,14922,16355,10091,17822,16633
CP,104,130,212,4611,3,177,16
KATNIP,1702,2046,2447,2156,1733,2583,1690
DTNBP1,760,1026,777,795,699,937,443
XK,1,0,0,5,3,0,0
ANO2,10,26,27,628,0,3,0
C12orf4,2669,2976,2699,2422,2849,2949,2447
SCML1,1269,1332,1163,1485,698,1731,724
WWC3,5059,5709,6188,7954,1790,5986,1749
ARHGAP6,3,1,3,2,118,3,0
FAM184B,0,3,3,1,0,4,9
MAP4,37346,41083,39537,37696,37101,44474,23685
GOPC,3344,3781,3164,4278,3811,5233,2943
ROS1,0,0,2,0,7,14,3
USP28,1700,2738,2029,1512,1030,1632,962
HDAC9,3383,4559,6093,2818,2597,2837,3072
TSPAN17,3024,3378,3266,4019,3294,4506,1569
NOP16,7154,7936,6929,6512,7491,8925,4929
CC2D2A,1829,1952,2075,1520,2214,2634,1631
RRM2B,1261,1455,1724,2342,1115,2073,1101
ZNF800,2827,3145,2601,2500,1608,3217,1911
TNFRSF17,0,0,0,0,0,0,0
SNX29,1071,1237,1259,1613,540,1335,791
LMO3,0,0,0,0,2,0,0
MRPS10,6600,7824,7866,6486,4371,7335,5784
GUCA1A,0,0,0,0,0,0,0
RSF1,2835,3758,3541,3409,2729,3237,2315
VPS13D,3436,3975,3703,5173,4090,6129,2524
CELF2,0,0,0,0,1939,150,5
FAM120A,15644,19090,18913,15598,17092,22039,12276
R3HDM1,5289,5300,5493,4847,3336,4997,4939
COL9A2,87,94,123,213,75,87,69
KITLG,2363,2631,1869,885,945,3329,754
ERCC8,1423,1858,1669,1333,1809,1522,1224
ADAMTS6,28,13,22,59,1174,255,58
H6PD,3275,4460,4915,7434,1820,5533,2415
VAMP3,9465,10572,8291,9329,8241,13424,6150
PER3,518,672,581,1536,1940,1414,727
UTS2,0,0,0,4,0,0,0
TNFRSF9,101,224,449,247,635,367,987
EPN3,39,74,57,55,11,4,25
LTBP1,10962,12491,12905,4602,5898,13777,8892
RCN1,24872,32410,32360,21322,33796,50259,19196
ELN,54,43,43,97,25,25,21
RFC2,7282,8294,6536,5833,3589,6942,5008
ARID1B,3676,3765,4279,4754,5362,7016,3363
CLPTM1L,12610,12414,12109,11073,12929,19425,13133
NEDD4L,3882,4781,4837,6165,4051,4830,3198
FOXP3,0,1,0,1,1,0,1
PPP1R3F,14,21,20,38,72,172,17
HEXB,11044,13701,12124,15940,9849,13761,5619
PTCD2,1719,1977,2139,1786,2083,2123,1210
NEXMIF,0,0,0,0,0,3,1
JKAMP,3789,4087,3664,4205,3806,5470,2993
DKK3,9094,11018,9466,10236,3280,10282,2892
ARHGEF5,2681,3018,2680,4684,900,1580,1412
NFE2L3,6188,8256,7619,6319,10775,8588,3673
MCUR1,2289,2691,2417,1855,1797,2662,1941
LIMA1,10514,10729,9051,15799,6593,9459,5907
LETMD1,3057,3497,3945,2943,1706,2879,1937
SLC4A8,46,54,36,48,327,110,53
LAMC3,7,3,2,14,10,9,6
PTGER3,1,0,4,1,0,0,2
TNIP3,4,4,9,35,5,3,15
MAPK9,6507,7461,6495,6994,4535,8687,3262
COL23A1,0,2,0,3,0,0,10
BCAR1,6262,4627,3913,7290,4147,5019,4913
FAM160A2,1445,1625,1862,2429,1691,2357,1653
HERPUD1,5322,8101,10317,7928,3695,4151,9466
HOMER3,300,273,265,433,542,557,428
RAD51,1449,1538,1308,1585,1521,1965,944
POLQ,2169,2448,2032,3386,2230,2842,1473
PIK3CB,7646,8783,8799,8812,4767,8932,4387
CYBA,15839,16444,18686,18749,7074,16901,9934
THOC3,4343,5028,4530,6306,4641,6829,2803
HEBP2,4298,5909,5017,5222,2999,5323,2018
MPHOSPH9,3571,4396,4340,4385,2894,4043,2921
PLEKHA5,4781,5659,4907,4900,3072,4516,2884
PRSS8,2,14,16,14,0,0,22
SIKE1,1790,2822,2472,2104,2400,2317,2191
RRP12,6628,7669,8132,5245,5541,6309,4257
FNIP2,1399,1205,1190,3402,927,852,1329
MSMO1,7818,10412,8769,14821,5574,12029,8246
TTC17,8181,8900,8765,10075,8125,11223,5987
ALX4,1,2,0,32,0,3,0
FSTL4,5,20,5,30,9,10,1
FOXN3,904,1106,1371,1864,3467,1779,1761
METTL24,0,0,0,0,0,0,1
AKR7A2,3567,3828,3862,3810,3042,4559,2519
MRTO4,9671,9780,8893,10465,10872,12752,9941
NNAT,0,0,0,1,0,0,0
USE1,719,851,857,856,528,641,567
MCF2L2,45,42,100,39,58,70,18
NRIP2,6,0,5,3,0,0,6
LAMA3,18055,17814,18454,14392,2746,8141,5107
AP5M1,3113,3339,2412,3751,2842,3350,2196
ANAPC4,2167,2627,2343,2486,1921,2679,1368
KCNQ1,2,0,1,4,0,3,0
TRAPPC3,4011,4267,3866,3915,3549,4804,3690
THRAP3,12500,12511,12302,13620,10025,14434,11969
PHPT1,3898,4195,4431,7025,5568,6550,3500
ENTPD2,33,34,44,264,0,1,14
LY75,341,442,352,1025,336,654,56
ARID4B,2257,3538,2935,2964,1206,2893,1735
OPN3,1932,2407,1814,2901,1099,2478,1722
SDCCAG8,224,335,514,577,90,450,390
PTPRN,14,17,22,8,53,12,0
KIF1B,5815,6703,5368,5846,6234,8895,6000
FOXC1,209,239,213,117,238,402,251
TBC1D22A,1313,1385,1543,1439,1024,1911,858
SYNE2,1634,1843,1950,2901,2789,3915,1578
PLEKHH1,398,459,530,254,370,423,294
ATP9A,4855,6057,6780,10276,4102,8877,2423
SPO11,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,0
CHRDL2,1,4,0,1,0,0,0
FAM168A,2936,3110,2801,3218,3844,3707,1963
RELT,729,631,479,599,966,904,671
GALC,778,953,887,2858,1148,1954,720
NOP58,11441,12122,10392,10635,7415,10008,9952
SZRD1,16504,16606,16932,18318,14802,24296,13401
KCNH2,47,33,22,529,0,98,139
CUL1,10156,12302,10389,10076,6363,12981,6877
FAM114A2,1292,2110,1750,1661,1359,1496,917
CYFIP2,2,4,8,51,2,24,9
TAB2,7501,8324,7550,9567,7561,11759,6296
GINM1,2265,2534,2359,3017,2673,4152,1367
EIF2AK2,4467,5390,4385,5149,2737,4818,3279
USP36,5220,5385,5287,5291,5836,6142,5155
KMT2C,7483,7503,7663,7919,5990,8931,4881
MCOLN3,5,0,2,1,172,4,1
CCDC85A,0,0,0,7,13,10,0
PUM2,7934,9640,8392,9577,6490,10696,6854
MRPL43,2956,3120,3048,2884,2120,3013,1848
ITIH4,172,180,188,178,14,54,30
ITIH1,2,0,0,16,2,0,9
HPF1,1004,1163,1012,1278,1142,1317,581
ZFR,8959,9896,9123,8375,9618,12142,6982
ZNF280C,1112,1466,1486,1414,939,1992,1171
NPFFR2,0,0,0,3,0,0,3
PHF21B,55,49,61,38,223,192,273
TRAF1,531,534,835,743,2088,932,1756
RC3H2,4405,5366,4744,6401,7775,7738,3446
KIFC1,0,0,0,0,0,0,0
IL17RB,14,20,8,153,1,0,34
TRAF3IP2,2396,2542,2794,3684,1428,2874,1716
GYG2,8,14,17,206,0,1,0
DCBLD2,35474,38646,36472,57294,60130,61707,26868
SERPINB3,110,152,221,45,7,195,1
SOAT1,6052,6954,6139,10037,1459,3439,3424
PKP2,37,32,24,705,60,80,36
MSH4,3,10,9,43,2,15,7
F7,0,0,0,10,0,0,0
GDI2,27512,32096,27560,15029,21437,24835,17230
PRDM1,114,42,104,150,65,141,78
ATG5,3656,4566,4013,4191,3395,5897,2930
TMCC3,759,941,1030,644,932,1369,690
PITHD1,3083,3257,2870,3587,2625,3858,2964
MTA3,1645,1993,1923,1426,1223,1593,963
USP13,2598,3453,2471,3447,2792,4149,2102
ATP11B,640,805,545,2671,1073,1550,217
LAMC2,24959,27235,26595,34035,5112,27288,39546
CDK14,114,80,86,373,171,289,637
SEC61A1,42837,47802,42976,44334,35614,49263,33461
PPP1R12A,6099,6810,6066,5328,4519,9181,4326
RASGRF1,61,63,67,358,70,307,107
CAMK2B,0,0,2,3,2,6,17
CROCC,590,728,634,520,742,824,676
POLR3E,3894,4237,3851,4726,2392,4450,4304
ATP2B4,6963,7857,7864,6504,2380,9360,3585
ZC3H11A,7819,9661,9045,11868,6099,9357,8727
RIOK2,2375,2588,2488,1799,2658,3083,2437
YIPF1,1923,2242,1971,2481,1714,2212,1375
NDC1,11216,12527,9813,11906,11882,14219,11434
DGKG,965,1386,1127,1173,657,1593,733
FLYWCH1,2199,2080,2326,2159,1583,2640,2066
UNKL,1203,1030,1073,756,1140,1315,1321
TBXAS1,458,604,482,300,231,139,222
PARP12,4686,5168,4888,4829,2928,6139,3086
ALDH18A1,8270,9179,8153,6032,6388,8644,4976
TARBP1,3025,3202,2979,3981,1122,3420,2534
GATB,1587,1904,1767,2698,2001,2104,2083
MXD1,1164,1022,1396,905,682,577,1177
CDK17,1150,1494,2209,1518,1026,2116,918
DNAJC25,742,800,776,756,808,941,653
SLC2A3,67,67,151,79,637,2620,275
PSD,3,4,11,14,2,12,6
CTDP1,1974,2169,1966,1535,2552,1911,1445
YBX3,19889,23331,27245,16236,24420,23085,15812
STYK1,98,83,68,37,91,67,152
WNK1,28092,27052,28519,28519,19297,31856,18511
RPS17P5,0,1,0,3,0,2,0
CCAR1,9248,11106,9032,10492,7113,9860,6150
OGFR,3411,3618,3765,4160,3619,5813,1867
GNA15,422,399,347,391,205,740,203
CREB3L3,197,242,163,1124,32,299,117
PIGV,756,955,994,1759,1071,1003,590
PTPRU,423,533,575,253,2507,2511,1978
SNRNP40,4858,5138,3807,5331,5197,6503,4944
RIMBP2,0,0,0,0,0,0,0
COL11A1,6,10,10,3,77,0,144
QSER1,5907,6811,5369,11603,9259,12837,8527
MPC1,1275,1479,1372,1278,1762,2206,1156
ACAA1,2986,3078,3079,3112,1856,2723,1496
BCAT1,6706,9814,15074,3839,8271,7081,5505
HDAC7,5602,5714,6300,3375,2679,5713,2711
LZTS1,33,35,30,73,13,37,20
PRDM6,22,4,67,6,10,7,8
WNT8A,0,0,0,0,0,0,0
SPAG4,80,111,83,106,47,74,46
NCKAP1,13944,15994,15494,15442,10122,15191,10057
MRPS35,12964,15449,13966,13865,6480,10798,7195
GUCY1B1,1,8,0,166,111,15,9
SFSWAP,3481,3427,3227,4013,2705,4074,2767
TNK2,1662,1647,1858,2101,3707,3431,1008
MON2,2705,3337,2904,3736,2356,3438,2033
CDH3,31,31,43,29,17,52,14
ARSF,0,0,0,0,0,0,0
GPBP1,5786,6952,6261,7216,5378,7648,4806
DGAT2,718,830,1017,1381,710,1121,718
ZNF112,245,204,206,268,214,327,139
CS,24526,27185,25427,19394,16086,23742,17539
LTK,33,25,16,25,16,15,115
MRPS24,4399,4686,4210,3970,4603,5305,3644
ELMO2,2183,2566,2373,2554,2356,3592,1258
WAPL,5497,7039,6223,6163,5573,7402,5411
VMP1,13701,17283,16579,14533,12697,17526,8068
APPBP2,1342,2098,1654,2358,1564,2443,1248
POLD1,4827,4936,4764,3476,3931,5411,3438
SEZ6,0,0,0,2,1,0,0
EIF4B,34333,38989,40850,39550,20021,37650,23979
SLC6A16,0,2,2,29,12,2,2
BICRA,897,976,536,821,449,1129,523
SPHK2,929,941,949,943,806,1366,1003
RPL18,37746,40891,42893,35226,32543,49620,24570
CA11,87,147,151,156,215,466,342
ISOC2,3254,3431,3803,2182,1621,3566,3057
U2AF2,20201,19866,19713,19007,13021,21684,15405
EPN1,7342,7360,6705,4308,6344,9598,4103
MED29,2820,2764,3108,4465,2773,4707,2765
GSC2,0,0,0,0,0,0,0
ZNF275,2162,1985,2138,1324,1263,2602,1289
MTMR1,5537,6178,5384,6906,5005,7747,5021
GPC1,6424,6337,6097,8551,8813,8491,3634
ADCK1,1128,1370,1330,1468,922,1439,1053
HAGH,1347,1435,1569,1510,757,1953,1216
RNF4,5540,5794,5656,5657,4889,6532,3373
CASP8,2141,2710,2815,2994,1245,2715,1436
LIMCH1,7563,8243,7349,17029,588,3978,3491
INTS13,5138,6761,5411,4997,3743,4987,3934
TM7SF3,7758,10683,9705,9327,6152,10007,5172
DLX3,132,119,112,698,95,613,259
SPA17,1232,1485,1314,978,488,1078,654
TSPAN32,14,20,44,26,14,155,44
CCN5,14,16,13,17,7,18,14
DMRT3,0,0,0,0,0,0,0
ST3GAL6,7,10,0,3,40,0,4
ATP2C2,1,9,3,3,5,14,0
NGFR,0,7,0,9,41,39,12
CDON,823,809,868,400,625,1317,401
TAF2,8115,9793,7904,7851,10939,11449,8066
HIPK2,15659,16030,15706,11461,5677,11250,8008
TNPO3,17522,19574,17665,16552,9667,18288,11535
RFXANK,1345,1677,1652,1775,1072,1480,1116
TMEM161A,2209,2357,2558,1690,2195,2542,2607
LPAR2,85,104,147,349,158,97,220
CTSA,19068,19764,20987,31072,21901,33831,14867
SUGP2,4658,4424,3929,4289,5939,5959,4481
SLC12A2,3522,4231,3547,4155,1870,2352,2182
SNX24,260,183,256,386,551,515,65
EYA2,0,0,0,0,1,0,0
CNN2,14310,12846,11690,8483,14202,13818,10842
ABCA7,505,476,566,503,732,667,416
SNCAIP,23,12,14,68,1,56,2
DDX20,3057,3294,2704,2745,2640,3910,3287
BTBD1,4853,5632,5010,4699,6323,7671,5092
FAR2,16,10,12,424,698,49,3
BCAS1,198,176,166,1294,6,121,40
POU1F1,0,0,0,0,0,0,0
CHI3L2,14,20,11,6,4,33,9
SBNO2,609,700,642,434,851,939,981
PMS1,1414,1670,1630,1756,1435,1304,1520
HMG20B,3627,3844,3814,2821,3894,3863,3668
CALCRL,16,12,2,2,5,9,6
TAF11,1714,1875,1718,1870,1742,2554,1519
ANKS1A,3223,3777,3542,3398,2845,4306,2672
AP3D1,12247,11222,12209,11115,13426,14109,15883
ZNF76,2408,2392,2938,3162,2108,3190,2205
SLC9A3R2,4760,5132,5106,6114,1976,5063,2818
NTHL1,1775,1982,2049,1646,818,1628,1446
UHRF1BP1,3867,6454,8856,4258,2087,3527,3309
GNAI3,11981,14285,11870,11304,9705,13534,7850
IPO5,22250,25828,21799,15759,20299,25277,20078
OAT,4661,6239,5355,2659,3170,5050,2215
WDR3,10948,13655,11555,10013,9179,12181,11651
PKN2,6212,8065,6637,7798,5722,7608,4998
WDR18,1617,1713,1630,1092,2444,1606,1876
TRAM2,3142,3238,2688,2882,4870,6038,3051
NTN1,13,6,16,25,11,19,11
GLP2R,160,237,224,966,78,1316,196
MCM10,2931,2688,2014,2232,3116,3213,2664
DGKA,385,422,490,507,409,567,441
ERBB3,1559,1680,2271,9600,116,283,471
ROPN1,1,0,0,0,0,0,2
ANKRD44,159,104,101,61,91,71,33
KARS1,22827,25153,22674,22961,19489,23127,18845
ADAT1,1857,2183,2114,2750,1507,2483,1633
PDIA5,4124,4958,5090,4072,2810,3784,2896
TBC1D22B,993,1161,1186,1160,907,1390,908
NDUFB4,5319,6183,5742,6123,5193,6841,3398
SPEN,8134,8565,7895,8356,8184,11108,8563
MYLK,6089,6717,6000,5204,5572,7323,4743
ZC3H15,9430,10647,9080,8974,6860,8500,7122
MAP2K4,2423,2701,1888,2793,1997,3034,2173
PACC1,656,825,811,836,430,894,810
SNAP91,0,0,0,0,0,4,0
SLK,10792,10876,9118,8555,5189,11257,3103
CYB5R4,2281,2604,2750,2171,3708,4162,1850
COL17A1,867,993,877,5754,68,503,53
GSTO2,1694,2066,2121,1648,739,1080,1113
SEC61A2,309,290,230,213,286,323,155
PRKCQ,1,2,1,2,5,0,0
TLE2,5,8,7,15,12,13,16
ASB1,2633,2871,2628,2632,2811,2650,2349
FAM107B,1765,2658,3685,2441,2200,3584,1987
ME1,4183,5396,4685,4632,4076,5805,3914
TBC1D1,1203,1497,1094,1496,4882,3789,751
CDK13,2776,3407,2773,5112,3366,4705,2294
MTHFD2,12526,20996,29370,8435,9529,11874,11716
SLC9A7,1735,2283,2207,2976,1142,2527,783
FOXJ2,1924,2166,1872,2826,2303,3721,1591
YBX1,91174,98270,94107,83050,86959,114752,84377
PDE4A,867,952,885,810,1448,1551,1202
PPP2R5A,3857,4886,4194,4849,1686,3703,1882
CTNNA2,1,0,0,0,0,9,0
ELAVL1,6586,7161,6246,5769,6305,8050,5666
TIE1,15,24,25,34,10,72,13
DIP2B,4805,5221,4602,5150,2760,4329,3057
SMARCD1,6827,7122,6351,6449,4610,6831,4677
KDM4A,3368,5160,6512,4909,3742,4932,2910
NFYC,3241,3277,3380,3328,3387,4487,3088
ZMYND12,4,8,5,10,0,7,4
SLC9A3,0,9,2,2,0,0,0
NGEF,211,215,293,678,60,449,229
ASPM,8851,10489,8458,10854,7641,11561,6910
CD84,15,6,8,3,15,4,5
ELOVL1,12165,12818,11034,11033,10989,18177,7773
SPI1,0,0,0,0,0,0,0
POLR1H,852,1184,1196,1091,717,1428,943
MPPED2,3,1,0,6,5,0,5
CLDN18,6,8,3,5,0,0,3
ZBTB11,3025,3696,2874,3812,3036,4060,2666
ATXN3,1741,2301,2372,2421,1786,2816,1361
GOLGA5,4022,4572,4570,5084,3649,5371,3272
FGFR2,3,6,11,5,5,14,9
LRRC40,2525,2864,2372,2681,2285,3416,1949
ISOC1,1438,1684,1359,1457,1035,1553,847
EML1,41,45,27,375,34,156,32
TRMT11,1984,2281,2560,2388,1575,2294,1104
THUMPD1,3620,3828,3466,4364,2224,4239,3109
MSANTD3,1753,1867,1696,2589,2841,2080,1647
KIF26A,1,2,3,195,0,61,10
ATG2B,1646,1900,2321,2925,2185,2893,1484
ARFGEF1,12113,14582,12910,14022,8268,15793,5846
ACSM2B,2,0,6,0,4,2,9
ZFAT,652,680,659,902,600,907,429
MTFR1,6915,7882,7199,5166,4892,6804,5584
STAG3,176,185,179,179,112,145,152
FECH,1657,1914,2040,2151,2354,2351,1864
MYO9A,2396,2735,2272,2164,1801,2309,1271
DDX3Y,0,1,0,0,0,0,0
PFKP,16344,19009,18074,9282,14429,14930,11930
IDI1,10509,11505,8476,7277,5508,9734,5918
SP100,2458,3015,2854,3910,1640,2574,1622
KLF6,18235,22086,21752,9096,18201,18891,7999
PLPP1,1021,1168,1092,1268,837,1271,277
NEO1,53,66,49,371,83,293,204
TRAM1,21480,25977,21649,16596,10272,20413,12762
PHKA1,1737,2099,2266,1064,712,1233,1001
TNFRSF1A,20227,24268,26096,48628,8141,25433,7541
CACNB1,471,504,576,448,776,776,797
EVI5,1313,1859,1584,1186,1135,1783,940
STOML1,834,792,952,1329,779,921,424
PKM,157719,162910,147815,143913,139490,222434,113613
DHX29,5383,5972,4840,4476,3948,5751,3440
DNTTIP2,10589,10869,8059,7502,8746,11186,8625
METTL22,841,747,782,1064,612,746,565
TP53BP1,4880,5200,5052,7376,4672,6759,3942
TRO,3,5,37,17,4,7,63
RRP15,3679,4244,3301,3327,1712,3313,2929
RHOA,37599,43503,39793,33455,32432,44392,19200
DHX8,4407,4694,4608,6046,5078,7978,4279
PMS2P4,61,41,69,35,53,72,33
PRKCZ,118,120,117,1287,621,558,390
ZFY,0,0,0,1,0,0,0
IARS2,15120,18803,16236,22182,6548,14888,11176
SYT1,2595,3086,3953,953,1736,4721,1204
NAV3,919,783,691,711,1008,1059,683
IDH3G,9015,9130,9700,6052,7368,11059,6171
ROGDI,540,522,662,663,369,621,503
PDZD4,27,11,29,27,46,42,6
ATP2B3,0,1,4,5,0,4,0
ROCK1,6960,8015,6601,5480,6955,6915,4074
CBFB,3854,4931,4126,4409,3659,6058,3139
PDK3,480,633,638,879,315,786,226
HYAL2,3804,3614,3408,4802,4686,6270,2566
HDAC4,1526,1829,1359,1421,1369,1397,1448
RASSF1,2197,1994,1783,1175,1812,1620,974
FGFR3,668,585,485,4201,55,151,99
IFI35,756,772,970,2217,745,1185,786
HEATR6,1571,1763,2278,1767,1570,1830,1159
COASY,5206,5859,5614,8308,5407,7668,5150
PLEKHH3,748,1098,1352,1462,1020,1172,665
MEF2A,4000,4705,5041,3355,3743,6722,3204
OTUD5,3110,3627,3848,3936,1942,4490,1692
TFE3,3071,3482,4109,3836,2224,4391,1401
TBC1D25,1312,1608,1641,1278,554,1662,747
ACSL4,8341,11594,11179,8699,6365,9493,5046
INPP5A,1866,2059,1928,1139,1943,2752,1109
GPKOW,1832,2123,2129,2544,667,1740,718
GRIPAP1,1945,2176,2260,2238,1180,2877,965
FTSJ1,3959,4158,4040,3573,2241,4426,2103
PRR11,8347,9120,8423,7588,8237,10301,6070
REEP1,3,0,3,0,16,7,0
ATP11A,5523,6104,5974,5177,3921,5757,3072
POLR1A,8876,8917,8651,8736,6693,9656,9623
LAPTM4A,8093,8821,8278,7851,5017,9904,5380
TTC7A,2512,2408,2084,2094,1839,2638,1747
IP6K2,3643,3672,4140,5004,3344,4601,2147
STON1-GTF2A1L,0,0,1,4,0,5,0
SRBD1,1488,1743,1422,1389,1118,1208,1348
KIF2A,6477,8431,7457,5996,5617,7636,4125
RASGRP2,0,5,2,0,3,0,3
PSME4,9243,9941,8715,7784,5756,9933,9095
IFT80,1928,2620,2547,2546,2298,3411,1003
ERLEC1,4336,5467,4944,4893,2726,5029,3356
PPP2R5B,491,698,809,427,487,460,647
PYGM,9,6,16,8,9,10,21
PAGE1,4,3,8,11,0,38,0
PITX1,2492,2364,2343,1994,2559,2770,1512
TRPC7,0,0,0,0,1,0,0
MAST4,144,128,228,353,800,616,485
ADGRF5,7643,8649,7062,5349,30,1797,458
SDK2,3,10,11,129,6,26,4
ADAM7,0,0,0,0,0,0,1
NUP133,4313,5277,4305,5717,2608,4737,3789
NUCKS1,32576,35783,32196,38461,18138,42104,28197
VPS35,14064,18415,17939,19216,10978,18993,10652
DNAJA2,5245,6239,5093,5751,4222,6429,4096
BCL3,1980,2048,2436,1969,937,2669,1665
KCNAB2,3450,4284,4086,4918,2120,4327,6054
ABCC9,292,246,322,448,272,403,191
GAL,2305,2368,2199,1093,1294,1320,2115
CLEC2D,199,356,258,216,196,328,304
FUNDC1,928,1028,863,1148,403,1325,424
MAOB,343,360,266,2831,120,1412,298
RORA,11,17,22,27,203,40,10
DRD4,1,4,0,0,0,5,4
TGFBR3,1479,1784,1580,1289,185,1315,829
HES2,563,583,517,255,249,355,427
ATP1B3,10813,15634,14182,11515,13075,13681,6924
NEDD4,4347,4792,5257,6446,4173,7652,3856
PIGB,837,950,1042,853,585,784,768
MAPK6,5761,6583,5729,7626,6396,6652,5657
GNB5,1211,1381,1294,1590,1190,1622,772
RAB27A,1714,2024,1792,1477,1234,1785,957
HDHD5,1915,2319,2439,2721,1806,2064,1970
UFD1,3659,4051,3668,3211,3516,5366,3577
GUCY2C,0,0,3,2,0,0,0
PHRF1,0,0,0,8,0,0,2
ELP1,5579,6165,5331,7124,5566,7465,4326
NUCB2,4628,5629,4849,6628,2698,6972,10496
PFN2,14300,16884,13776,18905,16454,21008,8980
PTPN3,3606,3631,3529,7355,2339,3036,1854
SPTB,316,355,294,167,107,729,88
DAPP1,9,4,7,9,5,5,16
FGF10,2,0,0,0,0,0,0
SLC44A1,7659,9083,7888,15137,4178,11705,4177
TMEM260,393,819,683,757,482,1032,536
SMG6,1841,1824,1998,2231,1943,2346,1498
EXOC5,6937,8031,6157,7848,7598,9384,5024
CLTCL1,306,374,367,450,333,543,328
FGF22,13,7,5,4,15,7,1
FSTL3,448,528,406,750,2499,1682,818
DGCR2,3434,3792,3452,5354,3375,5090,2640
RNF126,4020,3734,3930,1768,5182,3761,3447
MNT,2024,1762,2386,1867,1568,2120,1227
ZXDC,1185,1324,1426,1887,1427,2019,978
JMJD6,2006,2328,1647,2207,2428,3143,1772
POLB,1276,1540,1426,1410,797,1739,685
ST6GALNAC1,6,11,6,3,0,0,0
WIPI1,337,380,491,493,664,838,721
FRMPD1,50,46,56,23,46,30,56
GBA2,3250,3110,2552,3839,3489,4470,2163
NDST1,5911,5495,5148,4858,8246,10513,3767
ASNS,5676,18433,42412,5976,5682,6080,5540
AP3M2,1131,1319,1239,861,1414,2193,812
CNGB1,3,1,7,9,1,2,8
ST6GALNAC2,12,3,3,4,6,28,0
CHAT,0,0,0,0,0,0,0
PABPC1,73011,82610,85499,103811,75797,135380,47453
TESK2,51,75,60,96,145,145,44
CFAP20,1652,1864,1704,1444,1521,1937,1358
CSNK2A2,6621,7298,6925,7733,6082,8060,5194
PTPN21,912,1298,895,839,1362,1169,771
EIF2B3,3112,3619,2731,2492,2411,3679,2774
CAMK2A,17,7,35,6,26,53,13
TCOF1,15031,15255,14847,13291,17993,20318,10985
CDC42,27637,31713,25209,26229,21560,33931,18708
OSBPL3,5209,6264,5548,4864,9934,7991,5574
EPHA8,0,0,0,0,0,0,0
SLC12A3,2,2,0,1,0,3,0
RAD18,3304,3620,2916,2881,3141,3165,1860
ATP2B1,9725,12059,11388,10677,14205,16497,8755
TRPM5,2,0,0,0,0,0,0
NCK2,544,615,581,499,1306,860,987
MAP4K4,9072,10044,9884,8767,9702,13495,9640
MGAT4A,34,7,7,28,12,49,4
RPL31,25272,28665,28330,28279,19749,25045,19973
WDR1,31573,31570,30892,30923,26812,40544,13812
SNX13,3379,4512,3791,4761,2886,4276,2808
MS4A12,0,0,0,0,0,0,0
ARHGAP10,110,92,50,882,1053,753,185
RPS6KA2,466,721,1099,903,671,2262,695
ING3,1956,2028,2244,1491,1047,1519,1263
VASH1,62,76,87,291,225,636,34
LMCD1,1260,1250,1288,1351,624,1187,870
BUD23,6274,6756,6564,7114,5602,8069,5328
SEL1L,9523,11003,11759,14531,11182,14046,15174
TRIP13,8516,9138,6902,5793,8865,10920,5716
ATP6AP1,14287,15222,15591,17811,16569,27220,11954
TCF3,5924,5615,5031,3525,8277,6852,6784
TRIB2,1411,1448,1225,671,260,2258,1512
DAZAP1,10689,11974,11595,8253,10112,12755,8828
MBD3,4302,4175,3844,4179,5388,5637,3751
PRLH,0,0,0,1,1,0,0
HLTF,4983,6673,6036,6983,5834,7745,3540
FAM50A,11379,12068,11890,8937,10909,16487,9062
FAM3A,4196,4548,4483,3377,3339,5404,3083
CPSF1,5893,5066,5914,5870,6532,6679,5924
MYO3B,2,0,0,14,5,5,5
CYBRD1,8,14,22,39,113,30,35
CDH19,0,0,0,0,0,1,0
PDCD2,7541,9031,8225,6769,7930,9892,5770
SLC6A15,568,839,1009,2,3,3,6
RDH11,12184,14071,13111,13649,10434,13653,11278
PRKACA,3439,3833,3343,3484,3085,5312,2676
