gene_name,A375_Control_1,A375_Control_2,A375_Control_3,A375_POLK_1,A375_POLK_2,A375_POLK_3
JKAMP,1179,1361,1178,1587,1261,988
DKK3,333,645,488,839,702,779
ARHGEF5,33,35,34,18,41,45
NFE2L3,1866,2076,1760,2477,2070,2131
MCUR1,1653,1971,1612,2202,1865,1799
LIMA1,2663,3144,2791,7725,6144,6383
LETMD1,885,958,1059,2207,1993,2020
SLC4A8,316,307,215,478,368,439
LAMC3,10,13,12,12,12,7
PTGER3,12,21,6,0,0,2
TNIP3,3,0,4,13,4,8
MAPK9,1938,2405,2003,2479,2270,2233
COL23A1,0,0,3,1,4,0
BCAR1,3744,4518,3755,3285,2563,2680
FAM160A2,591,760,598,868,666,714
HERPUD1,2103,2619,2335,2285,1913,1551
HOMER3,3402,4109,3441,3742,3049,3398
RAD51,1494,1882,1670,2002,1488,1570
POLQ,1069,1348,1072,1727,1282,1364
PIK3CB,2061,2452,2289,2872,2115,2433
CYBA,5466,7162,6442,6134,5079,5187
THOC3,2474,3173,2850,3225,2734,2644
HEBP2,505,580,491,609,513,590
MPHOSPH9,677,829,875,1590,1281,1314
PLEKHA5,1445,1779,1545,2158,1827,1908
PRSS8,2,2,0,1,1,4
SIKE1,2094,2571,2354,2567,2071,2286
RRP12,7185,9053,7750,11051,8675,8449
FNIP2,591,714,579,699,508,533
MSMO1,969,1144,917,1133,841,919
TTC17,2139,2746,2369,3494,2789,2800
ALX4,385,475,408,177,177,142
FSTL4,9,13,17,19,19,16
FOXN3,1083,1334,1217,1659,1282,1268
METTL24,0,0,0,0,0,0
AKR7A2,2389,2936,2525,3590,3052,3073
MRTO4,4843,6022,5263,6576,5116,5216
NNAT,11,10,11,9,6,12
USE1,2042,2699,2527,3428,2752,2873
MCF2L2,109,121,46,55,77,89
NRIP2,25,32,38,47,46,35
LAMA3,42,80,8,144,133,76
AP5M1,646,763,718,758,633,676
ANAPC4,834,1102,1036,1404,1049,1119
KCNQ1,0,0,3,0,0,0
TRAPPC3,1994,2289,2147,2885,2125,2266
THRAP3,10951,13769,12828,12778,10550,10144
PHPT1,2452,2952,2696,3519,2812,2950
ENTPD2,5,3,5,2,2,2
LY75,6,8,5,9,14,11
ARID4B,3566,4028,3472,3843,2990,2934
OPN3,203,212,152,272,255,275
SDCCAG8,280,492,373,406,437,418
PTPRN,17,22,41,16,22,33
KIF1B,4632,5565,4888,5117,4216,4261
FOXC1,1133,1497,1117,1526,1274,1479
TBC1D22A,744,952,902,1283,1133,1175
SYNE2,653,956,756,1056,1119,960
PLEKHH1,351,319,316,600,594,489
ATP9A,4078,4944,4411,4272,3468,3638
SPO11,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0
CHRDL2,1,2,1,0,1,2
FAM168A,3742,4447,4284,4546,3889,3830
RELT,1103,1360,1285,1472,1121,1188
GALC,512,682,635,922,704,798
NOP58,5484,6875,5940,7212,5698,5243
SZRD1,8412,10665,9555,11988,9476,10170
KCNH2,6,7,13,2,0,5
CUL1,3873,4915,4320,5027,3921,3948
FAM114A2,796,987,952,1273,1002,1058
CYFIP2,1547,1903,1649,1204,1200,1092
TAB2,2500,2948,2696,3308,2538,2749
GINM1,926,1174,1030,1317,1065,1041
EIF2AK2,3838,4857,4518,4921,4087,4073
USP36,2378,2988,2690,3040,2587,2525
KMT2C,3569,4532,3639,4385,3845,3815
MCOLN3,93,95,77,138,103,95
CCDC85A,0,5,1,0,0,0
PUM2,6369,7350,6266,7136,6453,6000
MRPL43,2242,3011,2649,3785,3060,3092
ITIH4,49,21,5,6,9,48
ITIH1,0,0,0,0,0,0
HPF1,629,744,701,779,756,784
ZFR,7121,8472,7348,8162,6415,6004
ZNF280C,294,333,297,372,273,253
NPFFR2,14,15,12,14,15,8
PHF21B,152,225,108,39,56,40
TRAF1,497,732,720,1333,1083,1207
RC3H2,2933,3740,3388,3146,2409,2499
KIFC1,0,0,0,0,0,0
IL17RB,36,37,27,50,32,34
TRAF3IP2,1483,1595,1670,1295,1079,1287
GYG2,5,0,1,1,0,1
DCBLD2,15020,18872,15616,25468,19550,19517
SERPINB3,1,0,0,0,0,0
SOAT1,4111,5260,4503,5468,3930,4303
PKP2,2,2,2,5,10,0
MSH4,0,0,2,0,1,1
F7,0,0,0,0,0,0
GDI2,10247,12480,11348,11792,9209,9476
PRDM1,44,47,50,31,33,45
ATG5,787,847,813,1025,731,705
TMCC3,49,106,64,347,271,346
PITHD1,892,1153,1043,1524,1245,1131
MTA3,2000,2500,2084,2441,1866,1974
USP13,1384,1503,1319,1746,1415,1518
ATP11B,3333,4703,3625,3778,3032,3042
LAMC2,84,141,87,114,73,61
CDK14,2212,2308,2384,2068,1525,1811
SEC61A1,17323,21936,19150,19206,14528,15387
PPP1R12A,2601,2423,2240,4263,3868,3593
RASGRF1,2,13,7,20,11,17
CAMK2B,15,67,19,29,21,19
CROCC,890,951,907,1398,1111,1168
POLR3E,3204,3874,3629,4963,3933,4123
ATP2B4,6695,8187,7404,12527,10456,10100
ZC3H11A,6443,7800,7286,8051,6349,6543
RIOK2,973,1279,1268,1619,1216,1444
YIPF1,655,759,726,959,682,692
NDC1,4365,5397,4780,6137,4561,4382
DGKG,451,559,468,578,304,395
FLYWCH1,1761,2170,1855,2064,2088,1872
UNKL,784,962,866,1053,870,1028
TBXAS1,286,326,293,244,237,255
PARP12,603,832,604,874,871,801
ALDH18A1,8397,10721,9495,10068,8058,8278
TARBP1,1234,1399,1302,2176,1697,1768
GATB,703,1026,846,909,860,911
MXD1,375,564,414,492,297,340
CDK17,692,934,826,1253,1161,1042
DNAJC25,378,446,441,553,357,413
SLC2A3,1947,2821,2505,3137,2559,2962
PSD,90,113,114,133,114,120
CTDP1,969,1302,1181,1313,988,1009
YBX3,12186,14940,11359,13586,11326,12702
STYK1,15,29,25,67,55,92
WNK1,9691,12448,10852,12322,10721,10623
RPS17P5,0,0,0,1,1,3
CCAR1,3818,5357,4310,4718,3880,3734
OGFR,4873,6074,5388,7182,6043,6280
GNA15,2,3,4,6,4,8
CREB3L3,13,7,6,86,58,74
PIGV,475,494,457,705,721,451
PTPRU,909,1019,941,819,931,937
SNRNP40,2977,3680,3418,3994,3125,3208
RIMBP2,0,0,1,0,0,1
COL11A1,15,16,43,18,16,45
QSER1,3928,4775,4245,5458,4106,3903
MPC1,764,1001,945,1043,840,872
ACAA1,1555,2054,1800,2170,1969,1697
BCAT1,5546,7275,6950,8570,7392,7422
HDAC7,1489,1785,1628,2943,2388,2258
LZTS1,1675,2091,1759,2210,1717,1872
PRDM6,45,166,51,81,53,53
WNT8A,0,0,0,0,2,0
SPAG4,59,70,97,192,188,219
NCKAP1,5946,6992,6175,7362,5920,6111
MRPS35,3043,3867,3321,4184,3276,3155
GUCY1B1,0,1,0,0,1,0
SFSWAP,2404,2963,2901,4960,4464,4529
TNK2,1878,2425,1847,2176,1979,1752
MON2,1250,1600,1481,2593,2214,2220
CDH3,48,70,51,32,24,55
ARSF,0,0,0,0,0,0
GPBP1,2646,3255,2802,3702,2869,3092
DGAT2,173,215,223,394,386,395
ZNF112,188,196,185,205,222,139
CS,7645,9211,8298,15924,13146,13208
LTK,9,9,9,7,12,8
MRPS24,3425,4216,3831,4714,3767,3984
ELMO2,1376,1730,1558,2251,1702,1815
WAPL,4433,5535,4752,5773,4555,4489
VMP1,3853,5043,4780,5010,3644,4220
APPBP2,1228,1718,1293,1675,1481,1166
POLD1,6160,7932,6926,8571,6984,7268
SEZ6,1,5,2,1,2,0
EIF4B,24766,31494,28164,55688,46021,48592
SLC6A16,9,24,21,24,5,3
BICRA,1085,1300,1021,1378,1143,1063
SPHK2,1762,2136,1950,2746,2277,2245
RPL18,38212,48703,42636,50927,42260,43516
CA11,309,413,284,506,328,286
ISOC2,1086,1454,1244,1452,1325,1364
U2AF2,20477,25382,23106,28409,23145,23491
EPN1,9890,11992,10402,14730,12149,12634
MED29,2255,2535,2541,3397,2710,2823
GSC2,3,0,1,1,2,0
ZNF275,677,927,753,804,613,632
MTMR1,1836,2420,2095,2702,2113,2607
GPC1,3623,4263,3594,3786,3235,3455
ADCK1,106,165,114,244,164,171
HAGH,1378,1547,1508,2091,1637,1898
RNF4,2048,2782,2442,2560,2502,2323
CASP8,1285,1561,1464,1866,1458,1405
LIMCH1,3058,4127,3506,3502,2632,2735
INTS13,2550,3300,3227,3541,2729,2649
TM7SF3,3873,4643,4149,4951,3791,4423
DLX3,4,3,4,4,7,1
SPA17,575,723,590,624,584,601
TSPAN32,4,0,5,5,4,2
CCN5,2,2,4,4,3,4
DMRT3,0,0,0,0,0,0
ST3GAL6,222,204,197,281,204,231
ATP2C2,6,12,29,5,12,7
NGFR,186,231,209,1005,722,708
CDON,1635,1998,1785,2251,1742,1843
TAF2,2429,3192,2636,2958,2529,2479
HIPK2,14890,18516,16398,15603,12731,12856
TNPO3,4640,6086,5394,6704,5131,5221
RFXANK,2910,3779,3358,4267,3248,3484
TMEM161A,1855,2380,2148,2687,2368,2378
LPAR2,165,153,135,139,157,129
CTSA,4166,5386,4308,8065,6364,6052
SUGP2,3922,4645,4312,5282,4057,4068
SLC12A2,2828,3733,3049,3788,3115,3028
SNX24,725,841,852,918,709,724
EYA2,1,1,0,1,0,0
CNN2,4072,5196,4374,5303,4231,4490
ABCA7,282,213,268,226,347,398
SNCAIP,3,8,3,5,3,8
DDX20,2006,2574,2188,2323,1791,1811
BTBD1,4247,5284,4801,5107,3943,3951
FAR2,665,700,681,712,751,556
BCAS1,5,15,7,16,9,13
POU1F1,1,0,0,0,0,0
CHI3L2,53,64,56,50,39,48
SBNO2,3330,4142,3421,4496,3929,3911
PMS1,563,766,633,780,609,616
HMG20B,6453,7986,7082,5366,4432,4693
CALCRL,1,24,3,27,39,61
TAF11,1025,1291,1133,1238,939,1066
ANKS1A,1504,1908,1664,1921,1679,1505
AP3D1,7582,9827,8127,10417,8568,8812
ZNF76,486,627,515,896,692,781
SLC9A3R2,3789,5014,4211,4643,3644,3447
NTHL1,1265,1530,1449,1771,1462,1511
UHRF1BP1,1158,1468,1312,2045,1682,1568
GNAI3,5138,6510,5830,6423,5035,5208
IPO5,16123,19838,17269,22152,17222,17997
OAT,7619,9516,8529,8309,6503,6695
WDR3,7999,9565,8912,9751,7952,8124
PKN2,2462,3023,2692,3089,2154,2580
WDR18,3686,4569,4094,5120,4122,4418
TRAM2,3276,4204,3596,4626,3687,3621
NTN1,290,346,300,88,111,69
GLP2R,4,3,12,9,5,11
MCM10,2798,3821,2874,3570,2313,2824
DGKA,555,755,707,1171,1047,989
ERBB3,10438,12411,10588,20526,17207,18018
ROPN1,88,112,93,149,96,104
ANKRD44,60,33,71,72,82,110
KARS1,15836,19536,17601,14972,11973,12459
ADAT1,2886,3545,3260,3099,2326,2501
PDIA5,592,669,639,646,553,574
TBC1D22B,384,482,392,510,403,409
NDUFB4,3177,3801,3511,4074,3472,3562
SPEN,5323,6189,5576,6280,5660,4676
MYLK,471,674,479,465,343,390
ZC3H15,3698,4704,4195,4762,3882,3757
MAP2K4,1165,1423,1172,1382,1113,1207
PACC1,1055,1111,1048,1072,830,955
SNAP91,11,11,33,1,2,18
SLK,4309,5549,4662,6112,4649,4974
CYB5R4,655,952,767,957,686,767
COL17A1,6,11,5,5,14,5
GSTO2,26,22,41,39,37,44
SEC61A2,287,395,304,365,328,270
PRKCQ,271,331,268,345,246,277
TLE2,135,164,139,181,191,136
ASB1,1552,1659,1721,1780,1504,1591
FAM107B,683,815,813,669,652,588
ME1,1957,2271,2149,2542,2084,2092
TBC1D1,3310,4146,3680,3803,4022,3732
CDK13,2955,3651,3133,3742,3031,2981
MTHFD2,8802,11052,9611,12729,9914,10151
SLC9A7,640,857,832,960,869,1100
FOXJ2,1033,1320,1097,1613,1284,1403
YBX1,81452,102178,83939,91997,74985,78560
PDE4A,2018,2547,2176,2277,1849,1937
PPP2R5A,898,1078,1001,1265,958,1059
CTNNA2,0,0,0,1,1,6
ELAVL1,6991,8505,6542,8016,6482,7498
TIE1,27,12,9,29,22,19
DIP2B,2642,3217,2864,4940,3924,3897
SMARCD1,4682,6277,5291,8804,7446,7560
KDM4A,2849,3635,3165,4038,3296,3244
NFYC,2278,2937,2670,3385,2433,2644
ZMYND12,10,5,16,3,1,15
SLC9A3,1,0,0,0,1,4
NGEF,88,82,91,155,205,240
ASPM,10391,12591,10805,11064,9427,9259
CD84,1,3,1,4,1,0
ELOVL1,3073,3905,3486,4628,3380,3607
SPI1,9,5,5,5,7,3
POLR1H,428,563,519,715,634,605
MPPED2,69,61,50,130,133,102
CLDN18,4,2,8,6,5,2
ZBTB11,1568,1737,1630,2564,2069,2060
ATXN3,771,1084,875,829,727,847
GOLGA5,1075,1326,1192,1497,1262,1326
FGFR2,21,20,25,25,6,13
LRRC40,1215,1436,1192,1358,1080,1141
ISOC1,1094,1314,1220,1301,1007,1024
EML1,437,696,703,518,576,497
TRMT11,720,959,869,702,705,783
THUMPD1,1773,2316,2019,2237,1937,1849
MSANTD3,1587,2049,1730,1768,1314,1496
KIF26A,3,5,1,0,2,0
ATG2B,764,1258,1039,1563,1196,1135
ARFGEF1,2180,3209,3039,3758,2796,3003
ACSM2B,2,6,1,2,6,3
ZFAT,482,592,576,840,618,658
MTFR1,1890,2294,2262,2825,2207,2289
STAG3,110,111,120,117,141,141
FECH,1036,1368,1258,1617,1242,1399
MYO9A,1145,934,917,1912,1408,1321
DDX3Y,4,1,0,0,0,0
PFKP,8270,10618,9609,11931,9471,9958
IDI1,1960,2357,2236,2306,1857,2019
SP100,949,1340,1085,1672,1418,1452
KLF6,1722,1905,1690,2208,1713,1846
PLPP1,651,729,738,967,783,743
NEO1,1576,1928,1648,247,282,240
TRAM1,5461,6667,5873,6414,5391,5432
PHKA1,1096,1333,1242,1938,1622,1673
TNFRSF1A,8020,10312,9076,10547,8430,9265
CACNB1,277,382,400,411,362,318
EVI5,514,764,679,750,724,678
STOML1,482,497,489,819,476,591
PKM,98752,125225,114733,144281,112471,115955
DHX29,2566,3061,2593,2897,2145,2275
DNTTIP2,3207,4082,3444,4179,3312,3443
METTL22,643,640,562,867,720,732
TP53BP1,3762,4432,3553,4637,3839,3712
TRO,285,225,220,309,220,227
RRP15,2645,3199,3519,3628,2965,2507
RHOA,22676,28428,25459,29530,23414,24490
DHX8,6272,7552,6832,8399,6506,6801
PMS2P4,124,159,134,187,147,199
PRKCZ,1026,1386,1158,1086,943,954
ZFY,0,0,4,1,0,2
IARS2,10823,13489,12173,16001,12794,13069
SYT1,265,305,312,672,683,634
NAV3,38,38,27,33,48,30
IDH3G,2518,3078,2777,3364,2747,2692
ROGDI,644,775,722,1185,861,939
PDZD4,676,731,652,314,341,282
ATP2B3,1,0,3,2,2,0
ROCK1,2544,3088,2770,3669,2890,2963
CBFB,5688,7404,5532,4274,4219,4833
PDK3,463,577,516,522,464,431
HYAL2,2070,2451,2366,2658,2064,2141
HDAC4,475,854,685,678,836,708
RASSF1,433,556,493,706,496,532
FGFR3,757,800,692,691,589,684
IFI35,574,701,704,1847,1343,1393
HEATR6,1406,1450,1245,2165,1614,1800
COASY,5505,7057,6042,10285,8558,8626
PLEKHH3,1022,1288,1106,1548,1278,1246
MEF2A,1653,1977,1688,2103,1793,2118
OTUD5,3734,4748,4266,5472,4529,4659
TFE3,2766,3445,3054,3950,3310,3372
TBC1D25,809,1093,959,1252,1013,1037
ACSL4,2667,3656,4229,4165,2903,3245
INPP5A,923,1064,973,979,706,838
GPKOW,1404,1891,1593,2142,1960,1991
GRIPAP1,2468,2973,2662,3559,2956,2841
FTSJ1,2619,2943,2808,3598,2909,2891
PRR11,4173,4680,4029,4818,3844,4102
REEP1,295,279,267,333,344,242
ATP11A,3049,3955,3398,4355,3668,3606
POLR1A,5349,7508,7508,6839,5491,5336
LAPTM4A,5973,7551,6815,6649,5333,5428
TTC7A,868,1001,855,1042,779,942
IP6K2,2278,2757,2625,2051,1801,1934
STON1-GTF2A1L,0,0,0,0,0,0
SRBD1,1689,2042,1965,1851,1543,1418
KIF2A,3694,4629,3992,4921,3697,3761
RASGRP2,34,46,47,9,11,22
PSME4,7401,9379,8423,7861,6472,6622
IFT80,1007,1032,1116,1313,964,1013
ERLEC1,2910,3920,3370,4086,3195,3326
PPP2R5B,439,501,473,776,555,585
PYGM,7,11,14,6,8,9
PAGE1,14,23,15,31,18,25
PITX1,62,68,55,43,36,50
TRPC7,0,0,0,0,0,0
MAST4,192,321,266,342,345,343
ADGRF5,0,0,0,0,0,0
SDK2,39,28,21,3,15,35
ADAM7,0,0,0,0,0,0
NUP133,3947,4862,4292,5000,4024,4217
NUCKS1,25496,32616,33411,38005,28391,30342
VPS35,6364,8210,7706,8178,5750,6701
DNAJA2,5248,6620,6077,6163,4870,5310
BCL3,1148,1285,1085,1085,1005,1098
KCNAB2,1490,1705,1487,1671,1327,1419
ABCC9,388,431,395,575,429,412
GAL,176,223,187,198,153,184
CLEC2D,35,27,41,75,55,60
FUNDC1,719,866,791,898,694,738
MAOB,319,456,468,155,118,139
RORA,38,45,125,37,64,62
DRD4,4,0,3,0,0,1
TGFBR3,218,212,170,268,215,197
HES2,150,165,103,78,114,57
ATP1B3,6924,8510,7606,8280,6457,6765
NEDD4,2976,3588,3006,4775,3474,3698
PIGB,375,470,426,605,440,521
MAPK6,3782,4909,4083,5625,4158,4344
GNB5,1117,1489,1235,1505,1428,1440
RAB27A,262,358,318,440,408,414
HDHD5,2107,2601,2358,2603,2068,2319
UFD1,2697,3234,3086,3055,2522,2475
GUCY2C,0,1,0,0,0,0
PHRF1,0,0,0,0,0,1
ELP1,2824,3427,3208,4102,3415,3709
NUCB2,634,810,737,1132,864,951
PFN2,7549,9582,7984,9539,7641,8127
PTPN3,1789,2103,2008,2547,1983,1992
SPTB,211,303,233,58,51,71
DAPP1,6,1,1,3,5,2
FGF10,0,3,1,0,0,0
SLC44A1,3813,4800,3986,6122,5369,5818
TMEM260,225,251,261,250,255,345
SMG6,1850,2474,1757,1751,1473,1569
EXOC5,3146,4120,3426,3690,2909,3106
CLTCL1,492,493,374,597,408,525
FGF22,26,28,16,19,7,10
FSTL3,1242,1380,1190,1510,1268,1338
DGCR2,1783,2224,1941,2506,2027,2217
RNF126,3653,4637,4084,5346,4273,4491
MNT,1545,1808,1716,1889,1468,1577
ZXDC,1123,1345,1088,1557,1207,1455
JMJD6,1444,1918,1652,2663,2266,2388
POLB,467,631,540,729,562,610
ST6GALNAC1,0,0,0,0,0,0
WIPI1,791,967,950,1295,1140,1042
FRMPD1,36,50,46,64,48,50
GBA2,1561,2022,1663,2309,1907,2144
NDST1,5004,6238,5982,7096,5526,6019
ASNS,3491,4095,3674,6811,5667,5840
AP3M2,619,710,726,783,685,655
CNGB1,0,0,0,0,0,0
ST6GALNAC2,30,34,10,61,47,42
CHAT,0,0,0,0,0,0
PABPC1,66338,84231,72358,78920,62334,65933
TESK2,206,310,256,476,357,392
CFAP20,2581,3093,2965,2633,2177,1936
CSNK2A2,6377,8237,7096,6427,5317,5400
PTPN21,241,291,304,374,314,399
EIF2B3,1457,1802,1889,2208,1663,1770
CAMK2A,0,5,6,13,17,17
TCOF1,14391,18256,14396,19953,16596,18023
CDC42,8774,11748,10682,12658,9693,10219
OSBPL3,1317,1637,1422,2255,1539,1790
EPHA8,0,4,0,0,1,0
SLC12A3,0,0,0,0,0,0
RAD18,2545,2663,2783,2834,2363,2603
ATP2B1,2688,3249,3117,4839,3781,3730
TRPM5,0,0,0,0,1,0
NCK2,1297,1542,1356,1794,1477,1636
MAP4K4,11513,14837,12964,10215,8080,8308
MGAT4A,111,191,158,76,60,60
RPL31,17962,22824,20629,22846,19292,20660
WDR1,14625,18404,16819,19351,15198,15437
SNX13,1568,2062,1837,2086,1766,1807
MS4A12,0,0,0,0,0,0
ARHGAP10,436,615,472,713,475,595
RPS6KA2,912,955,1022,1329,1091,1166
ING3,720,900,868,970,780,761
VASH1,714,916,689,1363,963,1027
LMCD1,832,949,821,1472,1167,1220
BUD23,3804,4938,4535,5045,4160,4041
SEL1L,2560,3717,3096,3627,3009,2871
TRIP13,4059,4682,4055,5650,4401,4708
ATP6AP1,4774,6378,5730,6963,5479,5796
TCF3,4251,4665,3620,3965,3212,4088
TRIB2,10125,12514,11208,8850,6995,7886
DAZAP1,9415,11245,10405,12364,10301,10767
MBD3,4790,5899,5277,7033,5533,6039
PRLH,0,0,0,0,0,0
HLTF,2263,2994,3202,4030,3453,3246
FAM50A,3239,3855,3428,4413,3699,3847
FAM3A,1499,2016,1866,2328,1880,1849
CPSF1,5097,5850,5424,5807,5256,5582
MYO3B,3,3,8,14,21,8
CYBRD1,777,785,732,952,686,729
CDH19,653,812,778,1238,1049,1050
PDCD2,2550,3228,2644,3696,2964,3010
SLC6A15,2184,2172,2312,4421,3684,3932
RDH11,3199,3738,3450,3656,2796,3129
PRKACA,5978,7943,6765,7717,6223,6461
ADGRL1,3922,4355,3839,5068,4089,4615
SPP2,13,7,4,11,6,6
ACTN1,18636,23372,20687,19655,15837,16619
ZFYVE26,883,1019,970,1290,1156,1042
RPS6KA6,2,2,3,5,1,0
EPN2,1424,2027,1761,1917,1760,1818
PTPN18,838,849,789,999,749,743
LIMS2,26,20,17,13,20,8
ASIC4,49,53,39,57,46,55
SPEG,482,509,477,497,490,514
LNX1,144,181,155,213,170,156
ALDH3A2,2511,3203,2748,2813,2471,2651
TFRC,16460,20723,20363,17142,12501,12740
SREBF1,11672,13920,12039,14713,12283,12524
TRPC5,0,0,0,1,0,0
AFF4,6790,8603,8012,8865,7418,7693
UBE2D1,579,696,621,789,615,637
MPP5,1411,1709,1611,2265,1830,1802
RHOBTB1,267,303,270,381,236,279
SMC1A,11134,14575,12587,17105,14165,14834
HSD17B10,5073,6280,5811,5986,4727,4831
MARK2,2857,3529,3120,3604,2944,2972
HMMR,3408,4125,3582,3453,3200,2885
CHFR,727,854,799,1498,1207,1285
TRHDE,230,267,254,781,930,1193
P4HA2,1139,1440,1312,1785,1517,1589
FCGR2B,27,23,39,77,62,72
NFATC3,3552,4357,3897,3120,2596,2456
TRNT1,1045,1296,1200,1324,1144,1129
ACADVL,12605,15978,14829,21583,18785,19031
STK10,7004,8738,7789,8048,6163,6195
FBXW11,4597,5559,5045,5659,4780,4687
ACAP1,46,57,52,51,51,57
CRMP1,258,321,287,244,179,158
EVC,1134,1147,1186,1344,984,1048
DERL2,1437,1740,1583,1733,1429,1350
SIDT1,8,3,11,8,1,2
NDE1,4067,5482,4609,5011,4002,4120
IRAG1,0,2,2,0,2,0
TMEM38A,287,343,335,234,197,219
AP1M1,5898,7595,6719,9934,8338,8634
PVR,3735,5078,4195,6372,4753,5179
XRCC1,2173,2732,2039,2566,2282,2503
SCARB1,4387,5813,4829,8124,7382,7274
CYP2W1,6,2,1,1,10,9
MCM2,12879,15693,12914,17788,13961,14392
MOV10L1,0,1,1,1,0,1
PANX2,195,221,178,202,163,164
SELENOO,483,597,579,948,814,888
TP63,4,0,4,0,1,0
ALPK1,336,478,511,869,573,744
LLGL2,144,165,142,204,221,223
PDE8A,982,1150,1069,1256,1137,1004
CLCN4,396,547,534,673,556,629
NLE1,2111,2775,2376,2965,2365,2565
SDHA,5909,7217,6538,8064,6514,6808
SMARCE1,5163,6172,5474,6371,5086,5193
FNDC8,6,6,5,2,2,5
GSDMB,101,100,87,84,71,89
KDM5A,4991,5471,4561,6604,4887,4829
ADAM11,410,680,475,645,448,355
PPP2R3A,920,1208,908,1350,1094,1184
FERMT2,1284,1715,1501,1436,1160,1239
ABCB11,0,0,0,0,0,0
DHRS9,0,0,0,0,0,0
CD5L,1,0,0,0,1,0
PTGS2,15,33,68,24,25,56
IGF2BP2,8185,10137,8892,7190,5731,5779
MAP3K13,814,945,804,796,515,622
ST6GAL1,6560,8276,7387,6799,5520,5463
TBX21,3,0,0,1,0,1
FRY,138,123,180,99,249,208
PICALM,5777,7022,6387,7635,6096,6490
NSF,3192,3733,3272,3624,3136,3314
GLI2,929,1469,775,520,417,483
CLASP1,4084,4308,3772,3735,3123,3061
MRPS34,5883,7695,6685,9298,7794,7856
NOTCH3,466,521,671,501,392,623
CLNS1A,6410,8064,7335,10070,8070,8252
PPP2R2C,80,91,59,143,143,113
TEAD2,2287,3075,2348,2430,1889,2164
EED,1720,2103,2032,2570,2049,2207
CDHR2,12,13,1,7,17,9
SNCB,23,25,20,7,9,6
TSG101,2085,2810,2590,3571,2981,2999
NCBP3,2373,3460,2953,3827,2892,3275
ATP2A3,91,157,85,152,103,166
CA12,20,11,19,83,80,123
MGLL,1358,1578,1569,1696,1557,1526
NTN4,195,236,162,463,401,555
BCS1L,829,1041,950,1329,1033,1071
NUAK1,358,442,367,324,276,238
DPP8,1776,2289,2050,2571,2381,2185
SLC24A1,506,620,498,1094,861,1008
ZNF532,3715,4770,4092,3372,2944,3182
SCARF1,6,13,7,11,5,11
LMAN1,6454,7899,7121,7976,6863,6772
HACD3,6272,7728,6873,8211,6413,6559
IPCEF1,0,8,0,1,7,1
ZZEF1,2535,3281,2765,3628,3373,3041
NOX3,0,2,1,2,2,1
ENO1,137222,175092,156610,159376,125614,130154
SLC12A1,0,0,0,0,0,0
MYDGF,5939,7457,7007,8177,6560,7049
ANO8,1148,1395,1293,1513,1356,1380
TUBE1,567,602,571,993,843,912
ARHGEF10L,406,488,391,474,443,514
TXK,197,218,208,184,132,156
WSCD2,0,0,0,0,0,0
KCNQ2,15,22,17,2,0,5
TACR2,23,31,28,43,19,25
ACTR6,832,1131,1090,2001,1744,1869
TIPIN,985,1181,1089,1323,997,1308
SRI,4789,5850,5241,5621,4597,4812
EIF4G3,6067,7335,6258,8896,7158,7694
NUP37,1229,1495,1311,2883,2287,2423
SEMA3A,711,1191,834,1445,991,852
GTSE1,2316,2963,2491,3085,2469,2418
SEMA3C,1548,1733,1614,2294,2237,2204
TTC38,791,986,896,923,799,898
ACAT1,2609,3369,3172,4179,3672,3493
GRAMD4,1053,1370,1002,984,1026,1066
CELSR1,1582,1949,2082,2412,2070,1973
WNT8B,7,5,2,3,5,3
ZNF638,4614,5903,5575,4676,3872,4328
SLC25A40,871,1049,888,1112,961,999
TIMM21,1292,1578,1620,1730,1390,1449
ADD2,2798,3507,2931,2573,2118,2174
FGF4,0,0,0,0,0,0
RASAL2,2735,3407,2904,2518,1944,2001
VPS9D1,325,349,330,588,456,437
ZNF37A,811,1285,1354,986,1484,1200
MARK3,2557,3079,2564,3456,2968,3039
SLC25A3,14099,16999,16150,27620,22051,22548
FNDC3B,2541,2835,3030,3382,2759,2491
FOSL2,1231,1722,1279,944,783,696
CACNG5,0,0,0,0,0,0
CACNG4,2,2,1,0,0,2
FRYL,2452,3437,2664,3794,3311,3351
TMEM131,2206,2771,2457,2537,2005,1889
FSCN1,38814,49123,41314,41988,33313,35532
ACTB,131346,164851,140211,165605,126156,135230
MOCOS,3560,4192,3776,6034,5085,5048
PLD1,373,376,561,536,414,353
ATP12A,8,17,17,16,18,10
WDR62,1549,1944,1709,2189,1655,1617
DLG1,2210,2209,1963,2010,1549,1647
RAB7A,15816,19452,17903,22007,17190,18193
BCAP29,1268,1809,1456,2172,1649,1586
SEC31B,101,83,104,85,41,41
SART3,3576,4842,4132,7924,6680,6647
ARHGAP15,52,68,55,39,17,31
TUBA3D,3,4,6,7,4,2
PAX2,9,5,5,1,8,2
EXOSC7,1682,2154,1969,2116,1817,1762
KIFAP3,2510,2993,2561,3067,2509,2654
MKRN2,1743,2098,1980,2087,1655,1789
MCM6,5609,7096,6411,6758,5723,5671
REXO2,3477,4174,3832,4480,3752,3777
RBM7,1415,1627,1689,1835,1343,1416
RBMS2,718,1123,953,1557,1250,1304
BAZ2A,5185,7070,6285,11069,10318,9722
