gene_name,Jurkat_ctrl_repl.1,Jurkat_ctrl_repl.2,Jurkat_ctrl_repl.3,Jurkat_SIX6_KO_repl.1,Jurkat_SIX6_KO_repl.2,Jurkat_SIX6_KO_repl.3
NEXMIF,488,374,402,755,716,488
JKAMP,1637,1532,1660,2396,2043,1695
DKK3,11,18,9,11,6,13
ARHGEF5,0,0,0,0,0,0
NFE2L3,1638,1434,1680,1960,1709,1543
MCUR1,3957,3820,3892,5969,4283,4084
LIMA1,1843,1835,2001,2177,1739,1427
LETMD1,1268,1111,1196,2810,2355,1753
SLC4A8,563,738,759,1411,1349,1099
LAMC3,19,19,15,34,22,37
PTGER3,34,35,47,93,185,62
TNIP3,8,6,19,23,11,9
MAPK9,3308,3133,3293,5417,4105,3295
COL23A1,1,2,0,4,1,2
BCAR1,0,0,1,3,0,2
FAM160A2,867,794,832,1589,1274,1035
HERPUD1,3573,3273,3849,5345,4677,3903
HOMER3,726,743,737,1644,1374,1037
RAD51,1507,1345,1464,2273,1538,1564
POLQ,1997,1831,1871,1576,1137,1144
PIK3CB,1678,1557,1906,2462,1800,1612
CYBA,4407,4043,4084,4097,2929,2655
THOC3,3466,3376,3598,5720,4014,3696
HEBP2,1508,1410,1318,2273,1650,1247
MPHOSPH9,3349,2898,3748,4114,3262,3149
PLEKHA5,808,770,921,1093,1023,871
PRSS8,6,10,3,2,2,4
SIKE1,4513,4157,4518,8446,6971,5586
RRP12,2362,1989,2344,2787,2114,2421
FNIP2,1522,1493,1629,2111,1672,1427
MSMO1,2980,2802,2985,17412,18589,10151
TTC17,2040,1858,2327,4333,4135,2707
ALX4,3,0,0,4,4,2
FSTL4,0,5,1,5,0,3
FOXN3,5415,4887,5743,8013,7640,5398
METTL24,1,0,0,0,1,2
AKR7A2,1908,1935,2021,3479,2805,2224
MRTO4,3036,2843,3002,3368,2247,2868
NNAT,7,7,18,25,13,11
USE1,621,560,611,1033,878,693
MCF2L2,182,182,172,350,329,254
NRIP2,35,41,48,86,105,56
LAMA3,4,61,1,12,6,24
AP5M1,2065,2107,2100,2874,2694,2177
ANAPC4,1528,1266,1601,2160,1686,1541
KCNQ1,0,0,0,0,3,0
TRAPPC3,2540,2328,2447,3450,2769,2596
THRAP3,9180,8309,9603,10772,8942,8379
PHPT1,1287,1299,1394,1493,1046,1045
ENTPD2,0,0,0,0,0,0
LY75,12,8,21,20,25,29
ARID4B,2179,1990,2348,2933,2907,2123
OPN3,997,967,1102,1281,1198,909
SDCCAG8,198,248,209,450,526,385
PTPRN,16,7,2,3,3,23
KIF1B,2149,1673,2005,2866,2556,2151
FOXC1,135,128,123,112,112,64
TBC1D22A,960,899,916,1579,1349,1092
SYNE2,2145,1732,1697,2191,2474,1766
PLEKHH1,421,498,552,1145,1141,833
ATP9A,517,491,494,463,369,306
SPO11,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0
CHRDL2,0,0,0,0,0,0
FAM168A,2764,2634,2739,4415,4201,3424
RELT,1058,932,1005,1686,1304,1213
GALC,4,0,1,4,6,0
NOP58,5824,5541,6600,5848,3749,5017
SZRD1,5985,5744,5913,9690,7277,6623
KCNH2,2202,2139,2086,3276,3221,2386
CUL1,2536,2592,2596,3218,2671,2505
FAM114A2,963,971,948,1536,1147,1064
CYFIP2,10006,9269,10151,29846,31866,18961
TAB2,2225,2008,2131,3616,3433,2357
GINM1,821,809,927,1644,1323,1101
EIF2AK2,3244,2807,3679,2946,2435,2338
USP36,2275,2221,2412,3836,2720,2903
KMT2C,1876,1589,1661,2020,2433,1606
MCOLN3,3,5,9,6,6,5
CCDC85A,0,0,0,0,0,0
PUM2,6408,5838,6580,8914,7965,6798
MRPL43,1316,1128,1258,2378,1924,1533
ITIH4,83,55,54,82,61,55
ITIH1,3,0,2,0,1,0
HPF1,1409,1337,1493,2517,1935,1680
ZFR,3871,3736,4034,4936,3992,3976
ZNF280C,654,518,674,1033,806,589
NPFFR2,0,3,0,2,0,0
PHF21B,696,621,640,1470,1276,955
TRAF1,154,137,160,454,372,228
RC3H2,3655,3710,3784,5811,5013,3581
KIFC1,0,0,0,0,0,0
IL17RB,52,64,57,56,65,48
TRAF3IP2,264,247,271,478,297,409
GYG2,0,0,0,0,0,0
DCBLD2,997,858,947,1184,1186,956
SERPINB3,0,0,0,0,0,0
SOAT1,3517,3501,4053,4579,3832,3777
PKP2,0,0,2,0,0,0
MSH4,40,43,33,137,136,70
F7,0,0,0,0,0,0
GDI2,13988,13127,14947,16700,13666,13112
PRDM1,147,106,150,132,145,110
ATG5,1270,1182,1399,1690,1479,1162
TMCC3,139,133,160,53,76,57
PITHD1,2564,2389,2510,3117,2441,2281
MTA3,2114,2006,2204,3243,2916,2247
USP13,2113,1996,2046,3482,3175,2443
ATP11B,4518,4508,4659,8770,8936,5921
LAMC2,1,0,0,1,0,0
CDK14,7,12,14,19,9,11
SEC61A1,10010,9532,10365,12798,11152,10150
PPP1R12A,3339,3297,3398,5304,5216,4882
RASGRF1,0,0,0,1,7,1
CAMK2B,3,7,20,4,23,4
CROCC,2061,1900,1878,2848,2383,1954
POLR3E,2670,2709,2748,4240,3471,3288
ATP2B4,5708,4983,5952,9738,11081,7340
ZC3H11A,8410,7695,8543,13756,13004,9847
RIOK2,2176,2638,1564,2386,1333,1316
YIPF1,629,565,607,1065,1031,687
NDC1,4703,4115,5061,5338,4096,4144
DGKG,105,55,123,29,83,31
FLYWCH1,2122,1840,1909,2897,2230,1973
UNKL,1932,2032,2104,1857,1262,1093
TBXAS1,73,93,150,89,79,82
PARP12,1306,1156,1437,2584,2381,1734
ALDH18A1,6570,5995,6630,9863,7590,7819
TARBP1,5319,4529,5089,6631,5770,5085
GATB,1060,1036,936,1462,1056,998
MXD1,503,483,527,951,890,660
CDK17,1064,1155,1127,2407,2357,1480
DNAJC25,384,327,379,427,355,335
SLC2A3,530,577,598,1490,1527,901
PSD,475,433,427,1118,970,735
CTDP1,1475,1482,1639,2488,2170,1777
YBX3,8009,7796,8624,13608,10581,10444
STYK1,18,24,51,107,32,30
WNK1,9683,7618,8649,15596,15991,11597
RPS17P5,0,0,0,0,0,0
CCAR1,4120,3870,4417,4991,3730,3520
OGFR,3174,2913,3191,5843,4841,4187
GNA15,1997,1868,1860,4298,3842,2754
CREB3L3,18,22,24,3,4,2
PIGV,457,457,423,464,400,347
PTPRU,2608,2230,2255,3853,3152,2802
SNRNP40,3462,3264,3633,4306,3089,3131
RIMBP2,60,83,111,59,22,20
COL11A1,0,0,0,0,0,0
QSER1,1551,1339,1558,2489,1941,1507
MPC1,972,859,910,1779,1301,1201
ACAA1,2129,2010,2019,2774,2208,2211
BCAT1,11809,10154,10933,12592,10403,11499
HDAC7,3849,3583,3752,11402,10726,7596
LZTS1,2838,2761,2906,3244,2665,2429
PRDM6,0,1,0,4,3,6
WNT8A,0,0,0,0,0,0
SPAG4,36,26,45,81,147,94
NCKAP1,1549,1522,1723,2740,2354,1749
MRPS35,3200,2850,3360,4120,2963,3138
GUCY1B1,1880,1758,1922,2301,1879,1685
SFSWAP,2517,2223,2443,3964,3265,3078
TNK2,886,788,810,2761,2893,1823
MON2,1312,1242,1321,2142,1870,1451
CDH3,18,3,21,44,39,34
ARSF,0,0,0,0,0,0
GPBP1,4086,3779,4175,7062,6352,5191
DGAT2,717,708,724,1810,1324,1193
ZNF112,0,0,0,0,0,0
CS,7763,7048,8046,11827,10333,8918
LTK,5,4,2,3,14,6
MRPS24,2275,1885,1972,2867,2087,1928
ELMO2,1923,1909,1742,4864,4464,3488
WAPL,4831,4358,4958,6679,5407,4786
VMP1,2168,2078,2361,3366,2905,2271
APPBP2,1566,1479,1631,2653,3178,1704
POLD1,6077,5866,5997,9054,6962,6439
SEZ6,0,0,2,0,2,0
EIF4B,24029,23830,24237,39202,33830,27695
SLC6A16,2,9,35,39,48,11
BICRA,288,433,424,1137,1356,792
SPHK2,1056,921,870,1738,1351,1144
RPL18,18900,17483,19471,38884,33231,25107
CA11,428,440,352,335,244,184
ISOC2,1467,1379,1390,2723,2149,1978
U2AF2,10396,9519,10391,14120,11639,11616
EPN1,2478,2385,2405,4643,4075,3342
MED29,1343,1184,1335,2415,1915,1895
GSC2,3,0,0,0,0,0
ZNF275,1138,1083,1182,2653,2289,1786
MTMR1,2262,2009,2491,2830,2520,2055
GPC1,249,275,272,331,377,207
ADCK1,303,267,239,484,454,362
HAGH,2185,1999,2107,4919,4127,3109
RNF4,4452,4858,5201,5991,4952,4201
CASP8,1488,1421,1490,2466,1843,1768
LIMCH1,4,0,4,0,0,0
INTS13,3153,3002,3640,2415,1744,2095
TM7SF3,6022,5196,6304,6693,5305,4909
DLX3,167,147,146,396,380,277
SPA17,396,425,447,488,430,365
TSPAN32,10,9,18,23,43,23
CCN5,4,1,0,6,3,2
DMRT3,0,0,0,0,0,0
ST3GAL6,210,167,208,385,268,293
ATP2C2,1,1,10,0,4,6
NGFR,15,18,17,27,24,12
CDON,691,772,753,969,1001,842
TAF2,2016,2143,2394,3032,2405,2248
HIPK2,2774,2417,2398,3648,3144,2804
TNPO3,5075,4796,5338,7436,6085,5484
RFXANK,1756,1529,1728,2355,1650,1794
TMEM161A,1782,1778,1898,3542,2790,2390
LPAR2,239,157,196,366,419,292
CTSA,1703,1685,1967,3003,2594,2285
SUGP2,5091,4436,5524,8286,6991,5587
SLC12A2,2177,1852,2000,2549,2160,2270
SNX24,259,229,323,461,343,241
EYA2,0,2,0,0,0,0
CNN2,6783,6518,6987,12278,11204,8160
ABCA7,1374,1121,1335,1999,1868,1191
SNCAIP,0,1,0,3,1,0
DDX20,1033,868,1061,1470,1266,1010
BTBD1,4348,4167,4629,6195,5128,4606
FAR2,951,752,798,1140,1044,883
BCAS1,118,81,115,125,135,135
POU1F1,0,0,0,0,0,0
CHI3L2,20485,18958,20181,69264,79004,43570
SBNO2,1878,1682,1818,3783,3147,2479
PMS1,1528,1506,1844,1895,1695,1783
HMG20B,2692,2691,2671,5677,5182,3813
CALCRL,14,7,13,12,11,14
TAF11,1726,1717,1848,2759,2295,2058
ANKS1A,1369,1244,1361,2561,2215,1729
AP3D1,3872,3327,3487,6089,5592,4492
ZNF76,1269,1128,1128,2366,2138,1723
SLC9A3R2,1039,1095,1032,1756,1464,1274
NTHL1,1120,947,1018,1444,1007,1109
UHRF1BP1,1826,1584,1753,2142,1882,1521
GNAI3,4546,4284,4753,5165,4456,3809
IPO5,10780,9380,10844,13608,10484,11108
OAT,2549,2289,2555,2848,2498,2229
WDR3,3803,3120,3710,3927,3324,3352
PKN2,1125,1355,1333,1824,1864,1418
WDR18,2348,2144,2300,3745,2808,2668
TRAM2,3221,2873,3080,3912,3733,3109
NTN1,133,156,139,143,144,105
GLP2R,0,0,0,0,0,0
MCM10,3325,3726,2993,3263,2330,2340
DGKA,2378,2297,2485,5490,4818,4102
ERBB3,23,80,46,42,107,92
ROPN1,1,1,8,5,4,8
ANKRD44,130,150,203,360,311,149
KARS1,9177,8717,9349,11384,9178,8560
ADAT1,1031,867,1058,1578,1276,1159
PDIA5,893,945,988,1260,922,1047
TBC1D22B,1161,1054,1227,1830,1553,1287
NDUFB4,3978,3580,3977,4698,3861,3416
SPEN,6050,5170,5288,7738,6839,5769
MYLK,175,571,151,24,35,316
ZC3H15,4596,4235,4789,5120,3973,4059
MAP2K4,1067,1045,1131,1937,1406,1316
PACC1,1037,1045,1039,2511,1960,1778
SNAP91,2,4,4,5,0,0
SLK,3015,2953,3389,4209,3472,3119
CYB5R4,1526,1438,1843,2839,2168,1601
COL17A1,162,202,164,41,44,31
GSTO2,51,70,66,60,64,38
SEC61A2,354,334,412,837,553,465
PRKCQ,1312,1256,1313,2788,2539,1681
TLE2,1170,1257,1257,2087,2406,1451
ASB1,2446,2215,2313,4775,3890,3103
FAM107B,2642,2688,2978,178,188,139
ME1,1,1,0,1,1,1
TBC1D1,3387,3267,3658,6302,5278,4354
CDK13,2259,2120,2624,4213,3860,2917
MTHFD2,34223,31616,34570,41220,30610,29046
SLC9A7,2011,1892,1695,3617,2868,2228
FOXJ2,1550,1413,1535,2670,2485,1877
YBX1,48972,47684,51802,66744,49574,48537
PDE4A,1152,1069,1097,2404,1944,1773
PPP2R5A,2625,2501,2727,4492,4148,3177
CTNNA2,0,0,2,9,5,1
ELAVL1,8387,7563,8243,11911,8891,7847
TIE1,15,28,22,16,24,40
DIP2B,2614,2184,2501,3184,3209,2584
SMARCD1,5060,4541,5261,9405,7937,6904
KDM4A,2923,2815,2949,5472,5291,4149
NFYC,2093,2087,2116,3346,2666,2488
ZMYND12,2,1,1,10,0,1
SLC9A3,20,20,13,31,23,10
NGEF,4,1,0,3,15,4
ASPM,4656,4189,4905,6588,5917,3908
CD84,686,751,773,1915,2206,1248
ELOVL1,1568,1381,1651,2483,1927,1651
SPI1,2,4,1,2,1,0
POLR1H,1252,1098,1235,2245,1677,1485
MPPED2,93,99,115,7,11,16
CLDN18,0,0,0,0,0,0
ZBTB11,2634,2347,2760,3610,2941,2654
ATXN3,1663,1803,1756,2417,2435,1982
GOLGA5,920,798,969,1363,1494,929
FGFR2,2,3,1,2,0,2
LRRC40,1179,1089,1272,1986,1513,1332
ISOC1,2112,2035,2147,2770,2043,2023
EML1,31,32,44,8,18,13
TRMT11,1060,967,1057,1380,993,1020
THUMPD1,2485,2325,2761,3449,3076,2652
MSANTD3,938,873,871,1727,1316,1127
KIF26A,1457,1390,1372,2258,1668,1713
ATG2B,1179,779,1360,1799,1717,1439
ARFGEF1,2576,2235,2444,3773,2838,2089
ACSM2B,0,0,0,7,2,1
ZFAT,292,263,294,416,418,374
MTFR1,823,766,978,1349,1087,1184
STAG3,957,824,1080,1393,1528,1171
FECH,2932,3070,3349,4719,3791,3229
MYO9A,1084,882,1009,1451,1773,1087
DDX3Y,3169,3119,3633,5191,4375,3498
PFKP,6792,6284,6895,10183,7523,8068
IDI1,3834,3509,3977,11996,11582,7136
SP100,1085,1019,1227,1953,1557,1159
KLF6,677,670,775,1187,1033,771
PLPP1,796,714,803,1251,1137,829
NEO1,1622,1493,1628,2769,2907,2072
TRAM1,8340,7631,8513,11825,10054,8567
PHKA1,2124,2047,2152,2989,2598,2181
TNFRSF1A,2294,2019,2313,3953,3330,2600
CACNB1,542,545,540,1253,1353,777
EVI5,66,36,73,443,264,308
STOML1,300,234,226,479,393,329
PKM,33452,31240,34929,29946,22546,23449
DHX29,1573,1383,1553,1778,1462,1396
DNTTIP2,2747,2722,3150,3262,2376,2476
METTL22,778,758,825,1600,1405,1002
TP53BP1,1928,1776,2292,3062,2923,2301
TRO,1048,708,880,1984,2162,1455
RRP15,1684,1823,1643,1688,989,1716
RHOA,15852,15847,16743,24393,19894,17034
DHX8,2498,2341,2546,3677,3122,2349
PMS2P4,64,71,67,101,99,65
PRKCZ,135,121,140,119,73,103
ZFY,629,484,570,794,802,652
IARS2,6361,5634,6418,7095,5564,5343
SYT1,19,31,31,2,3,3
NAV3,28,16,19,19,36,21
IDH3G,1567,1467,1619,3209,2794,2247
ROGDI,603,539,555,1048,902,770
PDZD4,804,743,797,2041,1841,1350
ATP2B3,266,178,242,819,656,625
ROCK1,4860,4092,4993,7317,6648,5530
CBFB,6741,6651,6861,12816,10051,6973
PDK3,409,373,385,659,597,423
HYAL2,642,626,624,1115,1021,838
HDAC4,3310,2724,2584,4457,4668,3545
RASSF1,835,749,785,1412,1004,830
FGFR3,1434,1333,1522,228,236,197
IFI35,310,369,313,538,461,327
HEATR6,580,510,402,1035,936,650
COASY,3178,3145,3217,4398,3743,3333
PLEKHH3,470,395,473,601,620,481
MEF2A,2473,2503,2459,4511,3952,2932
OTUD5,2344,2320,2418,4135,3822,3017
TFE3,1099,1186,1234,2150,1943,1470
TBC1D25,647,625,736,1255,1080,971
ACSL4,300,232,335,804,607,369
INPP5A,725,665,753,898,687,626
GPKOW,1106,1029,1240,2204,1829,1469
GRIPAP1,2387,2203,2346,4300,3712,2782
FTSJ1,1913,1893,2044,3071,2331,2157
PRR11,1206,1289,1276,2409,1916,1606
REEP1,394,440,445,424,587,318
ATP11A,1239,1053,1296,2473,2281,1875
POLR1A,3002,3156,3653,2761,2865,3029
LAPTM4A,2268,2049,2216,3534,3109,2648
TTC7A,2176,2227,2436,3997,3581,2456
IP6K2,3093,2882,3391,5690,5471,4235
STON1-GTF2A1L,0,0,0,0,0,0
SRBD1,541,524,562,615,487,399
KIF2A,3438,3364,3810,5514,4978,4218
RASGRP2,1440,1273,1352,2292,2197,1671
PSME4,3472,2958,3394,3273,3033,2709
IFT80,984,1010,1074,1132,903,934
ERLEC1,1482,1550,1596,1986,1742,1424
PPP2R5B,494,428,428,982,880,598
PYGM,14,37,23,51,41,35
PAGE1,0,0,0,0,0,0
PITX1,580,615,595,1162,971,839
TRPC7,0,0,0,0,0,0
MAST4,260,124,200,469,488,361
ADGRF5,0,0,1,0,0,0
SDK2,2,0,1,0,6,0
ADAM7,0,0,0,0,0,0
NUP133,3934,3129,3398,5337,4498,3579
NUCKS1,22339,21330,23581,30056,25109,21895
VPS35,6373,5581,6721,6682,4875,4930
DNAJA2,2048,1985,1926,2531,2070,1909
BCL3,10,18,20,25,13,21
KCNAB2,16089,15211,15853,31128,25606,21456
ABCC9,141,142,183,262,209,168
GAL,0,0,0,0,0,0
CLEC2D,194,202,232,583,579,394
FUNDC1,372,419,448,517,458,383
MAOB,0,0,0,0,0,0
RORA,645,722,747,1032,1092,684
DRD4,1,1,0,0,0,7
TGFBR3,5,12,5,4,3,4
HES2,36,36,31,21,19,21
ATP1B3,5004,4526,5212,5817,4600,4483
NEDD4,2122,2051,2022,3129,3062,2216
PIGB,403,427,408,745,666,558
MAPK6,3744,3300,3908,5665,4605,3847
GNB5,2339,2140,2368,3855,3329,2664
RAB27A,2383,2204,2311,2849,2872,2000
HDHD5,3688,3598,3681,6196,4487,4405
UFD1,3025,3063,3023,3841,2769,3187
GUCY2C,0,0,0,0,0,0
PHRF1,2458,2201,2224,2792,2431,2171
ELP1,3965,3283,4003,5441,4197,3423
NUCB2,17652,16385,17896,19615,17027,13423
PFN2,3183,3031,3222,4054,3347,2798
PTPN3,633,764,718,749,784,709
SPTB,250,267,294,134,116,69
DAPP1,195,160,204,180,138,143
FGF10,0,0,0,0,0,0
SLC44A1,3824,3614,3743,3769,3530,2489
TMEM260,593,512,769,1227,1195,951
SMG6,1648,1656,1642,2512,2231,1913
EXOC5,4603,4431,5016,6598,5314,4779
CLTCL1,315,279,318,328,325,262
FGF22,23,20,12,16,10,15
FSTL3,238,238,210,331,318,228
DGCR2,2434,2062,2356,3284,2951,2434
RNF126,2408,2423,2504,4115,2903,2812
MNT,1277,1326,1263,2003,1532,1385
ZXDC,917,883,957,2071,1701,1253
JMJD6,844,897,1004,1242,1183,1028
POLB,1121,1041,1271,2055,1646,1435
ST6GALNAC1,50,38,28,31,21,44
WIPI1,157,148,173,622,674,290
FRMPD1,73,51,60,140,86,88
GBA2,1991,1678,1726,3466,3546,2707
NDST1,1873,1611,1547,3390,2810,2543
ASNS,3812,3532,4063,7337,5382,4992
AP3M2,1974,1932,2155,3547,3052,2532
CNGB1,0,0,0,0,0,0
ST6GALNAC2,10,4,10,12,6,3
CHAT,12,32,20,35,60,35
PABPC1,36434,36492,37512,84834,76572,54802
TESK2,358,310,475,861,681,582
CFAP20,2766,2667,2761,4879,3801,3413
CSNK2A2,5146,4754,5280,7485,6561,5414
PTPN21,3,7,6,7,6,5
EIF2B3,978,777,1031,1175,702,867
CAMK2A,0,0,0,0,0,0
TCOF1,6793,6377,6720,7945,6404,6762
CDC42,6913,6497,6903,8649,7365,6481
OSBPL3,1270,1114,1372,2416,2136,1789
EPHA8,0,0,0,2,1,0
SLC12A3,32,5,1,2,1,3
RAD18,2290,2015,2140,2461,1850,1728
ATP2B1,1476,1373,1494,2133,1480,1682
TRPM5,7,11,12,13,9,13
NCK2,1464,1487,1495,2838,2719,2039
MAP4K4,14920,14161,15049,20222,18628,15967
MGAT4A,5347,4466,5204,6107,5121,4209
RPL31,22890,20859,23137,52726,45833,35020
WDR1,22972,22034,23279,24401,21070,17486
SNX13,1378,1227,1838,2742,2039,1366
MS4A12,0,0,0,0,0,0
ARHGAP10,651,598,642,890,830,663
RPS6KA2,775,922,855,49,62,32
ING3,702,697,815,1073,927,740
VASH1,1243,1355,1386,2123,2008,1684
LMCD1,2,0,0,0,0,0
BUD23,4439,4045,4363,7086,4903,4982
SEL1L,3651,3564,3456,5827,6873,3816
TRIP13,3214,3131,3653,3416,2156,2381
ATP6AP1,2582,2399,2672,4532,4214,3152
TCF3,12133,11830,10747,21524,17983,15084
TRIB2,2598,2358,2747,8573,9171,6045
DAZAP1,9564,9067,9554,17080,12214,11345
MBD3,4683,4151,4555,7476,6039,5510
PRLH,0,0,0,0,0,0
HLTF,9377,8589,10405,12816,10396,8959
FAM50A,2129,1994,2166,2873,2184,1992
FAM3A,607,533,638,1278,1153,872
CPSF1,6763,5711,6347,11862,9653,8653
MYO3B,1,3,2,2,0,0
CYBRD1,1256,996,1179,2949,2699,1752
CDH19,0,0,0,0,0,0
PDCD2,3323,3281,3521,5234,3942,3652
SLC6A15,0,0,0,0,0,0
RDH11,4029,3872,4191,7505,7230,5170
PRKACA,2652,2711,2897,4700,4345,3186
ADGRL1,3379,2547,3186,5925,5608,4614
SPP2,4,1,7,0,3,8
ACTN1,5044,4586,5340,8114,7960,5974
ZFYVE26,1226,915,1040,1376,1109,961
RPS6KA6,1,1,1,3,5,0
EPN2,159,213,222,219,215,139
PTPN18,985,1159,938,2324,2037,1715
LIMS2,962,953,1022,1922,1592,1784
ASIC4,13,4,2,1,0,2
SPEG,829,788,786,1402,1415,937
LNX1,58,35,70,89,84,82
ALDH3A2,2404,1797,1864,2607,1696,1865
TFRC,15133,13684,15291,17259,13437,13843
SREBF1,8592,7645,9210,14083,11951,9779
TRPC5,0,0,1,1,0,0
AFF4,2815,2221,3082,4067,3698,2898
UBE2D1,931,989,1176,1628,1264,1291
MPP5,1470,1140,1148,1861,1596,1031
RHOBTB1,284,264,178,400,632,292
SMC1A,8820,7784,8361,10733,7667,7761
HSD17B10,3020,2766,2827,3828,2802,2822
MARK2,2772,2710,2917,5126,4555,3587
HMMR,2161,2227,2349,4652,3541,2994
CHFR,87,81,109,393,260,216
TRHDE,0,0,0,0,0,0
P4HA2,7,14,8,1,9,8
FCGR2B,0,2,0,0,1,2
NFATC3,5416,5008,5406,8589,7230,5816
TRNT1,1611,1443,1727,1940,1450,1506
ACADVL,9868,9254,10107,10915,8814,7552
STK10,1382,1033,1365,2799,2629,2133
FBXW11,2388,2281,2367,4037,3427,2907
ACAP1,5101,5122,5512,13233,12893,8399
CRMP1,0,0,1,5,11,3
EVC,0,0,0,0,0,0
DERL2,1330,1220,1136,1825,1637,1238
SIDT1,534,484,630,1002,946,736
NDE1,1846,1873,1903,3259,3089,1927
IRAG1,32,38,43,63,54,46
TMEM38A,135,108,117,225,201,192
AP1M1,2707,2731,2760,5265,4355,3596
PVR,636,598,632,968,688,631
XRCC1,1698,1490,1736,3425,3246,2211
SCARB1,2204,2064,2193,3430,2653,2646
CYP2W1,0,0,0,0,1,0
MCM2,10618,9951,10720,14120,9808,10233
MOV10L1,7,1,0,4,5,6
PANX2,62,64,77,12,8,5
SELENOO,881,816,891,1489,1074,929
TP63,0,0,0,0,0,0
ALPK1,135,87,100,65,78,93
LLGL2,403,412,393,576,559,378
PDE8A,860,725,952,1482,1225,1689
CLCN4,1,0,0,0,0,0
NLE1,1998,1637,1846,3872,3050,2579
SDHA,6152,5616,6006,7784,6430,5313
SMARCE1,6092,6230,6163,10275,8338,7303
FNDC8,23,12,11,13,14,18
GSDMB,689,480,600,1125,1202,875
KDM5A,3052,2278,2461,2766,2718,1800
ADAM11,204,185,200,129,144,168
PPP2R3A,50,38,46,47,46,46
FERMT2,1806,1662,1927,445,554,330
ABCB11,0,0,0,0,0,0
DHRS9,0,0,0,0,0,0
CD5L,1,2,3,1,0,1
PTGS2,0,0,0,0,0,0
IGF2BP2,17,10,3,6,2,3
MAP3K13,16,43,56,62,97,60
ST6GAL1,2423,2542,2722,5326,5091,4129
TBX21,186,165,154,118,73,101
FRY,115,111,242,10,3,8
PICALM,3826,3393,3946,5315,4875,3990
NSF,1304,1160,1386,1279,1412,1042
GLI2,0,0,0,0,0,0
CLASP1,1780,1653,1751,3139,3288,2073
MRPS34,3196,3124,3162,3897,2810,2823
NOTCH3,1775,1287,1664,1206,1275,829
CLNS1A,4966,4956,5007,6125,4881,4324
PPP2R2C,1,2,0,0,0,0
TEAD2,5,5,23,5,7,1
EED,1469,1436,1425,1638,1209,1283
CDHR2,2,9,12,15,28,23
SNCB,6,11,8,1,1,2
TSG101,1918,1598,1817,3964,3240,2570
NCBP3,3180,2974,3788,3870,4395,3076
ATP2A3,16058,14499,15690,29004,24024,18547
CA12,108,70,127,16,7,55
MGLL,813,534,1022,1219,1529,863
NTN4,27,28,81,28,106,64
BCS1L,1174,1075,1206,1440,1255,1203
NUAK1,0,2,0,0,0,1
DPP8,2776,2497,2549,4240,4082,3164
SLC24A1,354,508,440,549,451,293
ZNF532,2,7,7,4,4,4
SCARF1,188,181,194,67,57,42
LMAN1,8035,7035,7928,9606,8417,7223
HACD3,5396,4852,5520,8191,6373,5844
IPCEF1,46,76,61,99,106,57
ZZEF1,2088,1497,1586,2909,2666,1862
NOX3,0,0,0,0,0,0
ENO1,59518,54549,62019,47712,34470,39890
SLC12A1,0,2,0,0,2,2
MYDGF,2526,2386,2514,3440,2603,2433
ANO8,1060,971,1097,2549,2524,1653
TUBE1,2070,2337,2542,3499,2604,2373
ARHGEF10L,0,0,0,0,0,0
TXK,69,65,63,184,163,123
WSCD2,0,0,0,0,0,0
KCNQ2,141,49,125,26,0,27
TACR2,12,6,7,7,3,4
ACTR6,1356,1352,1589,2570,1793,1625
TIPIN,1130,974,1204,1399,933,1040
SRI,1744,1668,1980,2713,2106,1928
EIF4G3,4312,3950,4222,7021,5982,5212
NUP37,1538,1460,1718,1762,1338,1197
SEMA3A,0,0,0,0,0,0
GTSE1,2413,2211,2516,4300,3610,2923
SEMA3C,0,0,0,0,0,0
TTC38,53,14,33,105,93,27
ACAT1,3367,3457,3734,3955,2498,2997
GRAMD4,4700,4511,4592,11059,9411,6484
CELSR1,81,174,75,87,108,68
WNT8B,43,40,37,41,45,42
ZNF638,2713,2395,3044,3820,3234,2337
SLC25A40,1980,1960,2107,4467,3804,3135
TIMM21,1143,1143,1158,1261,962,886
ADD2,1255,989,1410,1150,1172,991
FGF4,0,0,0,0,0,0
RASAL2,13,12,23,25,20,21
VPS9D1,162,115,139,268,216,248
ZNF37A,1652,1706,1692,1842,2253,1904
MARK3,3113,2973,3056,4555,3790,3480
SLC25A3,12670,11707,13889,27339,23127,18725
FNDC3B,546,522,640,715,557,500
FOSL2,1115,1009,1047,1408,1215,1182
CACNG5,0,0,0,0,0,0
CACNG4,0,1,0,0,0,0
FRYL,3208,2430,2488,4055,4607,2934
TMEM131,2758,2135,2659,2761,2680,2416
FSCN1,1213,1143,1177,2379,2197,1763
ACTB,159309,148122,161564,189306,160280,154938
MOCOS,6,8,14,24,24,6
PLD1,170,194,172,0,1,0
ATP12A,10,27,20,44,30,20
WDR62,2408,2218,2538,3971,3095,2698
DLG1,3009,2794,3148,5439,4767,3931
RAB7A,7825,7561,8181,11386,9276,8302
BCAP29,1759,1596,1742,2534,2181,1953
SEC31B,2214,2142,2301,3042,3055,2399
SART3,3622,3358,3511,5077,3992,4076
ARHGAP15,2351,2330,2363,4305,3730,2727
TUBA3D,10,3,5,10,7,3
PAX2,0,0,0,0,0,0
EXOSC7,1754,1563,1688,2485,1736,1701
