gene_name,293T-1,293T-2,293T-3,YTHDF2_crispr-1,YTHDF2_crispr-2,YTHDF2_crispr-3
RASGRF1,0,0,0,0,0,0
CAMK2B,0,0,0,0,0,0
CROCC,0,0,0,0,0,0
POLR3E,4,7,7,34,12,6
ATP2B4,5,26,34,34,38,22
ZC3H11A,120,189,263,390,232,204
RIOK2,25,21,12,79,68,79
YIPF1,0,2,1,4,1,3
NDC1,43,60,71,186,172,151
DGKG,0,0,0,0,0,0
FLYWCH1,3,1,3,0,0,0
UNKL,10,11,12,20,10,14
TBXAS1,0,2,3,1,0,0
PARP12,0,0,0,0,0,0
ALDH18A1,33,35,45,68,53,59
TARBP1,26,37,44,68,57,33
GATB,2,6,3,2,13,12
MXD1,2,1,1,8,3,3
CDK17,39,99,81,76,73,45
DNAJC25,19,47,39,60,50,63
SLC2A3,3,13,10,27,23,16
PSD,0,0,0,0,0,0
CTDP1,3,1,4,8,3,4
YBX3,236,408,276,684,482,422
STYK1,0,1,3,5,0,1
WNK1,75,111,207,254,98,102
RPS17P5,0,0,0,0,0,0
CCAR1,126,164,128,152,162,168
OGFR,5,3,9,15,3,4
GNA15,0,0,0,0,0,0
CREB3L3,0,0,0,0,0,0
PIGV,2,4,3,4,7,2
PTPRU,4,6,6,17,2,9
SNRNP40,24,27,19,85,77,63
RIMBP2,0,0,0,0,0,0
COL11A1,0,0,0,0,0,0
QSER1,57,152,113,236,201,167
MPC1,5,4,9,19,7,13
ACAA1,1,3,3,12,5,2
BCAT1,295,269,251,371,273,262
HDAC7,4,7,8,6,6,7
LZTS1,0,0,3,0,1,0
PRDM6,13,38,20,12,15,15
WNT8A,0,0,0,0,0,0
SPAG4,0,0,0,0,0,0
NCKAP1,39,153,137,177,181,136
MRPS35,55,102,99,264,203,206
GUCY1B1,14,29,29,83,70,40
SFSWAP,11,23,20,23,13,11
TNK2,0,0,0,1,0,0
MON2,43,153,95,152,67,104
CDH3,0,0,0,0,1,0
ARSF,0,0,0,0,0,0
GPBP1,88,201,198,285,205,232
DGAT2,5,3,0,7,1,0
ZNF112,1,7,2,8,9,14
CS,23,39,62,113,80,98
LTK,0,0,0,0,0,0
MRPS24,19,16,0,33,16,0
ELMO2,1,5,7,9,1,9
WAPL,42,92,54,124,85,80
VMP1,24,22,23,123,54,73
APPBP2,48,90,48,154,124,133
POLD1,0,0,0,0,0,0
SEZ6,0,0,0,0,0,0
EIF4B,132,326,285,784,484,545
SLC6A16,0,4,0,0,2,2
BICRA,8,5,3,5,7,2
SPHK2,0,0,0,0,0,0
RPL18,3,6,4,5,15,1
CA11,1,4,9,8,1,0
ISOC2,0,0,0,0,0,0
U2AF2,6,4,1,18,8,15
EPN1,0,1,3,7,5,0
MED29,8,10,3,7,6,9
GSC2,0,0,0,0,0,0
ZNF275,2,2,4,7,5,11
MTMR1,30,57,44,121,54,48
GPC1,0,0,0,0,0,0
ADCK1,1,0,5,1,0,1
HAGH,0,1,1,0,0,0
RNF4,15,6,17,51,14,35
CASP8,3,2,4,7,3,1
LIMCH1,2,5,12,26,2,1
INTS13,19,39,50,70,52,69
TM7SF3,27,35,36,28,29,41
DLX3,1,1,4,3,0,1
SPA17,11,7,7,25,19,18
TSPAN32,0,0,0,0,0,0
CCN5,0,0,0,0,0,0
DMRT3,0,0,0,0,0,0
ST3GAL6,17,34,10,74,51,18
ATP2C2,0,0,0,0,0,0
NGFR,1,0,0,2,0,1
CDON,17,37,7,40,27,7
TAF2,40,44,77,111,95,76
HIPK2,51,59,54,102,57,70
TNPO3,38,59,62,66,49,60
RFXANK,0,0,0,0,0,0
TMEM161A,0,0,0,1,1,0
LPAR2,0,1,1,2,0,1
CTSA,1,3,1,12,8,12
SUGP2,56,30,32,35,21,32
SLC12A2,24,61,45,150,115,94
SNX24,6,40,3,18,22,9
EYA2,2,2,0,0,0,4
CNN2,2,1,0,3,3,0
ABCA7,0,0,0,0,0,0
SNCAIP,2,10,2,2,0,6
DDX20,10,47,46,186,137,42
BTBD1,89,177,143,435,365,333
FAR2,21,14,5,22,61,10
BCAS1,1,2,0,25,13,2
POU1F1,0,0,0,0,0,0
CHI3L2,0,0,0,0,0,0
SBNO2,0,0,0,0,0,0
PMS1,40,64,45,90,72,70
HMG20B,0,0,1,0,0,0
CALCRL,3,12,10,7,4,20
TAF11,14,21,19,61,44,37
ANKS1A,3,6,9,15,6,6
AP3D1,14,26,43,54,16,58
ZNF76,26,5,7,12,3,4
SLC9A3R2,0,2,2,2,3,2
NTHL1,0,0,1,4,5,1
UHRF1BP1,18,28,31,24,19,27
GNAI3,25,55,35,100,59,75
IPO5,108,322,235,499,424,374
OAT,91,241,272,585,443,467
WDR3,55,102,91,200,164,161
PKN2,87,191,137,271,219,335
WDR18,0,0,0,0,0,0
TRAM2,2,7,0,10,2,13
NTN1,15,27,16,22,11,23
GLP2R,0,0,0,0,0,0
MCM10,29,49,78,91,81,86
DGKA,1,1,0,0,0,0
ERBB3,0,1,4,3,3,2
ROPN1,0,0,0,0,0,0
ANKRD44,0,0,1,4,1,0
KARS1,0,0,0,0,0,1
ADAT1,0,1,0,0,0,2
PDIA5,2,4,5,5,2,4
TBC1D22B,9,14,8,11,11,16
NDUFB4,91,73,68,101,57,65
SPEN,15,36,25,47,53,33
MYLK,14,1,3,4,6,0
ZC3H15,108,173,216,444,310,239
MAP2K4,9,23,27,48,42,50
PACC1,17,32,18,36,34,22
SNAP91,7,9,8,14,19,21
SLK,51,98,93,188,178,165
CYB5R4,31,57,31,35,34,19
COL17A1,0,0,0,0,0,0
GSTO2,0,0,1,4,0,0
SEC61A2,6,1,5,5,12,7
PRKCQ,2,0,5,2,3,6
TLE2,0,0,0,0,0,0
ASB1,8,19,17,18,16,20
FAM107B,25,61,43,44,32,55
ME1,40,59,46,84,69,72
TBC1D1,3,18,1,23,28,14
CDK13,16,25,14,26,57,19
MTHFD2,562,594,576,1033,653,726
SLC9A7,14,28,17,41,40,12
FOXJ2,14,26,32,32,6,26
YBX1,131,371,319,651,456,472
PDE4A,0,1,4,6,5,5
PPP2R5A,29,27,22,85,67,57
CTNNA2,0,0,0,0,0,0
ELAVL1,33,48,29,238,110,143
TIE1,0,0,0,0,0,0
DIP2B,15,34,37,53,31,47
SMARCD1,6,12,5,14,10,15
KDM4A,9,9,4,15,18,13
NFYC,11,21,14,49,54,48
ZMYND12,0,0,0,0,0,0
SLC9A3,0,0,0,0,0,0
NGEF,0,0,2,0,1,0
ASPM,25,42,35,103,90,84
CD84,0,0,0,1,0,0
ELOVL1,0,3,0,1,0,0
SPI1,0,0,0,0,0,0
POLR1H,2,0,0,0,0,0
MPPED2,7,8,7,14,8,9
CLDN18,0,0,0,0,0,0
ZBTB11,58,124,102,97,83,77
ATXN3,32,33,87,165,56,83
GOLGA5,7,29,19,8,4,21
FGFR2,9,6,16,35,22,22
LRRC40,96,163,161,244,216,227
ISOC1,52,85,64,161,111,99
EML1,9,7,14,19,9,32
TRMT11,87,164,113,138,84,87
THUMPD1,38,42,44,84,61,58
MSANTD3,24,15,18,75,61,63
KIF26A,1,2,0,2,3,2
ATG2B,28,47,258,78,48,72
ARFGEF1,30,53,24,96,79,50
ACSM2B,0,0,0,0,0,0
ZFAT,1,0,0,1,0,0
MTFR1,81,117,116,257,159,148
STAG3,0,0,0,3,1,0
FECH,20,57,49,144,103,103
MYO9A,13,27,48,50,18,74
DDX3Y,5,4,6,12,6,8
PFKP,0,0,0,0,4,0
IDI1,36,154,116,206,123,159
SP100,24,8,15,6,7,21
KLF6,35,64,38,37,29,29
PLPP1,5,3,1,10,5,6
NEO1,30,23,10,51,21,36
TRAM1,84,161,113,258,227,198
PHKA1,11,16,18,44,24,30
TNFRSF1A,2,5,9,11,2,10
CACNB1,0,0,0,0,0,0
EVI5,15,37,37,64,36,29
STOML1,0,0,0,0,0,0
PKM,7,22,42,183,95,139
DHX29,7,57,17,102,58,71
DNTTIP2,9,23,27,106,70,73
METTL22,2,0,6,1,0,1
TP53BP1,2,11,16,25,21,39
TRO,0,0,0,0,0,0
RRP15,32,47,27,74,75,80
RHOA,310,363,356,662,491,495
DHX8,1,2,0,30,18,8
PMS2P4,2,0,0,0,0,0
PRKCZ,2,2,0,0,1,0
ZFY,0,3,1,11,11,12
IARS2,120,249,210,414,353,358
SYT1,5,13,10,17,20,16
NAV3,0,4,0,0,5,1
IDH3G,0,0,0,0,2,0
ROGDI,0,0,0,0,0,0
PDZD4,0,0,0,0,1,0
ATP2B3,0,0,4,0,0,0
ROCK1,53,98,131,151,92,81
CBFB,56,92,72,185,124,106
PDK3,0,2,0,8,2,3
HYAL2,2,0,2,0,1,1
HDAC4,6,3,9,6,0,3
RASSF1,4,7,2,1,6,1
FGFR3,11,29,36,36,29,46
IFI35,0,0,0,0,0,0
HEATR6,21,8,9,13,17,14
COASY,0,1,2,2,0,0
PLEKHH3,1,3,2,6,3,3
MEF2A,32,30,31,81,140,247
OTUD5,0,0,0,0,0,0
TFE3,9,13,2,20,6,6
TBC1D25,0,0,0,0,1,0
ACSL4,71,170,105,299,246,272
INPP5A,6,16,9,8,11,12
GPKOW,0,0,0,0,0,0
GRIPAP1,0,0,2,16,6,16
FTSJ1,1,4,0,10,0,4
PRR11,4,15,12,36,14,13
REEP1,7,6,4,15,10,14
ATP11A,8,10,16,42,11,19
POLR1A,2,30,20,59,2,30
LAPTM4A,100,130,93,190,152,151
TTC7A,4,9,15,16,2,5
IP6K2,18,73,60,83,32,37
STON1-GTF2A1L,0,0,0,1,0,1
SRBD1,12,19,21,19,19,16
KIF2A,11,45,24,92,67,52
RASGRP2,0,0,0,0,0,0
PSME4,68,95,60,116,72,75
IFT80,23,72,38,44,75,35
ERLEC1,37,44,47,90,71,78
PPP2R5B,0,1,1,0,0,1
PYGM,0,0,0,0,0,0
PAGE1,0,0,0,0,0,0
PITX1,0,0,0,0,0,0
TRPC7,0,0,0,0,0,0
MAST4,4,3,4,17,8,19
ADGRF5,0,0,0,0,0,0
SDK2,8,10,15,15,13,12
ADAM7,0,0,0,0,0,0
NUP133,36,137,92,149,150,127
NUCKS1,511,509,429,852,603,591
VPS35,31,99,91,350,135,120
DNAJA2,96,132,130,348,218,184
BCL3,0,0,0,0,3,0
KCNAB2,0,0,0,0,0,0
ABCC9,0,0,3,1,0,0
GAL,4,5,1,28,9,13
CLEC2D,1,29,10,11,30,8
FUNDC1,42,40,29,106,64,89
MAOB,0,0,0,0,0,1
RORA,6,14,9,28,8,34
DRD4,0,0,0,0,0,0
TGFBR3,19,32,18,47,52,26
HES2,0,0,0,0,0,0
ATP1B3,86,82,133,167,81,90
NEDD4,21,28,25,39,13,17
PIGB,4,7,2,7,0,5
MAPK6,49,61,61,64,61,45
GNB5,6,4,9,13,4,5
RAB27A,19,7,17,39,17,34
HDHD5,7,10,5,7,12,15
UFD1,7,16,32,27,38,26
GUCY2C,0,0,0,0,0,0
PHRF1,0,0,0,0,0,0
ELP1,9,24,23,39,26,50
NUCB2,76,148,90,137,109,120
PFN2,57,116,65,266,204,191
PTPN3,14,23,18,25,39,26
SPTB,0,1,0,0,1,0
DAPP1,0,0,0,9,8,0
FGF10,0,0,0,0,0,0
SLC44A1,58,128,96,177,136,114
TMEM260,8,9,6,18,6,14
SMG6,2,3,4,3,2,8
EXOC5,50,116,98,297,245,237
CLTCL1,1,0,5,1,0,0
FGF22,0,0,0,0,0,0
FSTL3,0,0,0,0,0,0
DGCR2,10,10,14,14,6,18
RNF126,8,16,15,28,23,30
MNT,0,0,1,7,4,0
ZXDC,0,8,5,6,7,4
JMJD6,2,17,4,29,36,22
POLB,17,20,26,61,43,67
ST6GALNAC1,0,0,0,0,0,0
WIPI1,2,0,0,3,6,0
FRMPD1,0,0,1,0,0,0
GBA2,2,1,2,7,5,4
NDST1,2,4,0,2,3,3
ASNS,239,295,185,133,117,168
AP3M2,9,31,11,109,30,53
CNGB1,0,0,0,0,0,0
ST6GALNAC2,0,0,0,0,0,0
CHAT,0,0,0,0,0,0
PABPC1,647,952,814,1503,1044,1204
TESK2,0,1,0,1,7,6
CFAP20,5,5,2,3,2,4
CSNK2A2,29,22,28,82,69,54
PTPN21,4,5,2,21,3,3
EIF2B3,3,1,3,15,12,10
CAMK2A,0,0,0,0,0,0
TCOF1,39,45,35,56,56,56
CDC42,36,99,94,154,92,126
OSBPL3,17,37,28,58,36,34
EPHA8,0,0,0,0,1,0
SLC12A3,0,0,0,0,0,0
RAD18,8,25,69,34,28,86
ATP2B1,52,100,105,177,89,143
TRPM5,0,0,0,0,0,0
NCK2,9,12,6,39,31,14
MAP4K4,32,40,38,102,74,69
MGAT4A,36,35,5,39,7,14
RPL31,36,64,56,108,73,78
WDR1,17,28,26,55,35,35
SNX13,19,101,64,97,75,58
MS4A12,0,0,0,0,0,0
ARHGAP10,0,11,0,19,9,3
RPS6KA2,7,3,5,17,10,8
ING3,25,26,19,51,41,36
VASH1,5,9,7,19,13,13
LMCD1,0,0,0,4,2,0
BUD23,32,54,50,113,82,112
SEL1L,77,84,52,92,75,88
TRIP13,34,35,38,87,60,67
ATP6AP1,2,2,5,6,3,8
TCF3,29,37,30,48,18,30
TRIB2,1,3,9,11,5,18
DAZAP1,58,72,72,125,58,60
MBD3,0,0,0,1,0,3
PRLH,0,0,0,0,0,0
HLTF,163,416,391,495,330,316
FAM50A,17,7,7,18,24,16
FAM3A,0,0,0,0,0,0
CPSF1,0,0,0,0,0,0
MYO3B,0,0,0,0,0,0
CYBRD1,0,3,13,3,4,8
CDH19,0,0,0,0,1,0
PDCD2,74,107,140,291,246,257
SLC6A15,60,120,94,280,281,305
RDH11,109,150,99,306,185,200
PRKACA,8,7,10,9,11,4
ADGRL1,6,5,3,34,6,8
SPP2,1,0,0,0,0,0
ACTN1,51,89,81,176,142,93
ZFYVE26,14,11,1,12,2,9
RPS6KA6,7,54,26,89,86,111
EPN2,6,29,15,44,32,22
PTPN18,1,0,0,3,0,3
LIMS2,0,0,0,0,0,0
ASIC4,0,0,0,0,0,0
SPEG,0,1,0,1,0,0
LNX1,0,0,0,0,0,0
ALDH3A2,16,57,40,135,55,98
TFRC,49,80,46,217,154,188
SREBF1,1,11,3,3,1,0
TRPC5,0,0,0,0,0,0
AFF4,103,198,220,234,161,215
UBE2D1,43,59,71,137,103,122
MPP5,43,55,40,87,80,80
RHOBTB1,6,27,9,21,10,15
SMC1A,125,160,136,377,281,352
HSD17B10,0,0,0,0,0,0
MARK2,1,5,10,5,16,43
HMMR,28,80,118,107,122,109
CHFR,11,30,27,36,12,31
TRHDE,1,0,2,4,5,1
P4HA2,5,23,17,47,23,28
FCGR2B,0,0,0,0,0,0
NFATC3,17,28,13,70,28,33
TRNT1,11,33,13,40,53,57
ACADVL,0,2,2,2,4,1
STK10,0,0,5,0,0,5
FBXW11,102,99,71,248,170,218
ACAP1,0,0,0,0,0,0
CRMP1,0,0,0,0,0,0
EVC,1,0,2,1,7,2
DERL2,2,11,4,22,7,4
SIDT1,0,0,0,0,0,0
NDE1,3,2,2,3,1,6
IRAG1,0,0,0,0,0,0
TMEM38A,0,0,1,3,6,1
AP1M1,27,41,29,62,139,26
PVR,3,2,1,0,0,2
XRCC1,0,2,0,0,0,0
SCARB1,6,11,4,17,11,16
CYP2W1,0,0,0,0,0,0
MCM2,5,8,14,32,3,17
MOV10L1,0,0,0,0,0,0
PANX2,1,2,4,1,1,6
SELENOO,0,0,0,0,0,0
TP63,0,0,0,0,0,0
ALPK1,8,5,18,6,16,3
LLGL2,2,0,0,1,0,0
PDE8A,5,31,45,29,18,13
CLCN4,0,0,0,0,0,1
NLE1,0,2,7,5,8,7
SDHA,16,16,16,22,17,20
SMARCE1,46,45,42,80,45,70
FNDC8,0,0,0,0,0,0
GSDMB,0,5,3,3,13,2
KDM5A,4,51,26,82,23,32
ADAM11,0,0,1,0,0,0
PPP2R3A,4,10,8,14,9,7
FERMT2,23,14,23,95,25,25
ABCB11,0,0,0,0,0,0
DHRS9,0,0,0,0,0,0
CD5L,0,0,0,0,0,0
PTGS2,3,7,5,9,8,4
IGF2BP2,40,59,40,38,25,36
MAP3K13,23,63,36,61,50,52
ST6GAL1,4,5,10,23,10,7
TBX21,0,0,0,0,0,0
FRY,3,0,12,7,1,2
PICALM,39,67,82,145,191,155
NSF,5,10,5,26,17,29
GLI2,5,0,2,7,5,5
CLASP1,16,30,20,34,15,13
MRPS34,0,0,0,0,0,0
NOTCH3,6,7,0,6,2,5
CLNS1A,80,164,143,352,255,281
PPP2R2C,1,2,1,19,4,10
TEAD2,0,0,0,0,0,1
EED,36,45,34,102,60,70
CDHR2,0,0,0,0,0,0
SNCB,0,0,0,0,0,0
TSG101,9,13,5,21,51,32
NCBP3,10,30,29,79,71,57
ATP2A3,0,0,0,1,0,0
CA12,20,18,3,33,14,13
MGLL,2,2,2,4,1,1
NTN4,1,1,2,4,2,4
BCS1L,3,4,3,7,7,5
NUAK1,2,16,6,11,19,7
DPP8,17,34,52,63,51,36
SLC24A1,1,2,2,28,5,10
ZNF532,6,12,7,24,21,14
SCARF1,2,0,0,0,0,0
LMAN1,187,350,313,336,407,284
HACD3,5,37,22,76,91,55
IPCEF1,0,0,3,1,0,2
ZZEF1,14,3,4,8,6,6
NOX3,0,0,0,0,0,0
ENO1,3,10,14,92,35,37
SLC12A1,0,0,0,0,0,0
MYDGF,8,6,8,6,10,7
ANO8,1,1,2,0,2,2
TUBE1,71,187,114,127,120,125
ARHGEF10L,4,7,7,7,3,2
TXK,0,0,0,1,0,0
WSCD2,0,0,0,0,0,0
KCNQ2,0,0,0,0,0,0
TACR2,0,0,0,0,0,0
ACTR6,101,219,159,441,336,321
TIPIN,30,38,13,37,25,33
SRI,26,47,50,131,62,72
EIF4G3,82,154,102,107,79,73
NUP37,29,52,17,83,50,37
SEMA3A,5,8,1,19,4,6
GTSE1,25,38,22,57,41,23
SEMA3C,13,6,7,18,14,15
TTC38,1,2,2,0,4,2
ACAT1,29,144,56,186,191,155
GRAMD4,10,1,7,14,8,19
CELSR1,16,40,7,9,6,7
WNT8B,1,1,1,2,5,0
ZNF638,161,224,190,224,136,115
SLC25A40,20,74,7,51,42,29
TIMM21,26,46,21,65,31,84
ADD2,15,25,34,27,15,24
FGF4,0,0,0,0,0,0
RASAL2,29,15,7,33,8,29
VPS9D1,0,0,0,0,0,0
ZNF37A,8,57,34,57,28,33
MARK3,28,75,44,193,131,148
SLC25A3,17,42,27,47,24,54
FNDC3B,17,26,50,11,9,21
FOSL2,4,2,2,3,1,1
CACNG5,0,0,0,0,0,0
CACNG4,0,0,0,0,0,0
FRYL,15,25,21,43,25,20
TMEM131,6,26,13,66,68,49
FSCN1,8,32,24,40,47,47
ACTB,265,471,402,1413,1061,1006
MOCOS,2,14,14,60,30,6
PLD1,11,10,2,9,3,8
ATP12A,0,0,0,1,0,0
WDR62,0,0,1,0,7,0
DLG1,18,38,33,39,25,19
RAB7A,31,28,21,61,45,46
BCAP29,16,49,23,116,40,60
SEC31B,0,3,9,3,3,1
SART3,4,10,7,17,5,15
ARHGAP15,0,2,3,0,3,1
TUBA3D,0,0,0,0,0,0
PAX2,11,0,1,0,1,6
EXOSC7,11,32,16,35,6,19
KIFAP3,13,12,12,28,22,38
MKRN2,50,90,62,81,62,52
MCM6,16,88,38,194,100,110
REXO2,39,63,47,132,81,66
RBM7,24,48,47,133,114,100
RBMS2,2,11,13,19,9,13
BAZ2A,55,62,62,183,59,82
PTPN23,0,0,0,0,0,0
MLH1,0,0,0,0,0,0
UNG,24,31,40,37,33,27
FMO4,1,2,1,4,0,1
KLHL20,0,2,6,10,5,2
RGS11,0,0,0,0,0,0
SLC46A1,0,1,1,3,11,1
PLXNA2,8,0,3,2,0,3
SPAG5,6,13,17,39,11,25
ANKRD13A,4,16,21,25,18,28
TPD52,37,80,69,116,82,96
ACACB,1,1,0,4,10,9
TRAF4,2,0,0,5,4,4
PAG1,29,45,30,44,30,25
GPATCH1,0,2,3,11,15,8
ICAM3,0,0,0,0,0,0
NT5C2,16,14,18,35,18,29
MCAM,4,11,3,30,3,4
GPC4,23,45,19,54,46,29
MBNL3,34,62,57,132,95,76
CAMSAP3,1,0,0,0,0,0
RAP1GAP,0,2,1,27,2,1
XAB2,0,0,0,0,0,0
ARHGEF1,4,1,2,7,4,4
STXBP2,5,3,5,0,10,8
MAP2K7,1,5,3,5,2,4
NMRK2,0,0,0,0,0,0
CTTNBP2,12,6,11,14,9,6
ACTL6B,0,0,0,0,0,0
RARB,6,11,6,12,5,6
TOP2B,73,223,190,434,262,271
TM9SF3,154,235,268,1321,1012,1103
NFKB2,1,7,4,8,6,1
UBE2T,46,34,35,78,38,49
PPP1R12B,8,25,17,7,10,7
DNAJC10,120,106,126,376,250,315
GTF3C1,32,21,36,6,11,28
IL4R,3,0,0,6,1,3
USP33,111,216,165,234,176,163
PAK3,1,1,3,4,4,10
CAPN6,0,0,0,0,0,0
DCX,0,0,0,0,0,0
SNRPA,0,1,0,0,0,0
SPAG6,0,0,0,0,0,0
EXOSC5,0,0,0,0,0,0
DYNC1I2,36,101,64,167,79,72
APBB1IP,0,0,0,0,0,0
LRCH4,0,7,8,8,3,4
FAM76B,39,92,52,109,62,108
SIRT6,0,0,0,0,0,0
TYR,0,0,0,0,0,0
POLD3,15,44,32,77,58,39
ACTN2,1,9,16,8,4,26
CAPZB,68,70,48,76,51,52
GPR137B,1,4,4,23,2,33
NAALAD2,0,12,7,33,26,13
JADE1,1603,2295,1658,1982,2415,1343
SLC25A43,0,0,0,0,0,0
UBE2A,67,94,60,203,142,173
FGFR1,21,11,9,14,20,18
FKBP6,0,0,0,0,0,0
SMC1B,5,3,0,0,0,0
FBLN1,9,7,6,3,6,12
ITGA8,3,1,5,1,4,6
CST7,0,0,0,0,0,0
MAP2,0,1,0,1,3,0
PIAS2,32,106,52,124,111,108
AMPH,1,5,3,8,4,0
ARAF,3,6,5,8,5,13
MCCC1,3,10,15,14,18,7
LAMP3,1,1,0,5,1,1
FAP,0,0,0,0,0,0
NEBL,8,70,21,31,28,26
ACER3,1,16,10,10,84,14
UBE2K,106,126,131,242,213,171
PIK3C3,15,12,45,153,116,122
N4BP2,26,34,25,52,34,33
TIGAR,2,5,6,21,7,12
TULP3,4,10,6,21,10,17
SYNJ2,13,13,8,22,20,11
ADCY2,0,2,0,0,0,0
PPP2R5C,82,170,115,269,177,218
PMS2P1,0,0,0,0,0,0
RBFOX1,0,0,0,0,0,0
GNB1,97,104,83,194,125,129
HOXA9,126,132,97,316,278,249
EDN1,0,0,2,0,0,0
MLLT10,33,85,44,64,66,48
ZCWPW1,0,2,1,2,1,2
ADCYAP1R1,1,6,7,14,5,5
FGF20,0,0,0,0,0,0
P2RY10,0,0,0,0,0,0
ITM2A,0,0,0,0,0,0
NRDC,48,50,74,233,138,88
VDAC3,8,30,22,112,105,72
PCM1,39,95,69,139,76,67
TNRC6C,22,23,15,42,27,15
CBFA2T2,0,32,2,8,2,2
BRINP1,0,0,0,0,0,0
ITCH,40,56,57,121,66,89
PKD2L2,0,0,0,0,0,0
TP53INP2,2,2,4,15,7,3
SDF4,2,1,1,2,1,10
MYH7B,0,0,0,0,0,1
BPIFB2,0,0,0,0,0,0
TP73,1,6,0,0,0,8
TOLLIP,4,0,4,5,5,0
UBE2D4,4,2,0,2,6,7
CLUL1,1,0,0,0,0,0
RUNX1T1,0,2,2,1,1,4
CDH17,0,0,0,0,0,0
THOC1,8,37,71,43,34,61
FKBP7,14,2,8,14,10,21
OSBPL6,4,27,23,15,24,35
SLC1A3,16,35,20,53,72,60
XRCC5,85,307,157,404,301,280
LXN,0,0,0,0,0,0
SP140,0,0,0,0,0,0
MKNK1,1,2,2,10,5,9
TNS1,0,2,17,3,8,1
REXO1,3,5,4,5,3,2
SAR1A,36,53,51,78,69,76
CDC14A,51,70,70,148,135,115
RAPGEF3,2,0,0,0,0,0
CEACAM1,0,0,0,0,0,0
SENP1,7,19,13,69,55,29
DUSP13,0,0,0,0,0,0
CIC,0,0,0,4,1,3
LIPE,0,0,0,0,0,0
FDFT1,14,33,28,177,58,119
PAFAH1B3,0,0,0,0,0,0
OPHN1,3,5,3,15,5,13
AFM,0,0,0,0,0,0
KIF22,0,1,7,3,0,0
SCGN,0,0,0,0,0,0
CARMIL1,1,10,8,9,9,15
PGM1,0,0,1,5,9,1
DDX1,17,61,42,246,139,132
DNM2,0,5,0,9,9,3
EPB41L2,41,16,22,98,79,70
RIMS1,0,1,0,2,0,0
MOXD1,15,15,14,67,51,43
STX7,66,137,42,175,109,98
RABL2B,9,7,2,9,19,12
KEAP1,0,0,0,0,1,5
DDX43,0,0,0,0,0,0
PTPRH,0,0,0,0,0,0
DCT,4,4,5,39,37,20
SLC35C2,0,0,4,0,0,0
CRYBG3,5,15,10,44,10,25
EPHA6,0,0,0,0,4,0
SCTR,0,0,0,0,0,0
RFX3,24,12,14,17,31,20
RIF1,103,182,172,348,244,230
RAB21,149,122,49,194,250,171
SLC4A4,1,3,8,8,3,6
SMARCA2,9,11,24,48,19,27
RDH8,0,0,0,0,0,0
SESN1,31,9,20,60,42,37
MID2,0,4,3,16,5,6
DNAAF6,0,0,1,1,0,0
COL5A3,0,0,0,0,0,0
SRCAP,9,11,16,21,16,11
PUM3,2,27,17,73,39,38
CPB2,0,0,0,0,0,0
CHRNA3,1,0,1,13,5,5
KCNN2,0,0,0,0,0,0
CNOT4,13,51,24,33,32,14
PSEN1,2,11,2,38,5,25
CPOX,32,58,44,113,105,93
CLDND1,23,39,31,58,27,51
MOK,0,1,3,3,1,7
HSP90AA1,131,559,422,2095,1403,1505
RBL1,23,48,42,60,38,60
DLGAP4,0,0,1,2,1,1
IGSF9B,0,0,0,0,0,0
CFHR2,0,0,0,0,0,0
CROCCP3,0,0,4,2,0,1
NDC80,60,80,69,117,57,52
AP4E1,10,20,18,62,23,30
RSBN1,18,50,69,94,70,55
MAGI3,6,6,15,61,24,9
CXCL2,0,1,0,1,0,0
AFP,0,0,0,0,0,0
COL4A4,1,8,0,2,1,4
TCF7,5,2,1,2,2,2
OSTM1,17,12,18,27,22,16
CDH7,1,0,14,3,1,2
IMPG2,0,2,1,1,1,0
PCNP,129,161,147,319,249,226
EXD2,12,24,7,40,22,11
ARG2,15,7,8,20,11,18
MEF2C,8,16,11,23,6,35
PTPRC,0,0,0,0,0,0
CACNA1S,0,0,0,0,0,0
PKP1,0,0,0,0,0,0
UBA5,47,93,62,153,82,128
STK17B,13,59,36,91,53,55
CDC14B,36,46,50,61,59,64
ZNF510,1,5,3,14,9,7
LRP2,3,2,6,9,18,29
ZNF506,3,0,8,13,1,2
JMJD4,0,0,0,0,0,0
DUSP12,12,13,11,13,19,22
AACS,5,8,7,29,31,11
DELE1,7,12,23,44,52,39
SLC13A1,0,0,0,0,0,0
CADPS2,1,10,8,18,11,12
PCDHB4,0,0,0,0,0,0
PCDHA6,0,0,0,0,0,0
PCDHGA2,0,0,0,0,0,0
HSPB11,12,14,16,25,21,19
PHLPP1,10,12,15,47,27,29
ATP8B1,0,0,0,0,3,0
IL12RB2,0,0,0,0,0,0
SMARCD3,2,0,1,6,2,5
WDR70,18,13,11,34,37,29
FYB1,0,0,0,0,0,0
MPP4,0,0,0,0,0,0
STRADB,5,15,3,23,13,31
BZW1,254,468,391,1165,984,1009
PGR,0,0,0,1,0,0
C1QTNF3,0,0,0,0,0,1
ME2,59,75,90,186,135,106
C5orf22,33,50,34,82,68,96
CCNT2,54,159,174,136,155,119
FAM135A,49,51,51,106,87,76
COL19A1,0,0,9,2,0,0
EPB41L3,18,20,10,21,20,25
COBLL1,8,30,23,70,42,26
DLG3,2,6,14,20,21,10
KCNK2,0,0,0,0,0,0
TRAF5,8,18,21,37,20,15
