gene_name,5377-sg_Control,5377-sg_PAK4,5391-sg_Control,5391-sg_PAK4,5465-sg_Control,5465-sg_PAK4
ENTPD2,0,0,0,0,0,0
LY75,245,380,385,418,599,213
ARID4B,1021,1245,1026,1523,1974,505
OPN3,334,178,163,128,134,90
SDCCAG8,195,211,430,469,539,122
PTPRN,473,405,1,0,0,9
KIF1B,3022,3122,2880,4026,2191,1018
FOXC1,158,123,519,595,2298,632
TBC1D22A,235,169,526,637,641,281
SYNE2,2220,2095,1479,1599,2709,628
PLEKHH1,132,128,139,87,166,81
ATP9A,2183,1372,1003,1228,1184,402
SPO11,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0
CHRDL2,0,0,0,0,0,0
FAM168A,1561,968,1177,1185,1573,794
RELT,316,373,224,301,44,24
GALC,337,370,340,317,473,231
NOP58,2057,1630,1287,1485,707,242
SZRD1,2793,2433,1727,1543,1649,603
KCNH2,222,175,1,0,0,0
CUL1,3937,3315,1877,2247,1048,450
FAM114A2,485,618,701,585,570,239
CYFIP2,9,9,198,261,156,67
TAB2,2679,2707,1600,2144,1036,675
GINM1,887,617,945,594,1738,452
EIF2AK2,5154,4359,5373,6457,2571,3661
USP36,1235,1272,2461,2638,457,245
KMT2C,7665,5847,2862,2476,3683,1332
MCOLN3,10,17,33,52,191,26
CCDC85A,4,0,0,0,1,0
PUM2,2767,2571,1869,1926,1994,921
MRPL43,315,289,508,422,376,151
ITIH4,2,21,13,5,22,20
ITIH1,0,0,0,1,0,0
HPF1,459,402,263,289,249,102
ZFR,2664,3149,2422,3549,2090,900
ZNF280C,358,267,386,423,147,88
NPFFR2,3,1,0,0,0,1
PHF21B,2,4,0,0,0,0
TRAF1,248,1661,1624,2687,32,48
RC3H2,3758,4252,3198,4666,3579,998
KIFC1,0,0,0,0,0,0
IL17RB,0,0,0,0,0,0
TRAF3IP2,311,471,256,261,233,138
GYG2,102,59,7,19,136,38
DCBLD2,37872,28258,20278,20706,9563,4664
SERPINB3,17,12,0,0,5,4
SOAT1,2004,1965,1695,1699,965,410
PKP2,104,51,16,5,8,1
MSH4,2,4,6,15,2,0
F7,0,0,6,5,0,0
GDI2,3318,2732,3851,7077,4002,1481
PRDM1,22,70,75,151,123,92
ATG5,1437,1486,1044,1067,588,260
TMCC3,200,324,153,216,11,1
PITHD1,883,606,783,794,484,103
MTA3,784,636,563,514,498,206
USP13,2495,2325,1029,1117,2359,654
ATP11B,2465,2829,1655,1523,2000,590
LAMC2,144,72,943,1785,152,131
CDK14,3743,3322,452,661,1568,355
SEC61A1,7091,7270,8760,9140,6577,2427
PPP1R12A,4123,3226,2625,2762,3661,1440
RASGRF1,88,28,1,33,0,0
CAMK2B,29,1,79,47,1,0
CROCC,403,308,247,214,312,87
POLR3E,987,732,185,482,346,162
ATP2B4,3612,2087,3537,3873,2993,1782
ZC3H11A,4314,4027,3612,3625,5614,1666
RIOK2,693,576,675,625,627,218
YIPF1,223,287,364,409,264,115
NDC1,2063,1511,634,1110,289,302
DGKG,309,249,326,418,12,53
FLYWCH1,1009,780,1692,1909,666,278
UNKL,312,544,290,198,264,174
TBXAS1,503,323,70,123,52,17
PARP12,989,1252,1228,1503,422,554
ALDH18A1,1201,841,1950,1986,1842,795
TARBP1,644,698,605,525,1161,303
GATB,532,441,281,284,182,94
MXD1,88,299,965,1196,254,100
CDK17,2063,1735,3334,3559,1002,525
DNAJC25,309,312,410,397,130,63
SLC2A3,883,647,1441,1593,1741,1248
PSD,3,12,6,6,29,3
CTDP1,426,420,398,446,324,82
YBX3,1338,2431,2876,3445,1590,797
STYK1,15,8,63,42,15,4
WNK1,6823,6311,5116,4697,7170,2414
RPS17P5,0,0,0,0,0,0
CCAR1,903,1347,1448,927,1317,393
OGFR,862,880,796,874,458,327
GNA15,14,10,0,0,10,1
CREB3L3,1,0,0,1,0,2
PIGV,136,325,231,237,132,140
PTPRU,105,120,273,340,345,274
SNRNP40,1454,1164,727,726,455,154
RIMBP2,1,2,0,0,0,0
COL11A1,1873,1877,34,34,9133,1645
QSER1,3798,2673,2398,2507,1370,641
MPC1,191,168,301,291,145,60
ACAA1,592,541,359,473,479,180
BCAT1,7557,8868,9109,9399,2478,1224
HDAC7,1236,800,1068,829,683,333
LZTS1,203,91,70,94,695,138
PRDM6,2,15,9,14,4,0
WNT8A,0,0,0,0,0,0
SPAG4,82,28,28,33,155,125
NCKAP1,11284,8455,9851,10951,6694,2370
MRPS35,1445,1209,863,1177,572,193
GUCY1B1,129,156,14,12,199,21
SFSWAP,1032,1001,917,893,772,321
TNK2,579,475,194,242,133,107
MON2,2208,2640,1700,1701,3625,1333
CDH3,91,110,91,71,61,16
ARSF,0,1,1,0,0,0
GPBP1,1865,2260,1390,1457,1715,592
DGAT2,59,87,39,44,2,3
ZNF112,183,223,541,653,306,78
CS,3593,2645,2122,2901,1372,469
LTK,49,62,22,28,5,6
MRPS24,964,1231,584,601,433,148
ELMO2,941,1041,920,922,498,303
WAPL,1853,1817,2493,3478,1674,665
VMP1,5851,5895,5644,5385,8515,3103
APPBP2,1255,1863,2404,2241,1802,617
POLD1,694,714,326,338,72,55
SEZ6,0,0,0,0,0,0
EIF4B,9107,7242,5798,5590,14556,2118
SLC6A16,24,38,20,43,49,32
BICRA,61,71,44,64,90,18
SPHK2,123,136,193,194,220,69
RPL18,5114,4459,7266,7867,6395,1536
CA11,6,21,3,19,226,31
ISOC2,293,225,613,725,658,174
U2AF2,1732,1581,1416,2178,993,406
EPN1,1329,1013,1071,1268,929,472
MED29,375,329,623,657,738,282
GSC2,0,0,0,0,0,0
ZNF275,971,644,1713,2010,506,185
MTMR1,967,748,1996,2085,467,295
GPC1,5567,4298,1985,1996,2661,1298
ADCK1,63,74,87,119,132,44
HAGH,137,292,439,498,297,113
RNF4,2090,1834,1895,2145,852,373
CASP8,679,851,533,569,537,265
LIMCH1,1642,1359,5,3,2,3
INTS13,950,759,918,1166,425,150
TM7SF3,704,543,825,590,1025,477
DLX3,2,3,0,0,0,0
SPA17,265,249,150,132,135,53
TSPAN32,0,2,0,0,0,0
CCN5,1,1,10,3,66,10
DMRT3,0,0,0,0,0,0
ST3GAL6,43,34,168,153,116,36
ATP2C2,2,0,0,0,0,0
NGFR,18,25,6,13,2,0
CDON,307,181,19,58,59,8
TAF2,1636,1657,982,1096,1224,421
HIPK2,15401,13374,10918,9975,11737,3946
TNPO3,4671,3225,2466,2467,1034,444
RFXANK,349,468,762,719,425,135
TMEM161A,174,147,221,270,181,79
LPAR2,59,26,20,14,202,42
CTSA,2815,2529,1769,1756,2609,971
SUGP2,2122,2133,1971,1997,1758,620
SLC12A2,887,1034,1952,2075,2554,578
SNX24,488,427,491,666,277,97
EYA2,0,0,0,0,0,0
CNN2,3352,1666,1068,765,1553,693
ABCA7,88,164,181,100,528,100
SNCAIP,43,18,11,1,3,0
DDX20,711,562,757,801,340,102
BTBD1,2460,2089,2169,2460,2083,609
FAR2,435,237,727,722,493,222
BCAS1,19,14,15,15,14,1
POU1F1,0,0,0,0,0,0
CHI3L2,4,17,1,28,4,0
SBNO2,247,444,470,514,334,115
PMS1,501,731,504,655,422,319
HMG20B,739,532,520,657,692,333
CALCRL,35,49,59,47,719,61
TAF11,370,361,600,520,413,132
ANKS1A,500,508,404,301,601,185
AP3D1,2810,2815,3163,3926,1685,852
ZNF76,410,459,274,251,374,132
SLC9A3R2,436,276,1564,1507,1166,682
NTHL1,130,167,101,137,122,86
UHRF1BP1,360,581,1447,1624,207,172
GNAI3,4204,3664,4915,5786,2720,1038
IPO5,5832,4590,8351,7540,4051,937
OAT,1214,828,1862,1987,2879,720
WDR3,1945,1862,2300,2822,479,179
PKN2,2301,1979,2122,2160,1761,824
WDR18,161,152,210,156,244,59
TRAM2,4185,2519,6675,5485,8590,3702
NTN1,1,21,43,38,16,0
GLP2R,0,7,0,0,0,0
MCM10,477,322,186,236,37,19
DGKA,350,157,345,361,521,214
ERBB3,33,11,10,37,10,2
ROPN1,0,0,0,0,0,0
ANKRD44,46,66,99,100,400,199
KARS1,3599,3244,3453,3442,1292,478
ADAT1,1066,962,468,466,458,160
PDIA5,490,381,208,167,355,216
TBC1D22B,321,271,282,285,317,103
NDUFB4,704,534,411,431,460,175
SPEN,3077,2165,1888,2157,2058,965
MYLK,1433,994,635,647,97,93
ZC3H15,2136,2166,2032,2190,979,411
MAP2K4,1266,980,774,1116,1200,319
PACC1,161,133,480,376,135,40
SNAP91,0,0,1,20,0,0
SLK,2462,2162,5103,5411,5610,1483
CYB5R4,995,1380,503,857,796,211
COL17A1,112,56,2,3,19,19
GSTO2,28,34,223,275,221,48
SEC61A2,161,97,150,160,104,44
PRKCQ,0,1,0,0,0,0
TLE2,20,20,40,21,207,25
ASB1,1641,1535,2659,2850,614,280
FAM107B,434,335,1385,1223,791,303
ME1,1214,1367,1039,1119,1236,289
TBC1D1,2322,1815,3113,3008,1416,439
CDK13,2601,2571,2623,2643,1559,473
MTHFD2,2158,2582,4014,4594,715,435
SLC9A7,4623,4003,5648,5215,838,393
FOXJ2,791,762,806,906,359,175
YBX1,8576,7309,8703,9452,4060,1746
PDE4A,267,205,238,275,351,131
PPP2R5A,395,350,523,623,492,133
CTNNA2,1,5,0,1,0,0
ELAVL1,1781,1537,1440,1747,933,385
TIE1,84,55,14,29,83,7
DIP2B,1996,1760,1089,1907,1034,397
SMARCD1,1514,1141,689,499,592,168
KDM4A,772,978,1073,950,870,317
NFYC,330,367,443,463,293,159
ZMYND12,4,2,8,16,11,1
SLC9A3,0,2,2,0,0,0
NGEF,356,217,19,10,19,2
ASPM,6623,4841,1763,1285,311,1118
CD84,24,40,17,33,22,21
ELOVL1,760,460,1033,1077,432,172
SPI1,0,0,0,1,2,0
POLR1H,213,188,101,102,122,47
MPPED2,16,4,14,6,12,4
CLDN18,0,0,0,1,0,0
ZBTB11,1122,1993,1732,2212,873,334
ATXN3,906,687,1134,941,1198,434
GOLGA5,1363,1206,1650,1770,1578,461
FGFR2,29,12,12,35,20,9
LRRC40,871,719,739,722,385,137
ISOC1,240,436,225,223,138,41
EML1,828,385,1700,1824,278,77
TRMT11,444,445,363,322,295,106
THUMPD1,1333,1275,777,1550,1033,364
MSANTD3,1466,1416,1433,1502,493,249
KIF26A,6,2,8,4,75,0
ATG2B,1608,1761,2073,2561,2193,836
ARFGEF1,3379,3467,3359,3246,2339,886
ACSM2B,10,5,0,2,0,5
ZFAT,223,246,213,315,203,197
MTFR1,772,527,629,648,392,112
STAG3,466,424,169,162,110,76
FECH,496,563,487,769,597,176
MYO9A,2688,1891,2286,2142,2210,666
DDX3Y,1320,1253,0,0,9,2
PFKP,3255,2131,5835,5902,707,1756
IDI1,398,426,550,571,1112,144
SP100,1865,2021,3358,3322,1908,1346
KLF6,1668,1261,4398,5100,1108,926
PLPP1,369,339,325,353,2311,151
NEO1,1439,656,642,489,748,261
TRAM1,4329,3753,4224,4689,7352,2522
PHKA1,616,624,1167,1254,737,109
TNFRSF1A,2887,2055,1180,1095,1860,783
CACNB1,140,48,128,140,34,17
EVI5,1113,754,2083,2017,1847,556
STOML1,430,488,862,1048,159,91
PKM,43901,34836,22279,21815,24138,12390
DHX29,1713,1337,1580,1643,1354,395
DNTTIP2,2616,1675,2165,2099,1003,332
METTL22,464,339,307,340,300,82
TP53BP1,3669,3566,1886,2171,3612,1388
TRO,288,232,302,225,597,160
RRP15,1268,599,584,758,343,119
RHOA,7667,7062,7783,8597,5799,2633
DHX8,1629,1552,1556,1761,1395,434
PMS2P4,63,54,29,33,25,14
PRKCZ,6,0,1,6,1,0
ZFY,466,496,1,14,10,9
IARS2,2659,2054,2301,2475,2320,1005
SYT1,584,568,162,65,62,47
NAV3,2104,1773,1866,1835,838,307
IDH3G,456,351,618,764,340,145
ROGDI,100,86,82,65,91,44
PDZD4,16,10,3,2,0,4
ATP2B3,0,0,1,0,0,0
ROCK1,3824,2889,2631,2981,2918,854
CBFB,2930,3223,1881,1804,1497,364
PDK3,159,68,178,160,149,113
HYAL2,1179,766,384,441,491,152
HDAC4,662,864,280,478,335,192
RASSF1,419,384,1041,1135,387,124
FGFR3,10,31,31,8,90,10
IFI35,168,441,540,628,344,380
HEATR6,539,445,237,258,657,205
COASY,630,489,511,488,447,137
PLEKHH3,318,453,197,178,404,72
MEF2A,1877,1591,1353,1677,796,379
OTUD5,691,617,1593,1613,677,267
TFE3,1046,1418,2021,2164,671,300
TBC1D25,387,254,408,295,172,116
ACSL4,4821,5017,9548,9533,11488,5334
INPP5A,241,203,486,591,240,75
GPKOW,355,387,448,471,255,104
GRIPAP1,467,612,778,851,441,238
FTSJ1,1091,770,1449,2488,412,214
PRR11,1824,1195,713,562,118,206
REEP1,4,2,9,14,3,2
ATP11A,443,398,300,227,139,82
POLR1A,3065,2466,1418,2214,1218,430
LAPTM4A,1333,1456,1655,1845,2437,850
TTC7A,512,386,435,468,475,229
IP6K2,1001,822,465,511,851,301
STON1-GTF2A1L,36,34,6,4,2,0
SRBD1,668,720,579,394,442,164
KIF2A,1768,1532,1097,1182,645,297
RASGRP2,9,1,10,9,679,95
PSME4,4038,3690,3732,3651,2617,735
IFT80,800,1033,534,514,1318,559
ERLEC1,1522,1595,1107,1108,2404,899
PPP2R5B,225,270,416,662,233,153
PYGM,42,17,14,14,268,39
PAGE1,1,5,0,0,0,0
PITX1,98,90,7,7,0,2
TRPC7,0,0,0,0,0,0
MAST4,610,500,332,366,846,272
ADGRF5,0,5,9185,8572,4683,1041
SDK2,42,5,132,130,37,0
ADAM7,0,0,0,1,0,0
NUP133,1307,1075,1375,1226,1109,401
NUCKS1,11131,10534,6972,7124,6016,2693
VPS35,3789,3126,3308,3354,1847,659
DNAJA2,1894,1778,2447,2687,1450,515
BCL3,95,122,180,125,97,101
KCNAB2,77,85,55,43,73,12
ABCC9,801,893,992,1009,2373,477
GAL,5,5,35,34,0,0
CLEC2D,203,475,355,493,148,65
FUNDC1,228,211,229,264,128,33
MAOB,8,3,0,0,1,0
RORA,199,247,764,718,1579,545
DRD4,0,4,0,10,6,4
TGFBR3,334,219,348,367,1202,655
HES2,72,47,52,42,78,19
ATP1B3,1524,1060,1954,2084,3112,944
NEDD4,4375,3628,3329,3252,3956,1572
PIGB,297,276,162,144,202,64
MAPK6,3742,3105,3124,3360,1615,376
GNB5,1086,706,739,713,867,281
RAB27A,1069,974,261,334,467,109
HDHD5,255,208,310,300,175,127
UFD1,542,432,670,715,826,311
GUCY2C,0,2,0,1,0,0
PHRF1,537,594,0,0,0,0
ELP1,1725,1487,1756,1793,1150,567
NUCB2,909,889,1028,1211,1557,883
PFN2,5593,3153,2141,2315,2160,1036
PTPN3,441,372,424,547,792,241
SPTB,169,148,121,107,160,70
DAPP1,27,38,21,17,17,9
FGF10,0,0,0,0,10,0
SLC44A1,1492,1429,637,658,2712,872
TMEM260,351,253,240,244,551,203
SMG6,1319,904,2298,2018,2012,844
EXOC5,3028,3079,2701,2485,2559,964
CLTCL1,240,182,1060,1053,315,132
FGF22,2,6,8,11,51,11
FSTL3,1613,1502,4835,6429,2227,1596
DGCR2,759,594,777,777,747,341
RNF126,577,323,546,511,423,215
MNT,297,293,274,324,221,209
ZXDC,440,502,493,707,316,150
JMJD6,610,676,795,608,397,178
POLB,618,394,344,346,294,106
ST6GALNAC1,2,0,14,0,0,1
WIPI1,512,545,939,873,1715,436
FRMPD1,76,84,65,72,69,31
GBA2,991,949,739,664,974,357
NDST1,3324,2925,4322,3122,1523,736
ASNS,670,836,1563,1748,228,119
AP3M2,658,794,560,603,346,156
CNGB1,0,2,8,5,0,2
ST6GALNAC2,27,54,21,13,10,7
CHAT,0,0,0,0,0,0
PABPC1,12938,11912,11125,11376,8446,2657
TESK2,11,43,25,19,80,19
CFAP20,436,509,452,500,164,90
CSNK2A2,2560,1958,2533,2821,1037,401
PTPN21,705,315,428,719,307,159
EIF2B3,630,526,946,990,460,154
CAMK2A,71,33,10,21,13,10
TCOF1,2920,2083,1467,1426,363,262
CDC42,5211,2046,4392,3220,3621,618
OSBPL3,1751,1161,1552,1755,538,265
EPHA8,0,0,0,0,0,0
SLC12A3,1,0,1,0,0,5
RAD18,1595,985,846,884,322,145
ATP2B1,9550,13899,3905,3674,3084,515
TRPM5,0,0,0,0,1,0
NCK2,1082,679,1029,1169,436,241
MAP4K4,15083,14897,12219,11980,6402,3297
MGAT4A,61,75,76,100,50,32
RPL31,6429,6579,6806,7409,8133,2029
WDR1,8786,7088,8982,9098,7895,2336
SNX13,2940,2760,1043,1079,2088,608
MS4A12,0,0,0,0,0,0
ARHGAP10,975,713,1307,1340,1316,471
RPS6KA2,596,543,833,903,640,318
ING3,427,532,168,240,356,94
VASH1,91,98,83,61,633,319
LMCD1,386,117,1603,2341,25,17
BUD23,1653,1449,943,1036,432,191
SEL1L,3576,3456,3082,4352,4216,1243
TRIP13,1270,857,480,528,85,117
ATP6AP1,921,967,1710,1881,1430,532
TCF3,1525,765,911,831,267,191
TRIB2,1134,1769,260,550,3055,1162
DAZAP1,1880,1505,2273,2161,1303,379
MBD3,2057,1779,1540,1653,1026,369
PRLH,0,0,0,0,0,0
HLTF,2037,1584,1306,1257,3622,1060
FAM50A,1417,1184,2100,2196,686,227
FAM3A,412,390,708,721,344,118
CPSF1,1032,865,772,689,610,239
MYO3B,8,10,2,7,10,6
CYBRD1,1451,1287,1444,1894,5744,1286
CDH19,2,0,0,0,0,0
PDCD2,1367,952,1850,2019,550,194
SLC6A15,227,318,469,609,1198,191
RDH11,1102,1242,1326,1368,1857,429
PRKACA,532,427,733,643,675,199
ADGRL1,361,338,57,84,183,63
SPP2,67,56,42,60,66,23
ACTN1,9750,4821,12109,12239,5317,1963
ZFYVE26,1218,1454,1378,1645,1110,633
RPS6KA6,10,12,20,50,157,55
EPN2,884,778,1121,1152,1650,640
PTPN18,186,116,296,248,181,94
LIMS2,17,7,57,73,3,3
ASIC4,3,3,1,5,0,3
SPEG,1080,585,104,138,46,65
LNX1,18,9,3,7,10,6
ALDH3A2,824,873,935,645,2327,545
TFRC,9380,6830,8263,7977,3499,809
SREBF1,914,1668,773,1119,2289,221
TRPC5,0,0,0,0,0,0
AFF4,8912,7478,7569,10078,5865,1999
UBE2D1,213,132,533,540,434,175
MPP5,954,767,1576,1334,750,217
RHOBTB1,443,255,325,375,317,115
SMC1A,2600,2928,3873,4315,1063,710
HSD17B10,632,751,1248,1251,349,93
MARK2,570,600,409,589,360,122
HMMR,1516,1787,563,287,49,271
CHFR,960,836,1288,1284,1082,306
TRHDE,3273,1616,719,594,51,7
P4HA2,2353,2804,1989,2329,1191,1830
FCGR2B,0,2,0,0,0,1
NFATC3,585,819,860,834,581,260
TRNT1,838,709,630,618,447,167
ACADVL,2499,1982,2452,2489,2060,1002
STK10,1128,1147,1037,919,1003,526
FBXW11,2228,2308,1766,1887,1359,524
ACAP1,17,4,32,46,12,19
CRMP1,319,148,13,10,0,0
EVC,1058,917,2985,3743,1105,547
DERL2,710,717,702,798,712,161
SIDT1,14,17,23,6,21,15
NDE1,1030,884,317,284,229,142
IRAG1,21,6,629,478,2121,625
TMEM38A,61,64,60,73,76,34
AP1M1,1491,1052,1464,1211,978,459
PVR,1797,1299,3433,3766,413,199
XRCC1,261,262,215,180,194,80
SCARB1,753,524,622,697,2361,670
CYP2W1,2,2,4,1,2,3
MCM2,2761,2134,595,696,136,97
MOV10L1,39,40,13,15,18,11
PANX2,20,24,20,10,11,11
SELENOO,170,102,267,254,201,111
TP63,86,11,1,13,27,39
ALPK1,741,886,459,523,463,232
LLGL2,34,17,11,25,26,11
PDE8A,1280,1241,1336,1294,2686,1088
CLCN4,367,254,531,250,89,21
NLE1,553,336,452,455,144,55
SDHA,2116,1867,1609,1613,2479,906
SMARCE1,2130,1925,1684,2006,1748,506
FNDC8,0,0,0,0,0,0
GSDMB,154,129,245,467,272,89
KDM5A,3116,3107,2003,2705,3486,1371
ADAM11,7,0,14,12,1,0
PPP2R3A,890,585,935,971,336,144
FERMT2,2236,1983,4109,4181,5264,1620
ABCB11,1,0,10,5,0,0
DHRS9,10,3,19,11,3,2
CD5L,12,12,1,1,0,0
PTGS2,34,201,1522,1727,658,587
IGF2BP2,1146,1091,1239,1380,992,858
MAP3K13,390,505,331,419,382,175
ST6GAL1,21,52,58,39,103,18
TBX21,0,0,2,1,0,0
FRY,494,172,316,464,237,44
PICALM,4194,4490,4509,5798,3516,1562
NSF,931,1020,1069,1254,558,359
GLI2,384,227,123,91,4,4
CLASP1,2608,2503,1717,1853,2890,726
MRPS34,780,477,515,495,393,106
NOTCH3,793,691,594,747,10180,3382
CLNS1A,1050,898,1258,1007,718,197
PPP2R2C,11,23,148,209,10,5
TEAD2,553,463,163,181,241,156
EED,430,425,280,351,271,88
CDHR2,0,0,0,0,0,2
SNCB,0,0,0,0,0,1
TSG101,737,716,883,1044,647,164
NCBP3,1552,1690,1456,2244,947,464
ATP2A3,53,41,57,63,11,2
CA12,813,1013,241,262,2096,606
MGLL,1002,1011,7476,7726,3671,1869
NTN4,221,413,1128,1260,1693,499
BCS1L,453,293,494,462,179,84
NUAK1,741,286,701,625,393,76
DPP8,2224,1982,1643,1632,1722,561
SLC24A1,187,85,99,53,90,62
ZNF532,2624,1897,1507,1939,925,370
SCARF1,17,17,65,87,50,51
LMAN1,8505,6279,4186,3329,7717,2478
HACD3,3134,2539,2279,2426,1676,763
IPCEF1,73,7,1,6,9,1
ZZEF1,2263,1707,1760,2246,2733,959
NOX3,0,0,0,0,0,0
ENO1,36886,29346,30861,31114,10572,11243
SLC12A1,0,0,0,0,0,0
MYDGF,970,912,1005,985,991,508
ANO8,105,55,37,30,85,53
TUBE1,199,308,539,456,285,76
ARHGEF10L,316,314,545,655,154,166
TXK,26,12,31,51,28,7
WSCD2,0,0,0,0,0,0
KCNQ2,0,0,1,0,0,0
TACR2,0,0,2,3,0,0
ACTR6,436,395,258,289,317,107
TIPIN,325,255,246,220,84,37
SRI,3344,2007,972,910,953,343
EIF4G3,3372,3123,2269,2291,4291,987
NUP37,993,671,492,462,195,68
SEMA3A,1662,951,92,88,670,323
GTSE1,490,371,167,121,13,79
SEMA3C,6448,12149,5849,5768,13011,5147
TTC38,137,183,301,488,270,145
ACAT1,840,695,767,808,1024,259
GRAMD4,79,254,74,133,183,30
CELSR1,80,262,25,46,4,33
WNT8B,0,0,0,0,0,0
ZNF638,3185,3545,2125,2301,4897,1503
SLC25A40,607,743,226,375,236,85
TIMM21,507,441,369,421,175,50
ADD2,750,219,11,12,17,12
FGF4,0,0,0,0,0,0
RASAL2,1080,739,1994,2295,1934,709
VPS9D1,239,245,344,426,304,87
ZNF37A,772,671,1464,2108,1145,467
MARK3,1749,1930,1634,1726,1470,651
SLC25A3,6929,6463,7842,7837,7960,1833
FNDC3B,4872,6601,8269,7393,8020,3471
FOSL2,2922,2904,4407,3865,1051,995
CACNG5,0,2,0,0,0,0
CACNG4,2,0,1,0,1,0
FRYL,4044,3153,2834,2719,2718,902
TMEM131,1929,2086,2267,2495,1916,535
FSCN1,2851,1117,991,931,1568,710
ACTB,84854,48518,29911,27706,25674,12338
MOCOS,375,898,275,556,140,25
PLD1,228,778,317,282,1262,499
ATP12A,9,6,0,0,0,2
WDR62,631,665,426,297,173,95
DLG1,3318,3294,3264,3517,1697,619
RAB7A,2199,1614,1458,1955,1182,391
BCAP29,3497,2606,1603,1720,1369,471
SEC31B,61,48,101,112,302,91
SART3,1834,1711,1050,1121,792,344
ARHGAP15,76,66,16,17,27,18
TUBA3D,0,0,0,0,0,0
PAX2,6,0,0,3,0,0
EXOSC7,732,799,680,771,392,130
KIFAP3,504,435,581,693,803,316
MKRN2,1266,658,676,675,689,239
MCM6,1539,1436,725,726,540,146
REXO2,1443,1026,1553,1643,1281,372
RBM7,616,559,735,756,476,125
RBMS2,1290,915,1609,1461,2010,933
BAZ2A,1947,2030,1529,1422,2030,925
PTPN23,859,644,829,1202,476,155
MLH1,1370,1040,329,642,519,144
UNG,733,556,331,367,256,55
FMO4,13,53,8,8,24,15
KLHL20,461,333,395,400,585,222
RGS11,11,18,20,17,5,6
SLC46A1,385,165,244,238,239,133
PLXNA2,1632,251,960,534,1247,359
SPAG5,2664,2132,635,660,46,341
ANKRD13A,2574,1041,1460,2653,1676,361
TPD52,14,3,26,8,11,11
ACACB,192,197,117,105,242,78
TRAF4,643,723,885,1005,459,178
PAG1,724,880,1054,568,2268,912
GPATCH1,291,147,135,116,173,32
ICAM3,54,51,83,64,38,15
NT5C2,837,663,526,586,1448,287
MCAM,1177,575,67,85,181,37
GPC4,120,48,3,1,39,0
MBNL3,314,303,134,100,72,149
CAMSAP3,0,0,3,6,0,1
RAP1GAP,8,3,8,7,2,1
XAB2,389,283,343,310,285,125
ARHGEF1,922,646,1018,895,514,270
STXBP2,34,32,16,24,242,147
MAP2K7,216,259,316,361,216,93
NMRK2,0,0,0,0,0,0
CTTNBP2,15,6,39,51,17,0
ACTL6B,0,0,0,0,0,0
RARB,989,836,665,630,1639,644
TOP2B,4169,3636,2606,2284,3035,898
TM9SF3,3206,3038,4904,4818,5068,1734
NFKB2,282,1212,1702,1907,252,205
UBE2T,610,463,184,158,58,70
PPP1R12B,642,361,546,566,660,276
DNAJC10,5716,4961,5746,5898,8073,3063
GTF3C1,2782,2534,1888,1909,2354,872
IL4R,643,705,1622,1792,1559,746
USP33,2313,2569,2020,2165,3735,1236
PAK3,74,98,14,27,28,7
CAPN6,0,0,0,0,0,0
DCX,1,2,2,4,3,0
SNRPA,420,405,430,425,168,141
SPAG6,1,0,0,0,0,0
EXOSC5,99,106,182,162,45,25
DYNC1I2,3228,2277,2281,2109,2359,784
APBB1IP,0,0,8,8,0,0
LRCH4,529,495,297,364,429,146
FAM76B,386,272,270,274,432,109
SIRT6,163,147,171,200,74,45
TYR,1,0,0,4,1,1
POLD3,783,610,235,337,169,122
ACTN2,3,34,39,68,0,1
CAPZB,1621,1332,1623,1678,2517,703
GPR137B,35,25,111,144,303,46
NAALAD2,43,78,30,59,1093,210
JADE1,1031,1008,1692,1723,734,299
SLC25A43,927,630,1233,1315,296,207
UBE2A,1484,1269,2655,3033,949,414
FGFR1,2923,1841,2871,2317,644,513
FKBP6,1,1,0,0,0,0
SMC1B,3,4,6,8,1,0
FBLN1,910,572,4226,2972,3804,1312
ITGA8,4,5,400,514,1510,360
CST7,0,0,0,0,0,0
MAP2,1316,999,434,432,1770,897
PIAS2,1511,1001,811,1157,962,383
AMPH,27,31,28,18,139,11
ARAF,475,468,1198,1108,481,259
MCCC1,450,337,400,414,548,194
LAMP3,6,19,26,47,7,20
FAP,3793,2237,2039,2212,2933,545
NEBL,1360,842,33,77,1473,80
ACER3,1700,1202,1206,1512,797,184
UBE2K,2409,1708,1730,1728,1121,511
PIK3C3,1018,864,997,1415,1557,616
N4BP2,647,495,478,634,339,136
TIGAR,373,316,1152,1048,349,93
TULP3,436,445,366,492,278,135
SYNJ2,4199,2528,3551,2896,4145,1199
ADCY2,49,23,105,85,41,16
PPP2R5C,2731,2012,1506,1792,1622,558
PMS2P1,129,121,104,101,60,21
RBFOX1,0,2,0,0,0,0
GNB1,6239,4909,3637,6446,4509,2037
HOXA9,74,70,0,0,0,0
EDN1,34,103,526,437,44,8
MLLT10,652,439,570,670,759,260
ZCWPW1,51,59,40,53,30,16
ADCYAP1R1,0,0,2,0,0,0
FGF20,1,3,5,1,3,2
P2RY10,0,0,0,0,0,0
ITM2A,0,0,0,0,0,0
NRDC,3146,3061,2900,3400,3155,1021
VDAC3,1697,1349,1554,1462,1157,450
PCM1,5529,5286,3386,3711,3957,1286
TNRC6C,178,186,267,411,358,88
CBFA2T2,616,534,540,673,561,190
BRINP1,0,2,2,10,7,0
